MANDT,EBELN,EBELP,MATNR,WERKS,LGORT,MATKL,INFNR,IDNLF,KTMNG,MENGE,MEINS,BPRME,BPUMZ,BPUMN,NETPR,PEINH,NETWR,BRTWR,BUGSZ,RETPO,WEPOS,WEUNB,REPOS,MWSKZ,ADRNR,PACKNO,FPLNR,BELNR,LOEKZ,BANFN,BNFPO,EBELN2,EBELP2
100,0200002358,00040,MZ-FG-E17,1002,3083,817851,,,,3,EA,EA,,,767.81,1,"2186,63",2499,,,,,,,,,,,,,,,
100,0200002358,00050,CM-FL-V00,1001,6114,846288,,,,9,EA,EA,,,1432.22,1,"699,13",799,,,,,,V2,,,,,,,,,
100,0200002358,00060,M1,1000,9906,483355,,,,3,EA,EA,,,333.67,1,1001,1144,,,,,,,,,,,,,,,
100,0200002359,00010,MZ-TG-Y200,5001,5945,677297,,,,1,EA,EA,,,3381.83,1,"349,13",399,,,,,,V1,,,,,,,,,
100,0200002359,00020,MZ-FG-R300,3000,3949,654219,,,,2,EA,EA,,,3949.61,1,"1093,75",1250,,,,,,,,,,,,,,,
100,0200002359,00030,MZ-TG-Y240,1002,5822,554243,,,,9,EA,EA,,,38.89,1,350,400,,,,,,V3,,,,,,,,,
100,0200002359,00040,FG226,1002,5813,644711,,,,10,EA,EA,,,1152.75,1,"261,63",299,,,X,,,V1,,,,,,,,,
100,0200002362,00010,FG226,3001,9796,788836,,,,4,EA,EA,,,403.75,1,"261,63",299,,,,,,V3,,,,,,,,,
100,0200002362,00020,MZ-FG-C900,5000,3104,403974,,,,9,EA,EA,,,6174.05,1,"459,38",525,,,X,,,V1,,,,,,,,,
100,0200002362,00030,MZ-FG-C20,5000,5214,224221,,,,8,EA,EA,,,1113.22,1,"1190,88",1361,,,,,,V1,,,,,,,,,
100,0200002362,00040,MZ-TG-A25,4000,6650,173048,,,,6,EA,EA,,,3252.14,1,"1312,5",1500,,,,,,V2,,,,,,,,,
100,0200002364,00010,MZ-FG-E17,2001,7596,998110,,,,2,EA,EA,,,4833.51,1,"2186,63",2499,,,,,,,,,,,,,,,
100,0200002365,00010,MZ-TG-SR01,3000,6091,744392,,,,9,EA,EA,,,466.67,1,4200,4800,,,,,,V3,,,,,,,,,
100,0200002365,00020,MZ-TG-A20,5001,0605,274731,,,,9,EA,EA,,,1384.83,1,"3499,13",3999,,,X,,,V1,,,,,,,,,
100,0200002365,00030,MZ-FG-E15,5000,0583,118547,,,,9,EA,EA,,,7306.19,1,"3499,13",3999,,,,,,V1,,,,,,,,,
100,0200002367,00010,MZ-FG-E108,4000,1498,962699,,,,7,EA,EA,,,5798.12,1,"1136,63",1299,,,X,,,,,,,,,,,,
100,0200002367,00020,MZ-FG-E101,3000,2398,508839,,,,3,EA,EA,,,3937.26,1,"217,88",249,,,,,,,,,,,,,,,
100,0200002367,00030,FG226,3001,3921,106588,,,,5,EA,EA,,,2703.43,1,"261,63",299,,,X,,,,,,,,,,,,
100,0200002367,00040,MZ-FG-R200,4000,0962,537387,,,,6,EA,EA,,,2111.55,1,"1311,63",1499,,,X,,,V2,,,,,,,,,
100,0200002367,00050,CM-FL-V00,2001,2855,665776,,,,9,EA,EA,,,8736.87,1,"699,13",799,,,X,,,V3,,,,,,,,,
100,0200002367,00060,FG226,1001,8080,448020,,,,9,EA,EA,,,4248.23,1,"261,63",299,,,,,,,,,,,,,,,
100,0200002368,00010,MZ-FG-C900,4000,7947,199051,,,,5,EA,EA,,,816.53,1,"459,38",525,,,,,,V1,,,,,,,,,
100,0200002368,00020,MZ-TG-Y120,3000,8820,539339,,,,2,EA,EA,,,2731.63,1,"6912,5",7900,,,,,,,,,,,,,,,
100,0200002369,00010,MZ-FG-M525,2000,5478,868328,,,,8,EA,EA,,,9283.36,1,"1749,13",1999,,,X,,,V1,,,,,,,,,
100,0200002369,00020,MZ-FG-C20,5001,7556,625337,,,,1,EA,EA,,,365.63,1,"1190,88",1361,,,X,,,V2,,,,,,,,,
100,0200002369,00030,MZ-TG-Y200,1000,1472,952311,,,,2,EA,EA,,,8199.39,1,"349,13",399,,,X,,,V1,,,,,,,,,
100,0200002370,00010,MZ-FG-E103,1002,4997,832005,,,,3,EA,EA,,,8164.1,1,"392,88",449,,,X,,,V2,,,,,,,,,
100,0200002370,00020,MZ-TG-A26,5001,3093,197013,,,,6,EA,EA,,,2262.96,1,"1662,5",1900,,,X,,,V3,,,,,,,,,
100,0200002370,00030,MZ-FG-E15,1001,4068,428502,,,,8,EA,EA,,,2325.25,1,"3499,13",3999,,,X,,,V1,,,,,,,,,
100,0200002371,00010,MZ-FG-C950,3000,5295,932622,,,,3,EA,EA,,,7690.87,1,"602,88",689,,,X,,,V1,,,,,,,,,
100,0200002371,00020,MZ-FG-C10,5001,2145,746239,,,,4,EA,EA,,,262.5,1,1050,1200,,,,,,,,,,,,,,,
100,0200002371,00030,MZ-FG-E17,2001,4911,556981,,,,8,EA,EA,,,1475.44,1,"2186,63",2499,,,,,,V1,,,,,,,,,
100,0200002371,00040,MZ-TG-Y240,1001,9695,541493,,,,9,EA,EA,,,38.89,1,350,400,,,X,,,V2,,,,,,,,,
100,0200002373,00010,MZ-FG-E16,5001,6813,456528,,,,7,EA,EA,,,6831.36,1,"2186,63",2499,,,X,,,,,,,,,,,,
100,0200002373,00020,MZ-FG-E101,1001,6058,668390,,,,8,EA,EA,,,5924.57,1,"217,88",249,,,X,,,,,,,,,,,,
100,0200002374,00010,MZ-FG-C900,1000,3266,029989,,,,3,EA,EA,,,6757.77,1,"459,38",525,,,X,,,V3,,,,,,,,,
100,0200002374,00020,MZ-TG-Y120,5000,1327,111364,,,,7,EA,EA,,,8608.46,1,"6912,5",7900,,,,,,V1,,,,,,,,,
100,0200002374,00030,MZ-FG-R200,1000,7763,404368,,,,7,EA,EA,,,3164.72,1,"1311,63",1499,,,X,,,V2,,,,,,,,,
100,0200002374,00040,MZ-FG-R300,1002,8455,577345,,,,9,EA,EA,,,2262.36,1,"1093,75",1250,,,,,,,,,,,,,,,
100,0200002374,00050,MZ-FG-P010,5001,9953,197506,,,,8,EA,EA,,,8386.62,1,"1049,13",1199,,,X,,,V1,,,,,,,,,
100,0200002374,00060,MZ-FG-E102,4000,6851,216916,,,,2,EA,EA,,,70.59,1,"349,13",399,,,,,,V2,,,,,,,,,
200,0200002375,00010,MZ-TG-Y200,1001,0149,724325,,,,5,EA,EA,,,8601.07,1,"349,13",399,,,X,,,V2,,,,,,,,,
100,0200002377,00010,MZ-FG-P010,1002,7733,947176,,,,2,EA,EA,,,2129.45,1,"1049,13",1199,,,,,,V3,,,,,,,,,
100,0200002377,00020,MZ-TG-A27,4000,2311,534090,,,,8,EA,EA,,,1374.55,1,"1968,75",2250,,,X,,,V2,,,,,,,,,
100,0200002379,00010,CM-FL-V00,1001,6019,141013,,,,10,EA,EA,,,8624.24,1,"699,13",799,,,,,,V1,,,,,,,,,
100,0200002379,00020,MZ-FG-M525,2000,8617,141523,,,,3,EA,EA,,,9650.11,1,"1749,13",1999,,,,,,,,,,,,,,,
100,0200002379,00030,MZ-FG-P010,2001,8406,586474,,,,6,EA,EA,,,2525.83,1,"1049,13",1199,,,,,,V3,,,,,,,,,
100,0200002379,00040,MZ-FG-M550,3000,2211,891968,,,,10,EA,EA,,,4294.95,1,"2186,63",2499,,,,,,V3,,,,,,,,,
100,0200002379,00050,MZ-FG-P010,3001,0784,827838,,,,7,EA,EA,,,9275.96,1,"1049,13",1199,,,X,,,,,,,,,,,,
100,0200002380,00010,M1,2001,5292,573650,,,,8,EA,EA,,,125.12,1,1001,1144,,,X,,,V2,,,,,,,,,
100,0200002380,00020,MZ-FG-C950,3000,7859,256109,,,,4,EA,EA,,,3815.61,1,"602,88",689,,,X,,,V1,,,,,,,,,
100,0200002380,00030,MZ-FG-E15,3000,5722,534699,,,,8,EA,EA,,,7547.21,1,"3499,13",3999,,,X,,,V2,,,,,,,,,
100,0200002381,00010,MZ-FG-C21,4000,8564,463975,,,,2,EA,EA,,,8533.24,1,"567,88",649,,,X,,,V3,,,,,,,,,
100,0200002381,00020,MZ-FG-C21,2000,8681,270149,,,,6,EA,EA,,,3919.71,1,"567,88",649,,,X,,,V2,,,,,,,,,
100,0200002381,00030,MZ-FG-M525,1002,0598,894811,,,,8,EA,EA,,,7266.57,1,"1749,13",1999,,,,,,V1,,,,,,,,,
100,0200002382,00010,MZ-TG-A27,3000,3369,035852,,,,9,EA,EA,,,3458.93,1,"1968,75",2250,,,,,,V1,,,,,,,,,
100,0200002382,00020,MZ-FG-M550,1002,6025,452685,,,,4,EA,EA,,,5082.18,1,"2186,63",2499,,,,,,V3,,,,,,,,,
100,0200002383,00010,MZ-FG-C990,5000,1472,563288,,,,3,EA,EA,,,9171.01,1,"630,88",721,,,,,,V2,,,,,,,,,
100,0200002383,00020,MZ-TG-Y200,4000,4907,916426,,,,4,EA,EA,,,867.01,1,"349,13",399,,,X,,,,,,,,,,,,
100,0200002383,00030,MZ-TG-SR01,3000,2744,888131,,,,3,EA,EA,,,1400.0,1,4200,4800,,,,,,V2,,,,,,,,,
100,0200002384,00010,MZ-FG-C900,3001,7553,095866,,,,4,EA,EA,,,3070.0,1,"459,38",525,,,X,,,V2,,,,,,,,,
100,0200002384,00020,MZ-FG-R300,3001,8405,228355,,,,4,EA,EA,,,370.69,1,"1093,75",1250,,,,,,V1,,,,,,,,,
100,0200002385,00010,MZ-FG-E102,1002,1836,988292,,,,2,EA,EA,,,1456.24,1,"349,13",399,,,,,,V3,,,,,,,,,
100,0200002385,00020,TG11,2000,9800,491635,,,,5,EA,EA,,,525.0,1,2625,3000,,,,,,V3,,,,,,,,,
100,0200002385,00030,MZ-FG-E15,2001,3962,298934,,,,10,EA,EA,,,4275.23,1,"3499,13",3999,,,X,,,V1,,,,,,,,,
100,0200002386,00010,MZ-FG-R200,4000,6447,738680,,,,5,EA,EA,,,4928.41,1,"1311,63",1499,,,X,,,V2,,,,,,,,,
100,0200002386,00020,MZ-TG-Y200,3001,7984,274568,,,,2,EA,EA,,,1930.8,1,"349,13",399,,,X,,,V2,,,,,,,,,
100,0200002386,00030,MZ-FG-C20,5000,0954,622640,,,,5,EA,EA,,,8302.78,1,"1190,88",1361,,,X,,,,,,,,,,,,
100,0200002386,00040,MZ-TG-Y200,1000,7461,070230,,,,9,EA,EA,,,1206.94,1,"349,13",399,,,,,,,,,,,,,,,
100,0200002388,00010,MZ-FG-R300,1002,3847,962186,,,,4,EA,EA,,,2196.79,1,"1093,75",1250,,,,,,V1,,,,,,,,,
100,0200002388,00020,MZ-TG-Y240,3000,8762,284811,,,,6,EA,EA,,,58.33,1,350,400,,,,,,,,,,,,,,,
100,0200002388,00030,MZ-TG-A20,5001,6397,201996,,,,9,EA,EA,,,1038.2,1,"3499,13",3999,,,,,,,,,,,,,,,
100,0200002388,00040,MZ-FG-M525,5001,9094,678568,,,,4,EA,EA,,,7707.2,1,"1749,13",1999,,,,,,V2,,,,,,,,,
100,0200002388,00050,MZ-FG-E102,1001,2259,599207,,,,6,EA,EA,,,5137.14,1,"349,13",399,,,,,,V2,,,,,,,,,
100,0200002390,00010,MZ-TG-A26,3001,0612,695855,,,,3,EA,EA,,,804.34,1,"1662,5",1900,,,,,,,,,,,,,,,
100,0200002390,00020,MZ-FG-M550,3000,7725,188685,,,,10,EA,EA,,,7073.51,1,"2186,63",2499,,,X,,,V1,,,,,,,,,
100,0200002390,00030,MZ-FG-C10,4000,7384,757121,,,,8,EA,EA,,,131.25,1,1050,1200,,,,,,,,,,,,,,,
100,0200002390,00040,MZ-TG-A25,5000,6345,898596,,,,5,EA,EA,,,8865.49,1,"1312,5",1500,,,,,,V2,,,,,,,,,
100,0200002390,00050,MZ-FG-P010,2000,9627,963329,,,,2,EA,EA,,,1038.74,1,"1049,13",1199,,,X,,,V1,,,,,,,,,
100,0200002391,00010,MZ-FG-E17,1002,3507,936672,,,,7,EA,EA,,,2805.98,1,"2186,63",2499,,,X,,,V2,,,,,,,,,
100,0200002391,00020,TG11,3000,7964,081675,,,,10,EA,EA,,,262.5,1,2625,3000,,,,,,V2,,,,,,,,,
100,0200002393,00010,MZ-FG-C990,3001,0251,388726,,,,10,EA,EA,,,8043.84,1,"630,88",721,,,,,,V3,,,,,,,,,
100,0200002393,00020,MZ-FG-E17,1000,0756,235965,,,,6,EA,EA,,,9024.61,1,"2186,63",2499,,,X,,,,,,,,,,,,
100,0200002393,00030,MZ-TG-A20,3000,4197,201722,,,,5,EA,EA,,,8301.63,1,"3499,13",3999,,,X,,,V3,,,,,,,,,
100,0200002393,00040,MZ-FG-C900,3001,2555,560097,,,,7,EA,EA,,,2224.64,1,"459,38",525,,,X,,,,,,,,,,,,
100,0200002393,00050,CM-FL-V00,3000,4368,547563,,,,3,EA,EA,,,9195.26,1,"699,13",799,,,X,,,V3,,,,,,,,,
100,0200002393,00060,MZ-FG-M525,2001,1868,945338,,,,7,EA,EA,,,683.82,1,"1749,13",1999,,,X,,,V1,,,,,,,,,
100,0200002394,00010,MZ-FG-R100,4000,0803,526765,,,,1,EA,EA,,,6651.24,1,"4374,13",4999,,,X,,,,,,,,,,,,
100,0200002394,00020,MZ-TG-A25,2001,3811,233980,,,,7,EA,EA,,,5748.13,1,"1312,5",1500,,,,,,,,,,,,,,,
100,0200002394,00030,MZ-FG-E103,2001,7829,548121,,,,2,EA,EA,,,4034.78,1,"392,88",449,,,,,,,,,,,,,,,
100,0200002396,00010,MZ-TG-Y120,1001,3302,655886,,,,3,EA,EA,,,6767.0,1,"6912,5",7900,,,,,,,,,,,,,,,
100,0200002396,00020,M1,1000,7274,584382,,,,9,EA,EA,,,111.22,1,1001,1144,,,X,,,V2,,,,,,,,,
100,0200002396,00030,MZ-FG-C20,4000,6120,732567,,,,9,EA,EA,,,8897.81,1,"1190,88",1361,,,X,,,,,,,,,,,,
100,0200002396,00040,MZ-TG-A25,1001,9077,927986,,,,10,EA,EA,,,6915.2,1,"1312,5",1500,,,X,,,V2,,,,,,,,,
100,0200002397,00010,MZ-TG-A20,3001,2542,773611,,,,6,EA,EA,,,8962.58,1,"3499,13",3999,,,,,,V1,,,,,,,,,
200,0200002398,00010,MZ-TG-Y200,5000,5430,073911,,,,4,EA,EA,,,9929.36,1,"349,13",399,,,,,,V3,,,,,,,,,
100,0200002398,00020,MZ-FG-P010,1000,1019,837996,,,,5,EA,EA,,,1406.83,1,"1049,13",1199,,,,,,V3,,,,,,,,,
100,0200002399,00010,MZ-FG-C900,3000,6263,141672,,,,10,EA,EA,,,7745.17,1,"459,38",525,,,,,,,,,,,,,,,
100,0200002399,00020,MZ-TG-A25,4000,5326,989699,,,,4,EA,EA,,,8304.94,1,"1312,5",1500,,,X,,,V3,,,,,,,,,
100,0200002399,00030,MZ-TG-Y120,5000,1631,661682,,,,2,EA,EA,,,8544.87,1,"6912,5",7900,,,X,,,V2,,,,,,,,,
100,0200002399,00040,MZ-FG-C900,5001,5362,305499,,,,3,EA,EA,,,1601.51,1,"459,38",525,,,X,,,,,,,,,,,,
100,0200002399,00050,MZ-FG-E101,1001,8989,507967,,,,9,EA,EA,,,4351.24,1,"217,88",249,,,X,,,,,,,,,,,,
100,0200002399,00060,MZ-FG-E17,3000,4447,815227,,,,8,EA,EA,,,5261.42,1,"2186,63",2499,,,X,,,V3,,,,,,,,,
100,0200002400,00010,M-01,3000,8102,370592,,,,3,EA,EA,,,7916.08,1,"279,13",319,,,X,,,V3,,,,,,,,,
100,0200002402,00010,MZ-TG-Y240,3000,2540,147130,,,,8,EA,EA,,,43.75,1,350,400,,,,,,V3,,,,,,,,,
100,0200002402,00020,MZ-FG-E16,4000,3049,212161,,,,10,EA,EA,,,1190.15,1,"2186,63",2499,,,,,,V1,,,,,,,,,
100,0200002402,00030,MZ-FG-R200,5001,4779,244672,,,,2,EA,EA,,,6872.1,1,"1311,63",1499,,,,,,V3,,,,,,,,,
100,0200002402,00040,M1,4000,3941,556919,,,,10,EA,EA,,,100.1,1,1001,1144,,,,,,V1,,,,,,,,,
100,0200002402,00050,MZ-TG-SR01,3001,4399,035772,,,,7,EA,EA,,,600.0,1,4200,4800,,,X,,,V1,,,,,,,,,
100,0200002402,00060,MZ-FG-M500,2001,8044,597851,,,,8,EA,EA,,,5733.92,1,"4811,63",5499,,,X,,,,,,,,,,,,
100,0200002403,00010,MZ-FG-E108,5000,5140,084258,,,,6,EA,EA,,,8327.54,1,"1136,63",1299,,,X,,,,,,,,,,,,
100,0200002403,00020,M1,5001,6248,214214,,,,8,EA,EA,,,125.12,1,1001,1144,,,,,,V1,,,,,,,,,
100,0200002403,00030,M-01,1001,8053,849825,,,,7,EA,EA,,,1155.69,1,"279,13",319,,,,,,V1,,,,,,,,,
100,0200002403,00040,MZ-FG-E103,1000,4269,850205,,,,4,EA,EA,,,4304.2,1,"392,88",449,,,,,,V2,,,,,,,,,
100,0200002403,00050,M1,1002,9976,402109,,,,4,EA,EA,,,250.25,1,1001,1144,,,X,,,V2,,,,,,,,,
100,0200002403,00060,MZ-TG-A27,1000,8556,836895,,,,5,EA,EA,,,1526.37,1,"1968,75",2250,,,,,,V2,,,,,,,,,
100,0200002405,00010,MZ-FG-C900,1001,8207,735311,,,,7,EA,EA,,,6936.29,1,"459,38",525,,,,,,V2,,,,,,,,,
100,0200002405,00020,MZ-FG-C950,3000,0799,981959,,,,3,EA,EA,,,5019.83,1,"602,88",689,,,,,,,,,,,,,,,
100,0200002405,00030,MZ-FG-C10,4000,2569,769404,,,,3,EA,EA,,,350.0,1,1050,1200,,,X,,,V1,,,,,,,,,
100,0200002405,00040,MZ-TG-Y240,5000,6428,600688,,,,6,EA,EA,,,58.33,1,350,400,,,,,,V2,,,,,,,,,
100,0200002405,00050,MZ-FG-P010,3001,7082,778292,,,,4,EA,EA,,,4286.68,1,"1049,13",1199,,,,,,V2,,,,,,,,,
100,0200002406,00010,MZ-FG-C900,2000,9936,646793,,,,6,EA,EA,,,3129.61,1,"459,38",525,,,,,,V3,,,,,,,,,
100,0200002406,00020,MZ-FG-C21,3000,7297,199922,,,,2,EA,EA,,,8032.48,1,"567,88",649,,,X,,,V2,,,,,,,,,
100,0200002406,00030,MZ-TG-A20,3000,7873,892971,,,,9,EA,EA,,,3181.28,1,"3499,13",3999,,,,,,,,,,,,,,,
100,0200002406,00040,MZ-FG-E15,4000,2739,601448,,,,9,EA,EA,,,6016.83,1,"3499,13",3999,,,,,,V3,,,,,,,,,
100,0200002406,00050,MZ-FG-C20,5000,5399,639171,,,,6,EA,EA,,,3085.8,1,"1190,88",1361,,,,,,V3,,,,,,,,,
100,0200002408,00010,MZ-FG-E108,4000,6408,663874,,,,5,EA,EA,,,3491.57,1,"1136,63",1299,,,,,,V1,,,,,,,,,
100,0200002408,00020,MZ-FG-E101,4000,8929,598349,,,,7,EA,EA,,,8201.71,1,"217,88",249,,,,,,V2,,,,,,,,,
100,0200002408,00030,MZ-TG-A20,1002,1507,349278,,,,3,EA,EA,,,7899.98,1,"3499,13",3999,,,X,,,V2,,,,,,,,,
100,0200002408,00040,MZ-FG-E15,1001,1904,467116,,,,6,EA,EA,,,1639.27,1,"3499,13",3999,,,X,,,V2,,,,,,,,,
100,0200002408,00050,MZ-FG-C900,4000,3373,052810,,,,4,EA,EA,,,4648.2,1,"459,38",525,,,,,,V3,,,,,,,,,
100,0200002409,00010,MZ-FG-E102,1002,9563,741301,,,,6,EA,EA,,,7515.03,1,"349,13",399,,,X,,,V2,,,,,,,,,
100,0200002409,00020,MZ-FG-R300,2001,2605,122040,,,,6,EA,EA,,,6545.18,1,"1093,75",1250,,,,,,,,,,,,,,,
100,0200002409,00030,MZ-FG-C10,4000,4584,237332,,,,6,EA,EA,,,175.0,1,1050,1200,,,,,,V1,,,,,,,,,
100,0200002410,00010,MZ-FG-E103,1001,6030,185678,,,,4,EA,EA,,,4822.43,1,"392,88",449,,,,,,,,,,,,,,,
100,0200002410,00020,CM-FL-V00,2001,6815,239416,,,,4,EA,EA,,,1068.37,1,"699,13",799,,,X,,,V3,,,,,,,,,
100,0200002410,00030,MZ-FG-P010,4000,7739,350945,,,,5,EA,EA,,,2532.36,1,"1049,13",1199,,,,,,,,,,,,,,,
100,0200002410,00040,MZ-FG-C900,2001,7472,354878,,,,4,EA,EA,,,2891.05,1,"459,38",525,,,,,,V3,,,,,,,,,
100,0200002410,00050,MZ-FG-C10,1000,1061,148709,,,,3,EA,EA,,,350.0,1,1050,1200,,,X,,,V1,,,,,,,,,
100,0200002410,00060,M-01,4000,9299,095383,,,,8,EA,EA,,,8737.05,1,"279,13",319,,,,,,V3,,,,,,,,,
100,0200002412,00010,MZ-TG-E202,1002,6975,250819,,,,3,EA,EA,,,5154.64,1,"4024,13",4599,,,,,,V1,,,,,,,,,
100,0200002412,00020,MZ-FG-C21,3001,0449,620352,,,,5,EA,EA,,,2166.19,1,"567,88",649,,,X,,,,,,,,,,,,
100,0200002412,00030,MZ-FG-R200,4000,2261,385734,,,,3,EA,EA,,,9683.09,1,"1311,63",1499,,,,,,V3,,,,,,,,,
100,0200002412,00040,MZ-TG-A27,1002,4105,136312,,,,4,EA,EA,,,7837.42,1,"1968,75",2250,,,X,,,V3,,,,,,,,,
100,0200002412,00050,MZ-FG-E15,5000,0042,882141,,,,10,EA,EA,,,8624.94,1,"3499,13",3999,,,X,,,V1,,,,,,,,,
100,0200002412,00060,MZ-FG-C950,1000,7226,794205,,,,9,EA,EA,,,8720.1,1,"602,88",689,,,X,,,V2,,,,,,,,,
100,0200002413,00010,MZ-FG-P010,4000,1272,323253,,,,5,EA,EA,,,2753.71,1,"1049,13",1199,,,X,,,V1,,,,,,,,,
100,0200002413,00020,MZ-TG-A27,5001,5889,175176,,,,9,EA,EA,,,5518.74,1,"1968,75",2250,,,,,,,,,,,,,,,
100,0200002413,00030,M-01,2000,5745,463684,,,,9,EA,EA,,,3277.67,1,"279,13",319,,,X,,,,,,,,,,,,
100,0200002415,00010,TG11,3000,1245,098433,,,,1,EA,EA,,,2625.0,1,2625,3000,,,X,,,V1,,,,,,,,,
100,0200002415,00020,MZ-FG-C21,2001,0475,543864,,,,2,EA,EA,,,6185.03,1,"567,88",649,,,X,,,V1,,,,,,,,,
100,0200002415,00030,MZ-FG-E15,5000,8073,507879,,,,3,EA,EA,,,9609.9,1,"3499,13",3999,,,,,,V1,,,,,,,,,
100,0200002416,00010,MZ-TG-Y200,3001,1612,332392,,,,5,EA,EA,,,8285.16,1,"349,13",399,,,,,,V2,,,,,,,,,
100,0200002418,00010,MZ-TG-SR01,2000,3333,168361,,,,6,EA,EA,,,700.0,1,4200,4800,,,,,,,,,,,,,,,
100,0200002418,00020,MZ-FG-R300,3001,5450,678830,,,,3,EA,EA,,,4840.33,1,"1093,75",1250,,,X,,,V3,,,,,,,,,
100,0200002418,00030,MZ-TG-A20,3000,3999,382818,,,,4,EA,EA,,,5931.56,1,"3499,13",3999,,,,,,V1,,,,,,,,,
100,0200002418,00040,MZ-TG-Y240,3000,7835,287387,,,,1,EA,EA,,,350.0,1,350,400,,,,,,V2,,,,,,,,,
100,0200002418,00050,FG226,1002,9134,165294,,,,10,EA,EA,,,6911.84,1,"261,63",299,,,,,,V3,,,,,,,,,
100,0200002422,00010,MZ-FG-R100,5001,3935,448472,,,,10,EA,EA,,,505.0,1,"4374,13",4999,,,X,,,,,,,,,,,,
100,0200002422,00020,MZ-FG-C21,1000,1483,523666,,,,10,EA,EA,,,3266.85,1,"567,88",649,,,,,,V2,,,,,,,,,
100,0200002422,00030,MZ-TG-A20,5001,5320,309218,,,,9,EA,EA,,,4911.1,1,"3499,13",3999,,,,,,V3,,,,,,,,,
100,0200002422,00040,M1,4000,7730,841403,,,,4,EA,EA,,,250.25,1,1001,1144,,,,,,V2,,,,,,,,,
100,0200002422,00050,MZ-TG-Y240,3000,3217,447005,,,,2,EA,EA,,,175.0,1,350,400,,,,,,V1,,,,,,,,,
100,0200002423,00010,MZ-FG-E108,5000,9166,574887,,,,8,EA,EA,,,7434.96,1,"1136,63",1299,,,X,,,,,,,,,,,,
100,0200002423,00020,MZ-TG-E202,1001,0918,652969,,,,1,EA,EA,,,4285.01,1,"4024,13",4599,,,,,,V1,,,,,,,,,
100,0200002424,00010,MZ-FG-M525,5000,5112,721800,,,,2,EA,EA,,,5196.69,1,"1749,13",1999,,,X,,,V1,,,,,,,,,
100,0200002426,00010,MZ-FG-M525,2000,2110,834639,,,,6,EA,EA,,,952.49,1,"1749,13",1999,,,X,,,,,,,,,,,,
100,0200002426,00020,MZ-FG-E101,1001,8011,799543,,,,7,EA,EA,,,5087.5,1,"217,88",249,,,X,,,V1,,,,,,,,,
100,0200002427,00010,TG11,2001,4165,607188,,,,1,EA,EA,,,2625.0,1,2625,3000,,,X,,,V2,,,,,,,,,
100,0200002427,00020,MZ-FG-E103,5000,3924,197315,,,,1,EA,EA,,,7328.05,1,"392,88",449,,,,,,V1,,,,,,,,,
100,0200002428,00010,MZ-FG-E102,1001,5978,957854,,,,6,EA,EA,,,1423.5,1,"349,13",399,,,,,,V1,,,,,,,,,
100,0200002429,00010,MZ-FG-C20,5000,3635,547106,,,,6,EA,EA,,,5976.83,1,"1190,88",1361,,,X,,,V1,,,,,,,,,
100,0200002429,00020,MZ-TG-Y200,2001,2354,914300,,,,4,EA,EA,,,3729.92,1,"349,13",399,,,X,,,V1,,,,,,,,,
100,0200002429,00030,MZ-TG-Y200,5001,5325,234948,,,,8,EA,EA,,,6920.85,1,"349,13",399,,,X,,,V3,,,,,,,,,
100,0200002429,00040,MZ-FG-E15,3000,2562,303303,,,,9,EA,EA,,,3920.02,1,"3499,13",3999,,,,,,V1,,,,,,,,,
100,0200002430,00010,MZ-FG-C950,2000,9550,023204,,,,3,EA,EA,,,6118.75,1,"602,88",689,,,,,,V3,,,,,,,,,
100,0200002430,00020,MZ-TG-A26,1001,2173,435304,,,,10,EA,EA,,,4141.34,1,"1662,5",1900,,,X,,,,,,,,,,,,
100,0200002430,00030,MZ-FG-E15,5001,5260,006285,,,,8,EA,EA,,,2798.54,1,"3499,13",3999,,,X,,,,,,,,,,,,
100,0200002431,00010,MZ-FG-C900,5001,2791,433114,,,,9,EA,EA,,,3411.84,1,"459,38",525,,,X,,,,,,,,,,,,
100,0200002433,00010,TG11,1002,9926,212818,,,,8,EA,EA,,,328.12,1,2625,3000,,,X,,,,,,,,,,,,
100,0200002435,00010,MZ-TG-Y200,5001,7823,233030,,,,9,EA,EA,,,643.25,1,"349,13",399,,,,,,V3,,,,,,,,,
100,0200002435,00020,MZ-TG-SR01,1000,2493,389185,,,,7,EA,EA,,,600.0,1,4200,4800,,,,,,V3,,,,,,,,,
100,0200002436,00010,MZ-FG-E108,3000,7665,017040,,,,8,EA,EA,,,4678.93,1,"1136,63",1299,,,,,,V2,,,,,,,,,
100,0200002436,00020,MZ-FG-E16,3001,9714,031040,,,,3,EA,EA,,,4665.41,1,"2186,63",2499,,,,,,V3,,,,,,,,,
100,0200002437,00010,MZ-TG-A20,2001,8739,470612,,,,5,EA,EA,,,3893.7,1,"3499,13",3999,,,,,,V1,,,,,,,,,
100,0200002437,00020,MZ-FG-R100,2001,3167,517327,,,,5,EA,EA,,,4373.72,1,"4374,13",4999,,,,,,V1,,,,,,,,,
100,0200002437,00030,MZ-FG-P010,5001,7936,818727,,,,6,EA,EA,,,8579.47,1,"1049,13",1199,,,X,,,V3,,,,,,,,,
100,0200002438,00010,CM-FL-V00,2000,4689,094467,,,,4,EA,EA,,,2381.9,1,"699,13",799,,,,,,V1,,,,,,,,,
100,0200002438,00020,TG11,1002,7293,521182,,,,9,EA,EA,,,291.67,1,2625,3000,,,X,,,V3,,,,,,,,,
