MANDT,LIFNR,LAND1,NAME1,NAME2,NAME3,NAME4,ORT01,ORT02,PFACH,PSTL2,PSTLZ,REGIO,SORTL,STRAS,ADRNR,MCOD1,MCOD2,MCOD3,ANRED,BAHNS,BBBNR,BBSNR,BEGRU,BRSCH,BUBKZ,DATLT,DTAMS,DTAWS,ERDAT,ERNAM,ESRNR,KONZS,KTOKK,KUNNR,LNRZA,LOEVM,SPERR,SPERM,SPRAS,STCD1,STCD2,STKZA,STKZU,TELBX,TELF1,TELF2,TELFX,TELTX,TELX1,XCPDK,XZEMP,VBUND,FISKN,STCEG,STKZN,SPERQ,GBORT,GBDAT,SEXKZ,KRAUS,REVDB,QSSYS,KTOCK,PFORT,WERKS,LTSNA,WERKR,PLKAL,DUEFL,TXJCD,SPERZ,SCACD,SFRGR,LZONE,XLFZA,DLGRP,STCD3,STCD4,STCD5,PROFS,EMNFR,LFURL,CONFS,UPDAT,UPTIM,NODEL,PODKZB
100,0000000919,BE,Costela   ,,N/A,,Williamsmouth,,09322,42816,905-4508,ES,COSTELA   ,"Jardim de Dias, 34   ",724475,COSTELA,,,Frau,,,,0002,J,,,,,20180426,hedwards,,,KRED,,,,,,E,9879201482,,,X,,0161 4960119,,+44(0)121 496 01,,,,,,,DE23792599686,,,,,,,,,,,1000,,,03,,,,,,,,,,,,,,,,20250214,073051,,
100,0000000920,NL,Morales LLC,,productize cutting-e,,Monteiro,N/A,141-3994,74818,02260,RO,MORALES LL,191 田中 Street,916516,MORALES LLC,,,Mr.,,,,0001,T,,,,,26.05.2023,valentinaand,,,KRED,,,,,,E,0047215357,,,X,,51-1503-5558   ,,+1-900-466-0567,,,,,,,,,,,,,,,,,,1001,,,,,,,,,,,,,,,,,http://www.almeida.com/,,20240717,095014,,
100,0000000921,BR,斉藤ガス株式会社,GmbH,N/A,,Costa do Oeste   ,Torgau,N/A,E24 0FP,673-3323,UT,斉藤ガス株式会社,1322 English Street,047447,斉藤ガス株式会社,,,Frau,,,,0001,B,,,,,08.05.2016,gareth32,,,KRED,,,,,,F,3098110780,,,X,,01134960055,,21 0187 8900,,,,,,,,,,,,,,,,,,1000,,,02,,,,,,,,,,,,,,,,20260224,001550,,
100,0000000922,CA,Evrard   ,AG,strategize web-enabl,,Faivre-la-Forêt,Schwäbisch Hall,N/A,TS25 0JL,60273226,FM,EVRARD,"370, boulevard Hernandez   ",009751,EVRARD,,,Herr,,,,0003,O,,,,,23.10.2011,johngriffith,,,0001,,,,,,E,0293940996,,,,,03343357843,,+33 (0)2 18 18 0,,,,,,,DE67895645981,,,,,,,,,,,1002,,,01,,,,,,,,,,,,,,http://castillo.com/,,20240809,004008,,
100,0000000923,BR,合同会社山本鉱業,Ltd,,N/A,Monicafort,Alves,W5 0AG,69318,01545,IN,合同会社山本鉱業,"Ladeira da Costa, 574",730535,合同会社山本鉱業,,,Ms.,,,,0003,R,,,,,10.06.2016,anthonyander,,,KRED,,,,,,J,6276300976,,,,,+55 (041) 1384-3,,,,,,,,,DE25273976748,,,,,,,,,,,5000,,,,,,,,,,,,,,,,,http://www.willis.com/,,20240827,193251,,
100,0000000924,IN,Wilson Group   ,LLC,incubate front-end s,N/A,西多摩郡檜原村   ,N/A,63802-852,20420,06903,RS,WILSON GRO,8515 Bradley Lodge Suite 870,218703,WILSON GROUP   ,,,Ms.,,,,,S,,,,,12.03.2023,gcaldeira,,,KRED,,,,,,J,5088884235,,,X,,0941431401,,,,,,,,,DE40216980681,,,,,,,,,,,1002,,,02,,,,,,,,,,,,,,https://morgan.com/,,20250301,042949,,
100,0000000925,JP,Casa Grande,,repurpose customized,N/A,Katystad,N/A,,63385,FY84 9GT,FM,CASA GRAND,Kostolzingasse 43-75,684470,CASA GRANDE,,,Ms.,,,,0002,I,,,,,20160625,marchalmargo,,,KRED,,,,,,F,7409126028,,,,,+44(0)118 496 04,,,,,,,,,DE00711064802,,,,,,,,,,,3000,,,,,,,,,,,,,,,,,,,20241007,061939,,
100,0000000926,ES,木村保険合同会社,LLC,reinvent B2B metrics,,Sainte Pauline,印西市,G1H 9PF,86678239,61430,SC,木村保険合同会社   ,"59, boulevard de Chauvin   ",787855,木村保険合同会社,,,Frau,,,,,I,,,,,20200716,remy11,,,KRED,,,,,,D,,,,X,,070-0881-4848,,,,,,,,,DE71189724818,,,,,,,,,,,4000,,,01,,,,,,,,,,,,,,,,20250514,144411,,
100,0000000927,KR,Bertin   ,e Filhos,,N/A,Port Matthew,,,39744,909-5274,CE,BERTIN   ,"Chácara Samuel Vasconcelos, 64   ",123141,BERTIN,,,Mr.,,,,,G,,,,,20160209,clucas,,,LIEF,,,,,,J,2158254514,,,X,,+33 5 56 73 26 8,,,,,,,,,,,,,,,,,,,,1001,,,01,,,,,,,,,,,,,,https://www.andrews-chandler.com/,,20250202,144854,,
100,0000000928,GB,Blümel GmbH & Co. OHG,SA,N/A,N/A,JourdanBourg,Lemgo,N/A,36917,32422341,RS,BLÜMEL GMB   ,"21, rue Auguste Marchal",459609,BLÜMEL GMBH & CO. OHG,,,,,,,0002,T,,,,,28.03.2019,thorbenbolan,,,KRED,,,X,,,E,1271720984,,,,,41 9920 5103,(370)394-3152,+49(0)5949 28349,,,,,,,,,,,,,,,,,,2001,,,01,,,,,,,,,,,,,,,,20260210,034223,,
100,0000000929,FR,Joyce-Olsen,KGaA,N/A,,Katherinefurt,世田谷区,N/A,98483,20630,ES,JOYCE-OLSE,"34, rue de Evrard",113635,JOYCE-OLSEN   ,,,Herr,,,,0001,O,,,,,10.10.2025,qschuster,,,KRED,,,X,,,D,3133112706,,,X,,+55 (061) 5615-6,,,,,,,,,DE45478399049,,,,,,,,,,,1000,,,02,,,,,,,,,,,,,,,,20250910,112836,,
100,0000000930,ES,"Clark, Poole and Matthews",,,N/A,Ravensburg,,,27455,35139,AM,"CLARK, POO","54, rue Ledoux",825823,"CLARK, POOLE AND MATTHEWS",,,,,,,,B,,,,,07.04.2020,wbrown,,,KRED,,,,,,P,,,,X,,(618)250-2976x70,(084) 5263 7338,080-0577-6140   ,,,,,,,DE61779989043,,,,,,,,,,,3001,,,,,,,,,,,,,,,,,,,20251113,183615,,
100,0000000931,NL,Harper PLC,N/A,,,New Jacob   ,New Hunterton,N/A,110-1909,16850,PB,HARPER PLC,646 清水 Street,109603,HARPER PLC   ,,,Firma,,,,0002,I,,,,,26.01.2019,ecarlson,,,LIEF,,,,,,J,8223822353,,,,,11 0761 4048,0475727059,,,,,,,,DE50188720696,,,,,,,,,,,3000,,,01,,,,,,,,,,,,,,,,20260318,101246,,
100,0000000932,GB,Morvan   ,and Sons,,,RiouVille,,N/A,95167,717-8098,AC,MORVAN,140 Harris Point,015315,MORVAN,,,Firma,,,,0001,R,,,,,20190805,brigitte48,,,KRED,,,,,,E,0583534858,,,,,13-0848-3972,+49 (0) 5561 417,,,,,,,,,,,,,,,,,,,1002,,,01,,,,,,,,,,,,,,http://coleman.net/,,20250405,122016,,
100,0000000933,DE,Cirino Vasconcelos Ltda.   ,e Filhos,optimize web-enabled,,Vohenstrauß,da Costa da Serra,57434,59512286,341-2332,VI,CIRINO VAS   ,"Rodovia de Castro, 1",286852,CIRINO VASCONCELOS LTDA.,,,Frau,,,,,O,,,,,27.03.2014,watanabemai,,,KRED,,,,,,P,0073590132,,,X,,+33 (0)5 31 95 3,,,,,,,,,DE57044148224,,,,,,,,,,,2000,,,02,,,,,,,,,,,,,,https://www.aragao.org/,,20260126,154756,,
100,0000000934,NL,Junk,N/A,,,東大和市,Katherinebury,N/A,95956,860-1993,CE,JUNK,36798 Thomas Loaf Apt. 015,277374,JUNK,,,,,,,0003,L,,,,,20.10.2016,xfraser,,,LIEF,,,,,,F,8118448789,,,,,090-5739-3974,(729)718-4409x00,+4428 9018608,,,,,,,DE78257313022,,,,,,,,,,,3000,,,01,,,,,,,,,,,,,,,,20260524,184834,,
100,0000000935,ES,"Ward, Thomas and Gill",SARL,N/A,,横浜市都筑区,Artern,WV1Y 6PL,914-1727,827-3368,AS,"WARD, THOM",15 Lydia Island   ,191779,"WARD, THOMAS AND GILL",,,Ms.,,,,0001,A,,,,,29.11.2014,legendreelis,,,0001,,,,,,D,7950470062,,,X,,+55 31 3401-6478,,,,,,,,,,,,,,,,,,,,5001,,,01,,,,,,,,,,,,,,https://www.andrade.gov.br/,,20250214,091413,,
100,0000000936,CN,Le Roux   ,S/A,brand scalable conve,N/A,Gillet-sur-Lebrun,Martinside,,E2 9WG,W0 6FN,GO,LE ROUX,Schlosserstraße 83,340849,LE ROUX   ,,,Mr.,,,,0002,D,,,,,20150908,wkaufman,,,LIEF,,,,,,P,8531502743,,,,,070-7489-0923,,,,,,,,,DE39191654594,,,,,,,,,,,2000,,,03,,,,,,,,,,,,,,http://saito.org/,,20240711,044122,,
100,0000000937,FR,Cardoso,LLC,generate front-end s,,East Tonyshire,Prévostdan,32661,28001,159-1850,NC,CARDOSO,"6, rue Guichard",130999,CARDOSO,,,,,,,0002,B,,,,,26.03.2012,susanneblanc,,,KRED,,,,,,F,,,,,,11 9586-0725,+33 4 56 26 49 7,,,,,,,,DE70345621555,,,,,,,,,,,4000,,,02,,,,,,,,,,,,,,http://www.cooley.com/,,20250613,170421,,
100,0000000938,BE,Hudson-Garcia,Inc,cultivate robust sol,,Mikemouth,Lemoine,54356,PR2 4NQ,59560,MT,HUDSON-GAR,Ludmila-Junck-Ring 8989,514258,HUDSON-GARCIA,,,Ms.,,,,,F,,,,,20230127,satokenichi,,,KRED,,,,,,D,7422120373,,,X,,05941 904549,,(854)878-2924x09,,,,,,,,,,,,,,,,,,5001,,,01,,,,,,,,,,,,,,http://kirk.com/,,20240702,150640,,
100,0000000939,CH,Williamson and Sons   ,Inc,N/A,,Jamieview,浦安市,N/A,33139360,20731,MN,WILLIAMSON,"Pátio de Mendonça, 42",658263,WILLIAMSON AND SONS,,,Frau,,,,0002,F,,,,,20211028,alosekann,,,LIEF,,,,,,D,1618030387,,,,,070-4204-1793,090-2634-0547,0500 538 4307,,,,,,,DE51569832299,,,,,,,,,,,1001,,,02,,,,,,,,,,,,,,,,20251119,055455,,
100,0000000940,IT,"Hawkins, Bailey and Morgan",,,N/A,Boulangerdan   ,N/A,55225,W7 4NE,57437,RN,"HAWKINS, B",813 西村 Street,012955,"HAWKINS, BAILEY AND MORGA",,,,,,,0001,P,,,,,05.03.2021,zgarza,,,0001,,,,,,J,4457352640,,,X,,070-7701-9827,,,,,,,,,DE14913104652,,,,,,,,,,,2001,,,02,,,,,,,,,,,,,,,,20250206,002540,,
100,0000000941,GB,Lebrun   ,and Sons,N/A,N/A,Perrinboeuf   ,長生郡白子町,SN1 8UN,L18 8HD,29757034,RI,LEBRUN,boulevard de Morin,854362,LEBRUN,,,Ms.,,,,0003,S,,,,,20231118,moritaro,,,LIEF,,,,,,J,7481873178,,,,,+49(0) 129038265,+49 (0) 9764 284,(594)572-9926,,,,,,,DE92617586927,,,,,,,,,,,3001,,,03,,,,,,,,,,,,,,http://www.riviere.com/,,20251126,065332,,
100,0000000942,FR,"Brown, Harvey and Wilson",S.A.,N/A,N/A,横浜市港北区   ,Saint Arnaude,N/A,16295810,61214,RO,"BROWN, HAR","24, avenue de Jacob",648588,"BROWN, HARVEY AND WILSON",,,Ms.,,,,,T,,,,,13.10.2021,cardosocaleb,,,0001,,,X,,,E,4442450498,,,X,,6282111170,45-3868-4512,08737 480521,,,,,,,DE52766731552,,,,,,,,,,,3000,,,02,,,,,,,,,,,,,,,,20260226,183817,,
100,0000000943,GB,株式会社鈴木鉱業,,optimize clicks-and-,N/A,Oberviechtach,,63424235,189-8691,653-7774,PW,株式会社鈴木鉱業,51362 Mccall Walk Apt. 586,821140,株式会社鈴木鉱業,,,Herr,,,,0001,D,,,,,10.12.2025,yosuke97,,,LIEF,,,,,,F,8487426154,,,,,+33 (0)5 57 85 0,+33 (0)3 23 16 2,,,,,,,,,,,,,,,,,,,2000,,,03,,,,,,,,,,,,,,,,20241111,060631,,
100,0000000944,IT,Fisher Inc,S.A.,architect extensible,N/A,Robertsland,,95725,870-2029,56139,SP,FISHER INC,Lagoa de Melo,510424,FISHER INC,,,Firma,,,,,L,,,,,20160406,mai59,,,LIEF,,,,,,J,,,,,,0800-368-9529,+44(0)121 496084,(071) 4802-3352,,,,,,,,,,,,,,,,,,1002,,,02,,,,,,,,,,,,,,,,20250707,234121,,
100,0000000945,PL,日本電気株式会社,Group,,,町田市,Youngville,,997-8601,52452,MS,日本電気株式会社,Helmtrud-Davids-Gasse 8,954852,日本電気株式会社   ,,,Mr.,,,,0003,O,,,,,20110627,laura40,,,0001,,,,,,P,,,,,,+33 (0)6 16 85 3,,090-0847-7279,,,,,,,,,,,,,,,,,,2001,,,02,,,,,,,,,,,,,,http://www.mahe.com/,,20251211,172424,,
100,0000000946,FR,"Diaz, Eaton and Buchanan",,exploit open-source ,N/A,Longville,武蔵村山市,DY99 5DL,64629690,52190,MO,"DIAZ, EATO",chemin Regnier,047608,"DIAZ, EATON AND BUCHANAN",,,Herr,,,,,A,,,,,26.06.2018,dhowell,,,LIEF,,,,,,D,3073546007,,,X,,0117 496 0381   ,,(071) 9842-7690   ,,,,,,,,,,,,,,,,,,5000,,,03,,,,,,,,,,,,,,,,20250526,092425,,
100,0000000947,PL,Blondel,S.A.S.,implement end-to-end,,Hendersonfurt,Berlin,N/A,59596-274,L41 8JN,SC,BLONDEL   ,avenue Leblanc,696857,BLONDEL,,,,,,,0001,K,,,,,20.06.2019,tkimura,,,LIEF,,,,,,D,3916913946,,,X,,0449255933,,,,,,,,,,,,,,,,,,,,3000,,,02,,,,,,,,,,,,,,,,20260116,132644,,
100,0000000948,BR,Chauvin,,implement interactiv,,Aragão do Norte,N/A,,89493-506,64348,CE,CHAUVIN,7 Ford Garden,865796,CHAUVIN   ,,,Herr,,,,0003,I,,,,,10.06.2016,aribertwohlg,,,LIEF,,,,,,D,8103202240,,,,,(439)784-8117x22,832.981.5954x312,0250532460,,,,,,,,,,,,,,,,,,1002,,,02,,,,,,,,,,,,,,https://www.pires.com/,,20240630,075021,,
100,0000000949,MX,Jacob GbR,S.A.,integrate out-of-the,,North Damienmouth,New Karen,W91 3JE,62221,18712,SC,JACOB GBR   ,"Viaduto Martins, 94",442335,JACOB GBR,,,Frau,,,,0001,999,,,,,21.05.2025,abowen,,,0001,,,,,,E,1560232474,,,,,+33 (0)4 37 11 9,,,,,,,,,DE87927185513,,,,,,,,,,,5001,,,,,,,,,,,,,,,,,,,20240802,085515,,
100,0000000950,JP,Peixoto,Inc,productize turn-key ,,West Amberville   ,Sarahhaven,N/A,38933138,25801,RJ,PEIXOTO,24 Holly Summit,041762,PEIXOTO,,,Frau,,,,0002,D,,,,,29.12.2015,mariane20,,,0001,,,,,,D,5103016404,,,X,,+33 (0)7 88 41 7,297.862.1188,,,,,,,,DE04389114821,,,,,,,,,,,1002,,,,,,,,,,,,,,,,,http://www.yoshida.net/,,20260415,220404,,
100,0000000951,DE,Fleury Hervé SA,Ltd,N/A,,Rossland,Erbisdorf,227-1536,92822,SO9 3LU,WI,FLEURY HER,"27, rue de Masse",652773,FLEURY HERVÉ SA,,,Frau,,,,0002,O,,,,,20200831,alice81,,,0001,,,,,,E,8724036480,,,,,090-0166-4150,001-925-440-6467,,,,,,,,,,,,,,,,,,,4000,,,03,,,,,,,,,,,,,,,,20251219,092304,,
100,0000000952,KR,Whitehead and Sons   ,and Sons,,,Germersheim   ,N/A,,77083,L43 4NQ,PA,WHITEHEAD ,066 Parry Summit   ,940664,WHITEHEAD AND SONS,,,Frau,,,,0003,I,,,,,12.07.2022,harloffsusan,,,0001,,,,,,D,,,,,,+4428 9018 0655,,0389149300,,,,,,,,,,,,,,,,,,1000,,,03,,,,,,,,,,,,,,,,20250418,034535,,
100,0000000953,NL,Vallée et Fils,PLC,N/A,,Nogueira,Lake Tony,,700-4486,00105,PE,VALLÉE ET ,903 村上 Street,422169,VALLÉE ET FILS,,,Firma,,,,0003,H,,,,,20221021,pcollins,,,KRED,,,,,,D,,,,,,080-3002-8834,,,,,,,,,DE89286979793,,,,,,,,,,,4000,,,01,,,,,,,,,,,,,,http://okada.jp/,,20250624,085527,,
100,0000000954,CN,Jones-Clarke   ,and Sons,disintermediate holi,N/A,Grenier-sur-Gimenez,N/A,02032,506-0844,66892,RR,JONES-CLAR,322 Ortega Rapid Apt. 557,222232,JONES-CLARKE,,,Herr,,,,0001,F,,,,,21.08.2012,leszek75,,,KRED,,,,,,F,0175426988,,,,,+55 (081) 1526-0,+44116 496 0099,,,,,,,,DE12423483906,,,,,,,,,,,2000,,,01,,,,,,,,,,,,,,http://juncken.com/,,20251120,175532,,
100,0000000955,FR,Meunier,and Sons,grow revolutionary i,N/A,山武郡芝山町,Smithborough,,57777,295-7828,ES,MEUNIER,Veronika-Wesack-Ring 26-65   ,218645,MEUNIER,,,Herr,,,,,L,,,,,25.04.2020,pintoleandro,,,0001,,,,,,E,8219415176,,,X,,0695302394   ,,090-7714-6733,,,,,,,DE86189085403,,,,,,,,,,,1000,,,01,,,,,,,,,,,,,,,,20241113,053136,,
100,0000000956,CH,Schäfer Schleich Stiftung & Co. KGaA   ,Ltd,N/A,N/A,East Francis   ,da Cruz,33745,SN56 2RU,12163-824,RJ,SCHÄFER SC,"83, chemin Blot",439609,SCHÄFER SCHLEICH STIFTUNG,,,Frau,,,,0002,J,,,,,20220127,paulchristop,,,KRED,,,,,,D,,,,X,,+49(0) 972056006,07-9391-0515,(021) 2092 2597,,,,,,,DE07108165359,,,,,,,,,,,1001,,,01,,,,,,,,,,,,,,https://williams.com/,,20251019,213137,,
100,0000000957,ES,Schneider-Harris,Inc,N/A,N/A,da Luz do Galho,Sainte Carolinedan,595-3468,46964928,443-3295,PE,SCHNEIDER-,66993 Austin Inlet,642494,SCHNEIDER-HARRIS,,,Firma,,,,,O,,,,,20110813,stephanie28,,,KRED,,,,,,J,2828183255,,,,,(0114) 496 0928,(466)991-7827,,,,,,,,,,,,,,,,,,,4000,,,,,,,,,,,,,,,,,https://www.hayes-white.org/,,20240914,233036,,
100,0000000958,MX,"Long, Smith and Archer   ",,,,Voisin-sur-Mer,大田区,N/A,47042,87047,SE,"LONG, SMIT","97, rue Aimée Rocher",430122,"LONG, SMITH AND ARCHER",,,Herr,,,,0003,R,,,,,20110717,mcamargo,,,0001,,,,,,E,9415354318,,,,,31-6501-2404,+33 (0)4 86 09 8,,,,,,,,,,,,,,,,,,,1001,,,03,,,,,,,,,,,,,,http://www.brito.br/,,20260318,082622,,
100,0000000959,KR,株式会社石井食品,,,,Le Gall   ,N/A,N/A,18879,115-3222,DC,株式会社石井食品,"Studio 0
Kate Falls",916580,株式会社石井食品,,,Mr.,,,,0001,B,,,,,11.03.2024,eileen28,,,0001,,,,,,J,4385512998,,,X,,001-884-407-4938,,,,,,,,,DE63180583097,,,,,,,,,,,2001,,,02,,,,,,,,,,,,,,,,20250825,070644,,
100,0000000960,ES,Gomes Simon S.A.R.L.,Ltda.,whiteboard interacti,N/A,Almeida das Flores,御蔵島村,791-4755,38902,71278,GU,GOMES SIMO,"94, avenue Suzanne Guillet",689268,GOMES SIMON S.A.R.L.,,,Herr,,,,0002,D,,,,,20260602,matheuscaval,,,LIEF,,,,,,E,5127011836,,,X,,+33 2 45 88 59 3,,0379359409,,,,,,,DE63705545651,,,,,,,,,,,5001,,,03,,,,,,,,,,,,,,,,20250109,123250,,
100,0000000961,IT,Harrison PLC,Ltda.,N/A,N/A,Siqueira da Serra,Leão,N/A,80810,35519-726,LA,HARRISON P,"Largo Lara Freitas, 824",825845,HARRISON PLC,,,Herr,,,,0003,P,,,,,14.08.2011,raymaxwell,,,LIEF,,,,,,F,7220501160,,,,,+33 (0)4 65 50 9,,84 2258-1401   ,,,,,,,,,,,,,,,,,,4000,,,,,,,,,,,,,,,,,,,20260623,042544,,
100,0000000962,DE,Melo,N/A,enhance sticky metho,,Gomes,MorinBourg,N/A,21928,52293,CE,MELO,937 斎藤 Street,727513,MELO   ,,,Herr,,,,0001,H,,,,,20231222,tpinto,,,0001,,,,,,E,5862071389,,,,,05 81 19 20 29,07854 079453,,,,,,,,DE34112364628,,,,,,,,,,,5001,,,02,,,,,,,,,,,,,,https://www.cohen.fr/,,20240729,132515,,
100,0000000963,IT,Silveira Abreu - ME   ,PLC,unleash web-enabled ,,Paulboeuf   ,,,32255,423-5694,WV,SILVEIRA A,471 池田 Street   ,168674,SILVEIRA ABREU - ME,,,Ms.,,,,0001,P,,,,,20210702,catherineell,,,LIEF,,,,,,E,4899615160,,,X,,04055 037501,,81 0557 0478   ,,,,,,,DE80443583510,,,,,,,,,,,3000,,,,,,,,,,,,,,,,,,,20250424,073204,,
100,0000000964,ES,Pires   ,N/A,N/A,N/A,Casa Grande,香取市,,B94 8BE,886-0899,RR,PIRES   ,Huhngasse 160,674586,PIRES,,,Herr,,,,0001,L,,,,,20140427,eric42,,,LIEF,,,,,,D,N/A,,,,,+33 (0)3 83 45 3   ,494.420.6248x878,,,,,,,,DE36552205384,,,,,,,,,,,4000,,,02,,,,,,,,,,,,,,,,20240808,221150,,
100,0000000965,JP,Kaul GmbH & Co. KG,LLC,target wireless rela,N/A,夷隅郡大多喜町,N/A,,711-9082,76206,VT,KAUL GMBH ,"Parque de Mendonça, 17",219761,KAUL GMBH & CO. KG,,,Frau,,,,0002,E,,,,,20260122,davi-luiz46,,,0001,,,,,,P,4326417225,,,X,,(319)754-6723x90,+49(0)4588 50182,,,,,,,,DE90910102639,,,,,,,,,,,2001,,,01,,,,,,,,,,,,,,http://sa.net/,,20240722,053031,,
100,0000000966,KR,"Aguilar, West and Hall",GmbH,N/A,,Pires do Oeste   ,東久留米市,N/A,37284,LU7 0NF,KY,"AGUILAR, W",Susanne-Gunpf-Platz 113,938682,"AGUILAR, WEST AND HALL",,,,,,,,L,,,,,20220718,cavalcanteth,,,KRED,,,,,,F,6723561194,,,,,08340 39060   ,+44(0)141 496 01,01 88 87 29 70,,,,,,,DE62978823553,,,,,,,,,,,2001,,,03,,,,,,,,,,,,,,https://davies.co.uk/,,20260501,144559,,
100,0000000967,CA,شركة أرامكو السعودية,Ltd,expedite impactful r,,Lemgo,Badoberan,N64 4BU,15960,10543,SC,شركة أرامك,1834 Graves Ports,291080,شركة أرامكو السعودية,,,Mr.,,,,0002,R,,,,,20240510,dfernandez,,,KRED,,,,,,F,7858599192,,,,,+33 (0)4 57 88 3   ,,,,,,,,,,,,,,,,,,,,2001,,,01,,,,,,,,,,,,,,https://www.roehrdanz.com/,,20250828,015247,,
100,0000000968,CN,Coste,SA,implement web-enable,N/A,Lake Victorfurt,Lake Susanview,,90311,55562,IN,COSTE,Antonius-Patberg-Platz 4-8,646225,COSTE,,,Firma,,,,,D,,,,,20170603,boernerannik,,,0001,,,,,,J,7476219893,,,X,,+33 (0)3 70 83 4   ,,+441414960461,,,,,,,DE83593016849,,,,,,,,,,,5001,,,03,,,,,,,,,,,,,,,,20240807,030245,,
100,0000000969,AU,Jones-Baldwin,Group,seize efficient para,N/A,青梅市,Guerra de Minas,N/A,30558,901-3307,PI,JONES-BALD,33453 Daniel Mountains,221659,JONES-BALDWIN,,,Ms.,,,,0003,Q,,,,,29.03.2017,scottdavis,,,LIEF,,,,,,D,1157913678,,,X,,+33 (0)3 86 40 3,,0553731101,,,,,,,DE95379280639,,,,,,,,,,,1002,,,,,,,,,,,,,,,,,,,20251026,171512,,
100,0000000970,AU,Shepherd-Fields,LLC,,N/A,Rosieburgh,East Codyside,,88291454,06760,MA,SHEPHERD-F,1 Danny Radial,543244,SHEPHERD-FIELDS,,,Firma,,,,0001,M,,,,,20121112,matthiasbinn,,,LIEF,,,,,,P,,,,X,,028 9018 0713,+55 11 9220-7810,,,,,,,,DE08989408167,,,,,,,,,,,1002,,,02,,,,,,,,,,,,,,,,20241219,055548,,
100,0000000971,KR,Spencer-Howarth,S.A.S.,embrace holistic pla,,Borges de Goiás,,01192,24403,78103,SE,SPENCER-HO,992 Lang Spur,618157,SPENCER-HOWARTH,,,Mr.,,,,0002,E,,,,,20121129,marco63,,,0001,,,,,,J,7764237885,,,X,,+33 5 16 15 34 3,790.247.5523x033,04 38 15 40 94,,,,,,,,,,,,,,,,,,3000,,,01,,,,,,,,,,,,,,,,20241101,023216,,
100,0000000972,BR,Molina Ltd,AG,engage mission-criti,N/A,Cardoso da Prata,Sainte Élise,N/A,159-1436,94414,PR,MOLINA LTD   ,Jardim Brenda Cavalcanti,499498,MOLINA LTD,,,Firma,,,,0001,A,,,,,20240215,tdehmel,,,0001,,,,,,P,7639160076,,,X,,08081570493,,+49(0)5822 12151,,,,,,,DE41658701529,,,,,,,,,,,3000,,,01,,,,,,,,,,,,,,http://hughes.org/,,20240801,050007,,
100,0000000973,CA,Dörschner Schulz Stiftung & Co. KG,et Fils,mesh out-of-the-box ,,Ronaldchester,N/A,44213,21974656,NG2N 9BG,RS,DÖRSCHNER ,boulevard de Navarro,681389,DÖRSCHNER SCHULZ STIFTUNG,,,,,,,0001,N,,,,,20250108,krausfriedho,,,0001,,,,,,E,,,,X,,04 79 30 44 56   ,,0183863243,,,,,,,,,,,,,,,,,,1002,,,01,,,,,,,,,,,,,,https://www.murray.com/,,20240709,064417,,
100,0000000974,CA,David   ,,N/A,,New Leslieside,印旛郡印旛村,22086,07748,07284,SP,DAVID   ,"28, avenue Pruvost",972732,DAVID,,,Firma,,,,0002,A,,,,,21.06.2016,aparecidathe,,,0001,,,,,,P,8557797484,,,,,(0191) 4960993,+55 (011) 8522 8,,,,,,,,,,,,,,,,,,,1001,,,,,,,,,,,,,,,,,,,20240923,193535,,
100,0000000975,CA,Morgan-Hamilton,et Fils,scale distributed in,,江東区,Schwäbisch Hall,,17626,389-7582,AS,MORGAN-HAM,765 石井 Street,659983,MORGAN-HAMILTON   ,,,Ms.,,,,,H,,,,,16.09.2021,shirley86,,,KRED,,,,,,J,4309953218,,,,,(0306) 9990996   ,,+33 3 27 41 97 8,,,,,,,DE31530586548,,,,,,,,,,,5000,,,01,,,,,,,,,,,,,,http://takahashi.jp/,,20260208,110957,,
100,0000000976,CA,Porter-Munoz,Ltd,enhance efficient in,,Bad Langensalza,Kevinland,865-5865,06030798,63486,MD,PORTER-MUN,"Setor Nina Melo, 134",486938,PORTER-MUNOZ,,,Frau,,,,0001,M,,,,,20120301,diane61,,,KRED,,,,,,F,4137078703,,,,,0324518697,+55 (071) 0141-1,(071) 6671 7524,,,,,,,DE06068217976,,,,,,,,,,,5001,,,03,,,,,,,,,,,,,,,,20260223,095838,,
100,0000000977,GB,Humphrey-Salinas   ,SA,strategize viral mar,N/A,New Carriefurt,小平市,01867,90423266,FY5P 5BL,VT,HUMPHREY-S,"62, rue de Marchand",213952,HUMPHREY-SALINAS   ,,,Herr,,,,0003,D,,,,,16.01.2012,browndesiree,,,KRED,,,,,,F,7643593256,,,X,,0113 496 0500,,,,,,,,,,,,,,,,,,,,4000,,,01,,,,,,,,,,,,,,,,20260430,060900,,
100,0000000978,CN,"Mason, Thomas and Leonard",S/A,facilitate proactive,,Farias dos Dourados,,02078,17337,12861,DE,"MASON, THO",570 吉田 Street,199594,"MASON, THOMAS AND LEONARD",,,,,,,0002,G,,,,,20240217,lecoqraymond,,,KRED,,,,,,J,,,,,,04 65 41 66 21,(0131) 4960352,09848471693   ,,,,,,,,,,,,,,,,,,1000,,,03,,,,,,,,,,,,,,http://mallet.com/,,20241214,212611,,
