MANDT,LIFNR,EKORG,WERKS,SPERM,LOEVM,PLIFZ,MNGLG,MNGKO,MNGZE,UEBTO,UNTTO,UGBTO
100,0000000008,1000,1001,,,23,,,,7.1,4.8,
100,0000001274,3000,4000,,,11,,,,1.9,1.8,
100,0000000143,5000,3000,,,19,,,,6.9,8.1,
100,0000001862,3000,2001,,,15,,,,0.0,8.0,
100,0000001551,1000,3001,,,5,,,,16.1,5.5,
100,0000000796,3000,3000,,,13,,,,14.6,8.3,
100,0000001446,3000,2000,,,3,,,,19.7,1.7,
100,0000000093,4000,2000,,,19,,,,4.9,7.1,
100,0000001527,1000,3000,,,2,,,,15.0,8.5,
100,0000000865,4000,5000,,,25,,,,6.9,8.7,
100,0000001694,3000,1000,,,20,,,,15.0,4.0,
100,0000000571,3000,2000,,,7,,,,0.9,7.3,
100,0000000773,2000,1000,,,15,,,,13.0,5.8,
100,0000000765,2000,1001,,,2,,,,2.7,4.6,
100,0000001884,5000,2001,,,28,,,,9.3,0.5,
100,0000001052,5000,5001,,,25,,,,19.0,6.5,
100,0000001064,4000,3001,,,15,,,,4.7,6.1,
100,0000000254,4000,4000,,,21,,,,10.9,9.6,
100,0000001614,4000,3001,,,13,,,,19.9,1.0,
100,0000001680,4000,1001,,,18,,,,9.5,6.1,
100,0000000618,5000,2001,,,7,,,,7.3,8.6,
100,0000000434,2000,1001,,,7,,,,8.1,4.1,
100,0000001312,1000,5000,,,16,,,,18.1,2.9,
100,0000000487,3000,5001,,,21,,,,12.8,8.6,
100,0000000694,5000,1001,,,12,,,,13.2,0.7,
100,0000001363,1000,5001,,,21,,,,18.8,4.0,
100,0000000109,1000,3000,,,13,,,,5.6,1.3,
100,0000001411,2000,5000,,,28,,,,12.5,7.6,
100,0000000523,5000,3001,,,27,,,,16.9,4.2,
100,0000001757,4000,3001,,,11,,,,6.6,5.4,
100,0000001830,1000,1002,,,5,,,,17.2,3.6,
100,0000001661,5000,2001,,,22,,,,17.0,9.1,
100,0000001987,5000,3000,,,28,,,,15.3,7.4,
100,0000000481,4000,1002,,,30,,,,14.7,6.6,
100,0000001521,1000,2001,,,27,,,,17.7,6.7,
100,0000000151,3000,5001,,,21,,,,4.8,4.0,
100,0000001957,5000,5000,,,21,,,,17.2,0.2,
100,0000001257,1000,4000,,,14,,,,1.4,3.2,
100,0000000878,2000,3000,,,17,,,,4.0,8.8,
100,0000001236,3000,5001,,,22,,,,8.7,2.2,
100,0000001771,3000,1000,,,25,,,,6.0,0.8,
100,0000000813,2000,3001,,,4,,,,15.9,6.8,
100,0000000659,5000,1002,,,11,,,,9.7,7.1,
100,0000001687,2000,5000,,,14,,,,4.1,6.8,
100,0000000899,1000,5001,,,21,,,,11.1,5.5,
100,0000001306,2000,2000,,,12,,,,11.0,8.5,
100,0000001295,4000,3001,,,22,,,,19.3,8.7,
100,0000000087,4000,2000,,,29,,,,16.6,9.4,
100,0000000038,5000,2000,,,1,,,,14.1,7.0,
100,0000001081,1000,5001,,,1,,,,7.9,9.4,
100,0000001075,2000,5000,,,22,,,,16.4,8.3,
100,0000000863,5000,3001,,,23,,,,15.8,4.8,
100,0000001251,3000,1000,,,27,,,,8.4,8.3,
100,0000000271,3000,4000,,,12,,,,18.0,1.9,
100,0000000941,2000,5000,,,15,,,,17.1,7.4,
200,0000000095,2000,4000,,,25,,,,5.4,0.6,
100,0000001993,3000,2001,,,8,,,,19.1,1.5,
100,0000001664,4000,2001,,,4,,,,17.6,3.8,
100,0000000544,5000,3001,,,18,,,,5.4,6.4,
100,0000001181,1000,2000,,,17,,,,18.5,8.0,
100,0000000710,2000,5000,,,9,,,,8.6,5.0,
100,0000001779,4000,2001,,,25,,,,14.8,3.0,
100,0000001710,4000,3001,,,9,,,,4.8,3.7,
100,0000001745,3000,1000,,,1,,,,12.1,6.5,
100,0000001150,2000,3000,,,28,,,,10.5,9.2,
100,0000001758,4000,3000,,,11,,,,4.0,4.3,
100,0000000466,5000,1002,,,27,,,,14.9,1.3,
100,0000001619,3000,2001,,,7,,,,6.9,3.5,
100,0000001834,1000,3000,,,24,,,,10.6,3.4,
100,0000001382,1000,3001,,,15,,,,12.6,3.5,
100,0000001233,4000,2001,,,15,,,,5.8,8.6,
100,0000001104,3000,2000,,,23,,,,15.9,8.7,
100,0000000058,5000,1000,,,26,,,,10.7,5.4,
100,0000001940,3000,2001,,,20,,,,17.7,8.2,
100,0000001476,5000,1000,,,6,,,,7.0,5.4,
100,0000001832,5000,1001,,,2,,,,15.2,8.9,
100,0000001454,2000,5000,,,22,,,,6.5,9.7,
100,0000001371,2000,1002,,,30,,,,7.2,5.1,
100,0000000845,5000,3000,,,23,,,,10.7,4.0,
100,0000001979,3000,5001,,,25,,,,14.8,7.0,
100,0000001402,1000,1002,,,21,,,,10.6,8.8,
100,0000000066,4000,1001,,,29,,,,3.6,0.9,
100,0000000207,1000,4000,,,7,,,,7.2,1.7,
100,0000000245,5000,4000,,,14,,,,12.0,2.9,
100,0000001301,5000,5001,,,29,,,,1.5,7.9,
100,0000001938,4000,3000,,,22,,,,6.6,1.1,
100,0000000179,1000,3001,,,26,,,,17.2,4.2,
100,0000001245,1000,1002,,,8,,,,12.3,8.7,
100,0000001673,4000,1000,,,16,,,,9.4,6.8,
100,0000000990,4000,4000,,,28,,,,6.1,7.7,
100,0000001017,2000,2001,,,10,,,,18.9,9.7,
100,0000000015,2000,4000,,,2,,,,10.9,4.0,
100,0000001604,4000,1001,,,18,,,,4.7,5.7,
100,0000001342,3000,2000,,,8,,,,18.0,8.4,
100,0000000245,4000,3001,,,3,,,,13.6,1.7,
100,0000001128,3000,5001,,,18,,,,4.3,3.2,
100,0000000608,2000,5000,,,12,,,,7.5,1.3,
100,0000000769,5000,5000,,,13,,,,4.1,4.2,
100,0000000390,1000,1002,,,8,,,,15.5,3.1,
100,0000000546,4000,4000,,,10,,,,3.5,6.9,
100,0000000821,5000,4000,,,3,,,,9.7,0.8,
100,0000000363,2000,4000,,,29,,,,19.2,1.2,
100,0000001981,1000,1000,,,27,,,,14.0,3.6,
100,0000000169,2000,1002,,,19,,,,16.3,8.8,
100,0000000146,3000,5000,,,19,,,,14.9,8.3,
100,0000000776,2000,2000,,,22,,,,19.8,5.2,
100,0000001724,5000,5001,,,12,,,,11.3,3.5,
100,0000001709,5000,2000,,,12,,,,4.7,0.7,
100,0000000402,3000,1000,,,15,,,,20.0,7.2,
100,0000000154,1000,5001,,,26,,,,10.5,1.9,
100,0000000378,5000,4000,,,29,,,,15.2,2.1,
100,0000001677,4000,2000,,,9,,,,18.8,8.3,
100,0000001745,3000,2000,,,8,,,,13.5,0.3,
100,0000001875,3000,3001,,,30,,,,10.7,8.2,
100,0000000610,3000,3000,,,2,,,,10.2,1.1,
100,0000000328,4000,3000,,,28,,,,15.3,4.7,
100,0000000010,5000,1001,,,24,,,,13.2,0.2,
100,0000000457,3000,2001,,,3,,,,10.7,0.3,
100,0000001455,3000,5000,,,14,,,,4.5,6.5,
100,0000001803,2000,2001,,,2,,,,4.5,2.3,
100,0000000705,2000,2000,,,22,,,,14.3,10.0,
100,0000000729,1000,1002,,,26,,,,1.1,2.1,
100,0000000761,2000,2001,,,3,,,,3.4,7.9,
100,0000001766,2000,5001,,,10,,,,13.6,9.8,
100,0000001500,3000,3000,,,23,,,,19.1,3.7,
100,0000001817,4000,1002,,,6,,,,3.2,6.2,
100,0000000952,1000,1002,,,28,,,,16.6,7.8,
100,0000000715,3000,4000,,,2,,,,16.5,6.8,
100,0000001498,2000,3000,,,8,,,,16.1,8.0,
100,0000000250,4000,2000,,,13,,,,12.7,8.6,
100,0000001600,5000,2001,,,30,,,,7.5,6.7,
100,0000000579,3000,5001,,,29,,,,14.5,2.8,
100,0000000170,4000,4000,,,25,,,,1.6,0.1,
100,0000001678,3000,2000,,,21,,,,3.8,3.0,
100,0000000132,2000,3000,,,28,,,,19.7,9.0,
100,0000000875,1000,3001,,,6,,,,12.5,6.9,
100,0000001716,5000,5000,,,11,,,,2.4,6.6,
100,0000000613,4000,2000,,,11,,,,0.7,3.8,
100,0000001590,5000,3001,,,13,,,,16.1,6.4,
100,0000001703,4000,5000,,,12,,,,16.5,9.2,
100,0000001770,2000,2001,,,9,,,,3.5,7.9,
100,0000000653,5000,1002,,,11,,,,16.6,0.0,
100,0000000612,4000,3001,,,29,,,,11.2,7.8,
100,0000000429,3000,4000,,,21,,,,17.4,5.1,
100,0000000684,4000,2001,,,17,,,,15.3,9.5,
100,0000001606,2000,3000,,,23,,,,1.1,0.7,
100,0000000521,1000,1000,,,19,,,,18.4,7.5,
100,0000000479,2000,3000,,,30,,,,2.0,7.1,
100,0000001477,2000,1000,,,11,,,,0.0,6.4,
100,0000000791,4000,1002,,,15,,,,17.6,6.3,
100,0000000338,5000,2000,,,3,,,,2.5,1.2,
100,0000001117,2000,4000,,,30,,,,10.3,8.4,
100,0000000065,2000,1001,,,23,,,,5.7,5.6,
100,0000000278,3000,1000,,,30,,,,14.3,2.1,
100,0000001675,4000,3000,,,30,,,,12.3,7.8,
100,0000001304,3000,2000,,,3,,,,13.3,10.0,
100,0000001343,1000,5001,,,23,,,,6.7,1.9,
100,0000000797,2000,3001,,,12,,,,13.9,5.0,
100,0000000129,1000,1002,,,19,,,,4.1,6.7,
100,0000001170,4000,5001,,,17,,,,1.0,0.2,
100,0000000376,2000,3001,,,12,,,,14.0,7.3,
100,0000000562,4000,1002,,,9,,,,12.3,6.6,
100,0000000432,5000,1000,,,8,,,,8.5,4.9,
100,0000000829,4000,3000,,,26,,,,9.3,1.0,
100,0000000448,4000,2000,,,28,,,,8.3,4.7,
100,0000001606,2000,4000,,,15,,,,18.6,1.3,
100,0000001216,4000,4000,,,25,,,,2.8,7.3,
100,0000001108,5000,1000,,,12,,,,16.9,1.5,
100,0000000928,5000,1001,,,20,,,,18.5,1.1,
100,0000000408,2000,1000,,,7,,,,7.1,7.0,
100,0000001732,2000,1001,,,12,,,,6.0,6.7,
100,0000000373,3000,5001,,,28,,,,2.6,8.8,
100,0000000584,1000,5001,,,5,,,,9.5,9.5,
100,0000001115,4000,4000,,,13,,,,4.2,7.0,
100,0000001553,2000,5001,,,17,,,,19.1,1.7,
100,0000000818,2000,3000,,,6,,,,7.2,1.5,
100,0000001647,1000,2000,,,27,,,,4.1,7.4,
100,0000001864,1000,1000,,,2,,,,9.6,1.1,
100,0000001474,2000,2001,,,21,,,,2.9,6.6,
100,0000000665,1000,2001,,,23,,,,6.0,4.7,
100,0000000893,3000,4000,,,2,,,,4.9,5.6,
100,0000001666,5000,3000,,,29,,,,19.0,7.5,
100,0000001898,3000,1001,,,5,,,,11.2,0.3,
100,0000001479,4000,3000,,,1,,,,18.5,1.3,
100,0000001815,1000,5000,,,29,,,,8.9,8.5,
100,0000001668,2000,1001,,,25,,,,4.5,7.2,
100,0000000056,4000,3000,,,8,,,,16.9,8.3,
100,0000001683,3000,2000,,,28,,,,19.2,6.0,
100,0000001248,3000,3001,,,11,,,,15.3,2.5,
100,0000001189,5000,4000,,,26,,,,7.0,7.4,
100,0000001503,2000,2001,,,26,,,,9.7,2.1,
100,0000001042,4000,5001,,,12,,,,14.5,9.2,
100,0000001166,5000,4000,,,16,,,,10.7,1.6,
100,0000000476,1000,5000,,,10,,,,6.8,2.9,
100,0000001956,1000,5001,,,1,,,,11.2,3.8,
100,0000000226,2000,4000,,,28,,,,2.8,1.8,
100,0000001098,2000,5001,,,13,,,,7.1,9.3,
100,0000001555,2000,2000,,,29,,,,3.1,1.2,
100,0000000741,4000,1002,,,27,,,,15.9,3.4,
100,0000000294,4000,1000,,,16,,,,9.6,3.2,
100,0000000347,3000,3000,,,13,,,,6.1,7.9,
100,0000000876,1000,3001,,,11,,,,6.2,1.2,
100,0000000917,3000,1002,,,9,,,,18.0,2.4,
100,0000000095,3000,2001,,,12,,,,3.0,9.0,
100,0000000541,3000,5000,,,15,,,,12.8,0.3,
100,0000000628,5000,5000,,,11,,,,6.6,0.7,
100,0000001955,2000,4000,,,14,,,,8.3,2.7,
100,0000000983,2000,5000,,,19,,,,6.1,3.3,
100,0000000998,5000,1001,,,4,,,,10.4,1.0,
100,0000001050,1000,5001,,,11,,,,0.5,1.6,
100,0000001069,3000,5001,,,15,,,,16.4,7.9,
100,0000000986,3000,4000,,,12,,,,5.1,6.2,
100,0000001282,2000,5001,,,18,,,,17.9,5.0,
100,0000001027,5000,5000,,,9,,,,3.0,2.1,
100,0000001570,1000,1002,,,11,,,,14.1,6.8,
100,0000000852,4000,1002,,,16,,,,2.8,1.7,
100,0000000121,2000,4000,,,26,,,,0.5,9.3,
100,0000001373,1000,2001,,,14,,,,6.0,2.7,
100,0000001410,4000,5001,,,19,,,,4.0,7.1,
100,0000000979,1000,4000,,,4,,,,9.8,8.9,
100,0000000202,3000,1000,,,24,,,,14.0,3.8,
100,0000001512,4000,1001,,,9,,,,2.6,6.8,
100,0000001339,3000,5000,,,21,,,,9.1,4.8,
100,0000000335,3000,1002,,,9,,,,13.7,8.4,
100,0000000803,5000,4000,,,7,,,,13.4,9.0,
100,0000001547,1000,3000,,,23,,,,1.6,9.5,
100,0000000708,5000,2000,,,26,,,,13.8,0.5,
100,0000000395,4000,2001,,,30,,,,5.8,3.5,
100,0000001313,2000,3001,,,18,,,,6.1,8.4,
100,0000000717,3000,2000,,,19,,,,0.1,2.7,
100,0000000331,2000,2000,,,28,,,,4.2,1.1,
100,0000000330,1000,5001,,,19,,,,13.0,4.5,
100,0000001004,3000,1002,,,4,,,,6.2,8.0,
200,0000001564,3000,3001,,,7,,,,16.7,6.2,
100,0000000919,1000,5000,,,8,,,,15.1,1.9,
100,0000000993,1000,3000,,,20,,,,4.5,5.7,
100,0000001829,1000,2000,,,24,,,,19.7,2.0,
100,0000000878,3000,3001,,,25,,,,0.7,7.9,
100,0000000509,1000,2001,,,11,,,,8.6,4.6,
100,0000001386,1000,2000,,,5,,,,18.0,7.5,
100,0000001908,4000,3000,,,3,,,,14.1,6.4,
100,0000001807,3000,5000,,,21,,,,1.0,8.0,
100,0000000884,1000,4000,,,15,,,,3.1,8.7,
100,0000001677,1000,1001,,,23,,,,13.7,7.4,
100,0000001382,4000,4000,,,21,,,,11.9,9.0,
100,0000000011,1000,1002,,,15,,,,2.2,6.5,
100,0000001710,5000,1000,,,22,,,,15.3,5.7,
100,0000001982,3000,3000,,,4,,,,19.0,4.7,
100,0000001293,3000,3001,,,17,,,,5.6,6.4,
100,0000000070,1000,1002,,,15,,,,13.1,5.8,
100,0000000474,4000,3000,,,28,,,,0.5,0.1,
100,0000001535,2000,1000,,,4,,,,12.7,7.0,
100,0000000039,1000,4000,,,26,,,,7.6,3.1,
100,0000000295,5000,3001,,,29,,,,19.0,4.7,
100,0000000228,4000,5001,,,29,,,,11.0,4.3,
100,0000001009,5000,5001,,,15,,,,0.3,5.7,
100,0000000918,1000,1001,,,24,,,,1.4,4.4,
100,0000000854,4000,1000,,,14,,,,0.7,1.0,
100,0000000972,2000,5000,,,1,,,,7.6,9.1,
100,0000001864,5000,1001,,,27,,,,17.3,3.3,
100,0000001248,3000,1002,,,14,,,,7.6,9.4,
100,0000001333,3000,2000,,,29,,,,1.7,8.5,
100,0000001255,5000,3000,,,1,,,,19.2,7.9,
100,0000000432,1000,1001,,,19,,,,13.9,7.3,
100,0000001997,4000,1002,,,23,,,,1.0,5.2,
100,0000001252,2000,5000,,,13,,,,14.7,2.3,
100,0000001824,2000,5000,,,10,,,,2.3,5.7,
100,0000001427,4000,2000,,,24,,,,17.1,7.2,
100,0000001250,1000,5000,,,14,,,,5.4,4.4,
100,0000001451,4000,3001,,,3,,,,9.5,0.1,
100,0000001943,2000,1001,,,9,,,,10.1,1.5,
100,0000000386,1000,3000,,,11,,,,14.3,4.0,
100,0000000736,2000,2001,,,25,,,,11.5,5.6,
100,0000001912,1000,2000,,,7,,,,12.8,5.9,
100,0000001983,2000,1002,,,29,,,,7.4,9.2,
100,0000001956,4000,1002,,,12,,,,7.8,1.6,
100,0000001463,2000,3001,,,1,,,,9.0,7.5,
100,0000000269,1000,4000,,,10,,,,6.6,8.1,
100,0000001353,4000,5000,,,14,,,,2.9,2.0,
100,0000000878,3000,3001,,,22,,,,19.1,3.3,
100,0000001977,2000,5001,,,5,,,,3.7,6.6,
100,0000000810,3000,5000,,,16,,,,14.5,7.9,
100,0000000431,3000,5001,,,20,,,,9.9,1.7,
100,0000001777,1000,5001,,,26,,,,5.2,7.0,
100,0000001995,5000,1001,,,11,,,,4.7,5.6,
100,0000000396,1000,1000,,,19,,,,6.8,6.9,
100,0000001126,5000,3001,,,14,,,,7.2,1.2,
100,0000000473,4000,1002,,,6,,,,18.4,0.1,
100,0000001738,1000,1000,,,24,,,,0.1,4.1,
100,0000001394,5000,1002,,,17,,,,5.5,5.2,
100,0000001159,5000,1002,,,17,,,,17.6,9.4,
100,0000001782,4000,3000,,,29,,,,1.2,2.8,
100,0000001173,3000,3000,,,19,,,,14.6,0.5,
100,0000001420,4000,1000,,,19,,,,1.3,1.2,
100,0000000655,3000,3000,,,16,,,,11.1,5.2,
100,0000001207,2000,4000,,,28,,,,8.9,8.0,
100,0000000847,5000,1002,,,14,,,,8.8,9.9,
100,0000001075,4000,1002,,,1,,,,16.3,8.6,
100,0000001628,3000,5001,,,14,,,,12.4,1.9,
100,0000000027,4000,2000,,,1,,,,2.0,7.2,
100,0000000854,2000,5000,,,21,,,,19.9,3.5,
100,0000001269,2000,1002,,,2,,,,14.8,5.7,
100,0000000841,3000,1000,,,28,,,,10.8,4.5,
100,0000001886,2000,3000,,,27,,,,2.6,1.1,
100,0000001021,2000,1002,,,1,,,,11.3,9.9,
100,0000000354,4000,1002,,,13,,,,2.6,4.7,
100,0000000280,4000,2001,,,28,,,,18.0,7.3,
100,0000000318,3000,4000,,,5,,,,2.6,8.4,
100,0000000372,2000,3000,,,20,,,,2.3,9.6,
100,0000000242,5000,3000,,,25,,,,6.2,2.0,
100,0000001902,2000,1001,,,14,,,,9.2,1.6,
100,0000001853,3000,5000,,,21,,,,13.0,4.7,
100,0000001287,5000,5001,,,7,,,,2.3,1.4,
100,0000001548,5000,2001,,,15,,,,10.2,0.0,
100,0000000433,2000,1002,,,10,,,,11.1,2.4,
100,0000001605,5000,2001,,,29,,,,19.5,6.4,
100,0000000047,5000,1000,,,6,,,,3.8,9.7,
100,0000000143,4000,2000,,,1,,,,13.5,3.5,
100,0000001991,2000,2000,,,4,,,,1.1,9.1,
100,0000001341,2000,1000,,,7,,,,5.0,5.3,
100,0000000189,3000,5000,,,26,,,,12.9,0.7,
100,0000001360,2000,3001,,,26,,,,14.8,7.4,
100,0000000105,3000,2000,,,17,,,,3.6,1.6,
100,0000000497,5000,2001,,,20,,,,1.3,9.2,
100,0000001816,5000,1001,,,2,,,,14.5,8.2,
100,0000000751,4000,1002,,,7,,,,18.0,4.3,
100,0000001686,4000,1000,,,26,,,,12.0,3.2,
100,0000001056,5000,4000,,,6,,,,3.3,7.9,
100,0000001182,5000,3000,,,24,,,,5.1,3.8,
100,0000000390,2000,3000,,,8,,,,19.7,6.3,
100,0000000038,5000,3000,,,22,,,,6.2,0.6,
100,0000000692,2000,1000,,,3,,,,8.6,0.1,
100,0000001535,1000,2000,,,2,,,,6.4,5.4,
100,0000000659,5000,2001,,,20,,,,9.1,6.3,
100,0000000132,5000,2000,,,14,,,,13.0,5.2,
100,0000000017,2000,5001,,,14,,,,7.8,2.0,
100,0000000693,2000,1001,,,25,,,,8.4,2.0,
100,0000000143,5000,1001,,,27,,,,3.3,3.2,
100,0000001090,2000,1002,,,17,,,,11.9,2.8,
100,0000000676,3000,2000,,,11,,,,1.1,5.2,
100,0000001967,4000,4000,,,13,,,,15.4,9.3,
100,0000001393,3000,1001,,,16,,,,10.2,8.8,
100,0000000340,3000,2001,,,18,,,,18.9,6.8,
100,0000000612,5000,4000,,,26,,,,0.5,1.2,
100,0000001136,2000,1002,,,8,,,,10.9,7.0,
100,0000001154,2000,4000,,,2,,,,14.0,0.4,
100,0000000674,2000,4000,,,23,,,,18.0,1.0,
100,0000001648,4000,5000,,,18,,,,2.1,8.0,
100,0000000006,2000,2001,,,1,,,,12.7,4.9,
100,0000001769,5000,1000,,,8,,,,19.2,8.0,
100,0000001890,1000,1002,,,27,,,,13.8,2.2,
100,0000001294,1000,1000,,,23,,,,15.7,1.9,
100,0000000923,3000,1001,,,13,,,,13.3,7.0,
100,0000001686,5000,3000,,,25,,,,2.6,6.3,
100,0000000043,3000,2001,,,17,,,,16.1,5.4,
100,0000001291,1000,5000,,,1,,,,12.7,4.9,
100,0000001943,5000,3001,,,11,,,,12.6,9.5,
100,0000001274,4000,1001,,,22,,,,19.9,5.2,
100,0000000844,1000,2000,,,16,,,,16.6,8.5,
100,0000001429,5000,4000,,,16,,,,1.1,2.7,
100,0000000868,5000,2000,,,14,,,,6.9,9.2,
100,0000001663,3000,3001,,,27,,,,9.2,7.2,
100,0000001438,3000,2000,,,3,,,,14.3,4.7,
100,0000001394,1000,2001,,,18,,,,1.0,3.7,
100,0000000838,4000,1002,,,23,,,,12.1,5.9,
100,0000000943,4000,3000,,,16,,,,11.2,1.3,
100,0000001685,1000,2001,,,8,,,,5.9,6.1,
100,0000001761,4000,3000,,,5,,,,2.3,4.6,
100,0000001561,1000,5000,,,27,,,,1.1,1.2,
100,0000000559,4000,1002,,,12,,,,15.6,5.8,
100,0000001663,2000,1001,,,21,,,,4.9,4.2,
100,0000000485,2000,2001,,,23,,,,14.9,2.5,
100,0000000865,2000,5001,,,24,,,,11.5,3.8,
100,0000001262,2000,2000,,,28,,,,6.1,9.7,
100,0000001464,3000,5001,,,3,,,,1.3,2.4,
100,0000001705,5000,5000,,,10,,,,3.6,9.2,
100,0000001750,4000,1001,,,24,,,,13.3,7.8,
100,0000001316,1000,1000,,,9,,,,15.6,4.9,
100,0000000618,1000,1000,,,7,,,,16.2,6.1,
100,0000001647,4000,3000,,,10,,,,17.2,3.8,
100,0000000553,1000,3001,,,3,,,,14.4,3.7,
100,0000000488,5000,1000,,,3,,,,7.0,0.8,
100,0000000362,1000,5001,,,17,,,,17.2,0.4,
100,0000000095,4000,5000,,,26,,,,17.0,8.3,
100,0000000373,3000,3000,,,24,,,,13.0,4.8,
100,0000000793,3000,3001,,,11,,,,4.1,8.7,
100,0000001901,3000,1000,,,1,,,,9.4,5.5,
100,0000000006,3000,1001,,,10,,,,13.4,4.3,
100,0000000060,3000,2000,,,22,,,,12.6,1.4,
100,0000000896,3000,2001,,,20,,,,7.7,7.7,
100,0000001196,2000,3000,,,3,,,,0.5,9.9,
100,0000000866,2000,1002,,,16,,,,17.5,0.6,
100,0000000428,5000,1000,,,1,,,,4.1,4.1,
100,0000000439,4000,1001,,,26,,,,16.5,8.3,
100,0000001554,1000,4000,,,22,,,,4.3,6.6,
100,0000001522,5000,4000,,,23,,,,15.2,4.6,
100,0000000350,4000,1002,,,13,,,,0.7,7.6,
100,0000001120,1000,4000,,,8,,,,10.4,1.7,
100,0000001917,2000,1001,,,24,,,,9.2,7.5,
100,0000000137,5000,3001,,,4,,,,9.3,2.3,
100,0000000465,1000,3001,,,7,,,,11.4,9.1,
100,0000001962,1000,1000,,,26,,,,10.0,5.5,
100,0000001060,5000,2001,,,22,,,,13.8,6.3,
100,0000001029,2000,5000,,,18,,,,15.8,4.6,
100,0000001964,4000,5001,,,12,,,,13.9,3.7,
100,0000000184,1000,4000,,,22,,,,12.6,7.4,
100,0000000077,2000,4000,,,3,,,,9.6,6.4,
100,0000000940,3000,5000,,,29,,,,12.4,1.0,
100,0000001255,1000,1000,,,9,,,,14.3,8.7,
100,0000000842,2000,2001,,,21,,,,12.2,6.8,
100,0000001014,4000,5001,,,4,,,,3.5,5.7,
100,0000000349,3000,5001,,,28,,,,9.5,2.8,
100,0000001233,2000,3001,,,10,,,,6.4,4.5,
100,0000001024,5000,4000,,,9,,,,19.7,9.9,
100,0000000471,1000,4000,,,20,,,,9.8,7.6,
100,0000001803,5000,1001,,,30,,,,10.5,3.8,
100,0000001979,1000,1001,,,3,,,,6.6,8.0,
100,0000001207,3000,4000,,,1,,,,15.6,5.3,
100,0000001215,2000,5000,,,27,,,,17.2,3.8,
100,0000001906,3000,5000,,,28,,,,6.7,6.0,
100,0000001091,1000,2001,,,10,,,,17.1,0.9,
100,0000000383,2000,3000,,,27,,,,16.8,4.9,
100,0000001046,5000,1000,,,27,,,,13.9,8.0,
100,0000000423,3000,3000,,,20,,,,9.7,6.6,
100,0000000390,2000,1000,,,15,,,,17.0,3.1,
100,0000001538,5000,2001,,,12,,,,1.2,4.5,
100,0000000587,2000,4000,,,10,,,,0.5,0.4,
100,0000000748,1000,1000,,,10,,,,8.5,1.2,
100,0000001617,5000,1001,,,28,,,,17.3,4.4,
100,0000001986,4000,2000,,,21,,,,18.5,8.1,
100,0000001631,1000,3001,,,16,,,,10.5,1.3,
100,0000000446,4000,2000,,,18,,,,2.4,0.3,
100,0000001698,4000,4000,,,4,,,,10.8,5.7,
100,0000001380,4000,2001,,,2,,,,9.0,8.8,
100,0000000661,5000,2001,,,6,,,,11.6,6.3,
100,0000000973,5000,1001,,,4,,,,1.4,5.6,
100,0000001618,4000,1002,,,14,,,,16.1,0.0,
100,0000000316,1000,1002,,,28,,,,12.0,6.7,
100,0000000002,4000,1002,,,5,,,,6.2,0.1,
100,0000000198,5000,2000,,,20,,,,9.8,9.7,
100,0000001532,4000,5001,,,29,,,,2.1,4.5,
100,0000001307,4000,4000,,,27,,,,19.4,5.4,
100,0000001482,4000,5001,,,30,,,,1.7,7.9,
100,0000001621,2000,1002,,,29,,,,10.1,1.4,
100,0000000637,5000,3001,,,26,,,,17.9,4.5,
100,0000001261,5000,5001,,,25,,,,7.4,8.8,
100,0000001342,3000,1000,,,5,,,,12.7,0.9,
100,0000001011,2000,2000,,,20,,,,13.3,6.4,
100,0000001664,3000,3000,,,18,,,,15.1,9.5,
100,0000000409,5000,5000,,,1,,,,11.1,8.0,
100,0000000519,5000,1002,,,7,,,,8.3,4.6,
100,0000000221,1000,1001,,,5,,,,1.8,4.3,
100,0000000148,1000,1000,,,12,,,,11.0,2.7,
100,0000000662,1000,3000,,,6,,,,15.5,3.3,
100,0000000658,3000,1000,,,17,,,,19.8,8.4,
100,0000001745,5000,4000,,,20,,,,8.9,3.8,
100,0000001524,4000,1002,,,16,,,,12.3,9.5,
100,0000000335,3000,5001,,,12,,,,4.9,9.1,
100,0000000957,4000,4000,,,30,,,,0.5,0.9,
100,0000000224,1000,5001,,,9,,,,17.5,5.0,
100,0000000991,3000,5000,,,14,,,,15.6,8.3,
100,0000000613,5000,1002,,,29,,,,0.5,0.5,
100,0000001074,1000,5000,,,5,,,,0.8,3.2,
100,0000001000,2000,1002,,,6,,,,15.3,0.8,
100,0000000922,5000,5000,,,21,,,,18.2,1.0,
100,0000001629,5000,1002,,,16,,,,12.1,9.7,
100,0000001503,2000,1002,,,10,,,,19.8,9.4,
100,0000000005,1000,1000,,,22,,,,11.3,4.0,
100,0000001883,5000,5001,,,25,,,,1.4,2.0,
100,0000000042,5000,1000,,,25,,,,8.9,5.4,
100,0000001185,3000,3001,,,22,,,,14.0,1.3,
100,0000000877,4000,5000,,,17,,,,18.1,7.4,
100,0000001753,2000,3000,,,11,,,,1.0,1.5,
100,0000001812,1000,2001,,,11,,,,15.4,9.3,
100,0000001853,5000,5001,,,27,,,,17.1,2.1,
100,0000001032,5000,1001,,,26,,,,14.7,0.3,
100,0000001892,2000,3000,,,10,,,,18.2,4.0,
100,0000001085,4000,3001,,,26,,,,17.5,7.4,
100,0000000630,5000,3000,,,12,,,,18.7,4.3,
100,0000001293,4000,5000,,,22,,,,11.6,1.5,
