MANDT,KUNNR,BUKRS,AKONT,ZTERM,WAERS,ZUAWA,BEGRU,ALTKN,REPRF
100,0000000169,4000,954718,0003,CAD,001,,,
100,0000001810,3000,515474,NT30,EUR,003,0002,,X
100,0000000817,4000,283571,0003,CHF,002,0003,,
100,0000001393,3000,208141,2/10NET30,CHF,001,0003,,X
100,0000001306,2000,902396,0002,AUD,002,,,X
100,0000000270,5000,686403,0002,USD,003,0002,,X
100,0000000936,4000,551677,NT90,CAD,002,0003,,
100,0000001510,3000,964776,NT60,BRL,002,0002,,X
100,0000000293,5000,269292,NT30,KRW,002,,,X
100,0000001635,2000,939921,0001,KRW,003,0002,,
100,0000001107,3000,338240,2/10NET30,CNY,002,0003,,
100,0000000670,5000,606306,0003,BRL,002,0003,,
100,0000001789,4000,526946,2/10NET30,EUR,002,0002,,
100,0000001180,5000,350073,0003,BRL,001,0003,,X
100,0000001210,2000,946826,NT90,GBP,002,0001,,
100,0000000355,4000,723956,0001,AUD,002,0003,,
100,0000001820,1000,144006,NT30,GBP,002,0003,,X
100,0000001704,1000,341163,NT90,CNY,003,0003,,X
100,0000000323,4000,769550,2/10NET30,CAD,003,0002,,
100,0000001277,2000,787834,2/10NET30,CNY,001,,,
100,0000001926,3000,140677,NT90,USD,001,0003,,X
100,0000000295,4000,767693,0003,USD,001,0001,,X
100,0000001815,2000,449055,NT30,CNY,003,0003,,
100,0000001286,3000,058210,0002,CNY,002,,,
100,0000001592,1000,556674,NT30,CAD,002,0001,,X
100,0000001367,5000,020057,NT30,CAD,002,,,
100,0000001920,5000,551591,0001,KRW,003,0003,,X
100,0000000519,4000,945884,0002,CAD,001,0003,,
100,0000000044,4000,522488,NT60,KRW,001,0002,,
100,0000001031,1000,709834,2/10NET30,USD,002,0003,,X
100,0000000909,3000,405200,0003,GBP,001,0003,,
100,0000001425,5000,271258,NT30,CNY,002,0001,,
100,0000000788,1000,622998,0003,EUR,003,0003,,
100,0000000527,1000,732123,NT90,KRW,001,0002,,X
100,0000000138,5000,881405,0001,CHF,002,,,X
100,0000001304,4000,623143,0001,BRL,002,0002,,
100,0000000884,4000,390093,0001,BRL,003,,,X
100,0000001296,5000,034649,0002,EUR,003,,,X
100,0000001252,2000,990251,0001,USD,001,0001,,
100,0000001726,5000,761993,NT60,CNY,001,0003,,X
100,0000001794,2000,624171,2/10NET30,GBP,001,0002,,X
100,0000001804,4000,030972,0001,AUD,002,0001,,X
100,0000000224,3000,503191,NT90,GBP,003,0002,,X
100,0000000574,4000,640164,NT60,KRW,001,,,
100,0000000821,1000,353215,NT60,CAD,002,0002,,X
200,0000000202,3000,693010,2/10NET30,JPY,002,0001,,X
100,0000000531,4000,575607,NT30,CNY,001,0001,,X
100,0000000091,3000,246419,0001,CNY,001,0003,,X
100,0000000367,4000,337363,2/10NET30,CNY,002,0002,,
100,0000000294,5000,749552,0001,CHF,003,0003,,X
100,0000000715,1000,049934,NT60,CHF,002,,,
100,0000001737,3000,704876,0002,CAD,002,0001,,
100,0000000942,2000,771747,0003,EUR,003,0001,,X
100,0000001603,3000,367765,NT30,GBP,002,0002,,X
100,0000000397,2000,028480,NT60,JPY,002,,,
100,0000000337,2000,586729,NT90,KRW,001,,,
100,0000000034,3000,631189,NT30,JPY,001,0001,,
100,0000000891,3000,381196,NT90,CNY,001,0003,,
100,0000001135,3000,410611,2/10NET30,CNY,002,0001,,X
100,0000000109,3000,419688,0001,EUR,003,0002,,X
100,0000001740,2000,167979,2/10NET30,AUD,002,0001,,X
100,0000001557,5000,383402,NT30,USD,003,0002,,
100,0000000309,4000,594202,0003,EUR,001,,,
100,0000001924,3000,557778,NT60,AUD,003,0002,,X
100,0000001815,2000,465271,NT30,BRL,003,0003,,
100,0000001875,5000,867267,NT60,CAD,003,,,
100,0000001537,3000,483944,0002,GBP,002,0003,,X
100,0000000319,4000,714858,NT60,GBP,001,0002,,
100,0000000815,4000,849005,NT90,CNY,002,0001,,X
100,0000001698,5000,657234,0002,CHF,002,0001,,
100,0000000234,4000,965996,2/10NET30,GBP,002,0001,,X
100,0000000839,4000,033885,0003,CNY,002,0002,,X
100,0000000002,1000,005537,0003,CAD,001,0002,,X
100,0000001794,3000,710982,2/10NET30,CAD,001,0002,,
100,0000001686,5000,193243,NT30,CNY,001,,,X
100,0000000555,5000,026505,0001,USD,002,0002,,X
100,0000001689,5000,627471,0002,CHF,002,0001,,
100,0000001498,3000,998447,0001,USD,003,,,X
100,0000000799,2000,877533,NT60,USD,003,0003,,
100,0000000439,4000,988227,0003,CNY,002,0002,,
100,0000001484,1000,297672,NT60,CNY,002,0003,,
100,0000001682,4000,596800,0002,JPY,003,,,
100,0000001912,4000,873798,NT60,USD,001,0001,,X
100,0000001622,5000,512731,NT90,GBP,003,,,
100,0000000560,1000,227640,NT60,BRL,003,,,X
100,0000001739,5000,450630,NT60,CNY,001,0003,,
100,0000001444,3000,107535,NT30,USD,003,,,
100,0000001242,4000,092593,NT30,KRW,002,0003,,
100,0000000762,1000,596164,NT60,EUR,002,0001,,X
100,0000000937,5000,345630,0003,CAD,002,,,
100,0000000144,3000,991759,0002,CHF,001,0003,,
100,0000001652,1000,175397,0001,CNY,002,0001,,X
100,0000001114,4000,554329,NT60,AUD,002,0001,,
100,0000001496,2000,461139,NT30,BRL,001,0001,,X
100,0000000538,4000,790779,NT90,JPY,001,0002,,
100,0000001947,4000,366781,2/10NET30,USD,003,0003,,
100,0000001367,1000,358498,NT60,CAD,001,0001,,X
100,0000000531,3000,212967,NT60,JPY,001,0003,,X
100,0000001005,2000,465050,NT60,USD,001,0001,,X
100,0000001221,3000,487207,NT30,CHF,002,,,
100,0000001967,5000,295167,0002,USD,003,0001,,
100,0000001395,1000,446112,NT90,JPY,003,,,
100,0000001645,4000,683191,2/10NET30,KRW,001,,,
100,0000000757,3000,070378,NT30,AUD,001,0002,,X
100,0000001413,5000,688503,0003,USD,001,0003,,X
100,0000000648,2000,994022,2/10NET30,CAD,003,0002,,X
100,0000001458,3000,646089,NT90,CHF,003,0003,,
100,0000000594,5000,775320,0003,AUD,002,,,
100,0000001997,2000,272398,NT90,GBP,003,0003,,X
100,0000001779,4000,237731,NT60,BRL,001,,,
100,0000001163,5000,482598,NT90,AUD,003,0003,,
100,0000000145,5000,326472,2/10NET30,KRW,001,0001,,X
100,0000000618,1000,216739,2/10NET30,CAD,002,0003,,
100,0000000437,1000,755565,NT90,USD,003,0002,,X
100,0000001890,2000,055119,0001,AUD,003,0002,,X
100,0000000329,5000,079584,2/10NET30,BRL,001,,,
100,0000001575,2000,218842,NT90,AUD,002,0001,,X
100,0000000958,5000,329011,2/10NET30,KRW,002,0003,,X
100,0000000483,4000,472010,2/10NET30,AUD,002,0003,,X
100,0000000716,3000,866005,0003,CNY,003,0003,,X
100,0000001394,2000,865436,NT60,BRL,001,,,X
100,0000000246,1000,728637,NT30,CNY,002,0001,,X
100,0000000089,5000,183163,NT90,JPY,001,0003,,X
100,0000000377,2000,247147,0003,BRL,002,0001,,X
100,0000001872,5000,836128,NT30,KRW,003,0001,,
100,0000000380,1000,685034,2/10NET30,BRL,001,,,X
100,0000001770,4000,319220,NT90,BRL,001,0002,,
100,0000000119,5000,726770,2/10NET30,GBP,003,0002,,X
100,0000001892,4000,160243,0002,KRW,002,0001,,X
100,0000001563,5000,267053,NT60,EUR,003,,,
100,0000000009,1000,711379,0001,CAD,002,0001,,
100,0000000124,1000,170484,2/10NET30,JPY,003,,,
100,0000000141,4000,239360,0001,GBP,002,0001,,
100,0000001981,3000,481053,0002,KRW,003,0003,,X
100,0000000260,2000,903343,0003,USD,003,0001,,X
100,0000001135,1000,788543,NT30,BRL,003,0002,,
100,0000001418,2000,259684,NT30,CAD,003,,,
100,0000001721,5000,599158,NT30,GBP,002,0002,,X
100,0000000537,3000,777061,0003,CHF,001,0003,,X
100,0000001483,1000,807169,NT60,KRW,003,0001,,X
100,0000001806,1000,073810,0001,KRW,001,0001,,X
100,0000001716,5000,424978,2/10NET30,USD,002,,,X
100,0000001723,4000,200104,NT30,CNY,002,0002,,X
100,0000000202,2000,329424,NT90,CAD,003,,,X
100,0000001383,3000,413936,0001,AUD,002,0002,,
100,0000001897,1000,799779,0001,KRW,003,,,
100,0000000641,5000,076584,0003,EUR,002,0001,,
100,0000001645,4000,224916,2/10NET30,USD,002,0001,,X
100,0000001662,1000,033642,NT60,KRW,003,,,X
100,0000000881,1000,571093,NT90,CHF,001,,,
100,0000001529,2000,773234,NT30,CNY,002,0003,,
100,0000000264,3000,659875,NT30,CAD,003,0001,,
100,0000001098,5000,506306,2/10NET30,CHF,003,0001,,
100,0000000067,4000,000539,NT90,BRL,001,0001,,X
100,0000000078,3000,834909,0002,KRW,003,0002,,
100,0000000517,5000,294550,0001,CAD,002,0001,,
100,0000001298,1000,392805,NT30,GBP,001,,,X
100,0000001701,1000,959633,NT90,BRL,001,0003,,X
100,0000001713,4000,888221,NT30,GBP,002,0002,,
100,0000001241,4000,111325,NT30,GBP,002,,,
100,0000001320,5000,197410,0001,CHF,003,0001,,
100,0000000395,2000,978828,NT60,CHF,002,0003,,
100,0000001370,3000,213622,NT90,EUR,002,0003,,
100,0000001877,3000,267830,NT30,BRL,002,0002,,X
100,0000001924,1000,109105,0001,EUR,001,0003,,
100,0000001315,2000,520714,NT90,BRL,001,,,
100,0000000032,5000,337239,NT90,KRW,001,0001,,
100,0000000711,4000,309773,0003,BRL,003,0003,,
100,0000001436,3000,687845,2/10NET30,AUD,001,,,
100,0000000405,4000,502639,0003,CAD,001,0003,,
100,0000001240,1000,496799,0002,GBP,001,0002,,X
100,0000001161,1000,087092,NT90,KRW,001,0003,,
100,0000001238,2000,817184,2/10NET30,AUD,001,0002,,
100,0000001500,5000,385537,NT30,KRW,003,0002,,X
100,0000001462,4000,468114,NT30,CAD,002,,,
100,0000001647,2000,287495,NT90,JPY,002,,,
100,0000000439,4000,152355,0003,CHF,002,0002,,
100,0000000957,3000,581743,NT60,CHF,002,,,
100,0000000259,4000,237188,2/10NET30,AUD,002,0002,,X
100,0000001562,3000,878422,0001,CAD,003,,,
100,0000000503,3000,685449,2/10NET30,GBP,003,0001,,X
100,0000000807,1000,714494,0002,BRL,001,0003,,
100,0000001705,5000,443347,NT60,JPY,002,0003,,
100,0000000117,5000,254748,NT90,CNY,002,0003,,X
100,0000001932,4000,098388,2/10NET30,BRL,001,0003,,
100,0000001000,3000,432795,NT30,AUD,001,0002,,X
100,0000000523,3000,563699,NT30,GBP,002,0002,,X
100,0000001400,4000,940342,0002,CAD,002,0002,,
100,0000000549,4000,591714,2/10NET30,GBP,003,0003,,X
100,0000001058,3000,690388,NT30,BRL,002,0002,,
100,0000001918,5000,714050,NT30,EUR,001,,,
100,0000001314,5000,905047,NT30,AUD,001,0002,,X
100,0000000019,3000,106435,0002,USD,002,0003,,X
100,0000001008,4000,621961,NT60,AUD,003,0003,,
100,0000001550,4000,188007,NT60,CNY,003,,,
100,0000000413,5000,654113,NT60,GBP,001,0001,,X
100,0000001989,3000,008565,NT30,USD,003,,,
100,0000001218,1000,788703,2/10NET30,KRW,002,0002,,
100,0000000869,3000,577569,NT30,AUD,001,0001,,X
100,0000001410,2000,701080,0002,CAD,002,0002,,
100,0000000147,3000,999473,0002,JPY,001,0001,,
100,0000000331,5000,978627,2/10NET30,KRW,003,,,
100,0000001844,2000,158057,NT60,EUR,002,0001,,
100,0000001386,3000,117516,NT90,AUD,001,0002,,
100,0000000210,4000,589766,2/10NET30,USD,001,,,X
100,0000001907,4000,913954,2/10NET30,EUR,003,0001,,X
100,0000000735,3000,023494,0003,AUD,003,0003,,X
100,0000001270,5000,962769,0001,EUR,003,0002,,
100,0000000725,5000,290991,NT60,GBP,003,,,
100,0000001377,3000,070145,0003,CHF,001,,,X
100,0000001882,3000,787451,2/10NET30,GBP,002,0003,,
100,0000000133,5000,846097,0002,GBP,001,0003,,
100,0000000678,5000,004832,0002,KRW,003,0003,,X
100,0000000412,5000,029020,NT30,EUR,003,0001,,
100,0000000009,5000,085432,0003,EUR,003,0002,,
100,0000001901,1000,940133,NT90,KRW,002,0002,,X
100,0000001224,2000,295462,0001,BRL,001,0002,,
100,0000000674,4000,433685,0002,BRL,001,0002,,
100,0000000697,1000,312034,NT60,JPY,002,0001,,X
100,0000001723,4000,625636,0003,AUD,002,,,
100,0000000781,2000,635850,2/10NET30,BRL,002,,,
100,0000000729,3000,649681,2/10NET30,USD,002,,,X
100,0000000970,3000,832290,NT90,GBP,003,,,X
100,0000001214,4000,272286,0003,GBP,003,0001,,
100,0000000756,3000,980387,NT90,KRW,003,0002,,X
100,0000001005,4000,205119,2/10NET30,KRW,003,0002,,
100,0000000242,4000,220310,0001,CNY,003,,,
100,0000001835,4000,124153,0002,CAD,003,0001,,
100,0000000688,5000,857128,NT60,BRL,002,0001,,X
100,0000001126,1000,062569,2/10NET30,BRL,003,0001,,
100,0000001075,3000,358870,0002,GBP,002,0003,,
100,0000000911,2000,980501,0002,CHF,002,,,
100,0000000939,1000,942111,NT60,BRL,003,,,
100,0000001228,1000,091959,NT60,CAD,002,0003,,X
100,0000000532,5000,801476,0001,EUR,003,,,X
100,0000000749,1000,166925,0003,USD,002,0001,,
100,0000001843,4000,080520,2/10NET30,JPY,002,0003,,X
100,0000000980,2000,406542,NT90,GBP,001,0002,,
100,0000001250,5000,579332,NT60,USD,002,0001,,
100,0000000253,3000,388343,0001,BRL,003,0003,,
100,0000001879,4000,970657,NT60,CHF,003,,,
100,0000000865,1000,881459,0003,CAD,003,0002,,
100,0000001520,4000,823258,NT30,USD,001,,,X
100,0000001510,2000,276667,0001,AUD,002,0003,,
100,0000001538,4000,111171,2/10NET30,KRW,003,,,X
100,0000000966,5000,235100,NT30,GBP,002,0001,,X
100,0000001219,4000,656638,0003,BRL,001,0003,,
100,0000001979,5000,221415,2/10NET30,EUR,003,0002,,X
100,0000000832,5000,163212,NT60,GBP,003,0001,,X
100,0000000133,2000,951056,NT30,BRL,003,0003,,
100,0000000922,5000,255968,NT90,BRL,002,0002,,X
100,0000000431,1000,089558,NT30,EUR,002,0002,,
100,0000001866,2000,590280,NT60,EUR,003,,,X
100,0000000020,3000,874968,NT60,EUR,003,,,X
100,0000001409,3000,217050,0001,USD,001,0002,,X
100,0000000155,1000,019004,0003,CAD,003,0003,,
100,0000001590,3000,240880,0002,KRW,002,0002,,X
100,0000000802,5000,733617,0003,CNY,003,0003,,X
100,0000001590,4000,956888,0001,AUD,002,0002,,X
100,0000000852,1000,043431,NT90,KRW,002,,,
100,0000000576,2000,583962,NT90,CNY,001,0001,,
100,0000001811,3000,713446,NT30,CNY,003,0001,,
100,0000001851,1000,735550,NT30,CAD,001,,,
100,0000000084,5000,981877,NT90,JPY,001,0001,,X
100,0000000351,2000,795460,NT90,USD,003,,,
100,0000001257,3000,133183,NT60,BRL,002,0003,,
100,0000001215,2000,733297,0003,KRW,001,0002,,X
100,0000001357,1000,844727,NT60,EUR,001,,,
100,0000000206,5000,079467,NT30,KRW,001,0003,,
100,0000001847,1000,588873,0001,BRL,001,0001,,
100,0000000366,5000,656037,2/10NET30,CHF,003,,,
100,0000001673,3000,495578,0003,USD,003,0002,,
100,0000000476,5000,260486,0001,USD,002,0002,,X
100,0000001249,5000,510909,0003,USD,003,0003,,
100,0000001783,4000,894351,0001,GBP,003,0002,,
100,0000000210,1000,649120,NT30,CHF,002,0001,,
100,0000001795,4000,077278,0003,USD,003,0001,,X
100,0000000096,2000,815637,0002,JPY,003,0002,,
100,0000000392,3000,404153,NT30,EUR,003,0002,,
100,0000000713,5000,298659,0003,GBP,003,,,
100,0000000191,1000,555956,NT30,AUD,003,0003,,
100,0000001008,2000,159189,0001,JPY,001,0003,,
100,0000000639,1000,547744,NT60,JPY,002,0001,,
100,0000000566,5000,728791,0003,CHF,003,0001,,
100,0000000977,5000,418726,0003,JPY,002,0002,,
100,0000000986,5000,976338,NT60,CHF,003,0001,,X
100,0000000740,2000,940692,0001,CAD,001,,,X
100,0000000108,5000,874839,NT30,AUD,001,0002,,
100,0000000995,5000,006768,NT90,JPY,001,,,X
100,0000001431,5000,596315,NT30,BRL,002,0001,,X
100,0000001451,2000,164274,NT90,KRW,002,,,X
100,0000001227,5000,734465,NT60,EUR,001,0003,,X
100,0000000532,2000,325280,0003,GBP,003,0002,,
100,0000001822,2000,498638,NT90,CAD,001,0001,,X
100,0000000719,1000,705726,NT60,CHF,003,0001,,
100,0000000080,3000,341523,NT90,KRW,003,0002,,X
100,0000001398,5000,661267,NT30,BRL,003,0001,,X
100,0000001030,2000,318020,NT60,CAD,002,,,
100,0000001460,5000,136004,NT60,JPY,002,0003,,
100,0000000782,2000,716727,0002,BRL,002,0003,,
100,0000001997,1000,309995,NT30,JPY,001,,,
100,0000001545,1000,938740,NT60,CAD,001,0002,,X
100,0000001620,4000,208926,2/10NET30,AUD,001,,,
100,0000001333,1000,062502,0001,BRL,002,0001,,
100,0000000210,1000,887810,0002,JPY,002,0002,,
100,0000001784,2000,032475,2/10NET30,GBP,002,0002,,X
100,0000001491,5000,221054,NT90,CNY,002,,,X
100,0000000153,4000,972510,0001,BRL,001,0002,,
100,0000001371,5000,098695,NT90,AUD,003,,,
100,0000000833,5000,625392,NT30,KRW,002,0001,,
100,0000000262,3000,910534,0001,EUR,002,,,X
100,0000000401,3000,137893,NT30,GBP,002,0001,,X
100,0000001555,5000,151542,0003,GBP,002,0003,,
100,0000000041,2000,111862,NT90,EUR,002,0003,,
100,0000001264,5000,496485,0001,KRW,001,0002,,X
100,0000000765,3000,948255,NT30,JPY,003,0002,,X
100,0000000277,2000,034827,NT60,EUR,002,0002,,X
100,0000000961,5000,686438,NT60,GBP,002,,,X
100,0000000760,2000,271436,NT90,JPY,001,0001,,X
100,0000001569,4000,278749,0002,EUR,003,,,X
100,0000000680,5000,482694,2/10NET30,USD,002,0003,,
100,0000001500,1000,851840,NT60,CNY,002,0001,,X
100,0000001713,5000,595901,NT60,GBP,003,0003,,
100,0000000245,4000,009175,0003,BRL,001,0003,,
100,0000000191,4000,917157,NT30,AUD,001,0001,,
100,0000001771,1000,540735,0001,CHF,001,0002,,
100,0000000582,1000,664628,0001,AUD,001,,,
100,0000000053,5000,167412,0002,CAD,001,0001,,
100,0000001609,2000,670558,NT90,CAD,002,,,X
100,0000001618,5000,619559,NT90,KRW,002,0003,,
100,0000001464,4000,343794,0001,GBP,002,0002,,
100,0000000079,5000,839216,NT60,JPY,002,,,X
100,0000000548,4000,535601,0001,GBP,001,0003,,X
100,0000000443,3000,978395,0003,AUD,001,,,X
100,0000001827,5000,056778,0002,EUR,002,0003,,X
100,0000000256,2000,178500,NT30,CAD,001,,,
100,0000001023,1000,804949,NT90,JPY,003,0002,,X
100,0000000706,4000,201781,0003,CHF,002,0003,,
100,0000001906,3000,536570,2/10NET30,AUD,002,0001,,X
100,0000000719,2000,827909,0003,CAD,003,0001,,
100,0000001891,3000,649770,0001,CAD,003,,,
100,0000000976,1000,190264,0003,CNY,003,0001,,
100,0000000476,2000,273307,0003,BRL,003,0003,,X
200,0000001813,1000,710458,0001,AUD,003,,,X
100,0000000665,1000,824278,0001,KRW,002,,,
100,0000000748,2000,230072,0003,BRL,001,0001,,
100,0000001219,5000,725036,NT30,USD,002,,,
100,0000001366,2000,380988,NT60,CHF,001,,,X
100,0000001824,2000,333463,0002,CHF,002,0001,,
100,0000000653,1000,548352,NT60,BRL,003,0001,,
100,0000000414,1000,225759,0002,EUR,001,0001,,X
100,0000001451,5000,734254,0003,GBP,003,0001,,
100,0000001669,3000,100738,0002,CHF,002,0003,,
100,0000001821,1000,198385,2/10NET30,USD,002,0002,,
100,0000001080,5000,327455,0002,CAD,001,,,X
100,0000000898,1000,633922,0003,BRL,003,0001,,X
100,0000000800,4000,851011,0002,USD,001,0002,,
100,0000001824,1000,108054,NT30,BRL,002,0003,,
100,0000000518,3000,666282,NT90,BRL,003,0001,,
100,0000000282,3000,337158,NT90,GBP,001,,,
100,0000000299,4000,822037,2/10NET30,USD,001,,,X
100,0000000914,2000,722792,0001,KRW,001,0002,,X
100,0000000461,5000,788531,0002,USD,003,0003,,X
100,0000001074,1000,133996,0001,USD,002,0002,,X
100,0000001486,1000,478562,0002,CHF,001,0003,,
100,0000001460,4000,107779,0001,CHF,001,0001,,X
100,0000000433,2000,393645,0002,AUD,002,0001,,
100,0000000128,5000,298280,NT30,CAD,001,0002,,X
100,0000000946,1000,945998,0003,GBP,001,0002,,X
100,0000000508,3000,362327,0001,USD,003,0003,,
100,0000000302,2000,810727,0003,EUR,002,,,
100,0000001480,3000,532013,NT60,EUR,001,,,
100,0000000121,3000,189244,0002,CNY,002,0002,,
100,0000001223,4000,100497,NT30,EUR,002,0001,,
100,0000000982,2000,576909,0001,GBP,002,0001,,X
100,0000001793,2000,479851,NT90,GBP,003,,,
100,0000001165,5000,407578,0003,GBP,001,0003,,
100,0000000566,4000,110103,NT90,AUD,001,0003,,
100,0000001834,4000,942546,0003,AUD,002,,,
100,0000001355,4000,944768,0001,CHF,003,,,
100,0000000488,2000,618185,NT30,GBP,003,0003,,
100,0000000462,1000,802391,NT30,CNY,003,0001,,X
100,0000001970,4000,301906,NT30,EUR,003,0002,,
100,0000000220,4000,409717,NT90,USD,003,0003,,X
100,0000000265,5000,888678,NT60,JPY,002,,,X
100,0000000889,5000,366324,2/10NET30,GBP,003,,,
100,0000001519,2000,302608,NT30,CNY,002,0001,,
100,0000000171,4000,872395,0001,JPY,002,0003,,X
100,0000000950,2000,689403,2/10NET30,EUR,003,0001,,X
100,0000001365,1000,535369,NT90,BRL,002,0003,,
100,0000000664,2000,318604,NT30,BRL,001,0001,,
100,0000001864,2000,376630,NT30,JPY,001,0002,,
100,0000001343,3000,395441,NT90,BRL,003,0001,,
100,0000001096,3000,394130,NT30,KRW,001,0002,,X
100,0000000475,2000,911004,2/10NET30,CHF,003,0003,,X
100,0000001605,4000,616449,0001,BRL,003,0002,,
100,0000001707,2000,441188,2/10NET30,CHF,002,0001,,X
100,0000000235,2000,448849,2/10NET30,CNY,001,0003,,
100,0000001966,4000,401559,2/10NET30,USD,003,0003,,
100,0000001870,3000,942663,0001,CHF,002,0001,,X
100,0000000520,1000,906927,NT30,EUR,003,0003,,
100,0000001326,4000,680967,2/10NET30,JPY,002,,,
100,0000001482,5000,083399,2/10NET30,AUD,002,0003,,X
100,0000001800,2000,398368,2/10NET30,EUR,001,0001,,
100,0000001694,1000,785726,2/10NET30,CAD,003,0003,,X
100,0000001200,3000,536889,NT90,CNY,002,0003,,
100,0000000534,3000,860052,0001,CHF,001,0003,,
100,0000000672,5000,625598,NT60,KRW,001,0002,,X
100,0000001116,5000,313754,0003,EUR,001,,,
100,0000000013,1000,339982,2/10NET30,KRW,001,0002,,X
100,0000001270,5000,611082,0001,KRW,002,0003,,X
100,0000001304,1000,150356,NT90,JPY,002,0003,,
100,0000000174,2000,885142,2/10NET30,AUD,002,0002,,
100,0000001144,4000,077454,NT30,CAD,003,0002,,
100,0000000832,4000,843080,0002,KRW,002,0002,,
100,0000001078,3000,156539,0001,CNY,002,,,
100,0000000527,5000,645425,2/10NET30,EUR,002,0003,,X
100,0000000042,5000,170594,0002,GBP,002,0001,,
100,0000000103,4000,502895,0003,BRL,001,,,X
100,0000001108,3000,668803,0002,GBP,003,0003,,X
100,0000000156,3000,398696,NT30,BRL,001,0003,,
100,0000001100,2000,088435,NT60,EUR,003,0003,,
100,0000001710,4000,351184,NT60,BRL,003,0002,,X
100,0000001670,2000,087409,NT60,CAD,002,0001,,X
100,0000000471,4000,974084,2/10NET30,BRL,001,0002,,X
100,0000001274,2000,812354,0002,USD,002,,,X
100,0000000128,5000,338560,0003,EUR,003,0003,,
100,0000000498,4000,919608,2/10NET30,GBP,003,0002,,X
100,0000000049,1000,354256,2/10NET30,CHF,003,,,X
100,0000000050,4000,995762,0001,USD,001,0003,,X
100,0000001214,2000,913473,NT60,JPY,002,0003,,X
100,0000000131,4000,944451,0001,GBP,003,0003,,
100,0000001100,3000,901669,2/10NET30,KRW,001,0001,,X
100,0000001203,2000,075523,NT90,CNY,001,0001,,X
100,0000000636,5000,671860,2/10NET30,USD,002,0001,,
100,0000001981,3000,316647,0001,CHF,002,0002,,
100,0000001170,3000,096078,NT30,BRL,003,0001,,X
100,0000000855,3000,674779,NT60,GBP,002,,,X
100,0000000636,3000,271276,NT90,KRW,002,0002,,X
100,0000000690,1000,634020,NT60,USD,001,,,
100,0000001625,1000,095691,2/10NET30,KRW,003,0003,,X
100,0000000154,2000,873776,2/10NET30,CHF,003,0003,,X
100,0000000332,1000,777830,NT60,CAD,003,,,
100,0000000213,3000,155678,0002,CAD,003,0003,,X
100,0000001098,4000,457153,2/10NET30,KRW,002,0002,,X
100,0000001408,4000,785534,0001,GBP,002,0001,,X
100,0000000575,2000,313376,0001,EUR,001,0002,,
100,0000000521,1000,813109,NT30,CHF,003,0003,,X
100,0000000070,5000,361272,NT60,EUR,001,0002,,
100,0000000998,1000,200647,0001,BRL,002,0002,,
100,0000001500,4000,312986,NT30,BRL,003,0003,,X
100,0000000722,5000,089376,NT60,KRW,002,0003,,
100,0000001390,1000,230153,0001,JPY,003,0002,,
100,0000000983,4000,361803,NT30,BRL,003,,,X
100,0000000438,1000,981103,0003,BRL,002,0003,,X
100,0000000760,3000,217483,NT90,GBP,001,,,X
100,0000001227,5000,020422,NT60,AUD,001,,,X
100,0000000282,3000,765379,NT90,CHF,002,0001,,
100,0000000714,2000,566493,2/10NET30,JPY,001,0001,,X
100,0000001210,5000,026175,0001,EUR,001,0001,,
100,0000001662,4000,011987,NT90,AUD,003,,,X
100,0000000095,4000,215362,0002,CNY,002,0002,,
100,0000000250,5000,944307,NT90,EUR,003,0003,,
100,0000000586,1000,855456,0001,CHF,003,0002,,
100,0000000693,2000,075545,NT90,KRW,003,0001,,
100,0000001600,3000,840612,NT90,CAD,001,0003,,X
100,0000001654,3000,700783,NT60,CHF,001,0001,,X
100,0000001296,2000,471830,2/10NET30,AUD,002,0002,,
100,0000001170,5000,832771,0001,KRW,002,0001,,X
100,0000001763,1000,768354,NT30,AUD,003,0002,,
100,0000001507,4000,958644,2/10NET30,CNY,002,0002,,
100,0000000591,3000,124653,0001,CHF,003,0002,,X
100,0000000899,5000,949326,NT30,USD,001,0003,,X
100,0000001978,1000,528652,2/10NET30,BRL,003,0001,,
100,0000001482,1000,574395,NT60,EUR,002,0002,,X
100,0000001472,5000,832580,NT30,CHF,001,0001,,X
100,0000000347,5000,252459,0003,JPY,002,0002,,X
100,0000001137,4000,196136,NT30,AUD,002,,,X
100,0000001537,4000,100159,0001,GBP,003,0001,,
100,0000001392,4000,156068,NT30,EUR,001,0002,,X
100,0000000180,1000,022378,2/10NET30,USD,002,,,
100,0000000179,1000,041426,0003,KRW,003,0002,,X
100,0000001964,2000,757579,0001,USD,003,0003,,X
100,0000001384,4000,820656,0002,CHF,003,0001,,X
100,0000000072,2000,042792,2/10NET30,AUD,002,0003,,X
100,0000001092,5000,141367,2/10NET30,CAD,003,0001,,X
100,0000000084,3000,243056,0003,BRL,001,0003,,
100,0000001045,5000,763077,0002,CAD,001,0001,,
100,0000000267,2000,696189,0003,CAD,003,0002,,
100,0000000900,2000,597596,NT60,GBP,003,0002,,
100,0000000849,5000,632156,NT60,KRW,001,0002,,
100,0000000138,4000,460215,NT30,USD,003,,,
100,0000001136,2000,578500,0002,BRL,001,0002,,
100,0000001775,3000,243999,2/10NET30,JPY,001,0001,,X
100,0000000980,2000,850302,2/10NET30,BRL,001,0001,,X
100,0000000812,5000,447435,0003,CNY,001,0003,,X
100,0000001691,3000,796563,NT90,JPY,002,0001,,
100,0000000915,5000,254546,0002,CNY,002,0003,,
