MANDT,LIFNR,BUKRS,PERNR,ALTKN,BEGRU,ZUAWA,AKONT,ALTKT,ALTKN2,ZTERM,WAERS,FDGRP,REPRF,TOGRP,LNRZE,LNRZB,ZINDT,ZINRT,DATLZ,ALTKZ,MINDK,INTAD,KVERM,BUSAB,UBBZG,EXPKK,ABSBE,ZFBDT,SKFOR,SKNTO,MANDT_OVERRIDE
100,0000001783,5000,,,0003,001,744504,,,NT60,AUD,,,,,,,,,,,,,hV,,,,,,,
100,0000000523,5000,,,,002,983159,,,0001,USD,,X,,,,,,,,,,,cw,,,,,,,
100,0000001774,2000,,,0003,003,470253,,,2/10NET30,KRW,,,,,,,,,,,,,tn,,,,,,,
100,0000001262,5000,,,0002,003,699273,,,NT90,KRW,,X,,,,,,,,,,,QE,,,,,,,
100,0000000404,2000,,,0002,001,630587,,,0001,CHF,,X,,,,,,,,,,,av,,,,,,,
100,0000001589,2000,,,,001,193332,,,0002,USD,,X,,,,,,,,,,,gG,,,,,,,
100,0000001940,4000,,,0003,003,197407,,,0002,CAD,,,,,,,,,,,,,PP,,,,,,,
100,0000000792,5000,,,,003,733574,,,0001,AUD,,X,,,,,,,,,,,cl,,,,,,,
100,0000001334,1000,,,,002,712978,,,0002,CNY,,X,,,,,,,,,,,aq,,,,,,,
100,0000000629,2000,,,0002,003,751746,,,NT30,BRL,,X,,,,,,,,,,,fl,,,,,,,
100,0000001401,1000,,,0002,003,835180,,,2/10NET30,JPY,,,,,,,,,,,,,fj,,,,,,,
100,0000001811,4000,,,0003,001,623623,,,NT90,JPY,,,,,,,,,,,,,kd,,,,,,,
100,0000001315,4000,,,0003,003,125344,,,0001,JPY,,,,,,,,,,,,,wk,,,,,,,
100,0000000905,4000,,,0002,001,892305,,,0001,JPY,,,,,,,,,,,,,Jd,,,,,,,
100,0000001761,4000,,,0001,003,735368,,,0002,CHF,,,,,,,,,,,,,Np,,,,,,,
100,0000000898,1000,,,0001,003,785368,,,0002,JPY,,,,,,,,,,,,,jm,,,,,,,
100,0000001574,5000,,,0002,002,295019,,,0001,USD,,,,,,,,,,,,,Uq,,,,,,,
100,0000000278,4000,,,,003,182475,,,0002,GBP,,,,,,,,,,,,,WR,,,,,,,
100,0000000271,1000,,,,003,837599,,,2/10NET30,EUR,,,,,,,,,,,,,fo,,,,,,,
100,0000001505,1000,,,0001,002,322580,,,0002,JPY,,X,,,,,,,,,,,lw,,,,,,,
100,0000000327,4000,,,0001,002,524396,,,2/10NET30,CNY,,,,,,,,,,,,,av,,,,,,,
100,0000000371,2000,,,0001,001,271057,,,NT30,EUR,,,,,,,,,,,,,zn,,,,,,,
100,0000001053,4000,,,0001,002,129430,,,NT30,AUD,,X,,,,,,,,,,,wD,,,,,,,
100,0000000062,1000,,,0002,001,293054,,,NT90,KRW,,X,,,,,,,,,,,XY,,,,,,,
100,0000000022,4000,,,0003,001,427667,,,NT90,CAD,,,,,,,,,,,,,kL,,,,,,,
100,0000000437,5000,,,0003,001,861692,,,0003,CAD,,X,,,,,,,,,,,Oz,,,,,,,
100,0000001847,5000,,,0002,003,458006,,,0001,CHF,,X,,,,,,,,,,,nG,,,,,,,
100,0000001271,1000,,,,002,286646,,,0002,CAD,,,,,,,,,,,,,pe,,,,,,,
100,0000001944,5000,,,0002,001,945962,,,0002,AUD,,,,,,,,,,,,,RG,,,,,,,
100,0000000933,4000,,,0002,003,633913,,,2/10NET30,KRW,,X,,,,,,,,,,,aG,,,,,,,
100,0000001441,5000,,,0002,003,165485,,,2/10NET30,KRW,,,,,,,,,,,,,yu,,,,,,,
100,0000000665,5000,,,0003,002,038165,,,0003,CNY,,,,,,,,,,,,,mZ,,,,,,,
100,0000001435,2000,,,0003,002,099335,,,0003,AUD,,X,,,,,,,,,,,Qy,,,,,,,
100,0000000456,4000,,,0003,001,492046,,,NT90,GBP,,X,,,,,,,,,,,gj,,,,,,,
100,0000001554,5000,,,0001,003,745271,,,0002,KRW,,X,,,,,,,,,,,Rf,,,,,,,
100,0000001173,5000,,,0001,001,218450,,,NT90,CAD,,X,,,,,,,,,,,zh,,,,,,,
100,0000001765,4000,,,0003,002,823404,,,0003,KRW,,,,,,,,,,,,,oZ,,,,,,,
100,0000001534,4000,,,0002,002,861367,,,NT30,KRW,,X,,,,,,,,,,,DH,,,,,,,
100,0000001151,5000,,,0002,003,736546,,,2/10NET30,EUR,,,,,,,,,,,,,fl,,,,,,,
100,0000001963,3000,,,0001,003,389830,,,NT90,BRL,,X,,,,,,,,,,,NN,,,,,,,
100,0000000153,1000,,,0001,001,393353,,,0002,CNY,,X,,,,,,,,,,,JZ,,,,,,,
100,0000000196,5000,,,0003,003,977508,,,0002,BRL,,,,,,,,,,,,,KF,,,,,,,
100,0000001533,1000,,,0002,002,980744,,,0002,KRW,,,,,,,,,,,,,Gv,,,,,,,
100,0000001201,2000,,,0003,003,196618,,,2/10NET30,AUD,,X,,,,,,,,,,,UP,,,,,,,
100,0000001866,5000,,,0002,001,506258,,,0002,EUR,,X,,,,,,,,,,,FP,,,,,,,
100,0000001712,1000,,,0001,002,999972,,,NT30,CNY,,X,,,,,,,,,,,dZ,,,,,,,
100,0000001537,3000,,,0002,003,994294,,,NT30,JPY,,,,,,,,,,,,,fa,,,,,,,
100,0000000255,1000,,,0003,003,560912,,,0002,KRW,,X,,,,,,,,,,,dM,,,,,,,
100,0000001504,1000,,,0001,003,333109,,,0002,JPY,,X,,,,,,,,,,,zk,,,,,,,
100,0000001631,2000,,,0003,003,581225,,,0002,CNY,,X,,,,,,,,,,,QM,,,,,,,
100,0000001134,2000,,,0002,001,899333,,,2/10NET30,BRL,,,,,,,,,,,,,bO,,,,,,,
100,0000001900,4000,,,0003,003,517094,,,0003,USD,,,,,,,,,,,,,Oy,,,,,,,
100,0000000839,3000,,,,002,748628,,,2/10NET30,CHF,,X,,,,,,,,,,,MJ,,,,,,,
100,0000000439,4000,,,0003,002,992806,,,2/10NET30,CHF,,X,,,,,,,,,,,pJ,,,,,,,
100,0000000256,4000,,,,002,425936,,,0003,JPY,,,,,,,,,,,,,eJ,,,,,,,
100,0000000759,2000,,,0002,001,237625,,,0002,AUD,,X,,,,,,,,,,,ig,,,,,,,
100,0000001667,5000,,,0002,002,356619,,,NT30,USD,,X,,,,,,,,,,,Au,,,,,,,
100,0000000124,1000,,,0001,001,472000,,,2/10NET30,EUR,,,,,,,,,,,,,kO,,,,,,,
100,0000001473,2000,,,0003,002,620986,,,NT30,KRW,,X,,,,,,,,,,,VW,,,,,,,
100,0000001939,3000,,,0002,002,206944,,,0002,JPY,,,,,,,,,,,,,gb,,,,,,,
100,0000000220,4000,,,,001,955240,,,0003,KRW,,X,,,,,,,,,,,wI,,,,,,,
100,0000000992,5000,,,0001,003,352672,,,0001,AUD,,,,,,,,,,,,,Jf,,,,,,,
100,0000000589,4000,,,0003,002,906323,,,0003,JPY,,X,,,,,,,,,,,um,,,,,,,
100,0000001375,4000,,,0002,002,826928,,,NT30,CNY,,,,,,,,,,,,,jZ,,,,,,,
100,0000000241,5000,,,,002,759385,,,0001,CAD,,,,,,,,,,,,,kc,,,,,,,
100,0000000158,4000,,,,002,723107,,,2/10NET30,AUD,,,,,,,,,,,,,uC,,,,,,,
100,0000000699,1000,,,,003,700218,,,NT30,GBP,,,,,,,,,,,,,XI,,,,,,,
100,0000000088,4000,,,0003,003,804347,,,2/10NET30,KRW,,,,,,,,,,,,,lW,,,,,,,
100,0000000173,3000,,,0002,001,447836,,,0001,JPY,,,,,,,,,,,,,nI,,,,,,,
100,0000000307,3000,,,,002,850025,,,0002,CAD,,X,,,,,,,,,,,pe,,,,,,,
100,0000000334,5000,,,0003,001,331610,,,0003,CAD,,,,,,,,,,,,,NE,,,,,,,
100,0000000650,1000,,,,003,204160,,,2/10NET30,EUR,,,,,,,,,,,,,Wb,,,,,,,
100,0000000652,3000,,,0002,003,427995,,,NT60,JPY,,X,,,,,,,,,,,QN,,,,,,,
100,0000001987,1000,,,,003,882575,,,NT60,CHF,,,,,,,,,,,,,ki,,,,,,,
100,0000000783,5000,,,0002,002,865968,,,0003,CAD,,X,,,,,,,,,,,pB,,,,,,,
100,0000000007,3000,,,,001,333072,,,0003,BRL,,,,,,,,,,,,,AP,,,,,,,
100,0000001977,2000,,,0001,002,822865,,,NT30,BRL,,,,,,,,,,,,,hL,,,,,,,
100,0000001523,4000,,,0003,001,929007,,,NT60,CNY,,X,,,,,,,,,,,Xf,,,,,,,
100,0000000879,1000,,,,002,773220,,,NT90,CHF,,X,,,,,,,,,,,bo,,,,,,,
100,0000001827,5000,,,,001,867594,,,0003,CNY,,X,,,,,,,,,,,oo,,,,,,,
100,0000001469,1000,,,0002,002,130812,,,2/10NET30,CNY,,,,,,,,,,,,,TZ,,,,,,,
100,0000001608,4000,,,0001,003,373459,,,2/10NET30,CNY,,X,,,,,,,,,,,ZH,,,,,,,
100,0000001456,4000,,,,002,518134,,,2/10NET30,AUD,,X,,,,,,,,,,,fd,,,,,,,
100,0000000937,1000,,,0002,001,968265,,,NT90,USD,,X,,,,,,,,,,,Fp,,,,,,,
100,0000001265,1000,,,0001,001,320951,,,0002,USD,,,,,,,,,,,,,Ni,,,,,,,
100,0000000648,4000,,,0003,002,743284,,,0002,BRL,,X,,,,,,,,,,,Lw,,,,,,,
100,0000001635,1000,,,0002,001,059601,,,0002,AUD,,,,,,,,,,,,,mD,,,,,,,
100,0000000939,2000,,,0001,001,924781,,,2/10NET30,BRL,,,,,,,,,,,,,jx,,,,,,,
100,0000000820,4000,,,0001,002,884238,,,NT90,USD,,X,,,,,,,,,,,Il,,,,,,,
100,0000001659,1000,,,0002,002,572769,,,0001,CAD,,,,,,,,,,,,,cG,,,,,,,
100,0000000805,3000,,,0003,002,734229,,,0003,CHF,,X,,,,,,,,,,,uP,,,,,,,
100,0000000297,5000,,,,002,604994,,,0001,AUD,,X,,,,,,,,,,,gw,,,,,,,
100,0000001976,1000,,,0001,003,123880,,,NT60,USD,,,,,,,,,,,,,Py,,,,,,,
100,0000001985,3000,,,0001,002,222215,,,NT60,USD,,,,,,,,,,,,,cP,,,,,,,
100,0000001066,5000,,,0001,002,014011,,,NT60,GBP,,X,,,,,,,,,,,Us,,,,,,,
100,0000001572,2000,,,0001,002,228612,,,NT30,GBP,,X,,,,,,,,,,,Rs,,,,,,,
100,0000000567,5000,,,,001,790661,,,NT60,CHF,,,,,,,,,,,,,KW,,,,,,,
100,0000001834,2000,,,0002,001,360741,,,2/10NET30,EUR,,,,,,,,,,,,,zR,,,,,,,
100,0000000182,2000,,,0002,002,194179,,,NT60,AUD,,,,,,,,,,,,,JY,,,,,,,
100,0000000843,1000,,,0002,001,567145,,,NT90,KRW,,X,,,,,,,,,,,UB,,,,,,,
100,0000001997,4000,,,,003,310549,,,NT60,GBP,,X,,,,,,,,,,,hu,,,,,,,
100,0000001121,5000,,,0003,002,624269,,,NT30,USD,,,,,,,,,,,,,Pt,,,,,,,
100,0000000323,3000,,,,001,664816,,,0002,KRW,,,,,,,,,,,,,nh,,,,,,,
100,0000000722,5000,,,0002,003,478834,,,NT30,JPY,,,,,,,,,,,,,rw,,,,,,,
100,0000000937,5000,,,0002,002,918528,,,2/10NET30,CNY,,X,,,,,,,,,,,fC,,,,,,,
100,0000000223,1000,,,,003,952633,,,NT60,CNY,,X,,,,,,,,,,,Qs,,,,,,,
100,0000001337,4000,,,0003,003,287616,,,NT30,CNY,,,,,,,,,,,,,ud,,,,,,,
100,0000000040,1000,,,0003,001,941515,,,NT60,CHF,,,,,,,,,,,,,ox,,,,,,,
100,0000000513,1000,,,0002,002,708970,,,2/10NET30,CAD,,X,,,,,,,,,,,EQ,,,,,,,
100,0000001263,2000,,,0001,002,912950,,,2/10NET30,BRL,,X,,,,,,,,,,,sm,,,,,,,
100,0000001386,4000,,,,003,821707,,,0003,KRW,,X,,,,,,,,,,,cw,,,,,,,
100,0000000913,4000,,,0002,001,633635,,,0002,CNY,,,,,,,,,,,,,cZ,,,,,,,
100,0000000073,5000,,,0002,003,471400,,,0002,CAD,,,,,,,,,,,,,yt,,,,,,,
100,0000001042,3000,,,,001,451603,,,0001,CAD,,X,,,,,,,,,,,FV,,,,,,,
100,0000001772,3000,,,0001,002,286831,,,0001,JPY,,,,,,,,,,,,,Aa,,,,,,,
100,0000000924,1000,,,,002,519185,,,NT60,AUD,,,,,,,,,,,,,sJ,,,,,,,
100,0000000272,2000,,,0001,001,200706,,,0003,CNY,,X,,,,,,,,,,,rP,,,,,,,
100,0000001818,1000,,,0002,002,424219,,,NT30,BRL,,X,,,,,,,,,,,EU,,,,,,,
100,0000000614,5000,,,0002,002,318590,,,NT90,CHF,,,,,,,,,,,,,WU,,,,,,,
100,0000000027,5000,,,,003,884636,,,2/10NET30,CHF,,,,,,,,,,,,,Zu,,,,,,,
100,0000000861,3000,,,0003,003,978628,,,NT60,USD,,X,,,,,,,,,,,xf,,,,,,,
100,0000001908,5000,,,,003,762046,,,0002,BRL,,,,,,,,,,,,,lX,,,,,,,
100,0000001303,2000,,,0002,002,190722,,,0002,JPY,,X,,,,,,,,,,,nI,,,,,,,
100,0000000642,3000,,,0001,001,925590,,,NT90,CHF,,,,,,,,,,,,,RU,,,,,,,
100,0000001449,1000,,,0003,003,640454,,,NT30,CNY,,X,,,,,,,,,,,TW,,,,,,,
100,0000000029,1000,,,0003,003,986119,,,NT30,AUD,,,,,,,,,,,,,qD,,,,,,,
100,0000001429,1000,,,0002,001,029899,,,NT60,KRW,,X,,,,,,,,,,,KJ,,,,,,,
100,0000001693,1000,,,0002,002,229821,,,0001,EUR,,X,,,,,,,,,,,km,,,,,,,
100,0000001784,3000,,,0001,002,624956,,,0003,CAD,,X,,,,,,,,,,,JC,,,,,,,
100,0000001335,2000,,,,001,566232,,,NT60,AUD,,X,,,,,,,,,,,wC,,,,,,,
100,0000001961,2000,,,0003,001,272263,,,0002,EUR,,,,,,,,,,,,,OC,,,,,,,
100,0000000137,1000,,,,003,267010,,,NT60,KRW,,,,,,,,,,,,,eo,,,,,,,
100,0000001875,3000,,,0002,002,102504,,,NT30,USD,,,,,,,,,,,,,lj,,,,,,,
100,0000001274,5000,,,,002,859533,,,2/10NET30,BRL,,X,,,,,,,,,,,Bu,,,,,,,
100,0000001364,2000,,,0001,001,367259,,,NT90,EUR,,,,,,,,,,,,,Qu,,,,,,,
100,0000001286,3000,,,0001,003,187727,,,0001,KRW,,,,,,,,,,,,,XQ,,,,,,,
100,0000000079,3000,,,0003,002,711605,,,0002,USD,,,,,,,,,,,,,ZP,,,,,,,
100,0000000173,3000,,,0001,002,255428,,,0003,EUR,,X,,,,,,,,,,,CY,,,,,,,
100,0000001949,1000,,,0003,003,441120,,,2/10NET30,GBP,,X,,,,,,,,,,,ng,,,,,,,
100,0000000415,1000,,,0002,002,221732,,,0001,GBP,,,,,,,,,,,,,tu,,,,,,,
100,0000000012,1000,,,0002,001,382658,,,NT30,CAD,,,,,,,,,,,,,Bc,,,,,,,
100,0000000019,4000,,,,002,499314,,,0002,CHF,,,,,,,,,,,,,gs,,,,,,,
100,0000000699,5000,,,,001,025125,,,0001,USD,,X,,,,,,,,,,,vv,,,,,,,
100,0000001626,1000,,,,002,263199,,,NT30,KRW,,X,,,,,,,,,,,nH,,,,,,,
100,0000001089,2000,,,0002,003,745245,,,NT60,AUD,,,,,,,,,,,,,px,,,,,,,
100,0000000014,3000,,,,001,167019,,,0001,USD,,X,,,,,,,,,,,iQ,,,,,,,
100,0000000635,3000,,,0001,001,145701,,,0001,USD,,,,,,,,,,,,,Bs,,,,,,,
100,0000000100,2000,,,0002,001,002631,,,0002,CAD,,,,,,,,,,,,,la,,,,,,,
100,0000000535,4000,,,,002,324302,,,0003,KRW,,,,,,,,,,,,,vq,,,,,,,
100,0000001915,4000,,,,002,697206,,,2/10NET30,JPY,,X,,,,,,,,,,,nA,,,,,,,
100,0000000909,3000,,,,002,923205,,,NT30,GBP,,,,,,,,,,,,,EB,,,,,,,
100,0000001080,2000,,,0003,002,680567,,,2/10NET30,USD,,X,,,,,,,,,,,xC,,,,,,,
100,0000000775,5000,,,0001,002,483740,,,0002,JPY,,X,,,,,,,,,,,uH,,,,,,,
100,0000000691,2000,,,,001,914229,,,0002,KRW,,X,,,,,,,,,,,lN,,,,,,,
100,0000001868,4000,,,0001,003,583752,,,NT90,AUD,,X,,,,,,,,,,,YE,,,,,,,
100,0000001139,5000,,,0002,003,690998,,,2/10NET30,KRW,,X,,,,,,,,,,,sf,,,,,,,
100,0000000498,2000,,,0001,002,221125,,,0001,KRW,,X,,,,,,,,,,,jg,,,,,,,
100,0000000493,3000,,,0002,001,643171,,,NT90,CHF,,,,,,,,,,,,,JA,,,,,,,
100,0000000216,3000,,,0003,003,500607,,,NT60,CAD,,,,,,,,,,,,,Tr,,,,,,,
100,0000001110,4000,,,0003,003,418714,,,NT30,EUR,,,,,,,,,,,,,FC,,,,,,,
100,0000001807,2000,,,0001,002,595968,,,NT90,KRW,,,,,,,,,,,,,Nh,,,,,,,
100,0000000238,4000,,,0003,001,448679,,,0002,BRL,,X,,,,,,,,,,,Ra,,,,,,,
100,0000001182,4000,,,0002,001,559879,,,0002,JPY,,X,,,,,,,,,,,Db,,,,,,,
100,0000001941,2000,,,0002,002,686696,,,NT30,EUR,,,,,,,,,,,,,RH,,,,,,,
100,0000001317,3000,,,0001,002,237592,,,NT60,CAD,,X,,,,,,,,,,,Pm,,,,,,,
100,0000000698,3000,,,0001,001,118091,,,NT90,AUD,,X,,,,,,,,,,,hY,,,,,,,
100,0000000428,1000,,,,002,617151,,,NT30,USD,,X,,,,,,,,,,,yu,,,,,,,
100,0000001194,4000,,,0001,002,949243,,,0001,KRW,,X,,,,,,,,,,,TK,,,,,,,
100,0000001564,4000,,,0002,003,166237,,,0003,CHF,,,,,,,,,,,,,Cx,,,,,,,
100,0000000481,1000,,,0001,002,681628,,,2/10NET30,CHF,,X,,,,,,,,,,,DK,,,,,,,
100,0000001488,2000,,,0003,001,490997,,,NT30,JPY,,X,,,,,,,,,,,dj,,,,,,,
100,0000001867,3000,,,0001,002,284734,,,NT90,CHF,,,,,,,,,,,,,Mn,,,,,,,
100,0000001194,4000,,,0001,003,585511,,,NT90,KRW,,,,,,,,,,,,,xu,,,,,,,
100,0000001202,3000,,,0001,002,051280,,,0001,BRL,,,,,,,,,,,,,SR,,,,,,,
100,0000000218,2000,,,0003,001,661085,,,0002,AUD,,,,,,,,,,,,,gh,,,,,,,
100,0000000222,3000,,,0001,003,339294,,,NT30,JPY,,,,,,,,,,,,,GW,,,,,,,
100,0000001153,4000,,,0001,003,572050,,,NT90,CAD,,X,,,,,,,,,,,dY,,,,,,,
100,0000000198,2000,,,,003,852414,,,2/10NET30,KRW,,,,,,,,,,,,,OQ,,,,,,,
100,0000000856,5000,,,,001,040675,,,0002,CHF,,X,,,,,,,,,,,Lb,,,,,,,
100,0000000274,2000,,,0001,003,170401,,,0003,CAD,,X,,,,,,,,,,,Hh,,,,,,,
100,0000001178,2000,,,0001,001,942150,,,0002,KRW,,X,,,,,,,,,,,jr,,,,,,,
100,0000000887,3000,,,0002,001,756545,,,NT60,GBP,,X,,,,,,,,,,,Oh,,,,,,,
100,0000000014,3000,,,0001,002,697275,,,NT30,JPY,,,,,,,,,,,,,Hb,,,,,,,
100,0000001934,3000,,,,001,320396,,,NT60,CAD,,X,,,,,,,,,,,cx,,,,,,,
100,0000000546,5000,,,0002,003,116902,,,0001,CNY,,X,,,,,,,,,,,dY,,,,,,,
100,0000000351,2000,,,0002,003,008013,,,NT90,USD,,,,,,,,,,,,,vE,,,,,,,
100,0000000446,4000,,,,003,006639,,,2/10NET30,JPY,,,,,,,,,,,,,tl,,,,,,,
100,0000000847,3000,,,0003,002,601777,,,NT30,KRW,,,,,,,,,,,,,Fw,,,,,,,
100,0000000369,3000,,,,001,290263,,,NT60,GBP,,,,,,,,,,,,,pc,,,,,,,
100,0000000016,3000,,,,002,566217,,,0003,CAD,,,,,,,,,,,,,dr,,,,,,,
100,0000000069,4000,,,0003,003,758173,,,2/10NET30,GBP,,,,,,,,,,,,,mE,,,,,,,
100,0000001262,1000,,,0003,003,354971,,,NT30,CHF,,X,,,,,,,,,,,Nc,,,,,,,
100,0000001817,1000,,,0001,002,168441,,,NT30,CNY,,,,,,,,,,,,,CD,,,,,,,
100,0000000372,4000,,,0003,003,057129,,,0002,BRL,,X,,,,,,,,,,,aA,,,,,,,
100,0000000442,2000,,,0003,001,673469,,,NT60,KRW,,,,,,,,,,,,,Bi,,,,,,,
100,0000001670,1000,,,0003,001,897582,,,0001,KRW,,,,,,,,,,,,,qF,,,,,,,
100,0000000321,5000,,,0002,001,550587,,,2/10NET30,BRL,,X,,,,,,,,,,,jR,,,,,,,
100,0000001380,1000,,,,003,318815,,,NT30,BRL,,,,,,,,,,,,,sU,,,,,,,
100,0000001740,3000,,,0001,003,156264,,,0002,BRL,,X,,,,,,,,,,,Lo,,,,,,,
100,0000000114,4000,,,0001,003,401571,,,NT90,BRL,,X,,,,,,,,,,,iB,,,,,,,
100,0000001506,4000,,,,003,437625,,,0002,CHF,,X,,,,,,,,,,,ih,,,,,,,
100,0000001108,3000,,,0003,002,392731,,,NT30,CAD,,,,,,,,,,,,,kY,,,,,,,
100,0000001677,2000,,,,001,985170,,,0002,CHF,,,,,,,,,,,,,uG,,,,,,,
100,0000001634,5000,,,,001,202915,,,NT30,BRL,,X,,,,,,,,,,,ap,,,,,,,
100,0000001828,5000,,,0002,003,863755,,,NT60,AUD,,X,,,,,,,,,,,lr,,,,,,,
100,0000001783,5000,,,,003,861157,,,2/10NET30,CHF,,X,,,,,,,,,,,Zl,,,,,,,
100,0000000822,3000,,,0003,002,890104,,,0003,GBP,,X,,,,,,,,,,,JT,,,,,,,
100,0000000066,4000,,,,003,393788,,,NT60,CAD,,X,,,,,,,,,,,ek,,,,,,,
100,0000000051,1000,,,0003,001,349206,,,NT90,USD,,X,,,,,,,,,,,nr,,,,,,,
100,0000000769,4000,,,0002,002,549160,,,NT30,JPY,,X,,,,,,,,,,,ex,,,,,,,
100,0000000847,4000,,,0002,003,546589,,,NT30,EUR,,,,,,,,,,,,,YW,,,,,,,
100,0000000557,2000,,,0002,003,912443,,,0003,JPY,,,,,,,,,,,,,ml,,,,,,,
100,0000000038,5000,,,0001,003,194443,,,2/10NET30,CAD,,,,,,,,,,,,,rq,,,,,,,
100,0000000983,4000,,,0003,001,616923,,,NT60,AUD,,,,,,,,,,,,,Az,,,,,,,
100,0000001607,4000,,,0002,002,705892,,,2/10NET30,JPY,,,,,,,,,,,,,HY,,,,,,,
100,0000001901,4000,,,0001,001,488682,,,0003,CAD,,,,,,,,,,,,,Vi,,,,,,,
100,0000001830,2000,,,,002,381537,,,NT30,JPY,,,,,,,,,,,,,IU,,,,,,,
100,0000000730,5000,,,0001,001,713182,,,NT60,USD,,,,,,,,,,,,,XZ,,,,,,,
100,0000001450,4000,,,,003,232963,,,NT30,CAD,,X,,,,,,,,,,,pQ,,,,,,,
100,0000000657,2000,,,0003,003,265714,,,0001,AUD,,X,,,,,,,,,,,AP,,,,,,,
100,0000000700,5000,,,,003,587037,,,NT30,AUD,,,,,,,,,,,,,EZ,,,,,,,
100,0000001733,1000,,,,001,124103,,,2/10NET30,USD,,X,,,,,,,,,,,gS,,,,,,,
100,0000001580,1000,,,,001,400910,,,0002,AUD,,,,,,,,,,,,,zT,,,,,,,
100,0000000145,3000,,,,002,129439,,,0003,CNY,,X,,,,,,,,,,,cA,,,,,,,
100,0000001799,2000,,,0001,003,630664,,,0002,BRL,,X,,,,,,,,,,,yy,,,,,,,
100,0000001689,1000,,,,001,536939,,,NT60,KRW,,,,,,,,,,,,,ab,,,,,,,
100,0000000431,4000,,,0003,002,935999,,,NT60,AUD,,,,,,,,,,,,,CT,,,,,,,
100,0000001726,4000,,,0001,001,162240,,,0003,KRW,,,,,,,,,,,,,WL,,,,,,,
100,0000000080,5000,,,0002,002,646578,,,2/10NET30,GBP,,,,,,,,,,,,,pT,,,,,,,
100,0000001186,2000,,,0001,003,654084,,,0001,KRW,,,,,,,,,,,,,pU,,,,,,,
100,0000001475,4000,,,,003,601308,,,0001,USD,,,,,,,,,,,,,SW,,,,,,,
100,0000001726,3000,,,0001,001,821810,,,NT30,KRW,,X,,,,,,,,,,,vR,,,,,,,
100,0000001140,2000,,,,001,397668,,,NT30,CNY,,,,,,,,,,,,,uj,,,,,,,
100,0000001377,5000,,,0002,001,161317,,,NT30,KRW,,X,,,,,,,,,,,si,,,,,,,
100,0000001299,3000,,,,003,440380,,,0001,GBP,,X,,,,,,,,,,,KD,,,,,,,
100,0000001888,4000,,,,001,115815,,,NT90,AUD,,X,,,,,,,,,,,HW,,,,,,,
100,0000000505,1000,,,0001,003,628585,,,0001,CNY,,X,,,,,,,,,,,xd,,,,,,,
100,0000000048,2000,,,0002,002,098728,,,2/10NET30,CHF,,,,,,,,,,,,,GY,,,,,,,
100,0000001053,1000,,,0001,003,960358,,,0002,AUD,,X,,,,,,,,,,,Nn,,,,,,,
100,0000000759,2000,,,0002,003,624901,,,NT90,CNY,,,,,,,,,,,,,dP,,,,,,,
100,0000001554,5000,,,0003,003,844059,,,NT30,AUD,,X,,,,,,,,,,,gD,,,,,,,
100,0000000711,4000,,,0001,002,186064,,,NT30,KRW,,,,,,,,,,,,,Od,,,,,,,
100,0000001124,4000,,,,003,524890,,,0002,CHF,,,,,,,,,,,,,hm,,,,,,,
100,0000000339,2000,,,0001,002,692404,,,0002,BRL,,,,,,,,,,,,,rs,,,,,,,
100,0000001048,4000,,,0002,001,045474,,,NT30,EUR,,X,,,,,,,,,,,rY,,,,,,,
100,0000000423,4000,,,0003,001,286452,,,0003,EUR,,,,,,,,,,,,,Hl,,,,,,,
100,0000000554,4000,,,,001,923232,,,NT60,KRW,,,,,,,,,,,,,Mt,,,,,,,
100,0000001095,5000,,,0002,003,734225,,,NT30,JPY,,,,,,,,,,,,,Qf,,,,,,,
100,0000000800,4000,,,0003,003,510927,,,0001,CAD,,,,,,,,,,,,,uz,,,,,,,
100,0000000137,2000,,,,002,764026,,,0001,GBP,,X,,,,,,,,,,,GI,,,,,,,
100,0000000163,2000,,,0003,001,920321,,,2/10NET30,CNY,,X,,,,,,,,,,,yX,,,,,,,
100,0000000571,4000,,,0002,003,559537,,,NT90,EUR,,X,,,,,,,,,,,Zp,,,,,,,
100,0000001456,1000,,,0003,001,273508,,,NT90,CAD,,,,,,,,,,,,,Sq,,,,,,,
100,0000000176,5000,,,0001,003,520254,,,0003,CNY,,X,,,,,,,,,,,UE,,,,,,,
200,0000001558,5000,,,,003,512983,,,NT60,EUR,,X,,,,,,,,,,,Fg,,,,,,,
100,0000001608,3000,,,0002,002,107390,,,NT60,CNY,,,,,,,,,,,,,ic,,,,,,,
100,0000001971,2000,,,,001,104647,,,0003,JPY,,,,,,,,,,,,,uS,,,,,,,
100,0000001768,4000,,,0002,001,998377,,,NT30,EUR,,X,,,,,,,,,,,ws,,,,,,,
100,0000001951,5000,,,,002,198132,,,NT90,KRW,,,,,,,,,,,,,gJ,,,,,,,
100,0000001049,4000,,,0002,002,541090,,,2/10NET30,GBP,,,,,,,,,,,,,Vt,,,,,,,
100,0000000257,2000,,,0002,002,605052,,,NT30,AUD,,X,,,,,,,,,,,PI,,,,,,,
100,0000001499,4000,,,0001,001,895957,,,0002,AUD,,,,,,,,,,,,,Ja,,,,,,,
100,0000000391,3000,,,0002,001,391963,,,NT90,CAD,,X,,,,,,,,,,,bY,,,,,,,
100,0000001091,3000,,,0003,003,083122,,,NT30,EUR,,X,,,,,,,,,,,ob,,,,,,,
