MANDT,EBELN,BUKRS,BSART,LIFNR,EKORG,EKGRP,WAERS,WKURS,KUFIX,BEDAT,KDATB,KDATE,KDATV,ABGRU,AUTLF,WEAKT,MEMORY,KZABS,RLWRT,ZTERM,ZBD1T,ZBD2T,ZBD3T,ZBD1P,ZBD2P,MWSKZ,IHREZ,VERKF,EXNUM,UNSEZ,INCO1,INCO2,KONNR,KTPNR,ABTYP,WGLIF,KNUMV
100,0200001945,2000,UB,0000001863,3000,649,USD,0.51148,,20230217,,20250815,,,X,,,,,NT30,28,41,62,2.3,0.4,V3,,,,,FOB,,,,,,9628731928
100,0200001946,3000,UB,0000000074,1000,121,USD,1.31951,,20230218,,20220722,,,X,,,,,0001,4,27,12,1.6,2.0,,,,,,CPT,,,,,,0755801840
100,0200001946,5000,NB,0000001508,1000,220,USD,0.59264,,20230218,,20231021,,,X,X,,,,0003,5,28,88,0.4,0.4,V1,,,,,FOB,,,,,,6437777291
100,0200001950,1000,NB,0000001688,1000,747,USD,0.9061,,20230226,,20230108,,,,,,,,0001,20,7,43,2.8,1.9,V1,,,,,FCA,,,,,,9912019473
100,0200001951,5000,UB,0000001845,2000,624,USD,1.19211,,20230301,,20251228,,,,,,,,0003,17,42,28,2.1,1.1,V3,,,,,FCA,,,,,,9728554115
100,0200001954,2000,ZB,0000001060,1000,261,USD,1.1071,,20230307,,20260111,,,X,X,,,,0002,7,2,26,2.5,1.8,V1,,,,,CPT,,,,,,7625551526
100,0200001954,2000,UB,0000001896,1000,998,USD,0.81913,,20230307,,20240422,,,X,X,,,,0003,23,54,21,2.9,1.3,V2,,,,,FCA,,,,,,7683499317
100,0200001954,1000,ZB,0000000472,1000,411,USD,1.95052,,20230307,,20221206,,,,X,,,,NT30,1,44,33,1.5,0.7,V2,,,,,DAP,,,,,,1800810076
100,0200001956,1000,NB,0000000715,3000,911,USD,0.77034,,20230313,,20251117,,,X,,,,,0001,25,22,5,0.4,0.7,V1,,,,,EXW,,,,,,7423993681
100,0200001958,2000,ZB,0000001860,2000,778,USD,1.9013,,20230314,,20250525,,,X,,,,,0002,13,46,30,2.8,0.0,V3,,,,,FOB,,,,,,6073443012
100,0200001959,2000,NB,0000001898,2000,273,USD,1.31345,,20230314,,20230303,,,X,,,,,NT90,11,42,75,1.6,1.7,V3,,,,,CIP,,,,,,8568019261
100,0200001959,5000,UB,0000001974,2000,885,USD,1.14278,,20230314,,20250206,,,X,X,,,,NT90,29,38,46,2.3,1.3,V1,,,,,CIP,,,,,,7678821629
100,0200001960,1000,UB,0000000611,2000,524,USD,1.96296,,20230315,,20221016,,,X,X,,,,NT60,7,19,1,2.6,0.6,V1,,,,,DDP,,,,,,0995366706
100,0200001961,1000,ZB,0000000368,2000,709,USD,1.40405,,20230318,,20221126,,,,,,,,0001,30,2,88,0.3,0.3,,,,,,DDP,,,,,,9013885750
100,0200001963,4000,UB,0000000927,3000,698,USD,1.07145,,20230319,,20210720,,,X,X,,,,0002,0,16,80,0.5,0.3,,,,,,CPT,,,,,,4262735067
100,0200001964,5000,UB,0000001739,1000,829,USD,0.81766,,20230319,,20240905,,,,,,,,0002,29,30,49,1.2,0.5,V1,,,,,DAT,,,,,,5801783541
100,0200001967,5000,NB,0000000457,2000,791,USD,1.26597,,20230325,,20240404,,,X,X,,,,NT60,10,19,49,0.3,1.4,V3,,,,,DAT,,,,,,3185332938
100,0200001967,5000,NB,9999999999,2000,781,USD,0.71971,,20230325,,20260610,,,,,,,,NT90,24,39,81,1.1,1.6,V3,,,,,EXW,,,,,,9300641881
100,0200001970,1000,ZB,0000001851,2000,818,USD,1.902,,20230329,,20240608,,,,X,,,,NT60,5,14,40,2.0,1.5,V2,,,,,CIF,,,,,,7215947793
100,0200001970,4000,ZB,0000001435,2000,466,USD,0.86861,,20230329,,20221216,,,,,,,,2/10NET30,9,40,3,2.4,1.6,,,,,,EXW,,,,,,1753826930
100,0200001973,5000,ZB,0000001233,3000,285,USD,0.50905,,20230331,,20231218,,,X,,,,,NT60,29,24,86,1.9,1.3,,,,,,DAT,,,,,,3491637040
100,0200001974,3000,ZB,0000000639,2000,686,USD,0.81065,,20230402,,20220729,,,,X,,,,2/10NET30,7,22,13,2.0,0.8,V1,,,,,DDP,,,,,,9463352830
100,0200001974,5000,UB,0000000906,2000,825,USD,1.67418,,20230402,,20251230,,,,X,,,,2/10NET30,2,31,54,2.0,0.3,,,,,,DAT,,,,,,5856052590
100,0200001975,4000,ZB,0000001017,2000,637,USD,0.63611,,20230402,,20230308,,,X,X,,,,0003,20,24,72,1.0,1.1,V1,,,,,DAP,,,,,,1073111072
100,0200001975,4000,ZB,0000000801,2000,330,USD,1.16006,,20230402,,20230912,,,X,X,,,,2/10NET30,3,16,51,2.1,1.7,,,,,,CIF,,,,,,4685538843
100,0200001977,2000,ZB,0000001332,2000,430,USD,1.30512,,20230407,,20230425,,,X,X,,,,NT90,22,47,19,2.2,0.3,,,,,,DAP,,,,,,1167433953
100,0200001978,5000,NB,0000000919,3000,082,USD,1.6636,,20230407,,20240905,,,X,X,,,,0003,23,6,77,1.8,1.2,V3,,,,,EXW,,,,,,9739442904
100,0200001978,3000,ZB,0000000412,3000,928,USD,1.7059,,20230407,,20230906,,,,,,,,NT30,24,19,10,0.2,0.7,V1,,,,,FOB,,,,,,9372176894
100,0200001979,3000,ZB,0000000146,2000,716,USD,1.34049,,20230409,,20240302,,,,,,,,NT30,19,53,80,1.2,1.8,V1,,,,,FOB,,,,,,2707776982
100,0200001982,5000,ZB,0000001129,1000,311,USD,1.06096,,20230414,,20210716,,,,X,,,,NT30,27,2,8,0.8,0.9,V3,,,,,FOB,,,,,,4030806407
100,0200001983,3000,ZB,0000000253,2000,107,USD,1.84645,,20230414,,20241026,,,,,,,,NT90,21,6,12,0.5,2.0,V2,,,,,FCA,,,,,,5253270882
100,0200001984,2000,FO,0000000987,3000,955,USD,0.76566,,20230416,,20240609,,,X,,,,,0001,1,44,38,2.0,1.7,V2,,,,,FOB,,,,,,8386825550
100,0200001986,5000,UB,0000000949,1000,163,USD,0.94595,,20230417,,20211209,,,,,,,,NT60,28,13,44,1.0,1.6,V1,,,,,CIP,,,,,,3603804367
100,0200001987,4000,FO,9999999999,3000,728,USD,0.68516,,20230419,,20210807,,,,X,,,,NT90,13,0,22,1.7,0.2,,,,,,FCA,,,,,,3278747975
100,0200001988,2000,UB,0000001672,2000,718,USD,1.09079,,20230421,,20230705,,,,X,,,,NT90,13,25,6,2.4,0.4,,,,,,DDP,,,,,,9641015204
100,0200001989,1000,NB,0000001945,2000,492,USD,1.51383,,20230423,,20220807,,,X,X,,,,2/10NET30,25,2,49,1.7,0.7,V3,,,,,CIF,,,,,,4404394629
100,0200001990,4000,NB,0000001495,3000,591,USD,1.99468,,20230425,,20231207,,,X,X,,,,NT90,14,0,50,0.0,0.3,V3,,,,,CIP,,,,,,2847588904
100,0200001991,2000,NB,0000001939,2000,965,USD,1.11179,,20230427,,20250401,,,X,X,,,,NT90,7,10,35,2.3,1.3,,,,,,FOB,,,,,,1952104752
100,0200001992,3000,UB,0000000059,2000,057,USD,1.643,,20230428,,20231026,,,X,,,,,0001,1,5,36,2.5,0.7,V2,,,,,FCA,,,,,,1356488846
100,0200001994,3000,UB,0000001891,2000,738,USD,1.75826,,20230430,,20250601,,,,,,,,2/10NET30,21,2,13,0.9,1.0,V3,,,,,CFR,,,,,,9538624739
100,0200001994,4000,ZB,0000000161,2000,005,USD,1.01693,,20230430,,20221013,,,X,X,,,,NT60,30,35,34,1.5,0.5,V2,,,,,FCA,,,,,,9490150248
100,0200001995,1000,NB,0000001349,3000,957,USD,1.02967,,20230501,,20240821,,,,,,,,2/10NET30,7,43,8,0.9,1.6,V3,,,,,CIP,,,,,,4391537815
100,0200001995,2000,FO,0000000237,3000,913,USD,1.44671,,20230501,,20230704,,,X,,,,,0003,20,30,43,2.2,1.0,V1,,,,,FCA,,,,,,4007776049
100,0200001995,2000,NB,0000001188,3000,138,USD,1.71213,,20230501,,20250329,,,,X,,,,NT90,28,16,5,1.0,0.7,,,,,,DAT,,,,,,5557734954
100,0200001996,1000,FO,0000001828,3000,853,USD,0.57987,,20230501,,20211006,,,,X,,,,NT60,29,29,32,0.2,0.6,,,,,,DAT,,,,,,9994800384
100,0200001997,5000,UB,0000001262,1000,675,USD,1.00035,,20230501,,20220105,,,,,,,,NT90,27,46,55,0.7,1.0,V1,,,,,FCA,,,,,,8511956247
100,0200001998,3000,ZB,0000001558,3000,405,USD,0.96245,,20230503,,20240814,,,,,,,,NT60,26,38,34,0.3,1.6,V1,,,,,CPT,,,,,,6074904390
100,0200001999,5000,UB,0000000514,3000,785,USD,0.76357,,20230504,,20220710,,,,X,,,,2/10NET30,18,38,78,0.2,1.1,V1,,,,,FOB,,,,,,0175651890
100,0200001999,3000,FO,0000001863,3000,149,USD,1.51547,,20230504,,20260617,,,X,,,,,0002,20,25,66,1.4,2.0,V2,,,,,EXW,,,,,,1493850280
100,0200002000,4000,UB,0000001648,2000,105,USD,0.96675,,20230506,,20241112,,,X,,,,,NT60,26,35,18,2.7,1.9,V1,,,,,CIF,,,,,,9263163747
100,0200002000,2000,NB,0000001369,2000,752,USD,0.72175,,20230506,,20230530,,,X,,,,,NT90,18,58,43,0.8,0.5,V2,,,,,DAP,,,,,,8893193339
100,0200002001,2000,NB,0000001101,2000,394,USD,1.72896,,20230506,,20251128,,,X,X,,,,0002,15,11,90,0.6,0.8,V2,,,,,CIP,,,,,,1961684055
100,0200002001,1000,FO,0000001411,2000,389,USD,1.99404,,20230506,,20250501,,,,X,,,,NT30,0,27,65,2.8,0.3,V2,,,,,DDP,,,,,,8880031648
100,0200002003,3000,NB,0000001369,2000,120,USD,1.61317,,20230508,,20260526,,,X,,,,,0001,17,20,18,0.5,1.8,V2,,,,,EXW,,,,,,9151322171
100,0200002004,4000,FO,0000001818,2000,467,USD,1.04545,,20230511,,20250220,,,,X,,,,NT90,23,26,12,2.4,0.4,V1,,,,,DAP,,,,,,5820621291
100,0200002006,4000,FO,0000001994,2000,253,USD,1.23386,,20230513,,20250609,,,,,,,,0003,20,5,63,2.7,1.3,V3,,,,,CIP,,,,,,2557895806
100,0200002006,2000,ZB,0000001502,2000,527,USD,1.41129,,20230513,,20250629,,,,X,,,,NT30,9,55,87,2.0,1.9,V2,,,,,CPT,,,,,,2376900453
100,0200002007,2000,ZB,0000000379,1000,921,USD,0.58763,,20230516,,20240323,,,X,X,,,,0003,29,42,81,1.2,0.8,V2,,,,,DAT,,,,,,1186098016
100,0200002008,5000,NB,0000000396,3000,182,USD,0.50657,,20230518,,20231001,,,X,,,,,NT90,9,38,80,1.0,1.9,,,,,,DAP,,,,,,7758834893
100,0200002009,2000,UB,0000001663,2000,008,USD,1.36844,,20230519,,20260610,,,,,,,,0003,28,16,83,0.9,0.2,V3,,,,,DDP,,,,,,3976250259
100,0200002010,4000,NB,0000000403,2000,423,USD,0.73925,,20230521,,20260125,,,,X,,,,0002,5,53,55,1.9,1.7,V1,,,,,CFR,,,,,,7876258859
100,0200002010,5000,FO,0000000575,2000,245,USD,0.84539,,20230521,,20250323,,,,X,,,,NT90,16,15,30,1.7,1.8,V2,,,,,CIP,,,,,,2673926162
100,0200002011,5000,FO,0000000527,3000,722,USD,1.58373,,20230521,,20251022,,,,,,,,0003,17,21,53,0.5,1.0,V1,,,,,DAP,,,,,,5921190916
100,0200002012,4000,UB,0000001202,2000,577,USD,0.60054,,20230524,,20240625,,,,X,,,,NT30,30,23,16,2.4,1.5,V2,,,,,DAT,,,,,,4650953642
100,0200002013,4000,NB,0000001951,2000,920,USD,1.03123,,20230527,,20260427,,,X,,,,,NT30,21,43,15,2.2,1.7,,,,,,CPT,,,,,,4605592273
100,0200002014,3000,ZB,0000000832,2000,964,USD,0.83152,,20230528,,20210727,,,,,,,,0003,19,48,28,1.5,0.6,V1,,,,,CIP,,,,,,4981837952
100,0200002014,5000,ZB,0000001178,2000,210,USD,1.26742,,20230528,,20250430,,,X,,,,,0002,20,11,58,1.3,1.6,V1,,,,,CFR,,,,,,2494215812
100,0200002017,2000,NB,0000001129,2000,977,USD,0.68983,,20230602,,20250822,,,,,,,,NT60,27,56,64,1.7,1.5,V1,,,,,CPT,,,,,,5136555177
100,0200002019,4000,FO,0000000987,2000,959,USD,0.6369,,20230605,,20240206,,,X,,,,,NT60,22,59,68,2.8,1.2,V1,,,,,DDP,,,,,,5703935674
100,0200002019,2000,UB,0000000572,2000,517,USD,0.95604,,20230605,,20260214,,,,X,,,,NT90,8,39,87,0.7,0.8,V3,,,,,DAP,,,,,,4980076781
100,0200002020,2000,FO,0000000808,2000,910,USD,1.92718,,20230606,,20240419,,,,X,,,,2/10NET30,29,34,89,2.5,1.2,V1,,,,,FOB,,,,,,4383078839
100,0200002021,4000,ZB,0000000108,2000,537,USD,1.82201,,20230607,,20220415,,,,,,,,NT90,14,28,71,2.7,0.4,V3,,,,,EXW,,,,,,2121124291
100,0200002022,3000,FO,0000001736,2000,354,USD,1.09186,,20230609,,20250325,,,X,,,,,0003,18,12,64,2.8,1.1,V2,,,,,DAP,,,,,,3050471118
100,0200002022,2000,ZB,9999999999,2000,904,USD,1.19372,,20230609,,20210913,,,,,,,,NT60,5,6,53,2.3,0.5,,,,,,CFR,,,,,,4503785752
100,0200002023,2000,UB,0000001580,2000,574,USD,1.78268,,20230610,,20240315,,,,X,,,,2/10NET30,26,42,44,2.9,0.4,V3,,,,,CFR,,,,,,3011811350
100,0200002024,4000,ZB,0000001342,1000,735,USD,0.91759,,20230613,,20240922,,,,X,,,,NT90,11,20,5,1.5,0.6,V1,,,,,CIP,,,,,,0224561103
100,0200002025,4000,UB,0000001429,2000,349,USD,1.44658,,20230614,,20251107,,,X,,,,,0003,25,36,76,1.6,1.0,,,,,,CIP,,,,,,2668502680
100,0200002026,1000,NB,0000000851,3000,917,USD,1.13684,,20230616,,20230917,,,X,X,,,,0002,26,32,50,1.0,1.3,V1,,,,,FCA,,,,,,0419249363
100,0200002028,3000,FO,0000000008,2000,326,USD,1.42939,,20230617,,20240923,,,,,,,,0001,0,60,28,2.6,0.4,V2,,,,,CPT,,,,,,7572051333
100,0200002028,1000,ZB,0000000561,2000,974,USD,1.07318,,20230617,,20220405,,,X,X,,,,NT60,19,39,82,1.9,1.8,,,,,,FCA,,,,,,4476484302
100,0200002028,2000,NB,0000001041,2000,220,USD,1.45223,,20230617,,20210916,,,X,,,,,0003,29,1,73,3.0,0.7,V1,,,,,FOB,,,,,,2137589189
100,0200002029,5000,UB,0000000871,3000,220,USD,1.34864,,20230619,,20221122,,,X,,,,,NT90,9,29,83,0.1,1.9,,,,,,CIP,,,,,,0051918112
100,0200002030,3000,NB,0000000995,1000,279,USD,0.93098,,20230620,,20210806,,,,X,,,,NT30,21,0,88,0.4,1.8,V1,,,,,CIF,,,,,,6221845797
100,0200002031,4000,UB,0000000313,1000,604,USD,1.7597,,20230621,,20221107,,,,,,,,0003,5,51,73,2.9,2.0,,,,,,CFR,,,,,,4123513387
100,0200002033,2000,UB,0000000334,3000,337,USD,0.59221,,20230621,,20250202,,,,,,,,0002,28,48,5,0.3,1.3,V1,,,,,FOB,,,,,,2528340210
100,0200002034,5000,FO,0000001961,3000,662,USD,1.47874,,20230624,,20241106,,,X,,,,,2/10NET30,24,47,43,2.1,0.1,V3,,,,,FOB,,,,,,1561288746
100,0200002034,1000,FO,0000001664,3000,298,USD,1.56358,,20230624,,20231209,,,,,,,,NT30,17,15,56,2.5,1.3,,,,,,DAT,,,,,,8362131357
100,0200002035,5000,UB,0000001786,2000,086,USD,1.73958,,20230626,,20241218,,,X,,,,,NT60,24,53,21,2.7,0.9,,,,,,DAT,,,,,,5269250454
100,0200002035,1000,NB,0000000640,2000,959,USD,0.65637,,20230626,,20230921,,,,X,,,,NT90,9,25,24,2.4,1.1,V1,,,,,DDP,,,,,,3141824047
100,0200002036,4000,FO,0000000066,2000,614,USD,0.53097,,20230629,,20251027,,,X,X,,,,NT30,21,9,13,1.8,1.3,,,,,,FCA,,,,,,2024504926
100,0200002037,1000,FO,0000001029,2000,172,USD,0.83849,,20230702,,20211030,,,,,,,,0002,5,56,15,1.3,1.2,,,,,,DDP,,,,,,8271695168
100,0200002038,3000,NB,0000001267,3000,626,USD,1.38892,,20230703,,20230215,,,,,,,,NT90,3,51,35,0.1,0.1,V3,,,,,CPT,,,,,,8265906007
100,0200002039,4000,NB,0000001724,3000,342,USD,1.40445,,20230703,,20260525,,,,X,,,,0002,5,15,10,2.6,0.8,,,,,,DDP,,,,,,1770620692
100,0200002040,3000,ZB,0000000083,2000,034,USD,1.28755,,20230705,,20230418,,,,X,,,,0003,18,2,15,2.4,0.2,V3,,,,,CIP,,,,,,9955191792
100,0200002041,4000,UB,0000001164,2000,865,USD,1.52869,,20230705,,20250218,,,,X,,,,2/10NET30,29,56,62,1.2,1.0,V1,,,,,DDP,,,,,,4342554818
100,0200002043,4000,FO,0000000011,3000,937,USD,1.57815,,20230708,,20230115,,,,X,,,,0001,27,60,32,1.5,0.9,V3,,,,,DAP,,,,,,3489450520
100,0200002044,5000,FO,0000001398,2000,241,USD,0.53012,,20230710,,20250620,,,X,,,,,0003,28,50,12,1.8,1.6,,,,,,CFR,,,,,,1498251268
100,0200002045,5000,UB,0000001891,3000,589,USD,0.78358,,20230711,,20220207,,,,X,,,,NT90,20,43,32,0.7,0.8,,,,,,FOB,,,,,,9371240302
100,0200002047,4000,ZB,0000001171,3000,786,USD,1.54985,,20230713,,20220930,,,X,X,,,,0002,8,39,12,0.7,0.3,V3,,,,,FCA,,,,,,7399826336
100,0200002048,1000,UB,0000000994,3000,702,USD,1.31004,,20230715,,20220702,,,X,X,,,,NT60,23,0,68,0.4,1.3,V1,,,,,DDP,,,,,,6916141979
100,0200002051,5000,UB,0000001210,2000,807,USD,0.59614,,20230723,,20221127,,,X,,,,,2/10NET30,0,46,73,2.9,1.8,V3,,,,,FOB,,,,,,2506390059
100,0200002052,3000,UB,0000000005,3000,901,USD,0.51136,,20230723,,20230916,,,X,X,,,,0002,25,30,49,0.7,1.7,,,,,,CIF,,,,,,3684456054
100,0200002052,1000,ZB,0000001803,3000,290,USD,1.24312,,20230723,,20230513,,,,,,,,0002,6,12,41,1.2,1.4,V1,,,,,CIP,,,,,,8316143355
100,0200002055,3000,ZB,0000000989,3000,160,USD,0.73453,,20230729,,20250308,,,X,,,,,NT60,27,11,62,0.6,1.9,V2,,,,,CFR,,,,,,4460393920
100,0200002055,2000,FO,0000001819,3000,493,USD,0.51204,,20230729,,20231124,,,,X,,,,NT30,30,30,84,1.3,1.0,,,,,,CFR,,,,,,0492085848
100,0200002057,1000,NB,0000001120,2000,641,USD,0.59656,,20230803,,20220208,,,X,X,,,,NT30,19,2,79,1.9,1.8,V3,,,,,FOB,,,,,,1713551319
100,0200002058,3000,FO,0000001661,3000,032,USD,0.99552,,20230804,,20251111,,,,,,,,0002,30,44,82,2.2,0.2,V3,,,,,FCA,,,,,,9595782286
100,0200002058,3000,NB,0000000526,3000,919,USD,0.91333,,20230804,,20210819,,,X,X,,,,NT30,7,7,61,1.7,0.6,,,,,,CPT,,,,,,4411362590
100,0200002058,5000,UB,0000001083,3000,749,USD,1.69419,,20230804,,20250407,,,X,,,,,0003,7,56,70,2.4,0.2,V3,,,,,DAP,,,,,,3417489254
100,0200002059,3000,NB,0000001905,1000,714,USD,1.89865,,20230804,,20211028,,,,X,,,,0001,5,12,81,0.2,1.2,,,,,,FOB,,,,,,9808610222
100,0200002062,2000,ZB,0000001168,2000,577,USD,1.77927,,20230806,,20250501,,,X,X,,,,NT90,1,48,81,1.2,1.4,V1,,,,,CFR,,,,,,7516413907
100,0200002062,2000,FO,0000001843,2000,943,USD,0.5993,,20230806,,20260117,,,X,X,,,,NT90,9,48,48,1.1,0.7,,,,,,EXW,,,,,,8353136694
100,0200002063,1000,ZB,0000001800,1000,153,USD,1.16777,,20230808,,20250210,,,,,,,,NT90,30,4,75,1.0,1.5,V3,,,,,CFR,,,,,,8304306634
100,0200002065,3000,UB,0000001363,2000,047,USD,1.37569,,20230809,,20210703,,,X,,,,,2/10NET30,26,44,81,0.1,1.4,V3,,,,,CFR,,,,,,2791705338
100,0200002065,4000,ZB,0000000291,2000,453,USD,1.52286,,20230809,,20211222,,,X,X,,,,NT90,0,55,8,0.6,0.2,V3,,,,,FCA,,,,,,4854596635
100,0200002066,4000,ZB,0000001155,3000,841,USD,1.83504,,20230812,,20211017,,,,X,,,,NT30,19,17,83,1.4,1.8,V2,,,,,CIP,,,,,,4394585514
100,0200002067,1000,UB,0000000023,3000,846,USD,1.91481,,20230815,,20260315,,,X,X,,,,NT60,21,15,32,1.5,0.7,V3,,,,,DDP,,,,,,8925014930
100,0200002067,1000,ZB,0000001884,3000,826,USD,1.40575,,20230815,,20221015,,,,,,,,0002,4,16,31,2.9,0.9,V3,,,,,DAP,,,,,,1048670230
100,0200002067,1000,FO,0000000871,3000,171,USD,1.91013,,20230815,,20250304,,,X,,,,,2/10NET30,25,40,35,0.7,1.3,,,,,,CPT,,,,,,6144470474
100,0200002069,4000,FO,0000001823,2000,939,USD,0.93169,,20230817,,20240412,,,,X,,,,NT90,11,47,54,1.8,1.4,V3,,,,,CFR,,,,,,4539816303
100,0200002070,3000,ZB,0000001562,2000,447,USD,1.96712,,20230819,,20240212,,,X,,,,,0001,20,7,3,2.4,0.5,V2,,,,,DAT,,,,,,5584106601
100,0200002071,1000,ZB,0000001986,2000,156,USD,1.96803,,20230819,,20230114,,,X,,,,,NT60,23,13,25,0.9,1.8,,,,,,DAT,,,,,,6267311241
100,0200002072,5000,NB,0000001565,1000,563,USD,1.83267,,20230820,,20251216,,,X,,,,,0001,11,51,64,0.5,0.2,V3,,,,,DAP,,,,,,8574082757
100,0200002073,4000,ZB,0000000347,1000,313,USD,1.90341,,20230822,,20220810,,,X,,,,,NT60,12,0,8,1.8,1.3,V2,,,,,DAT,,,,,,5266185628
100,0200002074,4000,UB,0000001989,3000,401,USD,0.54424,,20230825,,20210704,,,X,,,,,NT60,14,9,31,2.7,0.6,,,,,,DDP,,,,,,9830323078
100,0200002074,1000,UB,0000001991,3000,432,USD,1.43914,,20230825,,20240605,,,,X,,,,2/10NET30,1,20,21,0.7,1.5,V3,,,,,CFR,,,,,,9073645001
100,0200002075,4000,NB,0000001337,2000,639,USD,0.50086,,20230828,,20231212,,,,X,,,,NT90,2,0,53,0.3,0.9,V2,,,,,CIP,,,,,,9897961342
100,0200002075,2000,NB,0000000537,2000,256,USD,1.71643,,20230828,,20240308,,,,,,,,0003,10,38,88,2.7,1.2,V1,,,,,EXW,,,,,,6431878326
100,0200002076,1000,FO,0000001454,2000,321,USD,1.86193,,20230831,,20250216,,,,,,,,NT60,4,17,8,2.3,0.4,V1,,,,,DAP,,,,,,9471476725
100,0200002078,1000,NB,0000001862,1000,510,USD,1.51247,,20230905,,20211118,,,,X,,,,NT30,3,13,28,0.4,1.8,,,,,,FOB,,,,,,0077559267
100,0200002079,4000,UB,0000000138,1000,046,USD,0.87715,,20230907,,20260324,,,,X,,,,NT90,5,10,77,1.9,0.5,V3,,,,,DAP,,,,,,1743498894
100,0200002080,5000,UB,0000000704,1000,739,USD,1.14085,,20230909,,20250105,,,X,,,,,2/10NET30,27,26,28,1.6,1.4,V3,,,,,FOB,,,,,,2466638756
100,0200002081,2000,ZB,0000000109,1000,318,USD,1.512,,20230911,,20230209,,,X,,,,,2/10NET30,6,56,44,0.4,0.6,,,,,,CIP,,,,,,5330955480
100,0200002083,3000,ZB,0000000800,2000,236,USD,1.31266,,20230912,,20220125,,,X,,,,,0002,19,10,8,2.6,1.2,V2,,,,,DAP,,,,,,3984581365
100,0200002084,1000,FO,0000001753,3000,817,USD,1.17583,,20230913,,20240425,,,,,,,,NT60,8,45,34,1.2,0.7,V2,,,,,CIP,,,,,,6657294794
100,0200002084,5000,UB,0000000274,3000,650,USD,1.80463,,20230913,,20220518,,,,X,,,,NT90,22,40,24,1.8,0.6,V3,,,,,CPT,,,,,,9632553282
100,0200002086,4000,UB,0000001428,2000,429,USD,0.82887,,20230914,,20220511,,,,X,,,,0002,4,59,7,2.7,0.1,V2,,,,,CIF,,,,,,8695776839
100,0200002087,1000,ZB,0000000925,1000,107,USD,1.84272,,20230914,,20251021,,,X,,,,,NT60,15,6,74,2.9,0.8,V3,,,,,DAP,,,,,,2533705076
100,0200002088,1000,UB,0000000440,3000,438,USD,0.95392,,20230915,,20250603,,,,X,,,,NT30,27,49,34,1.5,0.3,V2,,,,,DAT,,,,,,4446404343
100,0200002090,5000,ZB,0000001154,1000,325,USD,1.12555,,20230919,,20241122,,,,X,,,,0003,2,13,77,1.1,0.1,V2,,,,,CIP,,,,,,7836936063
100,0200002090,4000,FO,0000000449,1000,509,USD,0.89231,,20230919,,20220421,,,,X,,,,NT30,23,20,37,3.0,0.3,V3,,,,,FCA,,,,,,0798965160
100,0200002092,4000,FO,0000001756,2000,121,USD,1.36098,,20230920,,20230823,,,X,,,,,2/10NET30,4,39,30,0.8,0.7,V1,,,,,EXW,,,,,,3318119670
100,0200002092,3000,NB,0000000802,2000,101,USD,1.91329,,20230920,,20250317,,,,,,,,2/10NET30,13,59,70,2.0,0.7,V1,,,,,CIP,,,,,,9939025226
100,0200002093,5000,FO,0000000823,3000,705,USD,0.94264,,20230922,,20231202,,,,,,,,0003,23,2,73,0.3,0.3,V2,,,,,FCA,,,,,,2971981046
100,0200002093,4000,UB,0000001971,3000,070,USD,1.37683,,20230922,,20250509,,,X,,,,,NT90,28,11,90,0.3,2.0,V2,,,,,FCA,,,,,,5221092431
100,0200002094,4000,UB,0000000086,2000,869,USD,0.88575,,20230923,,20260519,,,X,X,,,,NT90,21,35,54,2.5,0.3,V3,,,,,EXW,,,,,,2249620938
100,0200002096,3000,UB,0000001764,1000,717,USD,0.52907,,20230926,,20220531,,,,,,,,NT30,5,14,68,1.8,0.7,V1,,,,,CPT,,,,,,5781006201
100,0200002098,2000,ZB,0000001986,1000,233,USD,0.90946,,20230928,,20221026,,,X,X,,,,0003,16,38,2,0.3,0.4,,,,,,EXW,,,,,,9308981167
100,0200002099,1000,NB,0000000548,2000,662,USD,1.11325,,20230929,,20230629,,,,,,,,NT90,13,54,8,1.1,1.2,V3,,,,,EXW,,,,,,4382217331
100,0200002100,2000,NB,0000001262,1000,847,USD,0.89455,,20231002,,20220830,,,,,,,,0003,5,47,0,1.3,0.6,,,,,,CIF,,,,,,1764940983
100,0200002101,1000,ZB,0000001190,2000,731,USD,0.61902,,20231005,,20231020,,,X,,,,,0001,28,0,13,2.4,0.2,V3,,,,,DDP,,,,,,1381648362
100,0200002102,5000,NB,0000000201,3000,239,USD,0.7965,,20231007,,20240925,,,X,X,,,,NT30,10,46,59,0.5,1.7,V1,,,,,CIF,,,,,,6303731202
100,0200002102,5000,UB,0000000338,3000,715,USD,0.75625,,20231007,,20230206,,,,X,,,,NT60,15,11,19,0.2,0.1,V2,,,,,CIF,,,,,,5290741558
100,0200002103,4000,FO,0000000893,1000,392,USD,1.41965,,20231008,,20240104,,,,X,,,,0002,29,57,36,2.3,1.5,V3,,,,,DDP,,,,,,0192549375
100,0200002104,1000,FO,0000001269,1000,092,USD,1.21271,,20231009,,20250514,,,,,,,,0002,6,43,40,0.2,1.1,V2,,,,,CPT,,,,,,3512499916
100,0200002104,2000,UB,0000000719,1000,237,USD,1.7977,,20231009,,20231013,,,X,X,,,,0003,21,19,71,2.3,0.3,,,,,,CFR,,,,,,0975313808
100,0200002106,5000,FO,0000001116,2000,589,USD,1.05225,,20231011,,20230116,,,X,,,,,0001,6,9,35,2.7,1.8,V1,,,,,DAT,,,,,,1746620063
