MANDT,MATNR,WERKS,PSTAT,LVORM,BWTTY,XCHAR,MMSTA,MMSTD,MAABC,KZKRI,EKGRP,DISMM,DISPO,DISLS,BERID,BSTMI,MINBE,EISBE,MABST,STRGR,LGPRO,LGFSB,HERKL,INSMK,SSQSS,MTVFP,KZAUS,AUSDT,NFMAT,MFLHN,KZBED,LGPBE,LGOBE,INSMK2
100,MAT0000043,5001,,,,,,,A,,639,,wfR,,,,,,,,,,,,,,,,,,,,,
100,MAT0000018,3001,,,,,,,B,,320,PD,LwI,,,,,,,,,,,,,,,,,,,,,
100,MAT0000098,4000,,,,,,,,,681,MRP,NbM,,,,,,,,,,,X,,,,,,,,,,
100,MAT0001539,1002,,,,,,,,,025,PD,fVj,,,,,,,,,,,,,,,,,,,,,
100,MAT0000654,4000,,,,,,,,,089,VB,NXl,,,,,,,,,,,,,,,,,,,,,
100,MAT0000161,2001,,,,,,,C,,606,VB,tXZ,,,,,,,,,,,X,,,,,,,,,,
100,MAT0000930,1002,,,,,,,C,,237,,OJL,,,,,,,,,,,,,,,,,,,,,
100,MAT0000185,5000,,,,,,,A,,941,VB,LCA,,,,,,,,,,,X,,,,,,,,,,
100,MAT0001722,5000,,,,,,,,,328,,NMZ,,,,,,,,,,,,,,,,,,,,,
100,MAT0000947,5001,,,,,,,B,,851,VB,gPN,,,,,,,,,,,X,,,,,,,,,,
100,MAT0001484,4000,,,,,,,C,,458,,lQE,,,,,,,,,,,X,,,,,,,,,,
100,MAT0001918,5000,,,,,,,,,380,PD,gNy,,,,,,,,,,,,,,,,,,,,,
100,MAT0000364,3000,,,,,,,C,,049,,wRb,,,,,,,,,,,X,,,,,,,,,,
100,MAT0000326,1000,,,,,,,A,,793,MRP,brK,,,,,,,,,,,,,,,,,,,,,
100,MAT0000768,2000,,,,,,,,,799,,Qdh,,,,,,,,,,,X,,,,,,,,,,
100,MAT0001064,1001,,,,,,,A,,871,MRP,MOE,,,,,,,,,,,X,,,,,,,,,,
100,MAT0001415,3000,,,,,,,B,,591,,QzN,,,,,,,,,,,,,,,,,,,,,
100,MAT0000753,1000,,,,,,,B,,761,MRP,AAD,,,,,,,,,,,X,,,,,,,,,,
100,MAT0000039,4000,,,,,,,A,,669,MRP,WfQ,,,,,,,,,,,X,,,,,,,,,,
100,MAT0000339,1001,,,,,,,B,,345,MRP,rjM,,,,,,,,,,,X,,,,,,,,,,
100,MAT0001023,2000,,,,,,,A,,432,MRP,Kop,,,,,,,,,,,,,,,,,,,,,
100,MAT0000553,1000,,,,,,,C,,777,VB,Drd,,,,,,,,,,,X,,,,,,,,,,
100,MAT0001725,4000,,,,,,,,,726,MRP,pmd,,,,,,,,,,,X,,,,,,,,,,
100,MAT0000334,5001,,,,,,,,,056,,rUI,,,,,,,,,,,X,,,,,,,,,,
100,MAT0001665,5001,,,,,,,,,134,VB,TWU,,,,,,,,,,,,,,,,,,,,,
100,MAT0000860,2000,,,,,,,C,,732,PD,SRH,,,,,,,,,,,,,,,,,,,,,
100,MAT0000150,1002,,,,,,,,,808,VB,aMO,,,,,,,,,,,,,,,,,,,,,
100,MAT0001164,4000,,,,,,,,,187,,DEW,,,,,,,,,,,X,,,,,,,,,,
100,MAT0001108,4000,,,,,,,C,,945,,iFP,,,,,,,,,,,,,,,,,,,,,
100,MAT0001353,2000,,,,,,,,,179,PD,AKM,,,,,,,,,,,X,,,,,,,,,,
100,MAT0000870,4000,,,,,,,A,,246,MRP,fTd,,,,,,,,,,,X,,,,,,,,,,
100,MAT0000865,5000,,,,,,,A,,276,MRP,swN,,,,,,,,,,,X,,,,,,,,,,
100,MAT0000989,1002,,,,,,,B,,301,VB,zfZ,,,,,,,,,,,X,,,,,,,,,,
100,MAT0001319,4000,,,,,,,B,,775,,mSu,,,,,,,,,,,,,,,,,,,,,
100,MAT0001010,1001,,,,,,,C,,047,PD,gOI,,,,,,,,,,,,,,,,,,,,,
100,MAT0001942,3001,,,,,,,A,,854,VB,koY,,,,,,,,,,,,,,,,,,,,,
100,MZ-FG-E103,1000,,,,,,,A,,745,VB,rYI,,,,,,,,,,,,,,,,,,,,,
100,MAT0001073,5001,,,,,,,C,,158,,CfT,,,,,,,,,,,X,,,,,,,,,,
100,MAT0000645,5001,,,,,,,C,,288,MRP,jkC,,,,,,,,,,,,,,,,,,,,,
100,MAT0000799,5001,,,,,,,A,,525,,NYO,,,,,,,,,,,,,,,,,,,,,
100,MAT0000432,2001,,,,,,,A,,927,PD,VEw,,,,,,,,,,,X,,,,,,,,,,
100,MAT0001871,5001,,,,,,,,,128,PD,ydE,,,,,,,,,,,,,,,,,,,,,
100,MAT0001212,3001,,,,,,,A,,914,VB,apR,,,,,,,,,,,,,,,,,,,,,
100,MAT0000785,1000,,,,,,,B,,758,VB,ocw,,,,,,,,,,,X,,,,,,,,,,
100,MAT0001054,1000,,,,,,,C,,511,PD,eAv,,,,,,,,,,,X,,,,,,,,,,
100,MAT0000820,2001,,,,,,,C,,627,,Dqi,,,,,,,,,,,X,,,,,,,,,,
100,MAT0001528,5000,,,,,,,,,862,PD,qti,,,,,,,,,,,,,,,,,,,,,
100,MAT0000087,4000,,,,,,,C,,577,MRP,eIe,,,,,,,,,,,,,,,,,,,,,
100,MAT0001849,2000,,,,,,,A,,962,VB,JOR,,,,,,,,,,,X,,,,,,,,,,
100,MAT0000181,1000,,,,,,,B,,790,,ZzO,,,,,,,,,,,X,,,,,,,,,,
100,MAT0000804,3001,,,,,,,C,,147,MRP,YNS,,,,,,,,,,,,,,,,,,,,,
100,MAT0001662,2001,,,,,,,A,,639,,LIl,,,,,,,,,,,,,,,,,,,,,
100,MAT0000043,5001,,,,,,,B,,841,,TYg,,,,,,,,,,,X,,,,,,,,,,
100,MAT0001316,2001,,,,,,,C,,834,MRP,liI,,,,,,,,,,,X,,,,,,,,,,
100,MAT0001559,1001,,,,,,,B,,788,MRP,xZd,,,,,,,,,,,,,,,,,,,,,
100,MAT0000310,2001,,,,,,,B,,010,PD,uwm,,,,,,,,,,,X,,,,,,,,,,
100,MAT0000290,1000,,,,,,,C,,422,MRP,hVm,,,,,,,,,,,X,,,,,,,,,,
100,MAT0001272,3000,,,,,,,C,,390,VB,nYj,,,,,,,,,,,X,,,,,,,,,,
100,MAT0001090,1001,,,,,,,,,981,,lge,,,,,,,,,,,X,,,,,,,,,,
100,MAT0001471,2001,,,,,,,A,,486,MRP,otq,,,,,,,,,,,X,,,,,,,,,,
100,MAT0000169,5001,,,,,,,B,,875,,PsY,,,,,,,,,,,,,,,,,,,,,
100,MAT0001555,4000,,,,,,,C,,186,MRP,dpP,,,,,,,,,,,,,,,,,,,,,
100,MAT0001459,1000,,,,,,,A,,868,,xif,,,,,,,,,,,X,,,,,,,,,,
100,MAT0001737,5001,,,,,,,B,,162,PD,AXb,,,,,,,,,,,,,,,,,,,,,
100,MAT0001412,5000,,,,,,,,,837,,zsz,,,,,,,,,,,,,,,,,,,,,
100,MAT0000064,1001,,,,,,,,,957,VB,pBT,,,,,,,,,,,,,,,,,,,,,
100,MAT0000393,3001,,,,,,,,,462,PD,rLP,,,,,,,,,,,X,,,,,,,,,,
100,MAT0000100,3001,,,,,,,A,,264,PD,Ybw,,,,,,,,,,,X,,,,,,,,,,
100,MAT0001017,3001,,,,,,,,,390,PD,FYI,,,,,,,,,,,,,,,,,,,,,
100,MAT0000554,1000,,,,,,,B,,109,VB,woK,,,,,,,,,,,,,,,,,,,,,
100,MAT0001940,1001,,,,,,,A,,154,MRP,MkC,,,,,,,,,,,X,,,,,,,,,,
100,MAT0000417,3000,,,,,,,B,,778,,jQT,,,,,,,,,,,X,,,,,,,,,,
100,MAT0000088,1001,,,,,,,A,,829,PD,jVS,,,,,,,,,,,,,,,,,,,,,
100,MAT0001881,3000,,,,,,,C,,607,VB,gIC,,,,,,,,,,,X,,,,,,,,,,
100,MAT0001234,3000,,,,,,,A,,959,VB,uAK,,,,,,,,,,,,,,,,,,,,,
100,MAT0000094,3000,,,,,,,C,,960,PD,cdj,,,,,,,,,,,X,,,,,,,,,,
100,MZ-TG-A20,4000,,,,,,,A,,439,VB,OJU,,,,,,,,,,,,,,,,,,,,,
100,MAT0001155,1002,,,,,,,B,,670,,NgR,,,,,,,,,,,,,,,,,,,,,
100,MAT0000905,5001,,,,,,,,,318,PD,YOi,,,,,,,,,,,X,,,,,,,,,,
100,MAT0000787,5001,,,,,,,B,,010,PD,gBe,,,,,,,,,,,,,,,,,,,,,
100,MAT0001486,1000,,,,,,,B,,910,,DZh,,,,,,,,,,,X,,,,,,,,,,
100,MAT0001655,1001,,,,,,,B,,513,PD,PKC,,,,,,,,,,,X,,,,,,,,,,
100,MAT0000569,1002,,,,,,,B,,013,VB,fbk,,,,,,,,,,,,,,,,,,,,,
100,MAT0000814,4000,,,,,,,C,,522,PD,VgP,,,,,,,,,,,,,,,,,,,,,
100,MAT0001652,3001,,,,,,,,,435,PD,YRp,,,,,,,,,,,,,,,,,,,,,
100,MAT0001223,1001,,,,,,,A,,986,PD,QAz,,,,,,,,,,,X,,,,,,,,,,
100,MAT0001293,2000,,,,,,,A,,644,VB,Xmp,,,,,,,,,,,,,,,,,,,,,
100,MAT0001401,5001,,,,,,,B,,427,MRP,Ose,,,,,,,,,,,X,,,,,,,,,,
100,MAT0001905,1000,,,,,,,,,568,VB,Dzw,,,,,,,,,,,,,,,,,,,,,
100,MAT0000086,5000,,,,,,,B,,599,VB,GIi,,,,,,,,,,,X,,,,,,,,,,
100,MAT0001217,5001,,,,,,,,,821,VB,NTe,,,,,,,,,,,,,,,,,,,,,
100,MAT0001234,5001,,,,,,,A,,356,MRP,dxl,,,,,,,,,,,,,,,,,,,,,
100,MAT0000944,3001,,,,,,,,,581,MRP,EaG,,,,,,,,,,,X,,,,,,,,,,
100,MAT0001126,2001,,,,,,,,,468,,zIK,,,,,,,,,,,X,,,,,,,,,,
100,MAT0001683,1000,,,,,,,C,,773,MRP,rfL,,,,,,,,,,,,,,,,,,,,,
100,MAT0000013,5001,,,,,,,B,,178,MRP,xhO,,,,,,,,,,,X,,,,,,,,,,
100,MAT0001457,2000,,,,,,,,,315,VB,Bwa,,,,,,,,,,,,,,,,,,,,,
100,MAT0000904,5000,,,,,,,A,,823,MRP,Fio,,,,,,,,,,,,,,,,,,,,,
100,MAT0001648,1000,,,,,,,A,,139,,qWv,,,,,,,,,,,X,,,,,,,,,,
100,MAT0001128,1002,,,,,,,B,,031,MRP,ssW,,,,,,,,,,,X,,,,,,,,,,
100,MAT0000359,4000,,,,,,,A,,769,MRP,voq,,,,,,,,,,,X,,,,,,,,,,
100,MAT0001756,2000,,,,,,,,,217,VB,IjO,,,,,,,,,,,,,,,,,,,,,
100,MAT0001217,1000,,,,,,,C,,330,PD,xfe,,,,,,,,,,,,,,,,,,,,,
100,MAT0000507,1001,,,,,,,,,859,VB,kdB,,,,,,,,,,,X,,,,,,,,,,
100,MAT0000872,3000,,,,,,,A,,494,PD,Ccu,,,,,,,,,,,X,,,,,,,,,,
100,MAT0001252,3001,,,,,,,A,,565,MRP,GuD,,,,,,,,,,,,,,,,,,,,,
100,MAT0000631,2001,,,,,,,,,804,VB,ueC,,,,,,,,,,,,,,,,,,,,,
100,MAT0000624,3000,,,,,,,,,764,VB,NfB,,,,,,,,,,,X,,,,,,,,,,
100,MAT0000760,5001,,,,,,,,,409,PD,RFR,,,,,,,,,,,,,,,,,,,,,
100,MAT0000736,1000,,,,,,,C,,713,,kFD,,,,,,,,,,,,,,,,,,,,,
100,MAT0001924,5001,,,,,,,A,,005,VB,Wrs,,,,,,,,,,,,,,,,,,,,,
100,MAT0001641,5000,,,,,,,B,,016,,gqj,,,,,,,,,,,,,,,,,,,,,
100,MAT0000619,2000,,,,,,,,,580,MRP,xsk,,,,,,,,,,,,,,,,,,,,,
100,MAT0001483,3000,,,,,,,C,,647,,fHv,,,,,,,,,,,,,,,,,,,,,
100,MAT0001688,4000,,,,,,,A,,610,VB,pSx,,,,,,,,,,,X,,,,,,,,,,
100,MAT0001940,3000,,,,,,,B,,159,PD,CuX,,,,,,,,,,,X,,,,,,,,,,
100,MAT0000177,1000,,,,,,,B,,243,,StR,,,,,,,,,,,X,,,,,,,,,,
100,MAT0001045,5001,,,,,,,,,671,MRP,BRD,,,,,,,,,,,,,,,,,,,,,
100,MAT0000933,1000,,,,,,,C,,685,MRP,bzH,,,,,,,,,,,,,,,,,,,,,
100,MAT0000980,2000,,,,,,,B,,346,VB,lBn,,,,,,,,,,,,,,,,,,,,,
100,MAT0001919,2001,,,,,,,,,928,,VeG,,,,,,,,,,,,,,,,,,,,,
100,MAT0001547,3000,,,,,,,A,,477,VB,FFz,,,,,,,,,,,,,,,,,,,,,
100,MAT0000500,1001,,,,,,,,,077,PD,FBd,,,,,,,,,,,,,,,,,,,,,
100,MAT0001275,1002,,,,,,,C,,103,VB,iBH,,,,,,,,,,,X,,,,,,,,,,
100,MAT0001714,1001,,,,,,,C,,424,,bsv,,,,,,,,,,,X,,,,,,,,,,
100,MZ-FG-R300,2001,,,,,,,A,,687,VB,lPw,,,,,,,,,,,X,,,,,,,,,,
100,MAT0000978,4000,,,,,,,C,,984,PD,uPk,,,,,,,,,,,,,,,,,,,,,
100,MAT0000141,5001,,,,,,,,,577,,DJn,,,,,,,,,,,X,,,,,,,,,,
100,MAT0001007,3000,,,,,,,A,,545,VB,NbI,,,,,,,,,,,X,,,,,,,,,,
100,MAT0000514,1002,,,,,,,A,,469,,yTQ,,,,,,,,,,,,,,,,,,,,,
100,MAT0000109,2000,,,,,,,B,,683,VB,fMS,,,,,,,,,,,X,,,,,,,,,,
100,MAT0000858,2001,,,,,,,A,,176,,pmi,,,,,,,,,,,,,,,,,,,,,
100,MZ-FG-R100,5000,,,,,,,A,,394,,VOV,,,,,,,,,,,X,,,,,,,,,,
100,MAT0001836,3000,,,,,,,B,,333,VB,UFG,,,,,,,,,,,X,,,,,,,,,,
100,MAT0001383,1001,,,,,,,B,,666,VB,VWO,,,,,,,,,,,X,,,,,,,,,,
100,MAT0001411,5001,,,,,,,B,,907,PD,PCv,,,,,,,,,,,X,,,,,,,,,,
100,MAT0000794,1000,,,,,,,A,,048,PD,jqK,,,,,,,,,,,X,,,,,,,,,,
100,MAT0001501,4000,,,,,,,A,,191,PD,wIP,,,,,,,,,,,X,,,,,,,,,,
100,MAT0000036,1000,,,,,,,,,371,PD,MqG,,,,,,,,,,,X,,,,,,,,,,
100,MAT0001500,3001,,,,,,,C,,780,VB,NyB,,,,,,,,,,,X,,,,,,,,,,
100,MAT0001044,3000,,,,,,,C,,098,PD,ZsD,,,,,,,,,,,X,,,,,,,,,,
100,MAT0000602,2001,,,,,,,A,,452,PD,zeF,,,,,,,,,,,X,,,,,,,,,,
100,MAT0001966,2001,,,,,,,B,,288,VB,AnF,,,,,,,,,,,,,,,,,,,,,
100,MAT0001664,1002,,,,,,,C,,323,MRP,aHe,,,,,,,,,,,,,,,,,,,,,
100,MAT0001651,5001,,,,,,,A,,254,,rWX,,,,,,,,,,,X,,,,,,,,,,
100,MZ-TG-A27,5001,,,,,,,A,,080,PD,WwI,,,,,,,,,,,,,,,,,,,,,
100,MAT0000242,1000,,,,,,,B,,763,,lkP,,,,,,,,,,,X,,,,,,,,,,
100,MAT0000234,5001,,,,,,,A,,988,PD,UNa,,,,,,,,,,,X,,,,,,,,,,
100,MAT0001771,1002,,,,,,,,,189,VB,iCg,,,,,,,,,,,X,,,,,,,,,,
100,MAT0001198,2001,,,,,,,C,,606,PD,NLj,,,,,,,,,,,,,,,,,,,,,
100,MAT0000102,3000,,,,,,,C,,035,VB,Hqs,,,,,,,,,,,,,,,,,,,,,
100,MAT0000833,2001,,,,,,,A,,160,,zbJ,,,,,,,,,,,,,,,,,,,,,
100,MAT0000368,5001,,,,,,,,,839,PD,zhj,,,,,,,,,,,X,,,,,,,,,,
100,MAT0000403,1002,,,,,,,B,,679,,UjJ,,,,,,,,,,,X,,,,,,,,,,
100,MAT0001296,2001,,,,,,,A,,208,,vtR,,,,,,,,,,,X,,,,,,,,,,
100,MAT0001905,5000,,,,,,,,,145,VB,fxS,,,,,,,,,,,X,,,,,,,,,,
100,MAT0001494,3001,,,,,,,,,322,MRP,iIg,,,,,,,,,,,X,,,,,,,,,,
100,MAT0000820,3001,,,,,,,,,933,PD,COF,,,,,,,,,,,X,,,,,,,,,,
100,MAT0001871,3000,,,,,,,C,,344,,dcX,,,,,,,,,,,X,,,,,,,,,,
100,MAT0001004,1000,,,,,,,,,333,VB,vlC,,,,,,,,,,,X,,,,,,,,,,
100,MAT0001776,5000,,,,,,,C,,003,MRP,DAG,,,,,,,,,,,,,,,,,,,,,
100,MAT0000210,1002,,,,,,,,,182,,gzA,,,,,,,,,,,X,,,,,,,,,,
100,MAT0001261,1000,,,,,,,,,519,PD,mCB,,,,,,,,,,,,,,,,,,,,,
100,MAT0000729,1000,,,,,,,,,697,VB,eil,,,,,,,,,,,X,,,,,,,,,,
100,MAT0001691,1000,,,,,,,B,,842,MRP,Yvl,,,,,,,,,,,,,,,,,,,,,
100,MAT0001799,5000,,,,,,,B,,417,MRP,bIK,,,,,,,,,,,X,,,,,,,,,,
100,MAT0001520,1000,,,,,,,B,,082,MRP,UMn,,,,,,,,,,,X,,,,,,,,,,
100,MAT0000358,1001,,,,,,,,,363,PD,cJm,,,,,,,,,,,X,,,,,,,,,,
100,MAT0001661,5001,,,,,,,,,022,PD,Bhs,,,,,,,,,,,,,,,,,,,,,
100,MAT0001853,1001,,,,,,,B,,764,VB,VHR,,,,,,,,,,,X,,,,,,,,,,
100,MAT0000008,2001,,,,,,,A,,984,MRP,DDj,,,,,,,,,,,,,,,,,,,,,
100,MAT0001297,1000,,,,,,,A,,449,PD,JqX,,,,,,,,,,,X,,,,,,,,,,
200,MAT0001926,5000,,,,,,,A,,145,VB,tmc,,,,,,,,,,,X,,,,,,,,,,
100,MAT0000216,5000,,,,,,,B,,996,PD,PZu,,,,,,,,,,,,,,,,,,,,,
100,MAT0000708,3000,,,,,,,,,536,VB,fPn,,,,,,,,,,,,,,,,,,,,,
100,MAT0001006,1002,,,,,,,B,,425,MRP,nVo,,,,,,,,,,,,,,,,,,,,,
100,MAT0001709,4000,,,,,,,B,,796,MRP,HJm,,,,,,,,,,,,,,,,,,,,,
100,MAT0001254,3001,,,,,,,A,,971,MRP,wJk,,,,,,,,,,,X,,,,,,,,,,
100,MAT0001450,5001,,,,,,,,,877,VB,hvX,,,,,,,,,,,X,,,,,,,,,,
100,MAT0001944,1000,,,,,,,C,,782,VB,zIJ,,,,,,,,,,,,,,,,,,,,,
100,MAT0001830,3000,,,,,,,A,,214,VB,saX,,,,,,,,,,,X,,,,,,,,,,
100,MAT0000553,2001,,,,,,,C,,776,VB,OuK,,,,,,,,,,,X,,,,,,,,,,
100,MAT0001909,3001,,,,,,,C,,392,,vfJ,,,,,,,,,,,X,,,,,,,,,,
200,MAT0001156,3001,,,,,,,A,,775,,MqN,,,,,,,,,,,,,,,,,,,,,
100,MAT0000628,1001,,,,,,,B,,913,VB,fHs,,,,,,,,,,,,,,,,,,,,,
100,MAT0000211,2000,,,,,,,B,,401,MRP,LoU,,,,,,,,,,,X,,,,,,,,,,
100,MAT0001875,1001,,,,,,,B,,826,VB,iOs,,,,,,,,,,,X,,,,,,,,,,
100,MAT0000213,5001,,,,,,,,,614,,mLl,,,,,,,,,,,,,,,,,,,,,
100,MAT0000154,4000,,,,,,,,,716,PD,ahw,,,,,,,,,,,X,,,,,,,,,,
100,MAT0001081,3001,,,,,,,A,,108,,mDz,,,,,,,,,,,,,,,,,,,,,
100,MAT0001829,3001,,,,,,,A,,779,PD,Uvw,,,,,,,,,,,,,,,,,,,,,
100,MAT0000433,1001,,,,,,,C,,299,PD,yaB,,,,,,,,,,,X,,,,,,,,,,
100,MAT0000566,1000,,,,,,,C,,855,,Zhf,,,,,,,,,,,X,,,,,,,,,,
100,MAT0000433,5000,,,,,,,B,,988,MRP,EvY,,,,,,,,,,,X,,,,,,,,,,
100,MAT0001405,5001,,,,,,,A,,750,VB,dGP,,,,,,,,,,,,,,,,,,,,,
100,MAT0000225,1002,,,,,,,B,,306,MRP,JgF,,,,,,,,,,,X,,,,,,,,,,
100,MAT0000576,2000,,,,,,,,,006,,bUu,,,,,,,,,,,,,,,,,,,,,
100,MAT0000734,3000,,,,,,,A,,103,MRP,dpI,,,,,,,,,,,,,,,,,,,,,
100,MAT0000584,1001,,,,,,,B,,474,,Lwg,,,,,,,,,,,,,,,,,,,,,
100,MAT0001711,1001,,,,,,,C,,887,MRP,ORs,,,,,,,,,,,,,,,,,,,,,
100,MAT0000545,3001,,,,,,,,,952,,DaQ,,,,,,,,,,,,,,,,,,,,,
100,MAT0001866,2001,,,,,,,B,,331,VB,VwO,,,,,,,,,,,,,,,,,,,,,
100,MAT0001873,5001,,,,,,,B,,070,PD,pWI,,,,,,,,,,,,,,,,,,,,,
100,MAT0000107,2000,,,,,,,,,341,PD,FkS,,,,,,,,,,,,,,,,,,,,,
100,MAT0001930,5000,,,,,,,C,,660,PD,JOn,,,,,,,,,,,X,,,,,,,,,,
100,MAT0001392,3000,,,,,,,,,647,,maB,,,,,,,,,,,X,,,,,,,,,,
100,MAT0000569,3000,,,,,,,B,,805,VB,BkX,,,,,,,,,,,X,,,,,,,,,,
100,MAT0000810,2001,,,,,,,A,,270,PD,WQP,,,,,,,,,,,,,,,,,,,,,
100,MAT0000429,5001,,,,,,,A,,290,VB,mfb,,,,,,,,,,,X,,,,,,,,,,
100,MAT0001509,2001,,,,,,,A,,990,MRP,GSC,,,,,,,,,,,,,,,,,,,,,
100,MAT0000066,1001,,,,,,,A,,039,MRP,fis,,,,,,,,,,,X,,,,,,,,,,
100,MAT0000313,1000,,,,,,,,,223,MRP,oqE,,,,,,,,,,,X,,,,,,,,,,
100,MAT0000292,3001,,,,,,,A,,125,VB,lSu,,,,,,,,,,,,,,,,,,,,,
100,MAT0001243,5001,,,,,,,,,569,MRP,iVC,,,,,,,,,,,,,,,,,,,,,
100,MAT0000978,5001,,,,,,,A,,788,,YNg,,,,,,,,,,,X,,,,,,,,,,
100,MAT0000206,1001,,,,,,,A,,646,,BrJ,,,,,,,,,,,X,,,,,,,,,,
100,MAT0001242,1000,,,,,,,A,,298,VB,VyV,,,,,,,,,,,,,,,,,,,,,
100,MAT0001552,1002,,,,,,,A,,761,,SEd,,,,,,,,,,,,,,,,,,,,,
100,MAT0001818,1000,,,,,,,B,,028,,BRX,,,,,,,,,,,,,,,,,,,,,
100,MAT0000990,1002,,,,,,,C,,173,VB,gtE,,,,,,,,,,,,,,,,,,,,,
100,MAT0000857,1001,,,,,,,C,,008,VB,PTo,,,,,,,,,,,X,,,,,,,,,,
100,MAT0001874,5000,,,,,,,,,563,MRP,Nkb,,,,,,,,,,,,,,,,,,,,,
100,MAT0000572,2000,,,,,,,C,,347,,dYL,,,,,,,,,,,,,,,,,,,,,
100,MAT0001481,5000,,,,,,,C,,642,MRP,ukr,,,,,,,,,,,,,,,,,,,,,
100,MAT0001013,3001,,,,,,,,,847,VB,BQN,,,,,,,,,,,X,,,,,,,,,,
100,MAT0000527,2000,,,,,,,A,,325,,YzW,,,,,,,,,,,X,,,,,,,,,,
100,MAT0001554,2000,,,,,,,,,375,,EhY,,,,,,,,,,,,,,,,,,,,,
100,MAT0000907,2001,,,,,,,,,472,VB,acV,,,,,,,,,,,,,,,,,,,,,
100,MAT0001119,5001,,,,,,,A,,929,,voT,,,,,,,,,,,X,,,,,,,,,,
100,MAT0000497,2000,,,,,,,C,,264,,mUN,,,,,,,,,,,X,,,,,,,,,,
100,MAT0000970,4000,,,,,,,B,,356,MRP,ngS,,,,,,,,,,,,,,,,,,,,,
100,MAT0000073,2000,,,,,,,A,,294,VB,WOZ,,,,,,,,,,,,,,,,,,,,,
100,MAT0000140,5001,,,,,,,A,,072,PD,fDV,,,,,,,,,,,,,,,,,,,,,
100,MAT0000021,2000,,,,,,,B,,003,VB,doq,,,,,,,,,,,X,,,,,,,,,,
100,MAT0000386,1002,,,,,,,C,,659,VB,dPp,,,,,,,,,,,X,,,,,,,,,,
100,MAT0000082,1000,,,,,,,A,,813,PD,PiX,,,,,,,,,,,X,,,,,,,,,,
100,MAT0001888,5000,,,,,,,C,,013,MRP,dfU,,,,,,,,,,,,,,,,,,,,,
100,MAT0000254,5000,,,,,,,,,197,PD,aTE,,,,,,,,,,,,,,,,,,,,,
100,MAT0000389,2001,,,,,,,A,,285,,TgR,,,,,,,,,,,X,,,,,,,,,,
100,MAT0001812,5001,,,,,,,,,857,,jhw,,,,,,,,,,,,,,,,,,,,,
100,MAT0001020,3000,,,,,,,C,,136,PD,ndE,,,,,,,,,,,,,,,,,,,,,
100,MAT0001278,3001,,,,,,,C,,503,,lzk,,,,,,,,,,,,,,,,,,,,,
100,MAT0001496,5000,,,,,,,C,,930,PD,Ihk,,,,,,,,,,,X,,,,,,,,,,
100,MAT0000193,3000,,,,,,,B,,372,MRP,GRD,,,,,,,,,,,,,,,,,,,,,
100,MAT0001023,1000,,,,,,,,,965,MRP,CQe,,,,,,,,,,,,,,,,,,,,,
100,MAT0001405,5000,,,,,,,B,,837,VB,YlY,,,,,,,,,,,,,,,,,,,,,
100,MAT0001385,1002,,,,,,,A,,106,,SbD,,,,,,,,,,,X,,,,,,,,,,
100,MAT0000951,1000,,,,,,,C,,600,,QiR,,,,,,,,,,,,,,,,,,,,,
100,MAT0001754,4000,,,,,,,C,,594,VB,MsQ,,,,,,,,,,,,,,,,,,,,,
100,MAT0000298,2001,,,,,,,C,,831,,Xvc,,,,,,,,,,,,,,,,,,,,,
100,MAT0000840,1001,,,,,,,,,639,PD,ASt,,,,,,,,,,,,,,,,,,,,,
100,MAT0001235,2000,,,,,,,C,,580,MRP,rZn,,,,,,,,,,,X,,,,,,,,,,
100,MAT0000096,4000,,,,,,,A,,312,VB,ydf,,,,,,,,,,,X,,,,,,,,,,
100,MAT0001289,3000,,,,,,,C,,725,,IBZ,,,,,,,,,,,,,,,,,,,,,
100,MAT0001950,3000,,,,,,,C,,166,,xyd,,,,,,,,,,,,,,,,,,,,,
100,MAT0001885,3000,,,,,,,B,,890,MRP,WRb,,,,,,,,,,,X,,,,,,,,,,
100,MAT0000557,1001,,,,,,,B,,041,PD,KmG,,,,,,,,,,,,,,,,,,,,,
100,MAT0001544,2001,,,,,,,B,,019,,tjC,,,,,,,,,,,,,,,,,,,,,
100,MAT0000377,2000,,,,,,,C,,032,VB,dKA,,,,,,,,,,,,,,,,,,,,,
100,MAT0001208,1000,,,,,,,A,,148,VB,hRo,,,,,,,,,,,,,,,,,,,,,
100,MAT0001102,1000,,,,,,,A,,888,VB,UMN,,,,,,,,,,,X,,,,,,,,,,
100,MAT0000329,3000,,,,,,,A,,139,VB,LaU,,,,,,,,,,,X,,,,,,,,,,
100,MAT0000383,3001,,,,,,,A,,209,MRP,Tgx,,,,,,,,,,,X,,,,,,,,,,
100,MAT0000604,1002,,,,,,,,,072,PD,WZk,,,,,,,,,,,X,,,,,,,,,,
100,MAT0000738,1002,,,,,,,B,,740,MRP,rbw,,,,,,,,,,,,,,,,,,,,,
100,MAT0000107,3000,,,,,,,,,257,MRP,hvu,,,,,,,,,,,,,,,,,,,,,
100,MAT0001689,5001,,,,,,,C,,666,MRP,ehF,,,,,,,,,,,,,,,,,,,,,
100,MAT0001599,5001,,,,,,,A,,166,PD,oMs,,,,,,,,,,,,,,,,,,,,,
100,MAT0000549,1000,,,,,,,,,843,VB,MaS,,,,,,,,,,,,,,,,,,,,,
100,MAT0000375,2000,,,,,,,C,,841,MRP,Oqc,,,,,,,,,,,,,,,,,,,,,
