MANDT,MATNR,ERSDA,ERNAM,LAEDA,AENAM,MTART,MBRSH,MATKL,MEINS,BSTME,ZEINR,ZEIVR,ZEIFO,AESZN,BLANZ,FERTH,FORMT,NORMT,LABOR,EKWSL,BRGEW,GEWEI,NTGEW,VOLUM,VOLEH,BEHVO,RAUBE,TEMPB,DISST,TRAGR,STOFF,SPART,VHART,FUELG,IPRKZ,RDPRF,MHDRZ,MHDLP,MHDLF,BWVOR,BWSCL,SAISO,ETIAR,ETIFO,ENTAR,EAN11,NUMTP,LAENG,BREIT,HOEHE,MEABM,PRDHA,CADKZ,ERGEW,ERVOLM,WERKS,LMEINS,BRGEW2,GEWEI2
100,MAT0000973,20240820,raymondbonne,20260511,nakagawahana,ERSA,R,310930,EA,EA,,,,,,,,,,,530.932,KG,477.839,71.041,CM3,,,,,,,02,,,,,,,,,,,,,,9483923523091,,171.8,31.3,30.3,M,,,,,2000,,,
100,MAT0000974,20181115,shoheiokamot,20260411,william73,ROH,C,059020,KG,KG,,,,,,,,,,,915.372,KG,823.835,88.411,M3,,,,,,,04,,,,,,,,,,,,,,6358993930267,,159.5,71.1,22.0,CM,,,,,5000,,,
100,MAT0000975,20140330,richard90,20251125,yoshidakaori,HIBE,R,392529,L,L,,,,,,,,,,,503.3,KG,452.97,62.274,CM3,,,,,,,03,,,,,,,,,,,,,,1003778838522,,136.0,97.9,173.0,IN,,,,,5000,,,
100,MAT0000976,20191023,maisuzuki,20240627,yuisaito,FERT,M,625496,M,M,,,,,,,,,,,499.074,KG,449.167,45.389,L,,,,,,,02,,,,,,,,,,,,,,7848062086388,,125.3,85.4,48.9,CM,,,,,5001,,,
100,MAT0000977,07.05.2019,cynthiahall,20260521,kblack,NLAG,M,609156,L,L,,,,,,,,,,,389.305,KG,350.375,11.24,L,,,,,,,03,,,,,,,,,,,,,,9528046648730,,196.5,195.6,36.5,CM,,,,,3001,,,
100,MAT0000978,30.07.2011,bhoevel,20241215,itoyuta,NLAG,E,346213,EA,EA,,,,,,,,,,,464.182,KG,417.764,52.6,L,,,,,,,01,,,,,,,,,,,,,,1326972736853,,29.1,123.2,166.0,IN,,,,,1000,,,
100,MAT0000979,21.02.2019,fbrunel,20251120,chiyo52,ROH,M,973272,KG,KG,,,,,,,,,,,958.457,KG,862.611,11.292,L,,,,,,,00,,,,,,,,,,,,,,5297155470290,,25.2,196.5,76.1,M,,,,,2000,,,
100,MAT0000980,20250426,kevin43,20250307,daniela78,VERP,C,873146,EA,EA,,,,,,,,,,,791.986,KG,712.787,12.888,CM3,,,,,,,01,,,,,,,,,,,,,,3320290380604,,129.7,54.3,61.7,M,,,,,5000,,,
100,MAT0000981,20240328,macedobeatri,20250815,bernadette96,ROH,M,552264,M,M,,,,,,,,,,,628.18,KG,565.362,80.621,CM3,,,,,,,02,,,,,,,,,,,,,,5714359352431,,189.8,198.9,99.4,IN,,,,,4000,,,
200,MAT0000982,20240507,bartholomaeu,20240828,olivia47,HIBE,R,720655,ST,ST,,,,,,,,,,,500.901,KG,450.811,64.254,M3,,,,,,,02,,,,,,,,,,,,,,0981067695913,,16.2,94.0,161.1,M,,,,,2000,,,
100,MAT0000983,02.05.2017,klosekann,20241118,heuserkristi,HALB,M,703385,M2,M2,,,,,,,,,,,561.409,KG,505.268,64.921,M3,,,,,,,02,,,,,,,,,,,,,,8179963217748,,158.7,19.2,103.9,IN,,,,,1001,,,
100,MAT0000984,04.05.2014,reginald78,20250105,natashacarpe,HALB,M,617147,M3,M3,,,,,,,,,,,219.346,KG,197.411,57.466,CM3,,,,,,,01,,,,,,,,,,,,,,8680704812776,,190.8,105.4,184.3,CM,,,,,2000,,,
100,MAT0000985,20220709,allenhazel,20260422,diashadassa,DIEN,F,316954,EA,EA,,,,,,,,,,,564.732,KG,508.259,85.753,M3,,,,,,,04,,,,,,,,,,,,,,3932507213287,,4.6,186.9,153.9,M,,,,,1000,,,
100,MAT0000986,19.09.2022,ameliawalter,20260319,tdaniel,ROH,A,377258,PC,PC,,,,,,,,,,,273.476,KG,246.128,88.163,L,,,,,,,03,,,,,,,,,,,,,,1361159863700,,134.3,90.9,17.1,IN,,,,,2001,,,
100,MAT0000987,17.08.2020,xgunpf,20260409,bjunitz,ROH,F,670744,EA,EA,,,,,,,,,,,279.878,KG,251.89,99.269,M3,,,,,,,01,,,,,,,,,,,,,,1500853059976,,104.1,99.5,124.5,CM,,,,,5000,,,
100,MAT0000988,15.02.2019,umarie,20250127,hayashinaoki,ROH,M,944324,EA,EA,,,,,,,,,,,356.312,KG,320.681,36.809,L,,,,,,,03,,,,,,,,,,,,,,5692058456349,,17.5,122.7,119.4,M,,,,,2000,,,
100,MAT0000989,15.01.2014,flantzhans-m,20250325,antoine20,ERSA,F,032691,L,L,,,,,,,,,,,665.981,KG,599.383,17.525,L,,,,,,,04,,,,,,,,,,,,,,5374130021132,,84.8,153.7,190.2,M,,,,,2000,,,
100,MAT0000990,20120802,smithcourtne,20240917,schomberrigo,VERP,E,600557,M2,M2,,,,,,,,,,,157.11,KG,141.399,4.063,CM3,,,,,,,00,,,,,,,,,,,,,,2957419760385,,124.0,137.2,78.7,IN,,,,,2000,,,
100,MAT0000991,20131222,steffenritte,20260201,satoyui,FERT,E,810345,M3,M3,,,,,,,,,,,564.587,KG,508.128,0.085,CM3,,,,,,,04,,,,,,,,,,,,,,4899754316897,,82.7,166.5,121.3,M,,,,,3001,,,
100,MAT0000992,20251005,amanda48,20250611,ohermann,NLAG,F,352537,ST,ST,,,,,,,,,,,375.669,KG,338.102,41.299,CM3,,,,,,,02,,,,,,,,,,,,,,4560637748011,,102.1,21.4,121.7,IN,,,,,3000,,,
100,MAT0000993,01.10.2014,hertrampfcla,20240806,taro77,VERP,A,417829,L,L,,,,,,,,,,,221.366,KG,199.229,21.394,L,,,,,,,04,,,,,,,,,,,,,,5604588571140,,29.5,132.5,115.9,IN,,,,,2001,,,
100,MAT0000994,20240904,luke68,20260108,margot17,ROH,C,699423,EA,EA,,,,,,,,,,,900.013,KG,810.012,92.364,M3,,,,,,,02,,,,,,,,,,,,,,5697674089377,,126.5,111.6,137.5,IN,,,,,1001,,,
100,MAT0000995,27.08.2013,psuessebier,20260204,edussen-van,DIEN,E,514510,EA,EA,,,,,,,,,,,634.094,KG,570.685,12.501,M3,,,,,,,04,,,,,,,,,,,,,,0813498530290,,34.9,151.7,115.6,IN,,,,,1002,,,
100,MAT0000996,20111014,ubegum,20240812,karl-ludwigd,NLAG,F,030335,PC,PC,,,,,,,,,,,409.282,KG,368.354,19.12,CM3,,,,,,,03,,,,,,,,,,,,,,4245182165277,,119.9,195.2,128.1,M,,,,,1002,,,
100,MAT0000997,29.09.2014,corinnelegen,20250926,gibbslinda,HALB,C,306993,KG,KG,,,,,,,,,,,922.217,KG,829.995,29.585,L,,,,,,,03,,,,,,,,,,,,,,3578221623874,,42.7,49.4,140.6,M,,,,,5001,,,
100,MAT0000998,22.02.2018,maria-lizabr,20260131,kensywojciec,DIEN,M,666356,EA,EA,,,,,,,,,,,535.826,KG,482.243,17.169,M3,,,,,,,04,,,,,,,,,,,,,,1923284740723,,30.6,131.5,184.2,M,,,,,1000,,,
100,MAT0000999,02.10.2022,rbarbier,20250815,jmarques,NLAG,C,727784,M3,M3,,,,,,,,,,,278.739,KG,250.865,24.193,CM3,,,,,,,01,,,,,,,,,,,,,,7320010689228,,121.9,27.7,181.6,CM,,,,,5001,,,
100,MAT0001000,20220929,cunninghamta,20240629,sbigot,ERSA,M,607714,EA,EA,,,,,,,,,,,970.803,KG,873.723,86.376,CM3,,,,,,,04,,,,,,,,,,,,,,2434006188147,,153.5,60.7,153.9,IN,,,,,1002,,,
100,MAT0001001,09.08.2015,jonesbilly,20250702,bernard75,FERT,R,464524,EA,EA,,,,,,,,,,,882.988,KG,794.689,74.938,CM3,,,,,,,04,,,,,,,,,,,,,,8742084464348,,79.0,53.1,91.4,IN,,,,,5001,,,
100,MAT0001002,22.02.2018,plegros,20241124,henryhughes,DIEN,A,961110,ST,ST,,,,,,,,,,,270.379,KG,243.341,34.081,M3,,,,,,,03,,,,,,,,,,,,,,3891731386535,,190.9,119.6,169.2,M,,,,,2000,,,
100,MAT0001003,05.09.2018,hsmith,20251018,louisecox,ERSA,E,005813,EA,EA,,,,,,,,,,,989.675,KG,890.707,63.067,CM3,,,,,,,03,,,,,,,,,,,,,,8086155500680,,97.8,190.8,120.5,CM,,,,,3000,,,
100,MAT0001004,20210403,soedingirmi,20260130,bethcross,DIEN,R,116394,PC,PC,,,,,,,,,,,39.037,KG,35.133,32.503,M3,,,,,,,03,,,,,,,,,,,,,,5816285313828,,159.0,19.1,107.7,IN,,,,,2001,,,
100,MAT0001005,20121115,anthony16,20241026,rileytodd,NLAG,E,695929,L,L,,,,,,,,,,,712.398,KG,641.158,1.24,L,,,,,,,03,,,,,,,,,,,,,,1455590703623,,132.7,160.8,183.9,IN,,,,,4000,,,
100,MAT0001006,14.10.2011,michellemend,20240825,jadams,HALB,A,177823,EA,EA,,,,,,,,,,,455.144,KG,409.63,8.753,M3,,,,,,,03,,,,,,,,,,,,,,4592364867376,,154.8,163.6,175.7,M,,,,,5001,,,
100,MAT0001007,31.03.2014,silveiraluan,20251106,krose,DIEN,R,020311,KG,KG,,,,,,,,,,,482.117,KG,433.905,3.279,L,,,,,,,01,,,,,,,,,,,,,,8263254113816,,19.9,105.6,127.0,M,,,,,5001,,,
100,MAT0001008,16.09.2025,martinscarol,20250321,arnaudcapuci,FERT,E,155941,ST,ST,,,,,,,,,,,979.462,KG,881.516,63.724,L,,,,,,,01,,,,,,,,,,,,,,5345966744717,,39.6,121.9,179.2,M,,,,,1001,,,
100,MAT0001009,26.10.2023,sdias,20250208,morijun,HIBE,A,349174,EA,EA,,,,,,,,,,,625.351,KG,562.816,33.723,L,,,,,,,04,,,,,,,,,,,,,,5929269996099,,143.5,92.6,35.5,M,,,,,5001,,,
100,MAT0001010,20200215,josetteandre,20260509,richard11,VERP,C,773122,M2,M2,,,,,,,,,,,100.971,KG,90.874,23.909,L,,,,,,,03,,,,,,,,,,,,,,4609667082006,,118.3,38.6,43.7,M,,,,,1000,,,
100,MAT0001011,07.06.2012,cookphilip,20251223,yschleich,HALB,M,445781,KG,KG,,,,,,,,,,,518.362,KG,466.526,56.871,L,,,,,,,03,,,,,,,,,,,,,,7145625269098,,23.7,141.7,177.6,M,,,,,3001,,,
100,MAT0001012,14.03.2025,angeladixon,20250810,jrodrigues,FERT,E,621753,PC,PC,,,,,,,,,,,822.934,KG,740.641,11.192,L,,,,,,,04,,,,,,,,,,,,,,0004180887291,,67.5,97.2,80.0,IN,,,,,4000,,,
100,MAT0001013,20130807,silvapedro-l,20241107,albersmirko,ROH,F,046252,KG,KG,,,,,,,,,,,61.484,KG,55.336,68.002,M3,,,,,,,00,,,,,,,,,,,,,,7389972028933,,144.6,4.2,108.5,M,,,,,5000,,,
100,MAT0001014,12.10.2025,millerrebecc,20260407,yamaguchiyos,DIEN,R,942185,KG,KG,,,,,,,,,,,724.271,KG,651.844,7.645,M3,,,,,,,03,,,,,,,,,,,,,,2453080280059,,158.9,58.2,87.3,CM,,,,,1001,,,
100,MAT0001015,10.10.2021,taichinakamu,20250512,janice37,VERP,F,776607,M2,M2,,,,,,,,,,,938.589,KG,844.73,70.511,L,,,,,,,03,,,,,,,,,,,,,,4289692862066,,121.2,74.8,191.5,M,,,,,1000,,,
100,MAT0001016,20230207,maria-alice8,20251222,matthewperez,FERT,R,726269,M,M,,,,,,,,,,,900.8,KG,810.72,72.018,CM3,,,,,,,04,,,,,,,,,,,,,,9248754593077,,110.0,128.0,135.2,M,,,,,4000,,,
100,MAT0001017,04.10.2012,udas-neves,20250416,sofia97,ERSA,A,133591,M2,M2,,,,,,,,,,,852.057,KG,766.851,89.316,CM3,,,,,,,04,,,,,,,,,,,,,,7427586282096,,179.6,87.5,24.7,M,,,,,1001,,,
100,MAT0001018,20160428,tanakayoichi,20251005,maria-eduard,VERP,A,407650,M2,M2,,,,,,,,,,,612.254,KG,551.029,47.408,M3,,,,,,,02,,,,,,,,,,,,,,4137892590664,,155.7,96.6,59.1,M,,,,,2001,,,
100,MAT0001019,20190725,renata09,20241024,davi-luccaar,HIBE,R,374895,EA,EA,,,,,,,,,,,665.106,KG,598.595,28.114,L,,,,,,,04,,,,,,,,,,,,,,3923734670691,,115.6,33.6,178.2,IN,,,,,2000,,,
100,MAT0001020,19.03.2021,joyce08,20260505,khanjosh,NLAG,R,219195,L,L,,,,,,,,,,,966.3,KG,869.67,63.87,L,,,,,,,01,,,,,,,,,,,,,,7163388335478,,12.5,76.8,51.7,IN,,,,,5000,,,
100,MAT0001021,09.08.2019,hhornig,20260223,james03,ROH,E,133933,ST,ST,,,,,,,,,,,824.275,KG,741.847,80.516,CM3,,,,,,,02,,,,,,,,,,,,,,8797022573286,,158.5,115.9,108.3,M,,,,,3000,,,
100,MAT0001022,20111230,berta54,20241206,timothyreed,HIBE,F,674868,M,M,,,,,,,,,,,636.363,KG,572.727,27.897,M3,,,,,,,04,,,,,,,,,,,,,,2111653374900,,31.0,143.7,47.3,CM,,,,,1000,,,
100,MAT0001023,20170812,abouchet,20250827,lorraine83,VERP,C,574590,PC,PC,,,,,,,,,,,234.494,KG,211.045,42.22,L,,,,,,,01,,,,,,,,,,,,,,1530705459876,,126.0,122.8,80.3,IN,,,,,1000,,,
100,MAT0001024,20180715,hhernandez,20250216,liam35,ERSA,A,422724,EA,EA,,,,,,,,,,,478.601,KG,430.741,31.13,L,,,,,,,04,,,,,,,,,,,,,,0080505269447,,34.8,123.1,32.2,CM,,,,,3000,,,
100,MAT0001025,03.07.2025,billy65,20250426,josephine10,HALB,F,622319,L,L,,,,,,,,,,,594.307,KG,534.876,63.703,CM3,,,,,,,03,,,,,,,,,,,,,,9718447035127,,25.0,68.9,148.4,M,,,,,1002,,,
100,MAT0001026,05.07.2024,seangilbert,20250821,margueritero,ROH,A,683332,M,M,,,,,,,,,,,868.699,KG,781.829,51.15,CM3,,,,,,,04,,,,,,,,,,,,,,8376972436249,,97.3,108.5,84.8,IN,,,,,5000,,,
100,MAT0001027,20240621,bruce11,20250204,rachelharvey,ROH,R,088399,M3,M3,,,,,,,,,,,469.68,KG,422.712,10.383,CM3,,,,,,,04,,,,,,,,,,,,,,1712261661324,,57.3,83.7,27.6,M,,,,,5000,,,
100,MAT0001028,20150215,endokenichi,20260311,jacquelinebr,NLAG,A,115589,KG,KG,,,,,,,,,,,85.978,KG,77.38,27.584,CM3,,,,,,,03,,,,,,,,,,,,,,9410168653931,,144.2,31.7,25.4,M,,,,,3000,,,
100,MAT0001029,20171228,yoko70,20260206,hasegawayui,NLAG,E,695360,M,M,,,,,,,,,,,633.608,KG,570.247,78.902,M3,,,,,,,04,,,,,,,,,,,,,,8282586087923,,125.6,36.3,62.4,M,,,,,3000,,,
100,MAT0001030,07.11.2021,vanessaferna,20250128,pedrogarcia,ERSA,C,823517,ST,ST,,,,,,,,,,,767.803,KG,691.023,87.054,CM3,,,,,,,00,,,,,,,,,,,,,,5417547102220,,176.9,35.6,155.3,M,,,,,1002,,,
100,MAT0001031,08.02.2015,ellajuettner,20250312,ygibson,DIEN,M,740769,ST,ST,,,,,,,,,,,974.647,KG,877.182,51.502,L,,,,,,,02,,,,,,,,,,,,,,3296557833605,,86.5,85.5,73.7,CM,,,,,4000,,,
100,MAT0001032,20220408,henklore,20250922,grosmichele,FERT,R,318566,ST,ST,,,,,,,,,,,932.698,KG,839.428,62.783,L,,,,,,,01,,,,,,,,,,,,,,2069449311670,,164.5,145.4,116.6,CM,,,,,5001,,,
100,MAT0001033,20141121,takahashinao,20260425,edward46,DIEN,M,736214,M3,M3,,,,,,,,,,,250.892,KG,225.803,59.816,L,,,,,,,04,,,,,,,,,,,,,,7788856307322,,139.6,3.5,50.9,M,,,,,3001,,,
100,MAT0001034,20220309,shotasuzuki,20240819,shota67,HIBE,M,288180,M2,M2,,,,,,,,,,,518.64,KG,466.776,18.575,L,,,,,,,03,,,,,,,,,,,,,,6459938229184,,98.2,31.5,108.5,CM,,,,,3000,,,
100,MAT0001035,20151225,ida-cruz,20241210,paulnicholso,FERT,F,274772,EA,EA,,,,,,,,,,,973.013,KG,875.712,88.007,M3,,,,,,,03,,,,,,,,,,,,,,7385796510289,,91.9,144.2,178.5,CM,,,,,1001,,,
100,MAT0001036,02.01.2022,lucylambert,20241208,camposmarian,ROH,F,150842,M3,M3,,,,,,,,,,,829.962,KG,746.966,64.988,CM3,,,,,,,02,,,,,,,,,,,,,,0234573177481,,86.8,196.4,19.7,CM,,,,,3000,,,
100,MAT0001037,02.06.2014,henry36,20260515,dseip,HIBE,M,124582,PC,PC,,,,,,,,,,,702.523,KG,632.271,72.215,CM3,,,,,,,00,,,,,,,,,,,,,,9171597854381,,161.8,60.0,71.9,M,,,,,3001,,,
100,MAT0001038,20210414,yito,20250710,ofreeman,ROH,E,725201,M3,M3,,,,,,,,,,,420.15,KG,378.135,76.972,L,,,,,,,00,,,,,,,,,,,,,,7690991569544,,26.2,33.4,129.3,IN,,,,,1000,,,
100,MAT0001039,04.04.2025,kazuyafujita,20251110,jose-pedro89,HALB,C,290647,KG,KG,,,,,,,,,,,659.257,KG,593.331,8.502,CM3,,,,,,,02,,,,,,,,,,,,,,6141613162502,,160.4,46.7,93.2,M,,,,,1000,,,
100,MAT0001040,20110816,walkerdonald,20260423,upereira,HALB,C,329383,M,M,,,,,,,,,,,567.283,KG,510.555,69.235,L,,,,,,,03,,,,,,,,,,,,,,7659976937723,,88.8,104.1,40.6,CM,,,,,5000,,,
100,MAT0001041,20111124,albuquerquea,20250920,dborges,FERT,F,652292,ST,ST,,,,,,,,,,,725.427,KG,652.884,17.776,M3,,,,,,,02,,,,,,,,,,,,,,3273216598426,,149.7,99.2,196.8,IN,,,,,2000,,,
100,MAT0001042,20130119,charles24,20240728,lbrun,HIBE,R,805794,M3,M3,,,,,,,,,,,456.711,KG,411.04,31.259,CM3,,,,,,,04,,,,,,,,,,,,,,3732234816313,,80.2,14.4,69.6,M,,,,,2001,,,
100,MAT0001043,20211226,audrey26,20250227,da-pazmaria-,VERP,F,073127,EA,EA,,,,,,,,,,,890.868,KG,801.781,93.804,M3,,,,,,,02,,,,,,,,,,,,,,6433058862025,,47.8,167.1,170.0,M,,,,,1002,,,
100,MAT0001044,28.09.2014,heatheredwar,20260306,ksaito,HALB,C,619733,PC,PC,,,,,,,,,,,588.999,KG,530.099,90.512,M3,,,,,,,04,,,,,,,,,,,,,,1166254285095,,184.2,23.0,5.8,IN,,,,,5000,,,
100,MAT0001045,06.06.2015,leonardparke,20240901,grobinson,NLAG,M,467993,M3,M3,,,,,,,,,,,219.607,KG,197.646,39.908,CM3,,,,,,,03,,,,,,,,,,,,,,0778399051728,,160.0,138.4,165.3,CM,,,,,1001,,,
100,MAT0001046,20181203,celina70,20240702,christian23,DIEN,F,696359,PC,PC,,,,,,,,,,,846.532,KG,761.879,17.179,M3,,,,,,,03,,,,,,,,,,,,,,9489349837842,,121.5,79.6,39.7,M,,,,,5000,,,
100,MAT0001047,12.04.2024,umatsumoto,20250731,louiselee,NLAG,M,922460,PC,PC,,,,,,,,,,,359.456,KG,323.51,50.895,L,,,,,,,01,,,,,,,,,,,,,,7417615519682,,42.9,83.9,177.1,CM,,,,,1002,,,
100,MAT0001048,25.08.2025,wgomes,20250812,henry86,ERSA,M,427241,KG,KG,,,,,,,,,,,741.711,KG,667.54,63.742,M3,,,,,,,02,,,,,,,,,,,,,,5677366296771,,137.2,68.4,181.6,CM,,,,,1001,,,
100,MAT0001049,20120407,davi-luiz15,20250331,clemence92,FERT,E,312994,M2,M2,,,,,,,,,,,108.608,KG,97.747,6.696,M3,,,,,,,00,,,,,,,,,,,,,,3004335891699,,87.5,15.2,124.0,CM,,,,,2000,,,
200,MAT0001050,20190607,huebelljilja,20241229,claude75,ERSA,R,106198,M,M,,,,,,,,,,,905.581,KG,815.023,76.749,L,,,,,,,04,,,,,,,,,,,,,,8918118209685,,174.8,59.0,75.6,CM,,,,,3001,,,
100,MAT0001051,20250828,andrew56,20241019,katoasuka,VERP,E,063806,EA,EA,,,,,,,,,,,498.894,KG,449.005,14.109,CM3,,,,,,,00,,,,,,,,,,,,,,7776674821502,,38.6,54.1,102.5,CM,,,,,2000,,,
100,MAT0001052,20231227,taylortimoth,20260408,fujiiyoichi,HIBE,R,686431,PC,PC,,,,,,,,,,,294.33,KG,264.897,32.759,L,,,,,,,03,,,,,,,,,,,,,,5131984387629,,18.7,165.8,192.5,CM,,,,,5001,,,
100,MAT0001053,19.02.2016,hmorel,20251016,nrocha,NLAG,M,081017,M3,M3,,,,,,,,,,,995.606,KG,896.045,31.892,L,,,,,,,00,,,,,,,,,,,,,,1227560857373,,90.4,23.2,7.8,M,,,,,5000,,,
100,MAT0001054,20240322,zcox,20250221,hans-dieter4,NLAG,R,104405,M2,M2,,,,,,,,,,,113.934,KG,102.541,95.568,L,,,,,,,00,,,,,,,,,,,,,,3807520707023,,162.2,175.9,98.9,CM,,,,,1000,,,
100,MAT0001055,20211015,nohlmansphil,20250722,viviane61,ROH,C,180795,M,M,,,,,,,,,,,818.574,KG,736.717,21.373,L,,,,,,,00,,,,,,,,,,,,,,5163646656125,,13.3,122.1,44.7,M,,,,,5000,,,
100,MAT0001056,20150801,gael-henriqu,20260222,abbiebegum,ERSA,F,182260,M2,M2,,,,,,,,,,,163.591,KG,147.232,14.4,M3,,,,,,,03,,,,,,,,,,,,,,8738629058721,,2.8,59.8,172.2,CM,,,,,5000,,,
100,MAT0001057,20161202,christine27,20250809,vmcintosh,HIBE,R,164163,PC,PC,,,,,,,,,,,663.023,KG,596.721,72.625,M3,,,,,,,03,,,,,,,,,,,,,,2230986613606,,22.0,135.5,58.2,IN,,,,,3001,,,
100,MAT0001058,20171022,geraldgardin,20260418,jamiehill,HALB,C,577764,KG,KG,,,,,,,,,,,870.239,KG,783.215,36.422,M3,,,,,,,03,,,,,,,,,,,,,,9473219136692,,85.4,16.5,17.4,M,,,,,2001,,,
100,MAT0001059,18.01.2024,mle-goff,20260609,pietrocorrei,ERSA,A,383697,ST,ST,,,,,,,,,,,380.176,KG,342.158,42.541,M3,,,,,,,02,,,,,,,,,,,,,,3637606221842,,130.1,28.5,14.3,CM,,,,,5001,,,
100,MAT0001060,14.03.2013,thompsontony,20241217,farrelldanie,FERT,M,064661,M3,M3,,,,,,,,,,,353.438,KG,318.094,25.184,CM3,,,,,,,03,,,,,,,,,,,,,,6017902686403,,181.7,132.7,86.8,CM,,,,,3001,,,
100,MAT0001061,27.01.2015,taro43,20250726,asukaendo,NLAG,C,524103,KG,KG,,,,,,,,,,,539.321,KG,485.389,50.21,L,,,,,,,02,,,,,,,,,,,,,,3093466532250,,193.8,98.8,158.0,M,,,,,2001,,,
100,MAT0001062,20.02.2017,hiroshi48,20240904,enver22,HIBE,A,187938,M2,M2,,,,,,,,,,,926.125,KG,833.513,18.189,CM3,,,,,,,04,,,,,,,,,,,,,,7539968036491,,152.4,126.3,61.5,CM,,,,,1000,,,
100,MAT0001063,09.06.2025,tsubasa86,20251019,barthalmut,FERT,M,602080,L,L,,,,,,,,,,,828.898,KG,746.008,71.693,CM3,,,,,,,04,,,,,,,,,,,,,,7749753157687,,4.4,1.9,80.0,IN,,,,,4000,,,
100,MAT0001064,20240716,rjoubert,20250409,williamstony,HIBE,R,589119,M2,M2,,,,,,,,,,,872.516,KG,785.264,62.576,M3,,,,,,,00,,,,,,,,,,,,,,4872179389073,,41.5,1.4,92.6,IN,,,,,1002,,,
100,MAT0001065,01.12.2020,maikato,20260117,lfarrell,ERSA,F,465564,ST,ST,,,,,,,,,,,529.504,KG,476.554,29.91,M3,,,,,,,00,,,,,,,,,,,,,,2863463411749,,168.1,149.7,179.1,M,,,,,4000,,,
100,MAT0001066,20160115,rconradi,20250726,roehrichtlot,VERP,A,746386,PC,PC,,,,,,,,,,,686.455,KG,617.81,6.147,M3,,,,,,,03,,,,,,,,,,,,,,5906405273917,,79.5,4.5,14.7,CM,,,,,1000,,,
100,MAT0001067,20160628,kstumpf,20260111,ybaldwin,HALB,C,733228,M,M,,,,,,,,,,,722.166,KG,649.949,26.968,M3,,,,,,,00,,,,,,,,,,,,,,8490484286953,,24.2,189.5,154.2,IN,,,,,2000,,,
100,MAT0001068,25.11.2024,maria-laurac,20250330,gibsondanny,DIEN,C,510903,EA,EA,,,,,,,,,,,830.186,KG,747.167,47.058,L,,,,,,,01,,,,,,,,,,,,,,0585726326318,,28.7,182.0,26.3,CM,,,,,3000,,,
100,MAT0001069,17.11.2022,davi-lucasca,20250620,ymartins,DIEN,E,657587,M3,M3,,,,,,,,,,,583.306,KG,524.975,12.959,L,,,,,,,00,,,,,,,,,,,,,,2873288416553,,48.3,84.3,96.3,CM,,,,,5001,,,
100,MAT0001070,06.10.2022,sayuri38,20251109,eckehardwein,FERT,C,629382,M,M,,,,,,,,,,,426.997,KG,384.297,53.672,L,,,,,,,02,,,,,,,,,,,,,,2425950499502,,77.2,186.3,116.8,CM,,,,,3000,,,
100,MAT0001071,21.05.2022,pennywade,20240629,marymoss,HIBE,E,962227,M,M,,,,,,,,,,,399.871,KG,359.884,16.73,M3,,,,,,,03,,,,,,,,,,,,,,2403995467625,,22.9,80.8,181.6,CM,,,,,3001,,,
100,MAT0001072,23.05.2022,yasuhirokimu,20250315,colemanclare,VERP,C,299777,L,L,,,,,,,,,,,700.29,KG,630.261,47.581,M3,,,,,,,00,,,,,,,,,,,,,,0719876653707,,25.4,68.8,127.7,M,,,,,2001,,,
100,MAT0001073,18.12.2013,lorenzocaval,20251222,yukifujita,HIBE,R,815301,L,L,,,,,,,,,,,448.92,KG,404.028,61.817,M3,,,,,,,02,,,,,,,,,,,,,,7208371278483,,178.5,86.5,29.4,M,,,,,1002,,,
100,MAT0001074,20240403,toddfrances,20250827,lwilliams,DIEN,A,760037,L,L,,,,,,,,,,,933.977,KG,840.579,37.06,CM3,,,,,,,04,,,,,,,,,,,,,,2468508808609,,35.2,15.4,63.7,M,,,,,1000,,,
100,MAT0001075,20140225,da-pazmaya,20250530,sotaro00,ROH,F,901006,KG,KG,,,,,,,,,,,45.912,KG,41.321,2.465,M3,,,,,,,01,,,,,,,,,,,,,,4328601054632,,5.6,16.6,23.9,IN,,,,,1000,,,
100,MAT0001076,28.03.2012,hyoshida,20250427,freitasbenic,HIBE,M,075754,PC,PC,,,,,,,,,,,595.164,KG,535.648,99.972,CM3,,,,,,,00,,,,,,,,,,,,,,2698810763710,,106.6,192.8,10.0,IN,,,,,5001,,,
100,MAT0001077,18.07.2017,phillipsaust,20260426,ugonzalez,VERP,A,548364,ST,ST,,,,,,,,,,,786.261,KG,707.635,3.568,M3,,,,,,,01,,,,,,,,,,,,,,7956578122824,,37.2,13.0,166.7,CM,,,,,3000,,,
100,MAT0001078,20140210,ryoheifujii,20240831,michelle58,DIEN,E,766139,ST,ST,,,,,,,,,,,331.831,KG,298.648,51.859,CM3,,,,,,,00,,,,,,,,,,,,,,5385811982901,,7.3,150.5,108.3,CM,,,,,5001,,,
100,MAT0001079,20210331,patrick20,20260310,andythies,ERSA,R,812799,EA,EA,,,,,,,,,,,764.408,KG,687.967,83.253,L,,,,,,,03,,,,,,,,,,,,,,4318261599741,,194.3,17.8,199.5,M,,,,,2001,,,
100,MAT0001080,20110803,alice25,20240713,fmatsuda,FERT,E,173697,KG,KG,,,,,,,,,,,290.518,KG,261.466,76.943,CM3,,,,,,,02,,,,,,,,,,,,,,6906792277245,,177.7,18.5,18.5,CM,,,,,5001,,,
