MANDT,LIFNR,EKORG,WAERS,LIEFR,MINBW,KZABS,KZAUT,KZBESN,MEPRF,INCO1,INCO2,WEBRE,KZWBK,BOAUF,BOKRE,BOSPE,BOSTA,BOSPE2,UMSAE
100,0000001642,1000,KRW,,,,,,1,EXW,,X,,,,,,,
100,0000001141,4000,BRL,,,,,,,FCA,,,,,,,,,
100,0000000785,2000,CNY,,,,,,2,FCA,,X,,,,,,,
100,0000001050,2000,USD,,,,,,,FCA,,X,,,,,,,
100,0000001169,4000,AUD,,,,,,1,CIF,,X,,,,,,,
100,0000001763,2000,CHF,,,,,,2,DDP,,,,,,,,,
100,0000000069,3000,GBP,,,,,,,CIF,,,,,,,,,
100,0000001542,4000,USD,,,,,,,FCA,,X,,,,,,,
100,0000001440,3000,CAD,,,,,,1,CPT,,,,,,,,,
100,0000000579,3000,CAD,,,,,,,CIP,,X,,,,,,,
100,0000000810,3000,CAD,,,,,,3,CIP,,,,,,,,,
100,0000001500,4000,KRW,,,,,,2,EXW,,X,,,,,,,
100,0000001333,1000,KRW,,,,,,1,EXW,,,,,,,,,
100,0000000875,5000,CAD,,,,,,3,DAP,,,,,,,,,
100,0000001288,4000,AUD,,,,,,1,EXW,,,,,,,,,
100,0000000776,3000,CNY,,,,,,2,DAP,,,,,,,,,
100,0000000385,2000,KRW,,,,,,1,FCA,,,,,,,,,
100,0000001281,5000,KRW,,,,,,3,DAT,,,,,,,,,
100,0000000377,3000,GBP,,,,,,2,CIF,,X,,,,,,,
100,0000001770,5000,JPY,,,,,,2,DDP,,,,,,,,,
100,0000000014,4000,GBP,,,,,,,FCA,,,,,,,,,
100,0000001770,3000,GBP,,,,,,3,DAP,,X,,,,,,,
100,0000001589,3000,CNY,,,,,,1,CIP,,X,,,,,,,
100,0000000467,2000,CHF,,,,,,,CIP,,X,,,,,,,
100,0000001071,3000,JPY,,,,,,2,DAT,,,,,,,,,
100,0000001338,3000,CHF,,,,,,1,DAP,,X,,,,,,,
100,0000001377,3000,CNY,,,,,,1,DDP,,X,,,,,,,
100,0000001991,1000,JPY,,,,,,,DDP,,,,,,,,,
100,0000000433,4000,USD,,,,,,2,EXW,,X,,,,,,,
100,0000000527,5000,BRL,,,,,,3,FCA,,,,,,,,,
100,0000000141,5000,CNY,,,,,,,DAT,,,,,,,,,
100,0000000713,1000,AUD,,,,,,3,DDP,,,,,,,,,
100,0000001119,4000,USD,,,,,,3,FOB,,,,,,,,,
100,0000001897,2000,AUD,,,,,,2,EXW,,X,,,,,,,
100,0000000610,5000,USD,,,,,,,CIF,,,,,,,,,
100,0000000020,5000,CHF,,,,,,2,EXW,,,,,,,,,
100,0000001513,4000,CAD,,,,,,2,CIP,,,,,,,,,
100,0000001028,2000,KRW,,,,,,3,CIP,,,,,,,,,
100,0000000737,2000,JPY,,,,,,,DAP,,,,,,,,,
100,0000000722,5000,AUD,,,,,,3,CFR,,,,,,,,,
100,0000000769,5000,AUD,,,,,,2,CIP,,,,,,,,,
100,0000001015,4000,CAD,,,,,,2,CFR,,,,,,,,,
100,0000001166,2000,CHF,,,,,,,FOB,,X,,,,,,,
100,0000000192,1000,KRW,,,,,,,DAT,,,,,,,,,
100,0000000283,3000,AUD,,,,,,1,CIP,,,,,,,,,
100,0000001863,4000,BRL,,,,,,,CIF,,,,,,,,,
100,0000001522,3000,CAD,,,,,,1,DDP,,,,,,,,,
100,0000000436,5000,KRW,,,,,,,CIF,,,,,,,,,
100,0000000684,4000,JPY,,,,,,1,CFR,,,,,,,,,
100,0000000564,1000,USD,,,,,,3,FCA,,,,,,,,,
100,0000000526,5000,KRW,,,,,,1,CIP,,,,,,,,,
100,0000000509,1000,GBP,,,,,,1,FCA,,,,,,,,,
100,0000000689,4000,CAD,,,,,,3,FOB,,,,,,,,,
100,0000000917,5000,CAD,,,,,,,EXW,,X,,,,,,,
100,0000001607,1000,EUR,,,,,,1,CFR,,X,,,,,,,
100,0000000267,3000,KRW,,,,,,2,FOB,,,,,,,,,
100,0000000976,3000,CHF,,,,,,,DAP,,,,,,,,,
100,0000000074,5000,GBP,,,,,,2,FOB,,X,,,,,,,
100,0000001035,1000,BRL,,,,,,3,CPT,,X,,,,,,,
100,0000000397,3000,JPY,,,,,,3,DAT,,,,,,,,,
100,0000001539,4000,BRL,,,,,,2,DDP,,X,,,,,,,
100,0000001493,1000,JPY,,,,,,2,EXW,,,,,,,,,
100,0000000658,3000,AUD,,,,,,,DAT,,,,,,,,,
100,0000000434,2000,BRL,,,,,,1,CFR,,X,,,,,,,
100,0000001819,2000,KRW,,,,,,2,FOB,,,,,,,,,
100,0000000041,1000,CHF,,,,,,2,DAT,,,,,,,,,
100,0000000331,4000,KRW,,,,,,,CPT,,,,,,,,,
100,0000000362,3000,BRL,,,,,,3,FOB,,X,,,,,,,
100,0000001750,1000,KRW,,,,,,2,EXW,,,,,,,,,
100,0000000404,2000,GBP,,,,,,3,CIP,,,,,,,,,
100,0000000301,1000,USD,,,,,,1,CFR,,X,,,,,,,
100,0000001774,5000,JPY,,,,,,,CFR,,X,,,,,,,
100,0000000198,5000,CAD,,,,,,1,CPT,,X,,,,,,,
100,0000000033,4000,JPY,,,,,,3,FCA,,X,,,,,,,
100,0000000746,3000,EUR,,,,,,3,EXW,,X,,,,,,,
100,0000001090,4000,KRW,,,,,,1,EXW,,,,,,,,,
100,0000001753,2000,KRW,,,,,,3,EXW,,,,,,,,,
100,0000001175,3000,JPY,,,,,,,CIF,,X,,,,,,,
100,0000000031,5000,BRL,,,,,,,DAP,,X,,,,,,,
100,0000001982,1000,JPY,,,,,,,DAT,,X,,,,,,,
100,0000000184,3000,BRL,,,,,,1,CPT,,,,,,,,,
100,0000000030,3000,EUR,,,,,,1,CIP,,,,,,,,,
100,0000001273,1000,JPY,,,,,,2,FCA,,,,,,,,,
100,0000000675,1000,EUR,,,,,,2,EXW,,,,,,,,,
100,0000001053,3000,EUR,,,,,,1,CIF,,X,,,,,,,
100,0000001041,2000,EUR,,,,,,1,DDP,,,,,,,,,
100,0000001850,5000,KRW,,,,,,,CIF,,X,,,,,,,
100,0000001475,2000,BRL,,,,,,2,DAP,,,,,,,,,
100,0000001076,5000,GBP,,,,,,3,FCA,,,,,,,,,
100,0000000479,4000,AUD,,,,,,2,CIP,,,,,,,,,
100,0000000188,2000,CHF,,,,,,3,DDP,,X,,,,,,,
100,0000000448,3000,GBP,,,,,,2,FOB,,X,,,,,,,
100,0000001112,5000,CAD,,,,,,1,FCA,,,,,,,,,
100,0000000500,4000,CHF,,,,,,,DDP,,,,,,,,,
100,0000001247,3000,AUD,,,,,,3,DAT,,,,,,,,,
100,0000000849,4000,JPY,,,,,,,DAP,,X,,,,,,,
100,0000001336,5000,BRL,,,,,,3,DAT,,X,,,,,,,
100,0000000579,5000,GBP,,,,,,,CPT,,X,,,,,,,
100,0000001336,1000,EUR,,,,,,2,FCA,,,,,,,,,
100,0000001488,2000,JPY,,,,,,1,CIF,,X,,,,,,,
100,0000000538,5000,USD,,,,,,3,DAP,,X,,,,,,,
100,0000001346,5000,GBP,,,,,,2,CFR,,X,,,,,,,
100,0000000276,5000,USD,,,,,,3,CFR,,,,,,,,,
100,0000000719,1000,KRW,,,,,,1,FOB,,,,,,,,,
100,0000001820,2000,KRW,,,,,,3,DAP,,X,,,,,,,
100,0000000778,2000,GBP,,,,,,3,CIF,,,,,,,,,
100,0000000346,4000,KRW,,,,,,3,DAP,,X,,,,,,,
100,0000000615,3000,AUD,,,,,,2,CPT,,,,,,,,,
100,0000000052,5000,JPY,,,,,,3,DAP,,X,,,,,,,
100,0000000798,5000,KRW,,,,,,2,CIP,,,,,,,,,
100,0000000659,4000,EUR,,,,,,2,DAT,,X,,,,,,,
100,0000000478,2000,BRL,,,,,,,EXW,,X,,,,,,,
100,0000001387,5000,JPY,,,,,,2,CIF,,,,,,,,,
100,0000000719,3000,CHF,,,,,,1,EXW,,X,,,,,,,
100,0000000394,2000,USD,,,,,,,CPT,,X,,,,,,,
100,0000001939,3000,KRW,,,,,,3,DDP,,,,,,,,,
100,0000000912,1000,GBP,,,,,,3,DDP,,X,,,,,,,
100,0000001915,1000,CHF,,,,,,2,EXW,,X,,,,,,,
100,0000000221,3000,JPY,,,,,,3,CIF,,,,,,,,,
100,0000000748,5000,CNY,,,,,,2,FOB,,,,,,,,,
100,0000001966,4000,GBP,,,,,,1,CPT,,X,,,,,,,
100,0000000412,1000,AUD,,,,,,3,FCA,,,,,,,,,
100,0000001961,4000,CAD,,,,,,,CPT,,,,,,,,,
100,0000001559,4000,CAD,,,,,,,CFR,,,,,,,,,
100,0000000724,4000,AUD,,,,,,,CPT,,,,,,,,,
100,0000001202,1000,USD,,,,,,2,DAT,,X,,,,,,,
100,0000001372,4000,BRL,,,,,,,CIF,,X,,,,,,,
100,0000000203,3000,USD,,,,,,1,CIP,,X,,,,,,,
100,0000001166,4000,AUD,,,,,,3,CFR,,,,,,,,,
100,0000000514,4000,KRW,,,,,,2,FCA,,,,,,,,,
100,0000000756,4000,BRL,,,,,,1,DDP,,,,,,,,,
100,0000001297,1000,BRL,,,,,,,DDP,,X,,,,,,,
100,0000001811,3000,CHF,,,,,,1,DAP,,,,,,,,,
100,0000000242,3000,BRL,,,,,,,CIF,,X,,,,,,,
100,0000001511,4000,KRW,,,,,,,FOB,,,,,,,,,
100,0000000807,5000,KRW,,,,,,3,DAP,,X,,,,,,,
100,0000001534,5000,GBP,,,,,,,CFR,,X,,,,,,,
100,0000001841,1000,JPY,,,,,,2,DAT,,,,,,,,,
100,0000001080,3000,CAD,,,,,,2,DAT,,X,,,,,,,
100,0000000420,4000,USD,,,,,,3,FOB,,,,,,,,,
100,0000001924,2000,CHF,,,,,,1,CFR,,X,,,,,,,
100,0000000365,3000,USD,,,,,,2,DDP,,X,,,,,,,
100,0000001005,4000,CAD,,,,,,3,DAP,,,,,,,,,
100,0000000380,2000,CNY,,,,,,1,CFR,,,,,,,,,
100,0000000573,3000,JPY,,,,,,2,FCA,,X,,,,,,,
100,0000000679,1000,JPY,,,,,,3,DAT,,X,,,,,,,
100,0000000288,3000,AUD,,,,,,3,CPT,,X,,,,,,,
100,0000000911,1000,EUR,,,,,,,FCA,,X,,,,,,,
100,0000001733,5000,BRL,,,,,,,CFR,,,,,,,,,
100,0000000008,5000,CAD,,,,,,3,DAT,,X,,,,,,,
100,0000001600,2000,BRL,,,,,,3,CIF,,X,,,,,,,
100,0000001341,2000,CHF,,,,,,,DAP,,X,,,,,,,
100,0000001652,3000,GBP,,,,,,2,CIF,,,,,,,,,
100,0000001476,1000,CAD,,,,,,,DAT,,,,,,,,,
100,0000001534,2000,KRW,,,,,,,EXW,,,,,,,,,
100,0000000271,4000,USD,,,,,,2,CPT,,,,,,,,,
100,0000000069,4000,AUD,,,,,,2,CPT,,X,,,,,,,
100,0000001680,3000,CHF,,,,,,2,FCA,,X,,,,,,,
100,0000001982,2000,CAD,,,,,,1,CIP,,X,,,,,,,
100,0000001052,2000,KRW,,,,,,1,DAP,,X,,,,,,,
100,0000000963,3000,USD,,,,,,1,DAT,,,,,,,,,
100,0000000182,1000,CNY,,,,,,2,DDP,,X,,,,,,,
100,0000001841,4000,EUR,,,,,,2,DAP,,,,,,,,,
100,0000000067,5000,USD,,,,,,1,EXW,,X,,,,,,,
100,0000000415,5000,CHF,,,,,,1,FOB,,X,,,,,,,
100,0000001799,1000,EUR,,,,,,1,CPT,,X,,,,,,,
100,0000001692,2000,KRW,,,,,,3,CFR,,,,,,,,,
100,0000001684,2000,AUD,,,,,,2,CFR,,X,,,,,,,
100,0000001015,5000,USD,,,,,,,FCA,,X,,,,,,,
100,0000000256,4000,GBP,,,,,,1,FCA,,X,,,,,,,
100,0000000868,4000,BRL,,,,,,1,CIP,,,,,,,,,
100,0000001047,5000,EUR,,,,,,3,FCA,,,,,,,,,
100,0000000670,1000,EUR,,,,,,1,CIF,,,,,,,,,
100,0000001503,4000,EUR,,,,,,1,DAT,,X,,,,,,,
100,0000000615,1000,CAD,,,,,,3,CPT,,,,,,,,,
100,0000000028,2000,CAD,,,,,,1,DDP,,X,,,,,,,
100,0000001587,3000,KRW,,,,,,,DAT,,,,,,,,,
100,0000000843,4000,USD,,,,,,3,EXW,,X,,,,,,,
100,0000001452,5000,JPY,,,,,,2,DDP,,X,,,,,,,
100,0000000417,5000,GBP,,,,,,,FCA,,X,,,,,,,
100,0000000673,3000,CNY,,,,,,,FOB,,X,,,,,,,
100,0000000391,5000,JPY,,,,,,,CPT,,X,,,,,,,
100,0000000861,3000,AUD,,,,,,2,CIP,,X,,,,,,,
100,0000000155,1000,CHF,,,,,,2,DDP,,,,,,,,,
100,0000000561,5000,CNY,,,,,,,FOB,,X,,,,,,,
100,0000000068,2000,USD,,,,,,3,CFR,,,,,,,,,
100,0000001061,2000,KRW,,,,,,2,CFR,,,,,,,,,
100,0000001083,5000,JPY,,,,,,3,FOB,,X,,,,,,,
100,0000001716,5000,CHF,,,,,,,FOB,,,,,,,,,
100,0000000960,3000,BRL,,,,,,,FCA,,X,,,,,,,
100,0000001277,3000,CNY,,,,,,1,FOB,,,,,,,,,
100,0000000935,1000,GBP,,,,,,2,DAT,,,,,,,,,
100,0000000586,3000,GBP,,,,,,1,FCA,,,,,,,,,
100,0000001945,4000,CNY,,,,,,2,EXW,,X,,,,,,,
100,0000000840,5000,GBP,,,,,,1,CPT,,,,,,,,,
100,0000001572,5000,BRL,,,,,,3,DAT,,X,,,,,,,
100,0000001423,2000,BRL,,,,,,2,DAP,,,,,,,,,
100,0000001915,2000,BRL,,,,,,,CIF,,X,,,,,,,
100,0000000703,3000,CAD,,,,,,1,FCA,,X,,,,,,,
100,0000000939,4000,GBP,,,,,,3,CIF,,,,,,,,,
100,0000000204,3000,KRW,,,,,,3,EXW,,X,,,,,,,
100,0000000604,3000,CAD,,,,,,2,CPT,,,,,,,,,
100,0000000008,4000,BRL,,,,,,3,CIF,,X,,,,,,,
100,0000000308,3000,BRL,,,,,,,DAT,,X,,,,,,,
100,0000001487,3000,CAD,,,,,,1,CIP,,X,,,,,,,
100,0000001373,5000,USD,,,,,,1,CIF,,,,,,,,,
100,0000001209,1000,AUD,,,,,,1,CIP,,,,,,,,,
100,0000000821,3000,USD,,,,,,3,CIP,,X,,,,,,,
100,0000001431,5000,CAD,,,,,,2,CIF,,,,,,,,,
100,0000001460,4000,CAD,,,,,,3,DAP,,X,,,,,,,
100,0000000439,4000,CHF,,,,,,,DAT,,,,,,,,,
100,0000001585,1000,JPY,,,,,,2,CFR,,X,,,,,,,
100,0000000809,4000,CHF,,,,,,2,CIP,,X,,,,,,,
100,0000001198,1000,GBP,,,,,,2,CIF,,,,,,,,,
100,0000001333,2000,USD,,,,,,1,CFR,,X,,,,,,,
100,0000000184,3000,JPY,,,,,,,CIF,,,,,,,,,
100,0000001094,5000,KRW,,,,,,1,CIF,,,,,,,,,
100,0000000281,1000,USD,,,,,,3,FCA,,X,,,,,,,
100,0000001217,1000,CNY,,,,,,3,DAP,,,,,,,,,
100,0000000958,5000,USD,,,,,,,DAP,,X,,,,,,,
100,0000001280,1000,GBP,,,,,,1,CIP,,X,,,,,,,
100,0000001298,1000,JPY,,,,,,,CIF,,X,,,,,,,
100,0000001305,1000,USD,,,,,,2,DAT,,,,,,,,,
100,0000001970,4000,AUD,,,,,,3,DAP,,X,,,,,,,
100,0000000466,2000,GBP,,,,,,,CIP,,X,,,,,,,
100,0000000651,4000,CAD,,,,,,,CPT,,,,,,,,,
100,0000000140,5000,GBP,,,,,,3,CIP,,,,,,,,,
100,0000000417,2000,JPY,,,,,,3,CFR,,X,,,,,,,
100,0000001838,5000,KRW,,,,,,3,DDP,,X,,,,,,,
100,0000000031,5000,CHF,,,,,,1,CIP,,,,,,,,,
100,0000001908,4000,GBP,,,,,,2,DAP,,X,,,,,,,
100,0000001140,1000,CAD,,,,,,1,CFR,,X,,,,,,,
100,0000000642,4000,KRW,,,,,,2,EXW,,X,,,,,,,
100,0000000466,5000,CHF,,,,,,1,CPT,,X,,,,,,,
100,0000000572,1000,AUD,,,,,,3,CIP,,,,,,,,,
100,0000001137,2000,USD,,,,,,,CPT,,X,,,,,,,
100,0000000896,5000,JPY,,,,,,,CIP,,,,,,,,,
100,0000000958,4000,GBP,,,,,,3,CIP,,X,,,,,,,
100,0000000688,4000,AUD,,,,,,,DAT,,,,,,,,,
100,0000001238,4000,USD,,,,,,,FCA,,X,,,,,,,
100,0000000416,1000,KRW,,,,,,,CIP,,X,,,,,,,
100,0000000879,1000,EUR,,,,,,2,EXW,,X,,,,,,,
100,0000000913,3000,CNY,,,,,,,DAT,,,,,,,,,
100,0000001312,1000,CHF,,,,,,2,FCA,,X,,,,,,,
200,0000000501,3000,GBP,,,,,,1,DAP,,X,,,,,,,
100,0000001579,3000,CHF,,,,,,1,DAP,,X,,,,,,,
100,0000001036,3000,CNY,,,,,,3,CPT,,,,,,,,,
100,0000000806,3000,USD,,,,,,1,EXW,,,,,,,,,
100,0000001112,3000,CNY,,,,,,1,FOB,,,,,,,,,
100,0000001302,5000,EUR,,,,,,2,FCA,,X,,,,,,,
100,0000001079,2000,USD,,,,,,2,CFR,,,,,,,,,
100,0000001713,2000,GBP,,,,,,2,CIP,,X,,,,,,,
100,0000001840,2000,CHF,,,,,,2,FOB,,X,,,,,,,
100,0000000580,4000,KRW,,,,,,3,DDP,,,,,,,,,
100,0000001587,2000,USD,,,,,,1,DAT,,X,,,,,,,
100,0000001332,3000,CAD,,,,,,1,FOB,,X,,,,,,,
100,0000001879,1000,EUR,,,,,,1,DDP,,X,,,,,,,
100,0000000733,1000,CNY,,,,,,2,DAP,,,,,,,,,
100,0000000743,1000,BRL,,,,,,1,CIP,,,,,,,,,
100,0000001303,3000,CAD,,,,,,2,FOB,,,,,,,,,
100,0000000855,1000,USD,,,,,,2,CPT,,X,,,,,,,
100,0000000796,3000,JPY,,,,,,2,CIF,,,,,,,,,
100,0000000267,3000,CAD,,,,,,3,CPT,,X,,,,,,,
100,0000000939,3000,AUD,,,,,,3,FOB,,,,,,,,,
100,0000001321,5000,EUR,,,,,,,DAT,,X,,,,,,,
100,0000000015,3000,CNY,,,,,,3,DAP,,X,,,,,,,
100,0000001637,3000,EUR,,,,,,3,FCA,,,,,,,,,
100,0000001524,4000,GBP,,,,,,3,FOB,,X,,,,,,,
100,0000000013,3000,GBP,,,,,,3,DAP,,,,,,,,,
100,0000001940,3000,KRW,,,,,,,FOB,,,,,,,,,
100,0000001835,4000,JPY,,,,,,,CPT,,X,,,,,,,
100,0000000981,1000,EUR,,,,,,3,CIP,,,,,,,,,
100,0000001636,4000,GBP,,,,,,2,FOB,,X,,,,,,,
100,0000001549,5000,CNY,,,,,,2,EXW,,,,,,,,,
100,0000000138,5000,CHF,,,,,,2,DAP,,,,,,,,,
100,0000000617,3000,CHF,,,,,,,EXW,,,,,,,,,
100,0000001084,2000,AUD,,,,,,2,DDP,,X,,,,,,,
100,0000000650,1000,USD,,,,,,1,FOB,,,,,,,,,
100,0000000252,3000,CHF,,,,,,3,DAT,,,,,,,,,
100,0000001847,3000,USD,,,,,,,FCA,,X,,,,,,,
100,0000000945,5000,JPY,,,,,,3,CFR,,,,,,,,,
100,0000000335,1000,JPY,,,,,,,FOB,,X,,,,,,,
100,0000001953,1000,JPY,,,,,,,FOB,,X,,,,,,,
100,0000000389,4000,AUD,,,,,,2,DAT,,,,,,,,,
100,0000000894,5000,USD,,,,,,,DDP,,,,,,,,,
100,0000001132,1000,KRW,,,,,,1,CFR,,,,,,,,,
100,0000000736,3000,JPY,,,,,,3,FOB,,X,,,,,,,
100,0000001296,4000,CAD,,,,,,2,DAP,,,,,,,,,
100,0000001326,4000,JPY,,,,,,1,DAT,,X,,,,,,,
100,0000001139,4000,CAD,,,,,,3,CIF,,X,,,,,,,
100,0000001704,2000,CHF,,,,,,1,DAT,,,,,,,,,
100,0000001889,4000,CNY,,,,,,1,FCA,,,,,,,,,
100,0000000618,2000,CNY,,,,,,3,DAT,,,,,,,,,
100,0000001563,5000,CAD,,,,,,,CFR,,X,,,,,,,
100,0000000464,4000,GBP,,,,,,1,CPT,,X,,,,,,,
100,0000000321,2000,JPY,,,,,,1,FOB,,,,,,,,,
100,0000001111,4000,AUD,,,,,,1,DAT,,,,,,,,,
100,0000001198,1000,GBP,,,,,,2,FOB,,,,,,,,,
100,0000001036,3000,BRL,,,,,,2,FCA,,X,,,,,,,
100,0000000883,1000,CAD,,,,,,,CFR,,,,,,,,,
100,0000000523,2000,AUD,,,,,,1,CIP,,,,,,,,,
100,0000001677,3000,CAD,,,,,,3,CFR,,,,,,,,,
100,0000001498,5000,CHF,,,,,,2,DAT,,X,,,,,,,
100,0000001937,4000,USD,,,,,,2,DAT,,X,,,,,,,
100,0000000678,5000,GBP,,,,,,3,DDP,,X,,,,,,,
100,0000001356,2000,CHF,,,,,,3,FCA,,X,,,,,,,
100,0000001839,1000,JPY,,,,,,,CPT,,X,,,,,,,
100,0000000733,1000,GBP,,,,,,1,DAP,,,,,,,,,
100,0000000410,2000,CHF,,,,,,3,FOB,,X,,,,,,,
100,0000000605,5000,AUD,,,,,,3,FCA,,X,,,,,,,
100,0000000878,1000,AUD,,,,,,3,FCA,,X,,,,,,,
100,0000000085,3000,GBP,,,,,,1,CIP,,,,,,,,,
100,0000001795,4000,GBP,,,,,,3,DDP,,,,,,,,,
100,0000001597,5000,GBP,,,,,,1,CIP,,X,,,,,,,
100,0000001278,1000,BRL,,,,,,3,CFR,,,,,,,,,
100,0000001448,4000,CNY,,,,,,3,CIF,,,,,,,,,
100,0000000293,3000,CAD,,,,,,1,FCA,,,,,,,,,
100,0000000280,3000,CAD,,,,,,3,CFR,,X,,,,,,,
100,0000001005,3000,AUD,,,,,,,CPT,,X,,,,,,,
100,0000001093,2000,GBP,,,,,,1,EXW,,X,,,,,,,
100,0000000332,5000,AUD,,,,,,3,FOB,,,,,,,,,
100,0000001662,2000,CAD,,,,,,,DAP,,X,,,,,,,
100,0000001072,2000,GBP,,,,,,,CFR,,X,,,,,,,
100,0000000408,1000,AUD,,,,,,1,FOB,,,,,,,,,
100,0000001166,3000,CAD,,,,,,,EXW,,,,,,,,,
100,0000000895,2000,EUR,,,,,,,EXW,,X,,,,,,,
100,0000001555,4000,EUR,,,,,,1,FOB,,,,,,,,,
100,0000001814,4000,JPY,,,,,,,DAT,,,,,,,,,
100,0000000507,5000,CHF,,,,,,3,CIF,,X,,,,,,,
100,0000001486,5000,KRW,,,,,,1,DAT,,,,,,,,,
100,0000000785,5000,BRL,,,,,,3,CIP,,,,,,,,,
100,0000000802,4000,GBP,,,,,,,CFR,,X,,,,,,,
100,0000001144,4000,GBP,,,,,,,DDP,,X,,,,,,,
100,0000001098,4000,BRL,,,,,,1,CIP,,X,,,,,,,
100,0000000705,3000,GBP,,,,,,2,CIP,,X,,,,,,,
100,0000000902,3000,JPY,,,,,,,FOB,,X,,,,,,,
100,0000000470,4000,GBP,,,,,,1,CIF,,,,,,,,,
100,0000000013,3000,GBP,,,,,,1,CPT,,,,,,,,,
100,0000001124,5000,BRL,,,,,,,CPT,,,,,,,,,
100,0000000694,4000,JPY,,,,,,3,DAP,,,,,,,,,
100,0000000019,3000,BRL,,,,,,2,CIP,,X,,,,,,,
100,0000001911,5000,GBP,,,,,,3,DAT,,,,,,,,,
100,0000000540,5000,GBP,,,,,,2,EXW,,,,,,,,,
100,0000000536,5000,EUR,,,,,,1,DAP,,X,,,,,,,
100,0000001478,4000,CHF,,,,,,2,DAT,,X,,,,,,,
100,0000001012,1000,USD,,,,,,,DAT,,X,,,,,,,
100,0000001854,3000,JPY,,,,,,2,CIF,,,,,,,,,
100,0000001935,4000,KRW,,,,,,1,CIP,,X,,,,,,,
100,0000001343,5000,KRW,,,,,,2,CFR,,X,,,,,,,
100,0000000214,3000,CAD,,,,,,2,FOB,,,,,,,,,
100,0000001898,5000,CAD,,,,,,3,FCA,,X,,,,,,,
100,0000001600,5000,EUR,,,,,,2,CFR,,,,,,,,,
100,0000000333,5000,GBP,,,,,,3,CIF,,,,,,,,,
100,0000000314,1000,CAD,,,,,,1,CIF,,,,,,,,,
100,0000000922,1000,KRW,,,,,,3,FOB,,,,,,,,,
100,0000000805,5000,AUD,,,,,,,FOB,,X,,,,,,,
100,0000001127,2000,USD,,,,,,1,CPT,,,,,,,,,
100,0000001134,2000,CHF,,,,,,3,CIP,,,,,,,,,
100,0000001168,3000,AUD,,,,,,,CIF,,X,,,,,,,
100,0000001045,2000,CHF,,,,,,1,DDP,,X,,,,,,,
100,0000001577,4000,GBP,,,,,,1,EXW,,X,,,,,,,
100,0000001582,4000,CAD,,,,,,,CIP,,X,,,,,,,
100,0000000769,3000,USD,,,,,,3,DAP,,X,,,,,,,
100,0000000249,4000,CNY,,,,,,1,DAT,,X,,,,,,,
100,0000000976,5000,CNY,,,,,,1,EXW,,,,,,,,,
100,0000001939,1000,BRL,,,,,,,FOB,,,,,,,,,
100,0000000345,1000,GBP,,,,,,3,FOB,,X,,,,,,,
100,0000001012,5000,USD,,,,,,1,FCA,,,,,,,,,
100,0000001199,4000,CHF,,,,,,,CFR,,X,,,,,,,
100,0000000061,3000,AUD,,,,,,,CIP,,X,,,,,,,
100,0000001237,1000,CHF,,,,,,,CIF,,X,,,,,,,
100,0000001099,1000,CNY,,,,,,2,CIF,,,,,,,,,
100,0000000519,4000,CHF,,,,,,,CIP,,X,,,,,,,
100,0000000972,3000,CNY,,,,,,1,CIF,,,,,,,,,
100,0000000835,4000,CHF,,,,,,2,DAP,,X,,,,,,,
100,0000001409,4000,KRW,,,,,,2,CFR,,X,,,,,,,
100,0000000645,4000,BRL,,,,,,1,EXW,,X,,,,,,,
100,0000001532,2000,AUD,,,,,,1,FOB,,X,,,,,,,
100,0000000343,5000,AUD,,,,,,1,DDP,,,,,,,,,
100,0000000618,4000,JPY,,,,,,3,DAT,,X,,,,,,,
100,0000000522,2000,CHF,,,,,,,FOB,,,,,,,,,
100,0000000796,1000,AUD,,,,,,1,CFR,,X,,,,,,,
100,0000000341,5000,AUD,,,,,,3,FOB,,,,,,,,,
100,0000000381,1000,BRL,,,,,,,DDP,,X,,,,,,,
100,0000001769,1000,KRW,,,,,,3,DDP,,,,,,,,,
100,0000001506,4000,CNY,,,,,,3,DDP,,X,,,,,,,
100,0000001815,2000,CNY,,,,,,,FCA,,X,,,,,,,
100,0000000249,2000,CNY,,,,,,1,DDP,,X,,,,,,,
100,0000001654,3000,BRL,,,,,,,CIP,,,,,,,,,
100,0000000793,5000,CNY,,,,,,,CIF,,,,,,,,,
100,0000000344,5000,CAD,,,,,,1,DAP,,,,,,,,,
100,0000001093,3000,CNY,,,,,,,DDP,,,,,,,,,
100,0000001510,1000,GBP,,,,,,2,FCA,,,,,,,,,
100,0000000729,3000,BRL,,,,,,3,DAP,,,,,,,,,
100,0000000639,1000,CNY,,,,,,,CIP,,,,,,,,,
100,0000001943,4000,GBP,,,,,,1,CPT,,X,,,,,,,
100,0000000518,5000,JPY,,,,,,1,DAP,,X,,,,,,,
100,0000001566,1000,BRL,,,,,,,FOB,,X,,,,,,,
100,0000000165,5000,USD,,,,,,2,CFR,,,,,,,,,
100,0000000321,5000,USD,,,,,,3,DAP,,X,,,,,,,
100,0000000014,4000,GBP,,,,,,2,DAP,,X,,,,,,,
100,0000001100,1000,USD,,,,,,3,EXW,,X,,,,,,,
100,0000000440,2000,CNY,,,,,,3,FOB,,X,,,,,,,
100,0000001466,5000,CAD,,,,,,3,CFR,,,,,,,,,
100,0000001413,3000,BRL,,,,,,1,CFR,,X,,,,,,,
100,0000001666,2000,CNY,,,,,,1,EXW,,X,,,,,,,
