MANDT,KUNNR,VKORG,VTWEG,SPART,BZIRK,VKBUR,KDGRP,WAERS,ZTERM,INCO1,INCO2,KVGR1,KVGR2,KVGR3,KVGR4,KVGR5
100,0000001463,2000,30,01,,1992,Ph,CNY,0001,CPT,,,,,,
100,0000000982,2000,10,03,,7080,PQ,AUD,NT30,CIP,,,,,,
100,0000001275,3000,10,00,,6097,YW,CAD,0003,EXW,,,,,,
100,0000001901,1000,10,03,,8776,TP,KRW,0002,CIF,,,,,,
100,0000001412,2000,30,00,,8312,tS,BRL,0003,DAP,,,,,,
100,0000001444,3000,10,00,,8360,fv,GBP,NT90,CIF,,,,,,
100,0000001901,1000,30,02,,7324,Ju,EUR,2/10NET30,CPT,,,,,,
100,0000001040,1000,30,00,,9966,RJ,JPY,0001,CPT,,,,,,
100,0000000788,3000,10,01,,7472,Ai,BRL,0001,CIF,,,,,,
100,0000001884,2000,30,01,,9437,RX,AUD,NT60,FOB,,,,,,
100,0000000876,3000,30,01,,3852,aP,CAD,NT90,CIF,,,,,,
100,0000001615,2000,20,01,,5304,QC,GBP,0002,EXW,,,,,,
100,0000000561,1000,10,01,,7101,bU,BRL,2/10NET30,FOB,,,,,,
100,0000000663,3000,30,04,,3931,Ob,JPY,0002,DAP,,,,,,
100,0000001336,2000,30,00,,1697,kt,EUR,NT30,DAT,,,,,,
100,0000000137,2000,30,00,,4162,aI,AUD,NT60,EXW,,,,,,
100,0000001393,3000,30,03,,0268,PK,GBP,NT60,DAP,,,,,,
100,0000000698,1000,10,03,,2044,MN,GBP,2/10NET30,DDP,,,,,,
100,0000001814,1000,30,00,,0770,gh,KRW,0003,CIF,,,,,,
100,0000000672,3000,20,04,,1109,pa,BRL,0003,DAT,,,,,,
100,0000000222,2000,20,03,,0570,ju,EUR,0003,DAT,,,,,,
100,0000000312,3000,10,00,,3400,fS,GBP,2/10NET30,DAP,,,,,,
100,0000000368,3000,20,01,,3256,Ia,BRL,NT90,FOB,,,,,,
100,0000001947,1000,10,02,,3710,zQ,CAD,0003,DAT,,,,,,
100,0000000345,2000,20,00,,2626,Xn,JPY,0001,FOB,,,,,,
100,0000001210,3000,10,01,,8559,zm,AUD,NT90,DAT,,,,,,
100,0000000425,2000,10,00,,7847,du,USD,0002,CIF,,,,,,
100,0000001425,1000,20,01,,4297,Ys,KRW,2/10NET30,CIP,,,,,,
100,0000001518,2000,10,00,,5441,zL,USD,2/10NET30,EXW,,,,,,
100,0000000968,2000,10,00,,1628,jp,JPY,NT30,DAP,,,,,,
100,0000000900,1000,30,00,,2147,VP,USD,NT30,DAP,,,,,,
100,0000001919,1000,30,03,,1754,yD,JPY,0002,DAT,,,,,,
100,0000001756,1000,20,04,,4542,wF,CAD,NT90,CPT,,,,,,
100,0000000103,3000,20,02,,4373,gz,BRL,NT90,DAP,,,,,,
100,0000001141,3000,30,03,,0934,Gk,CAD,NT90,DAP,,,,,,
100,0000000188,2000,20,03,,9880,nC,EUR,NT90,CFR,,,,,,
100,0000000102,3000,30,02,,1448,bR,BRL,0001,FOB,,,,,,
100,0000001345,3000,10,00,,0695,CQ,CAD,2/10NET30,FOB,,,,,,
100,0000001947,2000,20,00,,5193,IO,CHF,2/10NET30,FCA,,,,,,
100,0000000917,2000,10,02,,7216,LM,KRW,0001,CIF,,,,,,
100,0000001687,2000,20,02,,2746,jX,KRW,0002,CPT,,,,,,
100,0000001485,3000,20,04,,1482,UW,JPY,NT30,DAP,,,,,,
100,0000001066,2000,30,00,,9765,kY,BRL,0002,CFR,,,,,,
100,0000001137,3000,10,02,,6748,vy,EUR,0003,CFR,,,,,,
100,0000001988,1000,10,00,,4948,FN,BRL,NT90,CIP,,,,,,
100,0000001174,2000,10,04,,2987,gQ,KRW,0001,FOB,,,,,,
100,0000001574,2000,10,02,,2757,Ye,EUR,NT30,CFR,,,,,,
100,0000000074,3000,30,04,,7202,EG,CAD,NT90,FOB,,,,,,
100,0000000795,3000,10,02,,0697,KF,CAD,0001,CFR,,,,,,
100,0000001091,3000,30,03,,7249,Ch,BRL,0003,DDP,,,,,,
100,0000000377,2000,30,01,,4220,Rx,EUR,NT90,FOB,,,,,,
100,0000001193,2000,10,04,,6558,lh,EUR,0001,DAT,,,,,,
100,0000000568,2000,10,01,,8184,qu,KRW,NT30,DDP,,,,,,
100,0000001554,1000,30,01,,9862,uY,GBP,0002,DAP,,,,,,
100,0000001499,3000,30,02,,9150,wO,BRL,0002,EXW,,,,,,
100,0000001507,2000,20,01,,2871,Ti,EUR,0002,FCA,,,,,,
100,0000000905,1000,30,00,,9921,fP,GBP,0001,DAT,,,,,,
100,0000000182,1000,10,03,,7115,ie,USD,0003,CIP,,,,,,
100,0000000224,1000,20,02,,2543,Zl,USD,0001,CPT,,,,,,
100,0000001178,2000,10,01,,6192,WV,JPY,NT90,CIP,,,,,,
100,0000000066,2000,10,00,,3818,OZ,JPY,0003,CFR,,,,,,
100,0000001648,2000,30,04,,5974,SF,CHF,NT90,EXW,,,,,,
100,0000000120,1000,30,03,,1869,mg,CAD,2/10NET30,CIP,,,,,,
100,0000000221,3000,30,01,,7042,Wd,GBP,0001,CPT,,,,,,
100,0000001305,2000,30,04,,8017,qJ,CAD,NT90,DAT,,,,,,
100,0000000894,1000,20,00,,8505,UY,JPY,0002,FOB,,,,,,
100,0000001930,2000,10,02,,8793,Nq,JPY,NT60,DDP,,,,,,
100,0000001780,2000,30,00,,3132,UY,CNY,0001,DAP,,,,,,
100,0000001806,1000,30,04,,3127,gG,CNY,0003,FCA,,,,,,
100,0000001661,1000,20,01,,3555,Ru,GBP,2/10NET30,CPT,,,,,,
100,0000001762,2000,20,00,,4583,gJ,USD,0002,CPT,,,,,,
100,0000001858,1000,30,03,,1065,ma,AUD,2/10NET30,DAP,,,,,,
100,0000001691,3000,30,02,,7803,Rb,GBP,NT60,FCA,,,,,,
100,0000000952,3000,30,01,,5219,pO,CHF,0002,CIF,,,,,,
100,0000000335,3000,10,00,,0278,tH,USD,0002,FCA,,,,,,
100,0000000343,1000,30,03,,4653,Pz,AUD,NT30,CFR,,,,,,
100,0000000001,3000,10,02,,5887,Hk,EUR,2/10NET30,DAP,,,,,,
100,0000000295,3000,10,00,,1990,kG,KRW,NT30,CIF,,,,,,
100,0000001418,1000,20,02,,8774,sv,CAD,NT30,DDP,,,,,,
100,0000000173,2000,30,02,,5705,HA,USD,NT30,FOB,,,,,,
100,0000000706,1000,20,04,,2491,dh,USD,0001,DAP,,,,,,
100,0000000647,1000,20,04,,8173,Ad,AUD,0002,EXW,,,,,,
100,0000000189,3000,20,02,,6853,Oc,CAD,0003,CIF,,,,,,
100,0000000747,3000,10,00,,6040,uF,BRL,0003,CPT,,,,,,
100,0000000677,2000,10,02,,5839,OM,KRW,0002,CPT,,,,,,
100,0000000970,2000,10,00,,5783,FQ,GBP,NT60,CIF,,,,,,
100,0000001920,2000,20,02,,1383,NO,AUD,0002,FCA,,,,,,
100,0000000194,2000,10,00,,7963,bT,KRW,0003,DAT,,,,,,
100,0000000304,3000,30,00,,8162,IF,EUR,NT90,EXW,,,,,,
100,0000000904,2000,10,01,,9327,uv,AUD,2/10NET30,FCA,,,,,,
100,0000000217,1000,30,04,,2200,Nn,CNY,2/10NET30,CIF,,,,,,
100,0000000063,3000,10,01,,6132,uf,CAD,2/10NET30,DAT,,,,,,
100,0000001819,2000,20,01,,2282,br,BRL,0003,DAT,,,,,,
100,0000000516,2000,10,02,,9266,gQ,CHF,NT60,CIP,,,,,,
100,0000000483,1000,20,03,,0795,jQ,KRW,NT30,CIF,,,,,,
100,0000000259,1000,10,03,,9553,RU,GBP,0002,CPT,,,,,,
100,0000001479,3000,10,03,,2798,cc,CHF,NT60,DDP,,,,,,
100,0000000486,1000,10,01,,9503,yv,KRW,0003,DDP,,,,,,
100,0000000014,1000,10,03,,6719,pf,EUR,NT90,DDP,,,,,,
100,0000001061,3000,20,02,,1034,Hd,EUR,2/10NET30,CFR,,,,,,
100,0000000373,2000,10,03,,3791,Nb,EUR,0002,CFR,,,,,,
100,0000001652,2000,10,04,,1099,KC,CHF,0001,CFR,,,,,,
100,0000001248,2000,10,00,,6331,vS,USD,0001,CIF,,,,,,
100,0000001606,3000,20,01,,9465,ED,CAD,NT60,DAP,,,,,,
100,0000001826,3000,10,01,,7282,gE,KRW,NT90,CPT,,,,,,
100,0000001291,3000,10,00,,7278,MB,KRW,0002,CFR,,,,,,
100,0000000588,1000,10,00,,1457,so,BRL,0002,CPT,,,,,,
100,0000000887,2000,30,00,,7733,aC,CNY,NT30,DDP,,,,,,
100,0000000114,2000,10,00,,1831,hg,KRW,0002,DDP,,,,,,
100,0000001519,3000,20,03,,8384,Iy,EUR,2/10NET30,CIP,,,,,,
100,0000000312,2000,20,02,,8521,tn,CAD,0002,CIP,,,,,,
100,0000001447,1000,10,02,,2014,eh,BRL,2/10NET30,CIF,,,,,,
100,0000000506,2000,20,02,,5722,hn,BRL,NT30,CIF,,,,,,
100,0000001572,3000,20,00,,1275,Sk,GBP,0001,CIP,,,,,,
100,0000001453,2000,10,03,,2144,ly,JPY,NT60,DAP,,,,,,
100,0000000602,2000,30,01,,5681,wZ,GBP,NT90,CIF,,,,,,
100,0000001454,1000,20,04,,6105,mD,EUR,NT60,CIP,,,,,,
100,0000000939,1000,30,00,,3787,Es,GBP,2/10NET30,FCA,,,,,,
100,0000001345,3000,10,03,,5510,ws,CHF,0003,CIP,,,,,,
100,0000001291,1000,10,04,,0449,HF,GBP,NT30,DAP,,,,,,
100,0000001229,2000,30,01,,5403,HZ,BRL,0002,DDP,,,,,,
100,0000001135,3000,30,01,,5919,Ut,CAD,2/10NET30,DAP,,,,,,
100,0000001956,1000,10,01,,3595,zD,JPY,0003,FCA,,,,,,
100,0000000711,1000,20,00,,8350,gb,CAD,NT60,DAT,,,,,,
100,0000000938,1000,20,02,,9748,VT,AUD,NT30,EXW,,,,,,
100,0000000115,2000,20,02,,5753,aQ,CHF,NT60,DAT,,,,,,
100,0000000896,3000,20,01,,5669,ks,CNY,0001,EXW,,,,,,
100,0000001627,1000,10,02,,1094,Ob,CNY,NT30,DAP,,,,,,
100,0000001706,3000,10,01,,2126,gH,GBP,2/10NET30,CIF,,,,,,
100,0000001882,2000,30,00,,0897,TN,CHF,0002,EXW,,,,,,
100,0000001028,1000,30,03,,9681,PW,USD,0003,CIF,,,,,,
100,0000000843,2000,30,02,,7094,Iw,CNY,NT90,FCA,,,,,,
100,0000000952,1000,20,02,,4441,cY,CHF,0002,CIF,,,,,,
100,0000001039,1000,20,00,,7497,Cq,EUR,0002,CFR,,,,,,
100,0000001737,1000,20,04,,8697,Cv,USD,NT30,FOB,,,,,,
100,0000001659,1000,10,02,,6267,xm,JPY,0003,CIP,,,,,,
100,0000000321,3000,10,00,,2683,id,USD,0002,EXW,,,,,,
100,0000001138,3000,20,04,,5341,FZ,CAD,0002,CFR,,,,,,
100,0000000248,3000,20,02,,7994,Qc,CNY,0001,FCA,,,,,,
100,0000001539,3000,10,00,,5550,Ip,JPY,NT30,CIP,,,,,,
100,0000001636,3000,30,04,,1109,ZH,AUD,0001,DAP,,,,,,
100,0000001472,3000,20,01,,3950,Md,USD,2/10NET30,FCA,,,,,,
100,0000000986,1000,10,00,,5642,kH,CHF,0001,EXW,,,,,,
100,0000001010,2000,20,04,,3526,QL,BRL,NT60,CIF,,,,,,
100,0000001349,3000,10,04,,1840,jo,CNY,NT60,FCA,,,,,,
100,0000000955,2000,30,04,,5193,Vz,JPY,0003,CIF,,,,,,
100,0000000291,3000,10,04,,1706,yA,USD,0002,FOB,,,,,,
100,0000001056,3000,10,02,,7278,le,EUR,NT30,EXW,,,,,,
100,0000000872,3000,20,01,,5108,Vq,BRL,0003,FCA,,,,,,
100,0000001898,1000,30,00,,3802,Iw,USD,0002,FOB,,,,,,
100,0000001069,2000,20,01,,1989,ar,GBP,2/10NET30,DAT,,,,,,
100,0000000775,2000,20,00,,5000,wE,EUR,2/10NET30,FCA,,,,,,
100,0000001127,2000,30,01,,2439,BU,JPY,0002,CPT,,,,,,
100,0000001656,3000,10,01,,6674,KC,USD,2/10NET30,CFR,,,,,,
100,0000001258,2000,30,03,,4823,AY,AUD,NT60,EXW,,,,,,
100,0000001347,2000,10,03,,9675,Lm,CNY,0002,EXW,,,,,,
100,0000001285,2000,20,02,,5193,KZ,GBP,2/10NET30,FCA,,,,,,
100,0000000055,1000,20,00,,3044,LK,GBP,NT60,DAP,,,,,,
100,0000001936,1000,30,01,,8146,oq,CNY,NT60,DDP,,,,,,
100,0000001978,1000,20,03,,6365,QK,EUR,NT30,CPT,,,,,,
100,0000001875,3000,30,04,,3078,uW,CHF,NT30,FCA,,,,,,
100,0000001988,2000,30,04,,2444,kC,KRW,2/10NET30,FOB,,,,,,
100,0000001665,1000,20,03,,0870,Pb,AUD,2/10NET30,DDP,,,,,,
100,0000001976,3000,20,04,,6762,ga,CHF,2/10NET30,CFR,,,,,,
100,0000001410,1000,10,00,,4973,bB,GBP,NT90,DAT,,,,,,
100,0000000146,1000,30,00,,6456,zC,EUR,2/10NET30,CFR,,,,,,
100,0000001418,2000,30,02,,4715,gT,KRW,2/10NET30,EXW,,,,,,
100,0000001786,3000,20,00,,3357,jZ,KRW,NT90,CIF,,,,,,
100,0000001979,2000,30,02,,3950,Rj,CHF,NT90,FOB,,,,,,
100,0000001969,3000,10,02,,4210,Lq,AUD,NT60,DAT,,,,,,
100,0000000821,1000,30,02,,8807,Dk,KRW,NT90,EXW,,,,,,
100,0000000820,3000,30,02,,7507,is,CAD,NT60,DDP,,,,,,
100,0000000060,1000,30,01,,9685,lD,KRW,NT30,CFR,,,,,,
100,0000001446,2000,20,00,,3000,nA,CAD,NT60,EXW,,,,,,
100,0000000672,3000,20,01,,4941,xV,CHF,2/10NET30,EXW,,,,,,
100,0000000920,3000,30,04,,0557,YB,EUR,0003,DDP,,,,,,
100,0000001668,1000,10,03,,4115,oK,JPY,2/10NET30,FCA,,,,,,
100,0000001703,2000,10,01,,0952,dO,BRL,0003,DAP,,,,,,
100,0000001669,2000,20,01,,6122,yQ,EUR,0002,CIF,,,,,,
100,0000001597,1000,10,04,,7972,fv,JPY,2/10NET30,FCA,,,,,,
100,0000001397,3000,30,01,,9786,dI,EUR,0001,FCA,,,,,,
100,0000001120,3000,10,01,,4962,tX,JPY,NT30,DAP,,,,,,
100,0000001745,3000,30,03,,0544,da,CAD,0002,DAP,,,,,,
100,0000001800,1000,20,04,,7520,aq,BRL,0003,DAT,,,,,,
100,0000001765,2000,20,04,,4055,hD,JPY,0001,DAT,,,,,,
100,0000001269,2000,30,03,,9508,wI,EUR,NT30,DAP,,,,,,
100,0000001706,3000,10,02,,4225,hz,GBP,0001,CIF,,,,,,
100,0000001112,3000,20,01,,3029,tC,EUR,NT60,DDP,,,,,,
100,0000001570,2000,30,02,,7713,nj,BRL,NT30,DAT,,,,,,
100,0000001682,1000,30,01,,8316,Ko,AUD,NT30,CPT,,,,,,
100,0000001769,3000,10,04,,5791,pX,BRL,NT60,CPT,,,,,,
100,0000001261,1000,30,04,,4345,On,KRW,0001,FOB,,,,,,
100,0000001145,2000,10,03,,7725,dU,CAD,NT30,DAT,,,,,,
100,0000001614,1000,10,01,,0187,VA,GBP,2/10NET30,CIP,,,,,,
100,0000001458,3000,20,01,,9812,St,USD,2/10NET30,CPT,,,,,,
100,0000000011,3000,10,00,,2488,uK,GBP,0003,CPT,,,,,,
100,0000000741,2000,20,00,,7467,Hh,AUD,0003,EXW,,,,,,
100,0000000885,1000,30,02,,1087,HA,BRL,2/10NET30,DDP,,,,,,
100,0000000959,1000,20,02,,8257,Vu,JPY,NT30,CFR,,,,,,
100,0000001828,1000,30,03,,8859,lI,JPY,0002,CIF,,,,,,
100,0000000410,3000,10,01,,8697,ME,BRL,0001,FCA,,,,,,
100,0000001433,1000,30,01,,3139,Mo,AUD,0001,CIP,,,,,,
100,0000001664,2000,30,03,,4799,CJ,AUD,0003,DAT,,,,,,
100,0000000959,1000,30,00,,1499,FW,USD,0003,DAT,,,,,,
100,0000001566,3000,30,04,,3350,CV,EUR,2/10NET30,CIP,,,,,,
100,0000000932,3000,10,00,,4556,Jk,CAD,NT90,CIP,,,,,,
100,0000000457,2000,10,01,,1707,Sa,AUD,NT30,CFR,,,,,,
100,0000000462,2000,20,03,,7483,AM,GBP,0002,CIP,,,,,,
100,0000001692,1000,30,00,,5298,KZ,BRL,0001,CFR,,,,,,
100,0000000349,1000,30,00,,5358,PW,CHF,NT30,FOB,,,,,,
100,0000000636,2000,30,01,,0113,Sn,CNY,NT90,FCA,,,,,,
100,0000000675,3000,30,04,,8554,qZ,KRW,0003,FOB,,,,,,
100,0000001421,3000,30,02,,7442,qW,AUD,NT30,FCA,,,,,,
100,0000000574,1000,10,00,,5327,Ki,EUR,0003,CPT,,,,,,
100,0000001727,1000,10,03,,2646,oe,AUD,2/10NET30,DAP,,,,,,
100,0000001593,2000,10,02,,2914,RV,GBP,NT30,FOB,,,,,,
100,0000000829,3000,30,03,,1442,xJ,KRW,NT30,EXW,,,,,,
100,0000000591,1000,30,04,,9441,oR,BRL,0002,CFR,,,,,,
100,0000001203,2000,10,03,,6949,eJ,CHF,NT60,CFR,,,,,,
100,0000001533,3000,10,03,,3980,xi,BRL,0002,CPT,,,,,,
100,0000000594,1000,10,00,,0507,hu,EUR,NT90,CIP,,,,,,
100,0000001367,3000,20,00,,1229,Oh,CHF,NT30,EXW,,,,,,
100,0000000200,3000,10,00,,4688,PR,BRL,2/10NET30,CIF,,,,,,
100,0000001340,2000,10,00,,9244,mN,JPY,2/10NET30,CIP,,,,,,
100,0000001810,2000,20,00,,4507,uN,KRW,2/10NET30,CPT,,,,,,
100,0000000509,3000,20,04,,8543,Of,EUR,0003,DAP,,,,,,
100,0000001933,1000,10,04,,8398,bo,CHF,NT30,DAT,,,,,,
100,0000001497,2000,10,01,,3167,wF,CNY,NT60,DAT,,,,,,
100,0000000190,3000,20,00,,5579,mR,GBP,NT60,CPT,,,,,,
100,0000001225,1000,30,03,,0882,Ls,CAD,0003,DAT,,,,,,
100,0000001885,3000,30,03,,2025,gB,GBP,NT30,DDP,,,,,,
100,0000000415,3000,10,03,,1691,bn,CHF,0002,DAP,,,,,,
100,0000000975,2000,10,04,,3556,JY,JPY,0002,DAP,,,,,,
100,0000000812,3000,10,00,,1557,tR,USD,NT30,EXW,,,,,,
100,0000001228,1000,20,00,,7144,jB,USD,NT30,CPT,,,,,,
100,0000001232,1000,30,04,,8545,Oc,CAD,NT60,FOB,,,,,,
100,0000000187,2000,10,01,,9292,vZ,CHF,0001,CIP,,,,,,
100,0000001448,3000,10,04,,9535,la,USD,0002,FCA,,,,,,
100,0000001147,3000,30,03,,6153,IT,CNY,0001,CIF,,,,,,
100,0000000100,2000,10,02,,1411,ft,BRL,2/10NET30,CPT,,,,,,
100,0000001008,3000,20,04,,0032,Xa,USD,NT90,DAT,,,,,,
100,0000001290,2000,20,02,,3573,xB,JPY,2/10NET30,CIF,,,,,,
100,0000001848,1000,20,04,,6477,bZ,GBP,0003,CPT,,,,,,
100,0000000011,2000,20,04,,6300,VR,KRW,NT90,FCA,,,,,,
100,0000000379,2000,10,00,,5155,RP,JPY,NT30,CPT,,,,,,
100,0000001469,2000,20,02,,5193,XH,CAD,2/10NET30,EXW,,,,,,
100,0000001066,1000,20,04,,6751,nP,AUD,0003,DAP,,,,,,
100,0000000203,1000,10,02,,8156,qC,CHF,NT90,DDP,,,,,,
100,0000000585,2000,10,03,,5322,Hj,AUD,NT60,FCA,,,,,,
100,0000000768,2000,10,04,,7109,ws,EUR,0003,CFR,,,,,,
100,0000001702,2000,10,01,,8367,go,GBP,NT90,CFR,,,,,,
100,0000001187,2000,20,01,,8834,EZ,KRW,0001,CIP,,,,,,
100,0000001566,2000,30,02,,7295,lH,CHF,NT30,DAT,,,,,,
100,0000000740,2000,30,02,,6678,ZF,EUR,NT60,CPT,,,,,,
100,0000001185,3000,30,04,,8435,cJ,KRW,2/10NET30,CIF,,,,,,
100,0000001499,3000,30,04,,7885,xP,EUR,NT30,DDP,,,,,,
100,0000001575,3000,30,03,,5536,Fx,CAD,0003,DAT,,,,,,
100,0000001328,2000,10,04,,1780,kB,CHF,NT60,FCA,,,,,,
100,0000001348,1000,20,00,,1120,dK,CNY,NT60,CIP,,,,,,
100,0000001635,2000,30,04,,2374,jY,BRL,NT90,CIP,,,,,,
100,0000000209,2000,20,04,,3694,ph,GBP,0003,CIP,,,,,,
100,0000000992,2000,20,00,,3251,cD,JPY,2/10NET30,EXW,,,,,,
100,0000000675,3000,30,03,,0761,Xn,CHF,NT30,DAT,,,,,,
100,0000001748,1000,10,04,,0761,Xj,EUR,NT30,DDP,,,,,,
100,0000001044,2000,20,02,,8108,bq,BRL,NT60,FCA,,,,,,
100,0000000482,2000,30,02,,1930,mX,KRW,NT30,EXW,,,,,,
100,0000000560,1000,30,03,,1923,hp,CHF,NT90,CPT,,,,,,
100,0000001299,2000,20,03,,7824,Wt,CHF,0003,CFR,,,,,,
100,0000000776,3000,10,03,,0400,IE,CAD,0002,CFR,,,,,,
100,0000001423,1000,20,01,,5997,Dt,AUD,0002,CPT,,,,,,
100,0000000847,2000,30,01,,5467,en,JPY,NT30,EXW,,,,,,
100,0000000026,1000,10,04,,5221,WP,CHF,0001,CIP,,,,,,
100,0000001237,1000,30,04,,2784,PW,BRL,NT30,FOB,,,,,,
100,0000001279,2000,10,03,,1869,yO,EUR,0001,CFR,,,,,,
200,0000000750,1000,30,04,,0390,bC,CHF,NT30,DDP,,,,,,
100,0000001636,2000,20,01,,9568,gN,CNY,0001,CIP,,,,,,
100,0000000080,3000,20,00,,1972,mt,EUR,NT60,FOB,,,,,,
100,0000001455,1000,30,00,,9052,fz,EUR,NT30,CIF,,,,,,
100,0000001464,1000,30,03,,9555,Pz,JPY,2/10NET30,FOB,,,,,,
100,0000001478,1000,30,02,,5506,Aj,CAD,NT90,EXW,,,,,,
100,0000000540,2000,20,00,,8226,El,AUD,2/10NET30,DAT,,,,,,
100,0000000853,3000,10,02,,0392,uK,AUD,0003,CFR,,,,,,
100,0000001037,3000,10,03,,6740,Nm,KRW,NT90,DAT,,,,,,
100,0000000668,3000,10,00,,3108,NK,AUD,NT90,FOB,,,,,,
100,0000001067,1000,10,02,,1891,SK,JPY,2/10NET30,FOB,,,,,,
100,0000000994,2000,20,04,,2106,vb,CHF,NT60,DAT,,,,,,
100,0000000702,3000,30,01,,6953,WX,AUD,NT90,CFR,,,,,,
100,0000000292,3000,20,00,,5171,gS,CNY,NT30,DAT,,,,,,
100,0000000072,3000,30,02,,1334,IV,AUD,NT60,CIF,,,,,,
100,0000001044,3000,20,00,,9533,Nz,EUR,NT30,DAT,,,,,,
100,0000000903,1000,30,03,,6342,Ah,BRL,0003,CPT,,,,,,
100,0000001553,2000,10,00,,6399,Kq,JPY,0002,CIP,,,,,,
100,0000001696,1000,10,03,,8993,br,EUR,NT90,CPT,,,,,,
100,0000000123,2000,30,02,,4573,aO,CAD,NT90,CFR,,,,,,
100,0000000360,2000,20,02,,8198,AU,CAD,NT30,DAP,,,,,,
100,0000001363,3000,10,01,,7962,GG,CHF,2/10NET30,EXW,,,,,,
100,0000000495,3000,30,01,,6008,Ja,CAD,NT90,CIP,,,,,,
100,0000001388,3000,10,02,,7095,Nu,BRL,2/10NET30,CIP,,,,,,
100,0000001187,3000,10,02,,7025,Ja,JPY,NT30,FOB,,,,,,
100,0000001621,1000,10,04,,0150,XO,BRL,NT60,FCA,,,,,,
100,0000000630,2000,10,04,,0853,cL,CAD,NT30,CFR,,,,,,
100,0000001199,2000,20,02,,9819,fu,KRW,0002,EXW,,,,,,
100,0000001441,1000,30,01,,5958,AN,BRL,NT60,EXW,,,,,,
100,0000001433,2000,30,02,,9726,Zr,JPY,0003,DDP,,,,,,
100,0000000120,1000,30,00,,3812,Ob,CHF,0003,CIP,,,,,,
100,0000000003,2000,20,03,,0470,yy,USD,2/10NET30,CFR,,,,,,
100,0000000020,2000,30,02,,1761,mL,EUR,NT30,EXW,,,,,,
100,0000001532,1000,20,03,,2862,UJ,CAD,NT30,CIP,,,,,,
100,0000001880,2000,20,03,,1837,iq,BRL,0002,CPT,,,,,,
100,0000000348,3000,20,04,,4130,RO,USD,2/10NET30,CIP,,,,,,
100,0000001079,3000,10,03,,7394,oj,JPY,2/10NET30,CIF,,,,,,
100,0000000926,1000,30,04,,7459,Uk,AUD,2/10NET30,DAT,,,,,,
100,0000001774,3000,30,02,,2620,bi,USD,2/10NET30,EXW,,,,,,
100,0000001974,3000,20,02,,0849,WQ,BRL,2/10NET30,FOB,,,,,,
100,0000000969,1000,30,01,,3783,zV,KRW,0002,FOB,,,,,,
100,0000001403,1000,20,03,,0396,Wm,CHF,0002,FOB,,,,,,
100,0000000007,1000,30,03,,3601,dz,BRL,0002,CIP,,,,,,
100,0000001913,2000,30,01,,7028,gG,BRL,0001,DAP,,,,,,
100,0000001131,3000,20,04,,5939,Qb,CHF,0001,FOB,,,,,,
100,0000000150,3000,20,01,,3488,Bm,GBP,NT30,CIF,,,,,,
100,0000001222,3000,10,01,,8138,Bc,EUR,0003,DDP,,,,,,
100,0000001257,1000,10,00,,7123,wW,USD,NT60,CIP,,,,,,
100,0000000837,2000,30,02,,6662,wk,USD,0002,CIP,,,,,,
100,0000000171,3000,10,04,,5388,lC,AUD,0002,FOB,,,,,,
100,0000001114,1000,20,00,,1042,cP,AUD,NT60,FCA,,,,,,
100,0000001927,2000,20,02,,7169,cR,CAD,NT90,CIP,,,,,,
100,0000000205,1000,20,02,,0164,Tl,AUD,NT60,DDP,,,,,,
100,0000000267,3000,10,02,,8543,AL,GBP,NT60,EXW,,,,,,
100,0000001256,2000,10,03,,0739,Rn,KRW,NT30,FOB,,,,,,
100,0000000688,1000,30,04,,5412,Yo,EUR,0001,FOB,,,,,,
100,0000000832,2000,30,01,,6472,vG,CNY,NT90,FOB,,,,,,
100,0000001708,1000,20,01,,1764,DL,JPY,NT60,CFR,,,,,,
100,0000001131,2000,20,01,,8254,rZ,BRL,0002,FOB,,,,,,
100,0000001431,1000,20,01,,2831,Lp,CNY,0003,DAP,,,,,,
100,0000000224,2000,20,03,,0927,Ik,CAD,0001,CFR,,,,,,
100,0000001062,1000,30,04,,2546,rS,EUR,NT90,CIP,,,,,,
100,0000000870,2000,20,00,,8666,IY,EUR,NT30,EXW,,,,,,
100,0000001693,1000,30,02,,3427,Mw,JPY,NT90,CPT,,,,,,
100,0000000442,1000,10,03,,4447,au,EUR,0001,DAT,,,,,,
100,0000000719,1000,30,03,,9876,Lw,JPY,NT30,DAT,,,,,,
100,0000001977,3000,20,01,,2052,Ja,JPY,NT30,CIP,,,,,,
100,0000000300,1000,20,02,,6034,Cs,CHF,NT30,CIP,,,,,,
100,0000000645,1000,10,02,,1557,Kt,USD,NT60,FCA,,,,,,
100,0000000994,2000,20,03,,9637,oj,KRW,NT30,CFR,,,,,,
100,0000000241,2000,20,01,,0752,sw,CHF,2/10NET30,CIF,,,,,,
100,0000000433,2000,20,03,,8812,kE,CNY,NT60,EXW,,,,,,
100,0000001941,2000,30,04,,7710,gT,EUR,0002,CIF,,,,,,
100,0000001417,3000,10,04,,5676,AF,BRL,NT60,CIP,,,,,,
100,0000000861,2000,10,03,,4206,AC,KRW,NT60,DAP,,,,,,
100,0000000911,2000,20,01,,7445,wK,CAD,0003,CPT,,,,,,
100,0000000086,2000,30,02,,7901,UY,KRW,0001,CIP,,,,,,
100,0000000342,2000,10,02,,5109,zg,BRL,2/10NET30,EXW,,,,,,
100,0000001074,1000,10,02,,2875,iK,KRW,0002,CFR,,,,,,
