PRODUCT_NUMBER,PRODUCT_TYPE,BASE_UNIT,WEIGHT,WEIGHT_UNIT,VOLUME,VOLUME_UNIT,PRODUCT_GROUP,DIVISION,ERDAT
P000000710,ROH,EA,699.493,KG,41.253,CM3,MECH,01,2015-05-20
P000000711,ROH,M,471.725,KG,16.593,M3,MECH,01,2017-01-11
P000000712,ROH,M3,371.73,KG,52.281,L,MECH,01,2025-01-31
P000000713,ROH,M3,4.63,KG,16.859,L,MECH,03,2014-04-26
P000000714,HALB,M3,272.154,KG,69.746,M3,MECH,04,2016-05-06
P000000715,ROH,EA,539.325,KG,8.002,L,MECH,03,2011-10-14
P000000716,NLAG,EA,192.489,KG,70.052,CM3,MECH,03,2011-09-15
P000000717,ROH,PC,501.591,KG,59.379,L,MECH,02,2020-09-11
P000000718,ROH,EA,479.455,KG,39.489,CM3,MECH,01,2026-01-14
P000000719,DIEN,M3,580.571,KG,36.984,M3,MECH,04,2016-06-29
P000000720,NLAG,M2,209.655,KG,97.498,L,MECH,04,2024-10-19
P000000721,DIEN,EA,208.945,KG,93.809,L,MECH,04,2021-04-05
P000000722,ROH,KG,44.811,KG,59.821,CM3,MECH,01,2015-07-10
P000000723,NLAG,L,662.545,KG,81.453,M3,MECH,03,2016-01-29
P000000724,ROH,EA,232.109,KG,8.973,M3,MECH,01,2017-10-25
P000000725,HALB,L,883.334,KG,82.584,CM3,MECH,03,2016-10-06
P000000726,ROH,EA,600.45,KG,68.724,M3,MECH,01,2013-10-19
P000000727,ROH,PC,748.979,KG,83.055,M3,MECH,03,2019-08-24
P000000728,NLAG,M2,203.092,KG,26.098,L,MECH,01,2023-05-04
P000000729,ROH,KG,719.482,KG,35.323,L,MECH,03,2012-01-04
P000000730,NLAG,M3,875.191,KG,84.166,M3,MECH,02,2023-09-30
P000000731,NLAG,EA,518.149,KG,6.078,M3,MECH,04,2025-01-14
P000000732,ROH,M,797.955,KG,41.191,M3,MECH,01,2016-09-12
P000000733,NLAG,M,302.002,KG,73.772,CM3,MECH,03,2021-06-27
P000000734,ROH,KG,865.369,KG,37.664,CM3,MECH,02,2020-07-12
P000000735,HALB,M,754.065,KG,14.191,M3,MECH,02,2025-03-26
P000000736,NLAG,M,708.115,KG,11.231,CM3,MECH,02,2017-03-30
P000000737,ROH,PC,794.032,KG,44.746,L,MECH,04,2016-09-07
P000000738,FERT,PC,391.267,KG,98.382,L,MECH,01,2023-03-08
P000000739,ROH,KG,508.794,KG,18.002,CM3,MECH,02,2017-10-20
P000000740,ROH,L,836.904,KG,64.383,L,MECH,01,2024-05-15
P000000741,ROH,KG,871.852,KG,43.654,L,MECH,03,2013-03-30
P000000742,FERT,PC,498.281,KG,58.422,M3,MECH,01,2016-09-19
P000000743,FERT,M3,777.216,KG,12.61,M3,MECH,02,2017-12-29
P000000744,DIEN,PC,919.74,KG,33.105,M3,MECH,01,2020-09-27
P000000745,DIEN,EA,394.34,KG,71.122,L,MECH,03,2020-12-15
P000000746,ROH,PC,323.552,KG,38.805,CM3,MECH,04,2018-06-17
P000000747,HALB,L,689.075,KG,45.053,L,MECH,01,2022-03-24
P000000748,FERT,EA,582.41,KG,9.559,M3,MECH,02,2021-03-14
P000000749,NLAG,EA,846.679,KG,15.517,CM3,MECH,02,2011-06-28
P000000750,ROH,L,634.006,KG,76.098,L,MECH,01,2018-10-10
P000000751,HALB,EA,893.199,KG,32.951,L,MECH,02,2023-08-03
P000000752,ROH,EA,128.294,KG,7.445,L,MECH,01,2023-07-31
P000000753,ROH,PC,38.42,KG,26.813,L,MECH,01,2026-03-25
P000000754,ROH,EA,176.166,KG,9.032,L,MECH,04,2011-06-28
P000000755,ROH,EA,917.415,KG,84.292,M3,MECH,04,2017-01-03
P000000756,FERT,M3,470.001,KG,45.508,M3,MECH,02,2022-10-30
P000000757,ROH,M2,606.282,KG,53.961,M3,MECH,01,2013-01-24
P000000758,ROH,EA,354.662,KG,17.874,L,MECH,04,2015-05-05
P000000759,DIEN,M2,488.457,KG,93.901,CM3,MECH,01,2024-02-17
P000000760,FERT,KG,905.681,KG,56.373,L,MECH,03,2019-01-23
P000000761,ROH,EA,708.656,KG,99.492,CM3,MECH,04,2012-08-15
P000000762,HALB,KG,370.865,KG,36.086,CM3,MECH,03,2023-11-30
P000000763,ROH,M,942.183,KG,21.733,L,MECH,02,2025-11-24
P000000764,ROH,EA,248.665,KG,45.674,CM3,MECH,01,2025-08-20
P000000765,DIEN,EA,917.678,KG,89.332,M3,MECH,02,2024-05-26
P000000766,HALB,L,229.179,KG,74.98,M3,MECH,01,2026-06-12
P000000767,DIEN,M,122.68,KG,82.445,L,MECH,02,2018-07-22
P000000768,FERT,L,404.197,KG,64.473,CM3,MECH,01,2024-03-05
P000000769,ROH,M3,574.302,KG,75.106,M3,MECH,02,2014-10-02
P000000770,ROH,PC,52.721,KG,8.68,L,MECH,01,2017-09-15
P000000771,DIEN,EA,382.169,KG,84.559,CM3,MECH,02,2022-06-25
P000000772,DIEN,EA,149.531,KG,23.068,L,MECH,04,2013-07-10
P000000773,ROH,EA,391.317,KG,82.373,L,MECH,01,2013-09-09
P000000774,NLAG,M2,367.808,KG,39.489,M3,MECH,01,2014-06-23
P000000775,FERT,KG,605.419,KG,30.455,CM3,MECH,01,2021-04-05
P000000776,HALB,EA,538.736,KG,94.184,M3,MECH,01,2020-08-09
P000000777,ROH,M2,62.551,KG,44.493,M3,MECH,01,2024-12-11
P000000778,ROH,KG,943.31,KG,54.397,M3,MECH,02,2020-10-22
P000000779,ROH,M3,921.448,KG,76.181,CM3,MECH,01,2015-05-27
P000000780,ROH,PC,923.252,KG,68.709,L,MECH,01,2012-02-04
P000000781,ROH,M3,428.721,KG,50.296,M3,MECH,02,2013-05-17
P000000782,ROH,EA,131.649,KG,77.815,M3,MECH,03,2017-10-25
P000000783,ROH,L,815.474,KG,62.689,L,MECH,03,2015-11-19
P000000784,ROH,EA,630.135,KG,96.332,M3,MECH,01,2012-02-05
P000000785,DIEN,M3,475.291,KG,32.199,L,MECH,03,2024-05-22
P000000786,DIEN,EA,891.489,KG,30.404,M3,MECH,03,2017-05-29
P000000787,DIEN,KG,868.775,KG,42.467,CM3,MECH,01,2012-11-26
P000000788,DIEN,L,781.069,KG,45.311,L,MECH,02,2023-09-16
P000000789,ROH,EA,811.286,KG,40.944,CM3,MECH,02,2024-03-18
P000000790,ROH,EA,255.407,KG,67.198,CM3,MECH,04,2014-01-14
P000000791,NLAG,EA,622.093,KG,24.671,CM3,MECH,04,2012-03-26
P000000792,ROH,M3,466.652,KG,39.055,CM3,MECH,01,2024-11-07
P000000793,ROH,M2,581.873,KG,88.523,L,MECH,01,2022-07-04
P000000794,ROH,EA,767.805,KG,25.354,L,MECH,01,2021-10-03
P000000795,DIEN,EA,496.735,KG,89.427,M3,MECH,01,2022-06-27
P000000796,ROH,M2,643.269,KG,12.108,M3,MECH,02,2018-03-08
P000000797,ROH,M,744.11,KG,26.125,L,MECH,03,2021-07-27
P000000798,ROH,M3,947.551,KG,10.223,CM3,MECH,02,2016-04-29
P000000799,ROH,L,715.806,KG,38.19,CM3,MECH,03,2024-04-30
P000000800,NLAG,KG,898.023,KG,10.21,M3,MECH,04,2025-11-28
P000000801,ROH,EA,309.159,KG,93.263,L,MECH,02,2024-10-09
P000000802,ROH,M2,565.78,KG,92.416,CM3,MECH,02,2026-05-19
P000000803,NLAG,EA,649.261,KG,80.305,L,MECH,01,2019-03-31
P000000804,ROH,M3,140.54,KG,42.707,L,MECH,03,2023-03-30
P000000805,DIEN,EA,145.567,KG,56.307,L,MECH,03,2020-08-17
P000000806,DIEN,EA,532.163,KG,0.087,L,MECH,02,2015-08-15
P000000807,NLAG,M2,609.727,KG,15.865,M3,MECH,03,2024-06-06
P000000808,FERT,EA,740.18,KG,30.177,M3,MECH,01,2015-11-06
P000000809,HALB,L,99.86,KG,32.913,CM3,MECH,04,2012-04-26
P000000810,ROH,L,666.766,KG,57.409,L,MECH,04,2016-08-24
P000000811,NLAG,M3,310.613,KG,64.401,L,MECH,01,2024-06-09
P000000812,DIEN,PC,322.07,KG,58.197,L,MECH,01,2019-04-17
P000000813,HALB,EA,130.181,KG,65.114,L,MECH,03,2020-01-09
P000000814,NLAG,M3,746.733,KG,94.846,M3,MECH,01,2015-11-15
P000000815,ROH,KG,902.848,KG,98.476,M3,MECH,04,2025-12-15
P000000816,FERT,PC,879.575,KG,1.802,CM3,MECH,01,2021-11-17
P000000817,ROH,PC,775.331,KG,22.964,L,MECH,01,2019-03-23
P000000818,ROH,M2,91.486,KG,29.506,CM3,MECH,04,2011-12-20
P000000819,FERT,EA,87.311,KG,45.224,CM3,MECH,01,2018-04-06
P000000820,ROH,PC,137.398,KG,93.805,L,MECH,02,2019-06-13
P000000821,ROH,EA,477.359,KG,71.776,CM3,MECH,01,2026-06-18
P000000822,HALB,M3,210.813,KG,61.127,CM3,MECH,01,2024-03-25
P000000823,NLAG,KG,321.707,KG,84.929,L,MECH,04,2024-04-06
P000000824,DIEN,KG,49.122,KG,98.979,CM3,MECH,03,2019-02-05
P000000825,NLAG,M,978.057,KG,72.481,CM3,MECH,01,2017-09-25
P000000826,ROH,L,141.958,KG,55.336,M3,MECH,01,2013-05-13
P000000827,ROH,M,426.217,KG,22.776,M3,MECH,01,2018-05-05
P000000828,ROH,PC,612.395,KG,61.092,CM3,MECH,01,2024-07-18
P000000829,ROH,M3,654.245,KG,61.035,M3,MECH,02,2021-03-21
P000000830,NLAG,M,830.658,KG,44.579,M3,MECH,01,2017-03-10
P000000831,NLAG,EA,924.448,KG,10.166,M3,MECH,01,2012-03-03
P000000832,ROH,PC,342.251,KG,13.126,L,MECH,01,2013-10-22
P000000833,ROH,L,769.286,KG,1.538,L,MECH,04,2012-03-18
P000000834,ROH,KG,698.083,KG,3.876,CM3,MECH,01,2015-11-21
P000000835,NLAG,M2,95.913,KG,9.966,M3,MECH,04,2023-12-23
P000000836,ROH,M3,71.562,KG,19.804,M3,MECH,04,2013-10-17
P000000837,FERT,EA,417.641,KG,34.037,CM3,MECH,03,2021-01-20
P000000838,HALB,M2,246.35,KG,66.43,L,MECH,04,2026-03-12
P000000839,ROH,KG,663.957,KG,7.452,L,MECH,01,2025-02-14
P000000840,HALB,KG,676.774,KG,84.67,CM3,MECH,04,2025-04-24
P000000841,HALB,M2,536.454,KG,49.537,L,MECH,02,2022-02-07
P000000842,ROH,M2,732.95,KG,56.682,M3,MECH,02,2021-11-08
P000000843,DIEN,PC,110.869,KG,54.228,CM3,MECH,03,2024-10-09
P000000844,ROH,M,687.999,KG,18.028,M3,MECH,03,2023-06-06
P000000845,ROH,L,172.665,KG,14.027,L,MECH,03,2018-01-24
P000000846,ROH,EA,334.378,KG,15.999,CM3,MECH,03,2025-11-29
P000000847,DIEN,EA,4.448,KG,11.517,M3,MECH,03,2021-09-01
P000000848,ROH,M,321.832,KG,23.029,L,MECH,02,2023-11-27
P000000849,DIEN,M3,195.184,KG,86.482,CM3,MECH,03,2017-06-24
P000000850,DIEN,M3,749.009,KG,49.527,CM3,MECH,03,2013-11-11
P000000851,ROH,PC,619.776,KG,92.771,M3,MECH,02,2017-01-28
P000000852,ROH,M,873.597,KG,42.809,M3,MECH,04,2017-01-15
P000000853,FERT,M,288.418,KG,92.285,M3,MECH,03,2024-10-26
P000000854,DIEN,M2,398.435,KG,77.033,L,MECH,02,2023-10-29
P000000855,ROH,L,802.576,KG,74.321,L,MECH,04,2013-04-19
P000000856,ROH,PC,185.21,KG,38.15,CM3,MECH,01,2016-11-11
P000000857,DIEN,EA,241.458,KG,94.097,M3,MECH,02,2021-11-04
P000000858,DIEN,L,512.465,KG,52.968,L,MECH,04,2015-09-18
P000000859,ROH,KG,335.429,KG,44.816,L,MECH,03,2016-10-05
P000000860,ROH,M2,643.994,KG,83.118,M3,MECH,04,2017-02-27
P000000861,ROH,EA,515.952,KG,61.941,M3,MECH,03,2025-10-07
P000000862,DIEN,PC,579.926,KG,71.854,M3,MECH,01,2017-12-17
P000000863,NLAG,M,612.234,KG,67.124,L,MECH,02,2022-09-21
P000000864,ROH,EA,634.696,KG,22.523,M3,MECH,04,2020-01-17
P000000865,ROH,M3,431.696,KG,88.24,M3,MECH,01,2018-10-26
P000000866,FERT,L,105.734,KG,43.742,CM3,MECH,03,2021-11-06
P000000867,ROH,L,568.038,KG,6.852,L,MECH,04,2013-10-21
P000000868,ROH,L,79.139,KG,56.283,CM3,MECH,02,2023-04-07
P000000869,DIEN,PC,185.17,KG,39.637,L,MECH,04,2014-07-14
P000000870,ROH,PC,824.844,KG,88.767,M3,MECH,01,2023-01-02
P000000871,ROH,L,854.004,KG,19.007,L,MECH,02,2021-08-28
P000000872,ROH,L,895.009,KG,40.642,M3,MECH,03,2024-05-02
P000000873,DIEN,M,385.11,KG,97.363,CM3,MECH,04,2015-07-21
P000000874,ROH,M2,628.654,KG,73.026,L,MECH,04,2014-07-07
P000000875,NLAG,M,607.54,KG,52.849,CM3,MECH,01,2023-10-28
P000000876,ROH,L,361.568,KG,43.488,CM3,MECH,04,2011-11-14
P000000877,HALB,M,573.635,KG,99.218,CM3,MECH,04,2017-04-20
P000000878,FERT,M2,986.266,KG,19.253,CM3,MECH,04,2024-12-09
P000000879,FERT,M,465.414,KG,28.951,CM3,MECH,04,2026-05-22
P000000880,ROH,PC,512.218,KG,70.303,M3,MECH,03,2020-10-22
P000000881,ROH,PC,197.998,KG,79.121,M3,MECH,01,2011-11-10
P000000882,ROH,M3,697.129,KG,67.716,CM3,MECH,04,2023-12-25
P000000883,ROH,M3,263.215,KG,73.654,L,MECH,01,2019-11-06
P000000884,ROH,PC,557.243,KG,44.238,L,MECH,01,2016-09-26
P000000885,NLAG,M3,990.398,KG,93.193,CM3,MECH,04,2013-04-06
P000000886,ROH,L,740.271,KG,51.519,L,MECH,01,2012-10-07
P000000887,ROH,EA,805.654,KG,63.37,L,MECH,03,2018-06-22
P000000888,ROH,KG,713.614,KG,36.412,CM3,MECH,01,2011-08-30
P000000889,HALB,L,787.589,KG,72.034,CM3,MECH,02,2011-08-30
P000000890,DIEN,EA,795.702,KG,97.253,CM3,MECH,01,2026-03-02
P000000891,FERT,PC,393.015,KG,86.34,CM3,MECH,04,2022-07-15
P000000892,FERT,EA,135.97,KG,65.456,L,MECH,04,2019-12-19
P000000893,DIEN,KG,139.424,KG,7.256,CM3,MECH,03,2012-08-11
P000000894,ROH,EA,86.868,KG,29.578,L,MECH,01,2024-12-23
P000000895,ROH,M2,175.433,KG,68.728,L,MECH,04,2018-10-07
P000000896,HALB,M2,895.216,KG,51.795,L,MECH,02,2017-01-01
P000000897,ROH,M,372.015,KG,3.388,CM3,MECH,04,2021-12-16
P000000898,FERT,KG,894.207,KG,58.461,CM3,MECH,01,2015-09-05
P000000899,NLAG,KG,115.018,KG,16.221,CM3,MECH,02,2024-11-13
P000000900,ROH,EA,746.054,KG,13.217,L,MECH,02,2019-09-03
P000000901,ROH,PC,471.965,KG,85.262,CM3,MECH,01,2012-11-24
P000000902,HALB,M,473.547,KG,98.332,M3,MECH,04,2017-07-18
P000000903,HALB,EA,117.758,KG,88.077,M3,MECH,01,2013-11-14
P000000904,ROH,PC,270.98,KG,27.15,M3,MECH,03,2016-07-08
P000000905,HALB,EA,980.843,KG,56.755,M3,MECH,01,2020-05-02
P000000906,ROH,L,344.825,KG,51.142,L,MECH,02,2023-07-07
P000000907,NLAG,PC,731.3,KG,33.249,M3,MECH,02,2016-02-22
P000000908,ROH,PC,222.284,KG,29.741,CM3,MECH,01,2012-07-07
P000000909,ROH,KG,810.932,KG,23.664,L,MECH,02,2023-10-07
P000000910,DIEN,M,376.219,KG,10.974,L,MECH,02,2016-12-17
P000000911,ROH,M,359.533,KG,37.143,CM3,MECH,02,2021-12-01
P000000912,HALB,M,868.638,KG,64.413,CM3,MECH,02,2013-03-31
P000000913,ROH,KG,202.039,KG,99.708,CM3,MECH,03,2015-09-27
P000000914,ROH,M,692.738,KG,84.895,L,MECH,01,2014-09-28
P000000915,FERT,KG,166.863,KG,52.386,L,MECH,01,2024-09-15
P000000916,DIEN,EA,741.827,KG,59.911,CM3,MECH,03,2026-04-16
P000000917,DIEN,L,530.368,KG,62.569,M3,MECH,02,2019-03-25
P000000918,NLAG,M,855.949,KG,14.215,CM3,MECH,03,2024-12-23
P000000919,FERT,M,439.109,KG,63.254,CM3,MECH,03,2014-10-08
P000000920,NLAG,M,684.224,KG,42.452,L,MECH,02,2023-08-14
P000000921,ROH,KG,304.107,KG,97.199,M3,MECH,04,2024-11-27
P000000922,ROH,EA,800.889,KG,2.277,L,MECH,02,2025-10-28
P000000923,ROH,PC,536.529,KG,96.682,M3,MECH,02,2015-10-24
P000000924,HALB,M3,369.455,KG,32.129,L,MECH,03,2022-06-11
P000000925,ROH,EA,757.099,KG,7.745,CM3,MECH,04,2013-01-03
P000000926,ROH,M2,560.549,KG,92.102,M3,MECH,01,2018-08-27
P000000927,FERT,M2,744.506,KG,75.57,CM3,MECH,01,2013-01-09
P000000928,HALB,PC,455.85,KG,53.241,L,MECH,03,2022-11-17
P000000929,DIEN,KG,943.553,KG,41.454,CM3,MECH,04,2022-10-14
P000000930,FERT,M,651.733,KG,8.231,CM3,MECH,01,2014-05-27
P000000931,HALB,EA,615.502,KG,48.881,CM3,MECH,01,2024-03-11
P000000932,ROH,EA,750.927,KG,76.246,L,MECH,02,2026-04-07
P000000933,ROH,M,700.834,KG,61.616,M3,MECH,01,2024-08-22
P000000934,NLAG,M,679.345,KG,33.543,L,MECH,02,2012-08-28
P000000935,ROH,M2,930.789,KG,48.3,M3,MECH,03,2017-06-05
P000000936,HALB,M3,869.991,KG,96.182,CM3,MECH,01,2022-08-26
P000000937,ROH,M3,293.195,KG,11.44,L,MECH,01,2020-09-25
P000000938,NLAG,EA,931.353,KG,69.821,L,MECH,03,2012-04-08
P000000939,ROH,L,622.637,KG,98.667,L,MECH,03,2019-04-25
P000000940,ROH,PC,135.823,KG,36.426,M3,MECH,04,2012-04-18
P000000941,ROH,EA,942.628,KG,72.128,M3,MECH,01,2012-07-09
P000000942,DIEN,EA,287.573,KG,30.047,M3,MECH,01,2020-01-30
P000000943,ROH,M,723.65,KG,10.781,CM3,MECH,03,2015-02-03
P000000944,ROH,M,937.292,KG,90.63,M3,MECH,04,2020-03-04
P000000945,ROH,L,576.343,KG,3.6,L,MECH,01,2012-02-10
P000000946,ROH,M2,722.204,KG,61.575,CM3,MECH,03,2021-02-23
P000000947,DIEN,L,544.699,KG,55.666,CM3,MECH,04,2022-12-16
P000000948,ROH,M3,389.707,KG,96.63,CM3,MECH,04,2015-07-10
P000000949,ROH,M2,263.869,KG,95.526,M3,MECH,04,2020-05-09
P000000950,FERT,EA,811.23,KG,18.969,CM3,MECH,04,2022-11-12
P000000951,NLAG,L,484.28,KG,99.565,L,MECH,01,2020-12-06
P000000952,ROH,M2,795.294,KG,85.412,CM3,MECH,01,2022-02-22
P000000953,ROH,L,454.075,KG,98.565,L,MECH,03,2021-07-10
P000000954,ROH,KG,99.068,KG,94.144,M3,MECH,03,2021-01-26
P000000955,FERT,EA,241.525,KG,49.024,CM3,MECH,02,2016-07-24
P000000956,ROH,M3,835.14,KG,59.786,M3,MECH,01,2022-02-08
P000000957,HALB,PC,563.763,KG,57.736,M3,MECH,03,2018-12-03
P000000958,ROH,M2,625.385,KG,77.895,M3,MECH,03,2023-01-13
P000000959,ROH,M3,369.777,KG,31.101,CM3,MECH,03,2018-10-07
P000000960,ROH,EA,518.632,KG,88.288,M3,MECH,03,2011-10-23
P000000961,ROH,EA,284.093,KG,34.292,M3,MECH,03,2012-03-17
P000000962,ROH,KG,38.445,KG,73.58,CM3,MECH,01,2017-09-27
P000000963,FERT,KG,349.667,KG,70.215,M3,MECH,04,2025-09-01
P000000964,ROH,M,241.975,KG,16.106,CM3,MECH,01,2023-02-07
P000000965,HALB,M2,382.992,KG,41.785,M3,MECH,01,2012-09-15
P000000966,ROH,EA,584.309,KG,50.051,L,MECH,04,2015-10-29
P000000967,NLAG,PC,275.142,KG,73.194,M3,MECH,01,2021-06-23
P000000968,ROH,PC,262.781,KG,83.705,L,MECH,01,2013-06-20
P000000969,ROH,PC,149.12,KG,81.35,CM3,MECH,03,2021-01-08
P000000970,ROH,M2,117.281,KG,27.138,L,MECH,02,2023-07-17
P000000971,HALB,KG,826.312,KG,82.815,L,MECH,04,2021-02-24
P000000972,FERT,PC,415.603,KG,9.46,M3,MECH,04,2020-06-12
P000000973,ROH,M3,787.038,KG,4.616,CM3,MECH,01,2011-12-21
P000000974,ROH,EA,354.563,KG,25.365,M3,MECH,01,2026-03-01
P000000975,ROH,KG,746.569,KG,91.702,M3,MECH,03,2012-08-10
P000000976,ROH,M3,420.995,KG,36.877,L,MECH,01,2026-03-14
P000000977,ROH,KG,581.42,KG,74.708,CM3,MECH,02,2016-01-24
P000000978,NLAG,EA,224.893,KG,58.928,L,MECH,01,2023-04-19
P000000979,ROH,M2,730.879,KG,53.071,CM3,MECH,01,2017-02-19
P000000980,DIEN,KG,811.539,KG,90.994,CM3,MECH,01,2015-10-26
P000000981,DIEN,M2,834.302,KG,96.322,L,MECH,02,2026-02-01
P000000982,ROH,KG,905.903,KG,10.952,M3,MECH,01,2017-04-27
P000000983,ROH,L,531.51,KG,75.115,L,MECH,04,2017-02-01
P000000984,ROH,L,327.209,KG,10.948,M3,MECH,04,2011-06-29
P000000985,ROH,EA,133.421,KG,69.154,CM3,MECH,01,2015-06-26
P000000986,ROH,EA,395.397,KG,73.53,M3,MECH,01,2024-07-15
P000000987,ROH,M3,229.598,KG,14.834,M3,MECH,03,2025-06-29
P000000988,NLAG,M3,38.538,KG,38.655,L,MECH,02,2020-12-19
P000000989,ROH,M3,317.912,KG,40.483,L,MECH,01,2016-05-27
P000000990,FERT,M,599.845,KG,60.536,L,MECH,02,2020-06-26
P000000991,ROH,KG,944.816,KG,21.958,L,MECH,01,2018-09-02
P000000992,DIEN,M3,545.507,KG,33.934,M3,MECH,02,2024-09-24
P000000993,ROH,M,0.866,KG,35.716,M3,MECH,01,2022-01-10
P000000994,NLAG,EA,584.584,KG,7.534,M3,MECH,04,2014-09-07
P000000995,DIEN,KG,377.794,KG,78.692,L,MECH,03,2025-06-03
P000000996,ROH,M2,376.984,KG,67.629,L,MECH,01,2021-03-12
P000000997,ROH,L,702.686,KG,97.097,M3,MECH,02,2023-08-05
P000000998,NLAG,M2,729.761,KG,43.689,M3,MECH,04,2025-08-12
P000000999,HALB,EA,384.66,KG,43.673,L,MECH,01,2021-02-17
P000001000,FERT,M,929.609,KG,35.118,CM3,MECH,03,2020-06-15
P000001001,HALB,EA,591.31,KG,41.751,M3,MECH,03,2021-06-05
P000001002,ROH,PC,87.274,KG,20.324,L,MECH,04,2011-07-04
P000001003,ROH,EA,530.932,KG,71.041,CM3,MECH,02,2024-08-20
P000001004,ROH,KG,915.372,KG,88.411,M3,MECH,04,2018-11-15
P000001005,ROH,L,503.3,KG,62.274,CM3,MECH,03,2014-03-30
P000001006,FERT,M,499.074,KG,45.389,L,MECH,02,2019-10-23
P000001007,NLAG,L,389.305,KG,11.24,L,MECH,03,2019-05-07
P000001008,NLAG,EA,464.182,KG,52.6,L,MECH,01,2011-07-30
P000001009,ROH,KG,958.457,KG,11.292,L,MECH,01,2019-02-21
P000001010,ROH,EA,791.986,KG,12.888,CM3,MECH,01,2025-04-26
P000001011,ROH,M,628.18,KG,80.621,CM3,MECH,02,2024-03-28
P000001012,HALB,M2,561.409,KG,64.921,M3,MECH,02,2017-05-02
P000001013,HALB,M3,219.346,KG,57.466,CM3,MECH,01,2014-05-04
P000001014,DIEN,EA,564.732,KG,85.753,M3,MECH,04,2022-07-09
P000001015,ROH,PC,273.476,KG,88.163,L,MECH,03,2022-09-19
P000001016,ROH,EA,279.878,KG,99.269,M3,MECH,01,2020-08-17
P000001017,ROH,EA,356.312,KG,36.809,L,MECH,03,2019-02-15
P000001018,ROH,L,665.981,KG,17.525,L,MECH,04,2014-01-15
P000001019,ROH,M2,157.11,KG,4.063,CM3,MECH,01,2012-08-02
P000001020,FERT,M3,564.587,KG,0.085,CM3,MECH,04,2013-12-22
P000001021,NLAG,EA,375.669,KG,41.299,CM3,MECH,02,2025-10-05
P000001022,ROH,L,221.366,KG,21.394,L,MECH,04,2014-10-01
P000001023,ROH,EA,900.013,KG,92.364,M3,MECH,02,2024-09-04
P000001024,DIEN,EA,634.094,KG,12.501,M3,MECH,04,2013-08-27
P000001025,NLAG,PC,409.282,KG,19.12,CM3,MECH,03,2011-10-14
P000001026,HALB,KG,922.217,KG,29.585,L,MECH,03,2014-09-29
P000001027,DIEN,EA,535.826,KG,17.169,M3,MECH,04,2018-02-22
P000001028,NLAG,M3,278.739,KG,24.193,CM3,MECH,01,2022-10-02
P000001029,ROH,EA,970.803,KG,86.376,CM3,MECH,04,2022-09-29
P000001030,FERT,EA,882.988,KG,74.938,CM3,MECH,04,2015-08-09
P000001031,DIEN,EA,270.379,KG,34.081,M3,MECH,03,2018-02-22
P000001032,ROH,EA,989.675,KG,63.067,CM3,MECH,03,2018-09-05
P000001033,DIEN,PC,39.037,KG,32.503,M3,MECH,03,2021-04-03
P000001034,NLAG,L,712.398,KG,1.24,L,MECH,03,2012-11-15
P000001035,HALB,EA,455.144,KG,8.753,M3,MECH,03,2011-10-14
P000001036,DIEN,KG,482.117,KG,3.279,L,MECH,01,2014-03-31
P000001037,FERT,EA,979.462,KG,63.724,L,MECH,01,2025-09-16
P000001038,ROH,EA,625.351,KG,33.723,L,MECH,04,2023-10-26
P000001039,ROH,M2,100.971,KG,23.909,L,MECH,03,2020-02-15
P000001040,HALB,KG,518.362,KG,56.871,L,MECH,03,2012-06-07
P000001041,FERT,PC,822.934,KG,11.192,L,MECH,04,2025-03-14
P000001042,ROH,KG,61.484,KG,68.002,M3,MECH,01,2013-08-07
P000001043,DIEN,KG,724.271,KG,7.645,M3,MECH,03,2025-10-12
P000001044,ROH,M2,938.589,KG,70.511,L,MECH,03,2021-10-10
P000001045,FERT,M,900.8,KG,72.018,CM3,MECH,04,2023-02-07
P000001046,ROH,M2,852.057,KG,89.316,CM3,MECH,04,2012-10-04
P000001047,ROH,M2,612.254,KG,47.408,M3,MECH,02,2016-04-28
P000001048,ROH,EA,665.106,KG,28.114,L,MECH,04,2019-07-25
P000001049,NLAG,L,966.3,KG,63.87,L,MECH,01,2021-03-19
P000001050,ROH,EA,824.275,KG,80.516,CM3,MECH,02,2019-08-09
P000001051,ROH,M,636.363,KG,27.897,M3,MECH,04,2011-12-30
P000001052,ROH,PC,234.494,KG,42.22,L,MECH,01,2017-08-12
P000001053,ROH,EA,478.601,KG,31.13,L,MECH,04,2018-07-15
P000001054,HALB,L,594.307,KG,63.703,CM3,MECH,03,2025-07-03
P000001055,ROH,M,868.699,KG,51.15,CM3,MECH,04,2024-07-05
P000001056,ROH,M3,469.68,KG,10.383,CM3,MECH,04,2024-06-21
P000001057,NLAG,KG,85.978,KG,27.584,CM3,MECH,03,2015-02-15
P000001058,NLAG,M,633.608,KG,78.902,M3,MECH,04,2017-12-28
P000001059,ROH,EA,767.803,KG,87.054,CM3,MECH,01,2021-11-07
P000001060,DIEN,EA,974.647,KG,51.502,L,MECH,02,2015-02-08
P000001061,FERT,EA,932.698,KG,62.783,L,MECH,01,2022-04-08
P000001062,DIEN,M3,250.892,KG,59.816,L,MECH,04,2014-11-21
P000001063,ROH,M2,518.64,KG,18.575,L,MECH,03,2022-03-09
P000001064,FERT,EA,973.013,KG,88.007,M3,MECH,03,2015-12-25
P000001065,ROH,M3,829.962,KG,64.988,CM3,MECH,02,2022-01-02
