PO_NUMBER,VENDOR,COMPANY_CODE,PURCH_ORG,CURRENCY,DOCUMENT_DATE,STATUS
0200002460,0000000342,1000,PO02,USD,2025-02-20,OPEN
0200002462,0000000770,4000,PO02,USD,2025-02-24,OPEN
0200002463,0000001053,2000,PO02,USD,2025-02-26,OPEN
0200002467,0000000897,2000,PO02,USD,2025-03-03,OPEN
0200002468,0000001234,1000,PO03,USD,2025-03-03,OPEN
0200002469,0000001248,3000,PO01,USD,2025-03-04,OPEN
0200002470,0000001985,5000,PO01,USD,2025-03-04,OPEN
0200002471,0000001897,1000,PO02,USD,2025-03-06,OPEN
0200002472,0000001841,1000,PO01,USD,2025-03-08,OPEN
0200002474,0000000783,1000,PO01,USD,2025-03-12,OPEN
0200002475,0000001918,4000,PO02,USD,2025-03-15,OPEN
0200002477,0000001348,2000,PO02,USD,2025-03-19,OPEN
0200002478,0000001276,1000,PO03,USD,2025-03-21,OPEN
0200002480,0000001971,4000,PO01,USD,2025-03-22,OPEN
0200002482,0000000899,5000,PO03,USD,2025-03-23,OPEN
0200002483,0000000304,2000,PO01,USD,2025-03-23,OPEN
0200002484,0000000842,4000,PO01,USD,2025-03-26,OPEN
0200002485,0000001401,1000,PO03,USD,2025-03-28,OPEN
0200002486,0000001264,4000,PO03,USD,2025-03-29,OPEN
0200002488,0000000878,4000,PO03,USD,2025-04-02,OPEN
0200002489,0000001574,1000,PO02,USD,2025-04-03,OPEN
0200002491,0000000573,5000,PO03,USD,2025-04-05,OPEN
0200002493,0000001308,1000,PO03,USD,2025-04-08,OPEN
0200002496,0000000048,4000,PO03,USD,2025-04-13,OPEN
0200002499,0000001560,4000,PO02,USD,2025-04-18,OPEN
0200002501,0000001965,4000,PO02,USD,2025-04-21,OPEN
0200002502,0000000012,5000,PO02,USD,2025-04-23,OPEN
0200002503,0000000680,2000,PO02,USD,2025-04-24,OPEN
0200002506,0000001712,5000,PO02,USD,2025-04-29,OPEN
0200002507,0000001127,4000,PO03,USD,2025-04-29,OPEN
0200002508,0000001740,5000,PO03,USD,2025-05-01,OPEN
0200002510,0000000113,3000,PO02,USD,2025-05-05,OPEN
0200002511,0000001412,2000,PO03,USD,2025-05-05,OPEN
0200002512,0000000465,2000,PO01,USD,2025-05-07,OPEN
0200002515,0000000881,1000,PO01,USD,2025-05-11,OPEN
0200002516,0000001859,2000,PO03,USD,2025-05-14,OPEN
0200002517,0000001179,5000,PO03,USD,2025-05-15,OPEN
0200002518,0000001133,2000,PO02,USD,2025-05-15,OPEN
0200002519,0000000902,4000,PO01,USD,2025-05-15,OPEN
0200002520,0000001382,5000,PO02,USD,2025-05-17,OPEN
0200002523,0000000245,5000,PO03,USD,2025-05-24,OPEN
0200002524,0000001949,5000,PO03,USD,2025-05-26,OPEN
0200002526,0000001222,1000,PO02,USD,2025-05-31,OPEN
0200002527,0000001088,4000,PO02,USD,2025-06-02,OPEN
0200002528,0000001057,1000,PO01,USD,2025-06-04,OPEN
0200002531,0000000891,1000,PO02,USD,2025-06-12,OPEN
0200002534,0000001740,1000,PO03,USD,2025-06-20,OPEN
0200002537,0000001102,4000,PO02,USD,2025-06-26,OPEN
0200002539,0000001516,5000,PO02,USD,2025-06-29,OPEN
0200002540,0000001166,2000,PO03,USD,2025-06-30,OPEN
0200002542,0000001181,5000,PO03,USD,2025-07-05,OPEN
0200002544,0000000077,1000,PO02,USD,2025-07-07,OPEN
0200002545,0000000990,2000,PO02,USD,2025-07-07,OPEN
0200002546,0000000560,4000,PO03,USD,2025-07-10,OPEN
0200002547,0000000384,4000,PO02,USD,2025-07-10,OPEN
0200002549,0000001124,3000,PO03,USD,2025-07-13,OPEN
0200002550,0000000627,3000,PO02,USD,2025-07-14,OPEN
0200002551,0000001734,5000,PO03,USD,2025-07-15,OPEN
0200002553,0000000520,2000,PO03,USD,2025-07-18,OPEN
0200002554,0000001828,1000,PO02,USD,2025-07-20,OPEN
0200002555,0000000734,2000,PO02,USD,2025-07-21,OPEN
0200002556,0000000335,4000,PO02,USD,2025-07-24,OPEN
0200002557,0000000079,3000,PO02,USD,2025-07-25,OPEN
0200002558,0000001560,3000,PO03,USD,2025-07-26,OPEN
0200002561,0000000625,5000,PO02,USD,2025-07-28,OPEN
0200002562,0000001674,5000,PO02,USD,2025-07-30,OPEN
0200002563,0000000412,5000,PO03,USD,2025-08-02,OPEN
0200002565,0000001862,3000,PO02,USD,2025-08-05,OPEN
0200002567,0000001445,3000,PO02,USD,2025-08-05,OPEN
0200002568,0000000282,2000,PO03,USD,2025-08-05,OPEN
0200002569,0000000393,3000,PO02,USD,2025-08-05,OPEN
0200002571,0000001814,4000,PO02,USD,2025-08-05,OPEN
0200002573,0000000683,1000,PO03,USD,2025-08-06,OPEN
0200002574,0000001547,4000,PO01,USD,2025-08-09,OPEN
0200002575,0000000516,2000,PO01,USD,2025-08-09,OPEN
0200002576,0000000854,2000,PO02,USD,2025-08-09,OPEN
0200002577,0000000574,3000,PO01,USD,2025-08-11,OPEN
0200002578,0000000932,2000,PO02,USD,2025-08-11,OPEN
0200002579,0000001693,3000,PO02,USD,2025-08-11,OPEN
0200002581,0000001341,2000,PO03,USD,2025-08-15,OPEN
0200002584,0000000138,3000,PO01,USD,2025-08-22,OPEN
0200002585,0000001640,2000,PO02,USD,2025-08-25,OPEN
0200002586,0000000200,4000,PO03,USD,2025-08-27,OPEN
0200002587,0000000733,4000,PO02,USD,2025-08-29,OPEN
0200002588,0000000671,3000,PO03,USD,2025-08-30,OPEN
0200002589,0000000218,2000,PO02,USD,2025-09-02,OPEN
0200002590,0000000854,4000,PO02,USD,2025-09-02,OPEN
0200002591,0000001612,3000,PO02,USD,2025-09-02,OPEN
0200002592,0000000265,2000,PO02,USD,2025-09-02,OPEN
0200002593,0000001042,2000,PO02,USD,2025-09-03,OPEN
0200002594,0000000744,3000,PO03,USD,2025-09-04,OPEN
0200002595,0000001061,4000,PO03,USD,2025-09-06,OPEN
0200002596,0000001532,3000,PO02,USD,2025-09-09,OPEN
0200002598,0000000655,3000,PO02,USD,2025-09-12,OPEN
0200002599,0000000478,2000,PO01,USD,2025-09-14,OPEN
0200002600,0000001264,3000,PO02,USD,2025-09-16,OPEN
0200002601,0000001757,4000,PO03,USD,2025-09-18,OPEN
0200002602,0000001720,3000,PO02,USD,2025-09-20,OPEN
0200002603,0000000270,2000,PO03,USD,2025-09-22,OPEN
0200002604,0000000894,3000,PO03,USD,2025-09-25,OPEN
0200002605,0000001428,5000,PO02,USD,2025-09-28,OPEN
0200002606,0000001804,2000,PO02,USD,2025-10-01,OPEN
0200002607,0000000172,3000,PO02,USD,2025-10-02,OPEN
0200002608,0000000736,5000,PO01,USD,2025-10-05,OPEN
0200002609,0000000476,1000,PO02,USD,2025-10-07,OPEN
0200002610,0000001640,4000,PO03,USD,2025-10-07,OPEN
0200002614,0000000488,5000,PO02,USD,2025-10-09,OPEN
0200002615,0000001639,5000,PO03,USD,2025-10-10,OPEN
0200002616,0000000693,2000,PO03,USD,2025-10-10,OPEN
0200002618,0000000649,3000,PO02,USD,2025-10-15,OPEN
0200002619,0000001291,1000,PO01,USD,2025-10-15,OPEN
0200002620,0000000827,2000,PO02,USD,2025-10-17,OPEN
0200002621,0000001222,1000,PO01,USD,2025-10-19,OPEN
0200002624,0000000994,2000,PO03,USD,2025-10-22,OPEN
0200002625,0000000937,3000,PO03,USD,2025-10-25,OPEN
0200002626,0000001132,1000,PO01,USD,2025-10-25,OPEN
0200002627,0000000189,1000,PO03,USD,2025-10-25,OPEN
0200002629,0000001667,5000,PO02,USD,2025-10-27,OPEN
0200002630,0000001079,1000,PO01,USD,2025-10-30,OPEN
0200002631,0000001130,4000,PO01,USD,2025-11-01,OPEN
0200002633,0000000141,4000,PO02,USD,2025-11-05,OPEN
0200002634,0000000348,4000,PO02,USD,2025-11-05,OPEN
0200002635,0000000279,2000,PO03,USD,2025-11-05,OPEN
0200002637,0000001133,2000,PO03,USD,2025-11-09,OPEN
0200002639,0000000270,5000,PO01,USD,2025-11-10,OPEN
0200002641,0000001520,5000,PO02,USD,2025-11-14,OPEN
0200002643,0000000158,4000,PO03,USD,2025-11-16,OPEN
0200002646,0000000909,1000,PO01,USD,2025-11-20,OPEN
0200002647,0000001325,2000,PO02,USD,2025-11-22,OPEN
0200002648,0000000103,1000,PO02,USD,2025-11-23,OPEN
0200002649,0000001774,3000,PO02,USD,2025-11-26,OPEN
0200002650,0000001020,5000,PO02,USD,2025-11-28,OPEN
0200002651,0000001511,4000,PO03,USD,2025-11-30,OPEN
0200002652,0000001952,3000,PO02,USD,2025-12-01,OPEN
0200002653,0000000919,5000,PO02,USD,2025-12-02,OPEN
0200002656,0000001189,1000,PO03,USD,2025-12-05,OPEN
0200002658,0000000083,5000,PO02,USD,2025-12-07,OPEN
0200002659,0000001593,4000,PO03,USD,2025-12-07,OPEN
0200002660,0000001657,4000,PO01,USD,2025-12-07,OPEN
0200002663,0000000869,2000,PO03,USD,2025-12-12,OPEN
0200002664,0000000130,3000,PO02,USD,2025-12-15,OPEN
0200002666,0000000193,4000,PO02,USD,2025-12-20,OPEN
0200002668,0000000276,1000,PO01,USD,2025-12-23,OPEN
0200002670,0000001423,4000,PO03,USD,2025-12-24,OPEN
0200002671,0000001844,3000,PO02,USD,2025-12-27,OPEN
0200002673,0000001661,5000,PO02,USD,2025-12-29,OPEN
0200002675,0000000063,4000,PO01,USD,2026-01-01,OPEN
0200002676,0000000616,3000,PO03,USD,2026-01-02,OPEN
0200002678,0000000549,5000,PO02,USD,2026-01-03,OPEN
0200002679,0000001510,4000,PO03,USD,2026-01-06,OPEN
0200002680,0000000719,2000,PO02,USD,2026-01-09,OPEN
0200002681,0000001510,4000,PO03,USD,2026-01-12,OPEN
0200002682,0000000298,3000,PO03,USD,2026-01-12,OPEN
0200002683,0000001141,5000,PO02,USD,2026-01-13,OPEN
0200002684,0000000855,4000,PO01,USD,2026-01-13,OPEN
0200002686,0000001535,3000,PO02,USD,2026-01-15,OPEN
0200002687,0000001805,4000,PO02,USD,2026-01-18,OPEN
0200002689,0000001546,5000,PO01,USD,2026-01-23,OPEN
0200002690,0000001532,5000,PO02,USD,2026-01-26,OPEN
0200002691,0000000778,2000,PO03,USD,2026-01-29,OPEN
0200002692,0000000913,5000,PO01,USD,2026-01-30,OPEN
0200002696,0000000215,2000,PO03,USD,2026-02-07,OPEN
0200002697,0000001990,5000,PO02,USD,2026-02-07,OPEN
0200002698,0000001257,2000,PO03,USD,2026-02-07,OPEN
0200002699,0000001538,3000,PO02,USD,2026-02-07,OPEN
0200002700,0000001913,5000,PO03,USD,2026-02-09,OPEN
0200002704,0000000435,1000,PO02,USD,2026-02-11,OPEN
0200002706,0000001142,1000,PO01,USD,2026-02-14,OPEN
0200002708,0000001624,3000,PO02,USD,2026-02-17,OPEN
0200002709,0000000129,4000,PO03,USD,2026-02-20,OPEN
0200002711,0000001222,2000,PO02,USD,2026-02-22,OPEN
0200002712,0000001014,1000,PO03,USD,2026-02-23,OPEN
0200002713,0000001069,1000,PO01,USD,2026-02-23,OPEN
0200002714,0000000262,1000,PO02,USD,2026-02-25,OPEN
0200002715,0000001840,4000,PO03,USD,2026-02-28,OPEN
0200002719,0000000287,5000,PO01,USD,2026-03-10,OPEN
0200002720,0000001034,5000,PO02,USD,2026-03-11,OPEN
0200002722,0000000664,1000,PO03,USD,2026-03-13,OPEN
0200002723,0000000112,4000,PO01,USD,2026-03-13,OPEN
0200002724,0000000649,3000,PO02,USD,2026-03-14,OPEN
0200002725,0000000602,3000,PO02,USD,2026-03-17,OPEN
0200002726,0000001700,3000,PO01,USD,2026-03-20,OPEN
0200002727,0000000051,3000,PO02,USD,2026-03-21,OPEN
0200002729,0000001261,5000,PO03,USD,2026-03-22,OPEN
0200002730,0000001617,3000,PO03,USD,2026-03-23,OPEN
0200002732,0000001223,5000,PO02,USD,2026-03-27,OPEN
0200002735,0000000286,3000,PO01,USD,2026-03-31,OPEN
0200002736,0000001746,1000,PO02,USD,2026-04-01,OPEN
0200002737,0000000482,1000,PO02,USD,2026-04-02,OPEN
0200002739,0000001104,1000,PO02,USD,2026-04-04,OPEN
0200002742,0000001861,5000,PO01,USD,2026-04-08,OPEN
0200002743,0000000140,5000,PO03,USD,2026-04-08,OPEN
0200002744,0000000949,4000,PO02,USD,2026-04-09,OPEN
0200002745,0000000456,2000,PO03,USD,2026-04-11,OPEN
0200002747,0000000732,4000,PO01,USD,2026-04-13,OPEN
0200002748,0000000878,4000,PO02,USD,2026-04-15,OPEN
0200002749,0000001659,4000,PO01,USD,2026-04-15,OPEN
0200002750,0000001978,5000,PO02,USD,2026-04-17,OPEN
0200002751,0000000295,1000,PO02,USD,2026-04-19,OPEN
0200002752,0000000050,5000,PO01,USD,2026-04-21,OPEN
0200002753,0000001781,2000,PO02,USD,2026-04-21,OPEN
0200002757,0000000751,5000,PO02,USD,2026-04-26,OPEN
0200002758,0000000363,2000,PO02,USD,2026-04-29,OPEN
0200002759,0000001640,3000,PO01,USD,2026-04-29,OPEN
0200002760,0000000379,4000,PO02,USD,2026-04-30,OPEN
0200002761,0000000984,3000,PO01,USD,2026-05-03,OPEN
0200002762,0000000442,4000,PO02,USD,2026-05-05,OPEN
0200002763,0000000011,5000,PO01,USD,2026-05-06,OPEN
0200002765,0000001577,2000,PO02,USD,2026-05-08,OPEN
0200002766,0000001299,1000,PO02,USD,2026-05-09,OPEN
0200002767,0000000508,1000,PO02,USD,2026-05-12,OPEN
0200002769,0000001503,3000,PO02,USD,2026-05-15,OPEN
0200002770,0000001406,3000,PO02,USD,2026-05-17,OPEN
0200002773,0000001643,1000,PO03,USD,2026-05-21,OPEN
0200002774,0000000926,5000,PO03,USD,2026-05-22,OPEN
0200002775,0000000398,2000,PO02,USD,2026-05-25,OPEN
0200002776,0000001041,5000,PO02,USD,2026-05-27,OPEN
0200002777,0000001925,4000,PO02,USD,2026-05-27,OPEN
0200002780,0000000244,3000,PO01,USD,2026-05-31,OPEN
0200002781,0000000696,1000,PO02,USD,2026-06-03,OPEN
0200002783,0000000923,2000,PO03,USD,2026-06-06,OPEN
0200002784,0000001102,2000,PO02,USD,2026-06-09,OPEN
0200002785,0000000304,1000,PO02,USD,2026-06-09,OPEN
0200002786,0000000860,1000,PO03,USD,2026-06-12,OPEN
0200002789,0000001171,5000,PO02,USD,2026-06-16,OPEN
0200002792,0000000964,5000,PO02,USD,2026-06-22,OPEN
0200002793,0000001595,3000,PO02,USD,2026-06-24,OPEN
0200002794,0000001639,1000,PO02,USD,2026-06-27,OPEN
0200002797,0000001406,5000,PO02,USD,2026-07-04,OPEN
0200002798,0000000205,3000,PO02,USD,2026-07-07,OPEN
0200002799,0000000227,2000,PO01,USD,2026-07-09,OPEN
0200002800,0000001629,3000,PO02,USD,2026-07-10,OPEN
0200002801,0000000672,4000,PO02,USD,2026-07-11,OPEN
0200002802,0000000625,2000,PO02,USD,2026-07-14,OPEN
0200002804,0000001432,1000,PO02,USD,2026-07-17,OPEN
0200002805,0000000936,1000,PO02,USD,2026-07-19,OPEN
0200002806,0000001263,2000,PO03,USD,2026-07-19,OPEN
0200002807,0000000617,1000,PO03,USD,2026-07-22,OPEN
0200002808,0000001083,1000,PO02,USD,2026-07-22,OPEN
0200002809,0000000781,4000,PO03,USD,2026-07-23,OPEN
0200002810,0000001790,5000,PO02,USD,2026-07-23,OPEN
0200002811,0000000521,2000,PO01,USD,2026-07-24,OPEN
0200002812,0000000598,5000,PO02,USD,2026-07-27,OPEN
0200002813,0000000272,2000,PO02,USD,2026-07-27,OPEN
0200002814,0000000132,4000,PO02,USD,2026-07-29,OPEN
0200002816,0000001693,5000,PO02,USD,2026-08-01,OPEN
0200002818,0000001066,2000,PO02,USD,2026-08-03,OPEN
0200002819,0000000777,4000,PO02,USD,2026-08-03,OPEN
0200002821,0000000825,2000,PO03,USD,2026-08-08,OPEN
0200002822,0000001839,2000,PO01,USD,2026-08-10,OPEN
0200002823,0000001738,5000,PO01,USD,2026-08-11,OPEN
0200002825,0000000387,3000,PO02,USD,2026-08-14,OPEN
0200002827,0000000301,1000,PO02,USD,2026-08-15,OPEN
0200002829,0000000943,3000,PO02,USD,2026-08-16,OPEN
0200002830,0000000824,3000,PO02,USD,2026-08-18,OPEN
0200002831,0000000296,4000,PO03,USD,2026-08-18,OPEN
0200002833,0000000986,4000,PO02,USD,2026-08-19,OPEN
0200002834,0000001630,2000,PO03,USD,2026-08-21,OPEN
0200002835,0000001563,4000,PO03,USD,2026-08-23,OPEN
0200002836,0000001600,5000,PO02,USD,2026-08-23,OPEN
0200002837,0000001409,1000,PO02,USD,2026-08-23,OPEN
0200002838,0000001836,4000,PO02,USD,2026-08-23,OPEN
0200002839,0000000925,2000,PO03,USD,2026-08-26,OPEN
0200002841,0000001275,1000,PO02,USD,2026-09-01,OPEN
0200002842,0000000617,3000,PO02,USD,2026-09-02,OPEN
0200002843,0000001223,5000,PO02,USD,2026-09-04,OPEN
0200002844,0000001832,2000,PO02,USD,2026-09-05,OPEN
0200002847,0000001838,3000,PO01,USD,2026-09-12,OPEN
0200002848,0000001400,2000,PO03,USD,2026-09-15,OPEN
0200002849,0000000099,1000,PO02,USD,2026-09-17,OPEN
0200002852,0000000338,4000,PO02,USD,2026-09-22,OPEN
0200002858,0000001060,2000,PO03,USD,2026-09-25,OPEN
0200002860,0000000936,5000,PO03,USD,2026-10-01,OPEN
0200002861,0000000042,5000,PO03,USD,2026-10-02,OPEN
0200002863,0000001823,1000,PO01,USD,2026-10-05,OPEN
0200002864,0000000271,2000,PO02,USD,2026-10-08,OPEN
0200002865,0000000487,5000,PO01,USD,2026-10-08,OPEN
0200002866,0000000445,3000,PO02,USD,2026-10-10,OPEN
0200002867,0000000597,2000,PO02,USD,2026-10-13,OPEN
0200002868,0000000014,1000,PO02,USD,2026-10-13,OPEN
0200002869,0000000266,4000,PO02,USD,2026-10-15,OPEN
0200002871,0000001926,1000,PO03,USD,2026-10-17,OPEN
0200002875,0000001910,4000,PO03,USD,2026-10-29,OPEN
0200002877,0000000924,1000,PO03,USD,2026-10-30,OPEN
0200002879,0000001681,5000,PO01,USD,2026-10-31,OPEN
0200002881,0000001474,4000,PO03,USD,2026-10-31,OPEN
0200002882,0000001757,4000,PO02,USD,2026-11-02,OPEN
0200002886,0000000699,3000,PO02,USD,2026-11-06,OPEN
0200002888,0000000775,3000,PO01,USD,2026-11-09,OPEN
0200002889,0000000656,5000,PO01,USD,2026-11-09,OPEN
0200002890,0000001347,5000,PO02,USD,2026-11-10,OPEN
0200002891,0000000004,3000,PO03,USD,2026-11-13,OPEN
0200002892,0000001813,5000,PO01,USD,2026-11-15,OPEN
0200002893,0000000987,1000,PO03,USD,2026-11-18,OPEN
0200002894,0000000953,3000,PO03,USD,2026-11-21,OPEN
0200002895,0000001832,5000,PO01,USD,2026-11-22,OPEN
0200002898,0000001916,5000,PO01,USD,2026-11-25,OPEN
0200002899,0000001916,5000,PO02,USD,2026-11-25,OPEN
0200002900,0000000403,3000,PO02,USD,2026-11-26,OPEN
0200002902,0000001754,5000,PO02,USD,2026-12-02,OPEN
0200002903,0000000936,2000,PO03,USD,2026-12-05,OPEN
0200002905,0000000567,1000,PO03,USD,2026-12-07,OPEN
0200002908,0000000356,4000,PO03,USD,2026-12-13,OPEN
0200002909,0000001492,5000,PO02,USD,2026-12-13,OPEN
0200002910,0000000125,1000,PO01,USD,2026-12-13,OPEN
0200002911,0000001763,1000,PO01,USD,2026-12-13,OPEN
0200002912,0000001696,1000,PO03,USD,2026-12-14,OPEN
0200002913,0000001719,5000,PO01,USD,2026-12-15,OPEN
0200002914,0000001322,1000,PO02,USD,2026-12-17,OPEN
0200002915,0000000268,1000,PO02,USD,2026-12-19,OPEN
0200002916,0000001003,2000,PO02,USD,2026-12-21,OPEN
0200002917,0000001338,5000,PO02,USD,2026-12-21,OPEN
0200002920,0000000299,2000,PO01,USD,2026-12-26,OPEN
0200002921,0000001470,5000,PO03,USD,2026-12-29,OPEN
0200002922,0000001812,4000,PO02,USD,2026-12-30,OPEN
0200002923,0000000749,5000,PO03,USD,2026-12-31,OPEN
0200002924,0000000733,5000,PO02,USD,2027-01-01,OPEN
0200002926,0000001762,2000,PO02,USD,2027-01-02,OPEN
0200002927,0000001104,5000,PO03,USD,2027-01-02,OPEN
0200002929,0000000312,2000,PO02,USD,2027-01-05,OPEN
0200002931,0000001404,3000,PO03,USD,2027-01-11,OPEN
0200002933,0000001323,5000,PO02,USD,2027-01-14,OPEN
0200002934,0000000261,5000,PO02,USD,2027-01-14,OPEN
0200002935,0000001754,2000,PO02,USD,2027-01-15,OPEN
0200002936,0000001902,1000,PO02,USD,2027-01-15,OPEN
0200002937,0000001456,5000,PO02,USD,2027-01-15,OPEN
0200002938,0000001890,3000,PO01,USD,2027-01-16,OPEN
0200002941,0000001363,5000,PO03,USD,2027-01-20,OPEN
0200002942,0000001954,3000,PO02,USD,2027-01-21,OPEN
0200002947,0000000675,4000,PO01,USD,2027-01-28,OPEN
0200002949,0000001196,5000,PO03,USD,2027-02-02,OPEN
0200002950,0000000964,5000,PO02,USD,2027-02-05,OPEN
0200002951,0000000941,3000,PO01,USD,2027-02-06,OPEN
0200002953,0000001629,4000,PO03,USD,2027-02-08,OPEN
0200002956,0000000736,5000,PO02,USD,2027-02-13,OPEN
0200002958,0000001801,3000,PO02,USD,2027-02-18,OPEN
0200002959,0000000974,3000,PO03,USD,2027-02-21,OPEN
0200002961,0000001201,2000,PO02,USD,2027-02-22,OPEN
0200002963,0000001432,4000,PO03,USD,2027-02-25,OPEN
0200002965,0000000954,3000,PO03,USD,2027-02-26,OPEN
0200002967,0000001291,1000,PO01,USD,2027-02-27,OPEN
0200002968,0000001250,3000,PO02,USD,2027-02-28,OPEN
0200002970,0000001234,1000,PO02,USD,2027-03-05,OPEN
0200002971,0000001495,3000,PO03,USD,2027-03-07,OPEN
0200002972,0000000740,5000,PO02,USD,2027-03-07,OPEN
0200002973,0000001521,2000,PO01,USD,2027-03-10,OPEN
0200002974,0000000024,3000,PO02,USD,2027-03-12,OPEN
0200002975,0000000510,1000,PO02,USD,2027-03-14,OPEN
0200002977,0000000716,5000,PO03,USD,2027-03-19,OPEN
0200002979,0000000046,1000,PO03,USD,2027-03-25,OPEN
0200002980,0000001366,1000,PO01,USD,2027-03-28,OPEN
0200002981,0000001178,3000,PO02,USD,2027-03-29,OPEN
0200002983,0000001179,3000,PO03,USD,2027-03-31,OPEN
0200002984,0000000387,5000,PO02,USD,2027-04-01,OPEN
0200002985,0000000639,4000,PO01,USD,2027-04-02,OPEN
0200002988,0000000055,3000,PO02,USD,2027-04-09,OPEN
0200002989,0000001666,4000,PO02,USD,2027-04-12,OPEN
0200002990,0000001433,2000,PO02,USD,2027-04-14,OPEN
0200002992,0000000455,2000,PO01,USD,2027-04-16,OPEN
0200002993,0000001474,2000,PO02,USD,2027-04-18,OPEN
0200002994,0000000191,5000,PO01,USD,2027-04-20,OPEN
0200002995,0000000135,4000,PO01,USD,2027-04-22,OPEN
0200002996,0000000163,1000,PO01,USD,2027-04-24,OPEN
0200002997,0000000612,2000,PO02,USD,2027-04-24,OPEN
0200002998,0000000455,4000,PO01,USD,2027-04-27,OPEN
0200002999,0000000301,4000,PO02,USD,2027-04-27,OPEN
0200003000,0000000816,1000,PO03,USD,2027-04-30,OPEN
0200003002,0000000910,4000,PO02,USD,2027-05-03,OPEN
0200003003,0000000005,3000,PO02,USD,2027-05-06,OPEN
0200003004,0000001026,5000,PO01,USD,2027-05-08,OPEN
0200003007,0000001450,5000,PO01,USD,2027-05-09,OPEN
0200003009,0000000101,3000,PO02,USD,2027-05-11,OPEN
0200003010,0000001134,3000,PO02,USD,2027-05-11,OPEN
0200003011,0000001035,5000,PO01,USD,2027-05-12,OPEN
0200003012,0000000200,4000,PO02,USD,2027-05-13,OPEN
0200003013,0000000829,2000,PO01,USD,2027-05-15,OPEN
0200003014,0000001977,3000,PO03,USD,2027-05-15,OPEN
0200003015,0000000234,4000,PO03,USD,2027-05-16,OPEN
0200003016,0000001425,4000,PO01,USD,2027-05-18,OPEN
0200003017,0000000607,3000,PO01,USD,2027-05-19,OPEN
0200003018,0000001369,4000,PO02,USD,2027-05-21,OPEN
0200003019,0000000597,2000,PO02,USD,2027-05-21,OPEN
0200003021,0000000110,1000,PO02,USD,2027-05-26,OPEN
0200003022,0000001806,4000,PO02,USD,2027-05-29,OPEN
0200003024,0000001043,2000,PO02,USD,2027-05-31,OPEN
0200003026,0000000955,1000,PO02,USD,2027-06-05,OPEN
0200003027,0000000640,4000,PO02,USD,2027-06-06,OPEN
0200003029,0000001042,1000,PO02,USD,2027-06-12,OPEN
0200003031,0000000832,3000,PO02,USD,2027-06-15,OPEN
0200003032,0000000426,2000,PO01,USD,2027-06-15,OPEN
0200003033,0000000488,4000,PO02,USD,2027-06-17,OPEN
0200003036,0000000842,4000,PO03,USD,2027-06-21,OPEN
0200003038,0000000894,5000,PO01,USD,2027-06-22,OPEN
0200003039,0000001278,1000,PO02,USD,2027-06-24,OPEN
0200003040,0000001305,3000,PO02,USD,2027-06-27,OPEN
0200003041,0000000022,4000,PO02,USD,2027-06-29,OPEN
0200003042,0000001318,2000,PO02,USD,2027-07-01,OPEN
0200003043,0000001032,3000,PO03,USD,2027-07-01,OPEN
0200003045,0000000511,4000,PO01,USD,2027-07-01,OPEN
0200003046,0000000662,4000,PO02,USD,2027-07-01,OPEN
0200003047,0000000276,3000,PO01,USD,2027-07-03,OPEN
0200003048,0000000036,2000,PO02,USD,2027-07-06,OPEN
0200003049,0000000268,3000,PO03,USD,2027-07-09,OPEN
0200003050,0000001215,3000,PO02,USD,2027-07-11,OPEN
0200003051,0000000411,4000,PO02,USD,2027-07-11,OPEN
0200003052,0000001052,1000,PO02,USD,2027-07-12,OPEN
0200003054,0000000199,4000,PO01,USD,2027-07-14,OPEN
0200003056,0000001393,1000,PO03,USD,2027-07-17,OPEN
0200003058,0000000832,5000,PO02,USD,2027-07-22,OPEN
0200003059,0000001660,3000,PO01,USD,2027-07-22,OPEN
0200003060,0000000858,1000,PO02,USD,2027-07-25,OPEN
0200003061,0000000549,4000,PO01,USD,2027-07-28,OPEN
0200003063,0000001769,1000,PO03,USD,2027-07-30,OPEN
0200003064,0000000651,5000,PO02,USD,2027-07-31,OPEN
0200003065,0000001570,5000,PO02,USD,2027-07-31,OPEN
0200003067,0000001861,4000,PO02,USD,2027-08-03,OPEN
0200003068,0000000950,2000,PO03,USD,2027-08-05,OPEN
0200003072,0000001342,2000,PO02,USD,2027-08-11,OPEN
0200003074,0000001795,4000,PO03,USD,2027-08-16,OPEN
0200003075,0000000018,5000,PO01,USD,2027-08-16,OPEN
0200003076,0000000488,5000,PO02,USD,2027-08-18,OPEN
0200003078,0000001932,5000,PO01,USD,2027-08-20,OPEN
0200003079,0000000256,5000,PO01,USD,2027-08-20,OPEN
0200003080,0000000993,5000,PO02,USD,2027-08-23,OPEN
0200003081,0000000527,1000,PO03,USD,2027-08-25,OPEN
0200003084,0000001747,2000,PO02,USD,2027-09-02,OPEN
0200003087,0000001390,5000,PO03,USD,2027-09-06,OPEN
0200003088,0000001945,2000,PO03,USD,2027-09-07,OPEN
0200003089,0000000153,3000,PO02,USD,2027-09-07,OPEN
0200003091,0000000729,3000,PO02,USD,2027-09-12,OPEN
0200003092,0000000386,1000,PO02,USD,2027-09-13,OPEN
0200003094,0000000003,3000,PO02,USD,2027-09-14,OPEN
0200003095,0000001128,4000,PO02,USD,2027-09-15,OPEN
0200003097,0000001598,5000,PO02,USD,2027-09-18,OPEN
0200003099,0000000076,2000,PO02,USD,2027-09-21,OPEN
