PRODUCT_NUMBER,PLANT,MRP_TYPE,SAFETY_STOCK,REORDER_POINT,LOT_SIZE
P000000340,P007,PD,0,0,EX
P000000626,P006,PD,0,0,EX
P000001840,P003,PD,0,0,EX
P000001487,P003,VB,0,0,EX
P000000557,P006,PD,0,0,EX
P000000638,P001,PD,0,0,EX
P000000670,P007,PD,0,0,EX
P000000135,P009,VB,0,0,EX
P000001454,P010,PD,0,0,EX
P000000915,P003,VB,0,0,EX
P000001856,P002,PD,0,0,EX
P000001909,P003,PD,0,0,EX
P000000328,P009,PD,0,0,EX
P000000874,P006,PD,0,0,EX
P000000840,P002,PD,0,0,EX
P000000709,P007,PD,0,0,EX
P000001168,P003,PD,0,0,EX
P000000972,P010,PD,0,0,EX
P000000986,P008,PD,0,0,EX
P000000121,P001,PD,0,0,EX
P000001090,P005,PD,0,0,EX
P000000535,P002,PD,0,0,EX
P000000006,P009,PD,0,0,EX
P000001503,P001,PD,0,0,EX
P000000537,P009,PD,0,0,EX
P000001326,P001,PD,0,0,EX
P000000461,P004,PD,0,0,EX
P000001619,P009,PD,0,0,EX
P000000454,P002,PD,0,0,EX
P000001631,P003,PD,0,0,EX
P000001614,P009,PD,0,0,EX
P000000409,P001,VB,0,0,EX
P000000233,P006,PD,0,0,EX
P000001161,P007,VB,0,0,EX
P000000023,P006,PD,0,0,EX
P000001367,P010,PD,0,0,EX
P000000271,P005,VB,0,0,EX
P000000845,P001,PD,0,0,EX
P000001930,P007,PD,0,0,EX
P000001040,P005,PD,0,0,EX
P000000982,P003,PD,0,0,EX
P000001686,P001,PD,0,0,EX
P000000563,P009,PD,0,0,EX
P000001030,P005,PD,0,0,EX
P000001880,P005,VB,0,0,EX
P000001191,P006,PD,0,0,EX
P000000819,P007,PD,0,0,EX
P000001878,P006,PD,0,0,EX
P000000184,P002,PD,0,0,EX
P000001846,P008,PD,0,0,EX
P000000483,P010,VB,0,0,EX
P000001552,P002,VB,0,0,EX
P000000074,P005,PD,0,0,EX
P000001498,P003,PD,0,0,EX
P000000123,P003,PD,0,0,EX
P000001207,P006,PD,0,0,EX
P000001877,P008,PD,0,0,EX
P000000142,P004,VB,0,0,EX
P000000139,P009,PD,0,0,EX
P000000923,P002,PD,0,0,EX
P000000910,P002,PD,0,0,EX
P000000748,P006,VB,0,0,EX
P000001685,P008,PD,0,0,EX
P000001761,P010,PD,0,0,EX
P000000858,P001,PD,0,0,EX
P000000492,P005,PD,0,0,EX
P000000163,P007,PD,0,0,EX
P000001292,P008,VB,0,0,EX
P000000775,P009,PD,0,0,EX
P000000809,P008,PD,0,0,EX
P000001319,P010,VB,0,0,EX
P000001853,P007,PD,0,0,EX
P000001456,P002,PD,0,0,EX
P000001390,P008,PD,0,0,EX
P000000799,P010,VB,0,0,EX
P000000433,P006,PD,0,0,EX
P000000393,P007,VB,0,0,EX
P000001311,P010,PD,0,0,EX
P000001791,P006,VB,0,0,EX
P000000380,P003,PD,0,0,EX
P000000798,P009,PD,0,0,EX
P000001249,P003,PD,0,0,EX
P000000580,P008,VB,0,0,EX
P000000709,P003,PD,0,0,EX
P000000588,P002,PD,0,0,EX
P000001211,P004,VB,0,0,EX
P000000184,P007,PD,0,0,EX
P000000961,P005,PD,0,0,EX
P000000962,P004,PD,0,0,EX
P000001163,P008,PD,0,0,EX
P000000984,P010,PD,0,0,EX
P000001154,P008,PD,0,0,EX
P000000313,P010,PD,0,0,EX
P000001976,P005,PD,0,0,EX
P000000675,P002,VB,0,0,EX
P000001180,P009,PD,0,0,EX
P000000499,P001,VB,0,0,EX
P000001069,P004,PD,0,0,EX
P000000232,P003,VB,0,0,EX
P000000730,P009,PD,0,0,EX
P000000608,P004,VB,0,0,EX
P000001816,P003,PD,0,0,EX
P000001855,P002,PD,0,0,EX
P000000454,P010,VB,0,0,EX
P000001052,P005,PD,0,0,EX
P000001764,P009,PD,0,0,EX
P000001604,P001,VB,0,0,EX
P000001737,P004,PD,0,0,EX
P000000150,P003,PD,0,0,EX
P000001767,P007,PD,0,0,EX
P000001469,P009,VB,0,0,EX
P000001005,P009,PD,0,0,EX
P000001892,P007,PD,0,0,EX
P000000199,P002,PD,0,0,EX
P000001258,P007,PD,0,0,EX
P000001716,P004,VB,0,0,EX
P000001742,P010,VB,0,0,EX
P000001611,P008,PD,0,0,EX
P000000026,P007,PD,0,0,EX
P000001369,P003,PD,0,0,EX
P000000256,P010,PD,0,0,EX
P000000095,P007,PD,0,0,EX
P000001146,P005,VB,0,0,EX
P000001387,P005,PD,0,0,EX
P000001260,P010,PD,0,0,EX
P000001606,P005,PD,0,0,EX
P000000789,P002,PD,0,0,EX
P000000468,P002,PD,0,0,EX
P000001968,P003,PD,0,0,EX
P000000919,P009,VB,0,0,EX
P000000147,P005,PD,0,0,EX
P000000652,P007,PD,0,0,EX
P000000802,P005,VB,0,0,EX
P000001666,P009,PD,0,0,EX
P000001917,P003,PD,0,0,EX
P000001004,P002,PD,0,0,EX
P000000511,P005,PD,0,0,EX
P000000176,P002,PD,0,0,EX
P000001556,P001,VB,0,0,EX
P000001891,P004,PD,0,0,EX
P000001941,P005,PD,0,0,EX
P000001211,P007,PD,0,0,EX
P000001089,P004,PD,0,0,EX
P000001411,P003,PD,0,0,EX
P000000282,P003,PD,0,0,EX
P000000713,P006,VB,0,0,EX
P000000451,P001,VB,0,0,EX
P000001104,P002,PD,0,0,EX
P000001958,P002,VB,0,0,EX
P000001387,P009,PD,0,0,EX
P000000824,P008,PD,0,0,EX
P000001576,P010,PD,0,0,EX
P000000986,P010,PD,0,0,EX
P000001097,P001,PD,0,0,EX
P000000229,P006,PD,0,0,EX
P000000048,P004,PD,0,0,EX
P000001852,P005,VB,0,0,EX
P000000828,P002,PD,0,0,EX
P000000242,P004,PD,0,0,EX
P000000622,P009,PD,0,0,EX
P000000209,P007,PD,0,0,EX
P000001755,P009,PD,0,0,EX
P000001257,P004,PD,0,0,EX
P000001426,P005,PD,0,0,EX
P000001643,P008,VB,0,0,EX
P000000658,P004,PD,0,0,EX
P000001056,P010,PD,0,0,EX
P000000006,P008,VB,0,0,EX
P000001343,P005,PD,0,0,EX
P000001200,P001,PD,0,0,EX
P000001190,P007,PD,0,0,EX
P000000634,P002,PD,0,0,EX
P000000937,P009,PD,0,0,EX
P000001159,P007,VB,0,0,EX
P000001310,P006,PD,0,0,EX
P000001307,P001,VB,0,0,EX
P000001612,P004,VB,0,0,EX
P000000317,P005,VB,0,0,EX
P000001044,P003,PD,0,0,EX
P000000248,P001,VB,0,0,EX
P000001366,P010,PD,0,0,EX
P000001946,P007,PD,0,0,EX
P000000462,P002,PD,0,0,EX
P000000944,P003,PD,0,0,EX
P000001241,P009,VB,0,0,EX
P000000544,P010,VB,0,0,EX
P000001147,P004,PD,0,0,EX
P000000105,P004,PD,0,0,EX
P000001172,P004,PD,0,0,EX
P000001009,P003,PD,0,0,EX
P000000888,P008,PD,0,0,EX
P000000411,P006,PD,0,0,EX
P000001313,P002,PD,0,0,EX
P000001756,P004,PD,0,0,EX
P000000764,P010,PD,0,0,EX
P000001305,P004,PD,0,0,EX
P000001619,P004,PD,0,0,EX
P000000541,P002,PD,0,0,EX
P000000984,P004,PD,0,0,EX
P000001432,P004,PD,0,0,EX
P000001148,P010,PD,0,0,EX
P000000038,P001,PD,0,0,EX
P000000166,P003,PD,0,0,EX
P000001656,P009,PD,0,0,EX
P000001567,P009,PD,0,0,EX
P000000579,P008,VB,0,0,EX
P000000616,P005,PD,0,0,EX
P000000040,P004,PD,0,0,EX
P000000013,P001,VB,0,0,EX
P000001545,P003,PD,0,0,EX
P000001701,P009,VB,0,0,EX
P000001700,P009,VB,0,0,EX
P000001423,P006,PD,0,0,EX
P000001343,P009,PD,0,0,EX
P000000582,P001,PD,0,0,EX
P000000919,P008,PD,0,0,EX
P000000310,P008,PD,0,0,EX
P000001665,P003,PD,0,0,EX
P000001223,P005,VB,0,0,EX
P000001291,P006,PD,0,0,EX
P000000727,P008,PD,0,0,EX
P000000388,P003,PD,0,0,EX
P000001723,P010,PD,0,0,EX
P000000899,P004,PD,0,0,EX
P000001731,P010,VB,0,0,EX
P000001674,P001,PD,0,0,EX
P000001678,P008,PD,0,0,EX
P000001503,P002,PD,0,0,EX
P000001078,P009,PD,0,0,EX
P000001266,P001,VB,0,0,EX
P000000740,P002,PD,0,0,EX
P000000267,P010,PD,0,0,EX
P000000731,P006,PD,0,0,EX
P000001365,P007,PD,0,0,EX
P000000560,P007,PD,0,0,EX
P000000711,P003,PD,0,0,EX
P000000272,P003,PD,0,0,EX
P000001523,P001,VB,0,0,EX
P000001036,P010,PD,0,0,EX
P000000996,P010,VB,0,0,EX
P000001768,P010,PD,0,0,EX
P000000719,P004,PD,0,0,EX
P000001455,P007,PD,0,0,EX
P000000072,P001,VB,0,0,EX
P000001570,P002,VB,0,0,EX
P000000125,P007,PD,0,0,EX
P000001683,P009,PD,0,0,EX
P000001446,P009,VB,0,0,EX
P000000172,P002,PD,0,0,EX
P000000037,P009,VB,0,0,EX
P000000512,P005,PD,0,0,EX
P000001246,P006,PD,0,0,EX
P000000441,P009,PD,0,0,EX
P000001116,P010,PD,0,0,EX
P000001158,P001,PD,0,0,EX
P000001329,P007,PD,0,0,EX
P000001914,P003,PD,0,0,EX
P000000779,P001,PD,0,0,EX
P000001810,P001,PD,0,0,EX
P000001917,P008,VB,0,0,EX
P000000540,P004,VB,0,0,EX
P000001520,P004,PD,0,0,EX
P000001321,P010,PD,0,0,EX
P000001538,P003,PD,0,0,EX
P000001435,P005,PD,0,0,EX
P000001815,P008,VB,0,0,EX
P000001322,P006,PD,0,0,EX
P000001874,P003,VB,0,0,EX
P000000361,P002,PD,0,0,EX
P000000292,P008,PD,0,0,EX
P000000756,P002,PD,0,0,EX
P000000857,P003,VB,0,0,EX
P000001703,P001,PD,0,0,EX
P000000519,P010,PD,0,0,EX
P000001058,P006,VB,0,0,EX
P000000928,P001,PD,0,0,EX
P000001378,P004,PD,0,0,EX
P000000919,P001,PD,0,0,EX
P000000276,P002,PD,0,0,EX
P000001595,P005,PD,0,0,EX
P000000388,P009,VB,0,0,EX
P000000553,P009,VB,0,0,EX
P000000734,P001,VB,0,0,EX
P000000925,P009,PD,0,0,EX
P000000529,P005,PD,0,0,EX
P000001173,P002,PD,0,0,EX
P000000917,P002,PD,0,0,EX
P000001447,P003,PD,0,0,EX
P000001597,P006,PD,0,0,EX
P000001042,P006,PD,0,0,EX
P000001079,P005,PD,0,0,EX
P000001585,P010,PD,0,0,EX
P000001900,P001,PD,0,0,EX
P000001505,P001,PD,0,0,EX
P000000675,P009,VB,0,0,EX
P000001833,P008,PD,0,0,EX
P000000934,P002,PD,0,0,EX
P000000692,P001,VB,0,0,EX
P000001950,P010,PD,0,0,EX
P000001563,P002,PD,0,0,EX
P000001435,P002,PD,0,0,EX
P000001876,P007,VB,0,0,EX
P000001013,P003,VB,0,0,EX
P000001664,P004,PD,0,0,EX
P000000736,P009,PD,0,0,EX
P000001665,P010,PD,0,0,EX
P000001276,P002,VB,0,0,EX
P000001048,P002,PD,0,0,EX
P000000353,P002,PD,0,0,EX
P000000642,P006,PD,0,0,EX
P000000577,P007,PD,0,0,EX
P000001878,P007,PD,0,0,EX
P000001008,P004,PD,0,0,EX
P000000435,P007,PD,0,0,EX
P000000319,P009,PD,0,0,EX
P000001332,P010,PD,0,0,EX
P000001224,P002,PD,0,0,EX
P000000830,P001,PD,0,0,EX
P000000451,P007,PD,0,0,EX
P000000783,P005,VB,0,0,EX
P000001645,P009,PD,0,0,EX
P000000457,P005,PD,0,0,EX
P000000120,P003,PD,0,0,EX
P000000467,P004,PD,0,0,EX
P000001499,P010,VB,0,0,EX
P000001346,P002,PD,0,0,EX
P000001879,P001,VB,0,0,EX
P000001849,P007,PD,0,0,EX
P000000477,P010,PD,0,0,EX
P000001246,P007,VB,0,0,EX
P000001266,P008,PD,0,0,EX
P000000378,P008,PD,0,0,EX
P000001039,P002,PD,0,0,EX
P000001563,P005,PD,0,0,EX
P000000575,P002,PD,0,0,EX
P000001411,P004,PD,0,0,EX
P000001288,P002,PD,0,0,EX
P000000156,P001,PD,0,0,EX
P000000542,P002,VB,0,0,EX
P000001277,P004,PD,0,0,EX
P000000604,P002,PD,0,0,EX
P000001551,P001,VB,0,0,EX
P000001328,P008,PD,0,0,EX
P000000826,P002,PD,0,0,EX
P000000489,P006,PD,0,0,EX
P000001260,P004,PD,0,0,EX
P000001689,P002,PD,0,0,EX
P000001912,P010,VB,0,0,EX
P000001002,P009,PD,0,0,EX
P000001938,P007,VB,0,0,EX
P000000328,P006,PD,0,0,EX
P000001745,P007,PD,0,0,EX
P000001695,P010,PD,0,0,EX
P000000008,P009,VB,0,0,EX
P000000860,P009,VB,0,0,EX
P000001188,P005,VB,0,0,EX
P000001631,P004,PD,0,0,EX
P000001119,P002,PD,0,0,EX
P000000134,P009,VB,0,0,EX
P000001796,P009,VB,0,0,EX
P000000675,P004,VB,0,0,EX
P000001395,P003,PD,0,0,EX
P000000067,P007,PD,0,0,EX
P000001577,P005,PD,0,0,EX
P000001832,P003,PD,0,0,EX
P000000101,P003,PD,0,0,EX
P000000404,P004,PD,0,0,EX
P000000604,P001,PD,0,0,EX
P000000265,P008,VB,0,0,EX
P000001191,P002,PD,0,0,EX
P000000590,P004,PD,0,0,EX
P000000344,P001,PD,0,0,EX
P000001506,P006,PD,0,0,EX
P000000061,P003,PD,0,0,EX
P000001449,P003,PD,0,0,EX
P000001228,P008,PD,0,0,EX
P000001339,P005,PD,0,0,EX
P000000080,P003,PD,0,0,EX
P000001270,P002,PD,0,0,EX
P000001128,P001,PD,0,0,EX
P000001147,P005,VB,0,0,EX
P000000805,P007,PD,0,0,EX
P000000082,P008,VB,0,0,EX
P000000691,P007,VB,0,0,EX
P000001179,P002,PD,0,0,EX
P000000603,P002,PD,0,0,EX
P000001760,P003,PD,0,0,EX
P000001387,P007,VB,0,0,EX
P000001881,P003,VB,0,0,EX
P000001418,P010,PD,0,0,EX
P000000340,P001,PD,0,0,EX
P000001689,P006,PD,0,0,EX
P000000221,P002,PD,0,0,EX
P000000250,P002,PD,0,0,EX
P000001131,P003,PD,0,0,EX
P000000301,P005,PD,0,0,EX
P000000268,P004,PD,0,0,EX
P000000561,P008,PD,0,0,EX
P000000132,P008,VB,0,0,EX
P000000356,P002,VB,0,0,EX
P000001359,P010,PD,0,0,EX
P000000378,P002,PD,0,0,EX
P000000023,P001,PD,0,0,EX
P000001062,P006,PD,0,0,EX
P000001328,P001,PD,0,0,EX
P000000405,P009,PD,0,0,EX
P000001438,P007,PD,0,0,EX
P000000303,P004,PD,0,0,EX
P000001412,P001,VB,0,0,EX
P000001298,P002,PD,0,0,EX
P000000589,P008,PD,0,0,EX
P000001070,P002,PD,0,0,EX
P000001023,P003,PD,0,0,EX
P000001164,P008,PD,0,0,EX
P000000271,P008,PD,0,0,EX
P000000773,P007,VB,0,0,EX
P000001656,P008,VB,0,0,EX
P000001158,P009,PD,0,0,EX
P000001959,P005,PD,0,0,EX
P000001834,P004,VB,0,0,EX
P000001293,P002,PD,0,0,EX
P000001930,P006,VB,0,0,EX
P000001041,P002,VB,0,0,EX
P000001548,P008,PD,0,0,EX
P000000411,P002,PD,0,0,EX
P000000564,P007,PD,0,0,EX
P000001706,P003,PD,0,0,EX
P000001876,P009,PD,0,0,EX
P000000504,P008,VB,0,0,EX
P000000247,P001,VB,0,0,EX
P000001865,P007,PD,0,0,EX
P000001854,P001,PD,0,0,EX
P000000705,P003,VB,0,0,EX
P000001790,P007,PD,0,0,EX
P000001849,P001,VB,0,0,EX
P000000180,P009,VB,0,0,EX
P000001396,P009,PD,0,0,EX
P000001509,P004,PD,0,0,EX
P000000495,P003,PD,0,0,EX
P000000306,P007,PD,0,0,EX
P000000099,P008,VB,0,0,EX
P000000304,P005,PD,0,0,EX
P000000394,P001,PD,0,0,EX
P000000839,P006,PD,0,0,EX
P000000363,P004,PD,0,0,EX
P000001815,P006,PD,0,0,EX
P000000593,P006,PD,0,0,EX
P000001373,P010,VB,0,0,EX
P000000840,P009,PD,0,0,EX
P000000511,P001,PD,0,0,EX
P000001467,P001,PD,0,0,EX
P000000058,P008,VB,0,0,EX
P000000432,P003,PD,0,0,EX
P000001314,P008,PD,0,0,EX
P000001631,P010,PD,0,0,EX
P000000916,P001,PD,0,0,EX
P000001263,P004,PD,0,0,EX
P000000016,P004,VB,0,0,EX
P000000808,P008,PD,0,0,EX
P000000882,P006,PD,0,0,EX
P000000320,P006,VB,0,0,EX
P000001163,P002,PD,0,0,EX
P000001008,P003,PD,0,0,EX
P000001764,P006,VB,0,0,EX
P000001199,P009,PD,0,0,EX
P000000682,P008,PD,0,0,EX
P000001916,P009,PD,0,0,EX
P000000002,P002,PD,0,0,EX
P000001897,P009,VB,0,0,EX
P000000570,P007,VB,0,0,EX
P000000228,P009,VB,0,0,EX
P000001172,P009,VB,0,0,EX
P000000511,P010,VB,0,0,EX
P000001083,P010,PD,0,0,EX
P000001626,P009,VB,0,0,EX
P000000751,P007,VB,0,0,EX
P000001694,P010,PD,0,0,EX
P000001161,P010,VB,0,0,EX
P000000340,P004,PD,0,0,EX
P000000908,P004,PD,0,0,EX
P000000892,P010,VB,0,0,EX
P000000122,P010,PD,0,0,EX
P000000670,P001,PD,0,0,EX
P000001774,P001,PD,0,0,EX
P000001617,P005,PD,0,0,EX
P000001018,P007,PD,0,0,EX
P000001346,P006,PD,0,0,EX
P000000767,P010,PD,0,0,EX
P000001736,P004,PD,0,0,EX
P000000733,P010,PD,0,0,EX
P000001225,P004,PD,0,0,EX
P000001230,P010,PD,0,0,EX
P000000688,P007,PD,0,0,EX
P000000940,P009,PD,0,0,EX
P000000056,P005,PD,0,0,EX
P000001310,P002,VB,0,0,EX
P000000344,P009,PD,0,0,EX
P000000890,P002,PD,0,0,EX
P000000915,P010,PD,0,0,EX
P000000562,P003,VB,0,0,EX
P000001470,P001,PD,0,0,EX
P000000683,P007,VB,0,0,EX
P000000352,P006,PD,0,0,EX
P000001970,P009,PD,0,0,EX
P000000100,P002,PD,0,0,EX
P000000884,P005,PD,0,0,EX
P000000077,P010,PD,0,0,EX
P000000052,P007,PD,0,0,EX
P000001566,P003,PD,0,0,EX
P000000684,P008,VB,0,0,EX
P000000194,P005,VB,0,0,EX
P000000960,P003,PD,0,0,EX
P000000218,P009,VB,0,0,EX
P000001749,P009,PD,0,0,EX
P000000977,P010,VB,0,0,EX
P000001511,P008,PD,0,0,EX
P000001943,P009,PD,0,0,EX
P000000396,P006,PD,0,0,EX
P000000358,P001,PD,0,0,EX
P000000798,P004,PD,0,0,EX
P000001092,P002,PD,0,0,EX
P000001443,P006,PD,0,0,EX
P000000783,P001,PD,0,0,EX
P000000371,P002,PD,0,0,EX
P000001052,P004,PD,0,0,EX
P000000583,P001,VB,0,0,EX
P000001752,P008,PD,0,0,EX
P000000366,P010,PD,0,0,EX
P000001692,P010,VB,0,0,EX
P000000890,P004,PD,0,0,EX
P000001192,P008,PD,0,0,EX
P000001136,P008,PD,0,0,EX
P000001381,P004,PD,0,0,EX
P000000900,P008,PD,0,0,EX
P000000895,P009,PD,0,0,EX
P000001018,P003,VB,0,0,EX
P000001347,P008,PD,0,0,EX
P000001967,P007,VB,0,0,EX
P000001101,P010,PD,0,0,EX
P000000675,P010,PD,0,0,EX
P000000829,P010,PD,0,0,EX
P000000464,P005,PD,0,0,EX
P000001240,P007,VB,0,0,EX
P000000815,P001,VB,0,0,EX
P000001082,P001,PD,0,0,EX
P000000850,P005,PD,0,0,EX
P000000121,P008,PD,0,0,EX
P000001874,P004,VB,0,0,EX
P000000214,P001,PD,0,0,EX
P000000834,P007,PD,0,0,EX
P000001689,P005,PD,0,0,EX
P000001344,P005,PD,0,0,EX
P000001586,P002,PD,0,0,EX
P000000342,P005,PD,0,0,EX
P000000322,P001,PD,0,0,EX
P000001300,P006,VB,0,0,EX
P000001118,P002,PD,0,0,EX
P000001498,P005,PD,0,0,EX
P000000202,P010,PD,0,0,EX
P000001582,P008,PD,0,0,EX
P000001487,P001,PD,0,0,EX
P000001764,P010,PD,0,0,EX
P000001440,P009,PD,0,0,EX
P000000098,P002,VB,0,0,EX
P000000425,P007,PD,0,0,EX
P000000134,P007,PD,0,0,EX
P000001046,P007,PD,0,0,EX
P000000584,P001,VB,0,0,EX
P000001965,P002,PD,0,0,EX
P000000449,P006,PD,0,0,EX
P000000122,P002,PD,0,0,EX
P000001906,P006,VB,0,0,EX
P000001262,P006,VB,0,0,EX
P000000128,P006,PD,0,0,EX
P000000025,P008,VB,0,0,EX
P000001183,P003,PD,0,0,EX
P000000935,P010,PD,0,0,EX
P000000817,P010,PD,0,0,EX
P000001513,P001,PD,0,0,EX
P000001682,P002,PD,0,0,EX
P000000599,P003,VB,0,0,EX
P000000844,P008,PD,0,0,EX
P000001679,P007,PD,0,0,EX
P000001251,P002,PD,0,0,EX
P000001321,P004,VB,0,0,EX
P000001429,P010,PD,0,0,EX
P000001930,P001,VB,0,0,EX
P000000120,P009,VB,0,0,EX
P000001245,P010,VB,0,0,EX
P000001262,P010,PD,0,0,EX
P000000974,P007,PD,0,0,EX
P000001154,P005,PD,0,0,EX
P000001710,P001,PD,0,0,EX
P000000047,P010,PD,0,0,EX
P000001485,P004,VB,0,0,EX
P000000934,P009,PD,0,0,EX
P000001675,P001,PD,0,0,EX
P000001156,P003,PD,0,0,EX
P000000391,P008,PD,0,0,EX
P000001782,P004,VB,0,0,EX
P000000537,P002,VB,0,0,EX
P000000902,P006,PD,0,0,EX
P000001280,P007,PD,0,0,EX
P000000661,P005,VB,0,0,EX
P000000654,P006,VB,0,0,EX
P000000790,P010,PD,0,0,EX
P000000766,P001,PD,0,0,EX
P000001949,P010,VB,0,0,EX
P000001668,P009,PD,0,0,EX
P000000649,P004,PD,0,0,EX
P000001510,P006,PD,0,0,EX
P000001715,P008,VB,0,0,EX
P000001965,P006,PD,0,0,EX
P000000210,P001,PD,0,0,EX
P000001074,P010,PD,0,0,EX
P000000963,P001,PD,0,0,EX
P000001010,P004,VB,0,0,EX
P000001574,P006,VB,0,0,EX
P000000530,P002,PD,0,0,EX
P000001741,P002,PD,0,0,EX
P000000024,P005,VB,0,0,EX
P000000174,P010,PD,0,0,EX
P000001036,P006,VB,0,0,EX
P000000544,P003,PD,0,0,EX
P000000143,P004,VB,0,0,EX
P000000888,P005,PD,0,0,EX
P000000022,P009,PD,0,0,EX
P000001861,P006,VB,0,0,EX
P000001411,P002,VB,0,0,EX
P000001439,P010,PD,0,0,EX
P000000824,P001,PD,0,0,EX
P000001528,P008,PD,0,0,EX
P000000070,P001,PD,0,0,EX
P000001527,P007,VB,0,0,EX
P000001073,P006,PD,0,0,EX
P000001691,P003,PD,0,0,EX
P000001678,P010,PD,0,0,EX
P000000028,P010,PD,0,0,EX
P000000275,P001,PD,0,0,EX
P000001226,P005,PD,0,0,EX
P000000136,P006,VB,0,0,EX
P000000863,P005,PD,0,0,EX
P000000400,P010,PD,0,0,EX
P000000435,P003,PD,0,0,EX
P000001930,P009,VB,0,0,EX
P000001521,P007,PD,0,0,EX
P000000850,P007,PD,0,0,EX
P000001033,P001,VB,0,0,EX
P000001801,P009,PD,0,0,EX
P000000243,P003,PD,0,0,EX
P000001289,P001,PD,0,0,EX
P000000759,P001,VB,0,0,EX
P000001718,P001,PD,0,0,EX
P000001547,P001,PD,0,0,EX
P000000390,P002,PD,0,0,EX
P000001878,P002,VB,0,0,EX
P000000042,P005,PD,0,0,EX
P000001325,P001,PD,0,0,EX
P000000249,P009,PD,0,0,EX
P000000738,P006,VB,0,0,EX
P000001736,P008,PD,0,0,EX
P000001282,P007,PD,0,0,EX
P000001478,P010,VB,0,0,EX
P000001969,P001,VB,0,0,EX
P000001855,P006,VB,0,0,EX
P000000583,P005,VB,0,0,EX
P000001934,P007,PD,0,0,EX
P000000658,P002,VB,0,0,EX
P000000244,P004,PD,0,0,EX
P000001900,P002,VB,0,0,EX
P000000246,P010,PD,0,0,EX
P000000187,P008,PD,0,0,EX
P000001109,P007,PD,0,0,EX
P000001854,P007,PD,0,0,EX
P000000465,P002,PD,0,0,EX
P000000596,P001,PD,0,0,EX
P000000465,P009,PD,0,0,EX
P000001433,P010,VB,0,0,EX
P000000258,P003,PD,0,0,EX
P000000606,P004,PD,0,0,EX
P000000764,P006,PD,0,0,EX
P000000614,P002,PD,0,0,EX
P000001738,P002,PD,0,0,EX
P000000575,P007,PD,0,0,EX
P000001891,P005,VB,0,0,EX
P000001898,P010,PD,0,0,EX
P000000141,P004,PD,0,0,EX
P000001955,P009,PD,0,0,EX
P000001420,P006,PD,0,0,EX
P000000599,P006,VB,0,0,EX
P000000840,P005,PD,0,0,EX
P000000461,P010,VB,0,0,EX
P000001536,P005,PD,0,0,EX
P000000345,P001,PD,0,0,EX
P000000324,P007,VB,0,0,EX
P000001271,P010,PD,0,0,EX
P000001008,P010,PD,0,0,EX
P000000239,P002,PD,0,0,EX
P000001270,P001,VB,0,0,EX
P000001843,P001,PD,0,0,EX
P000001019,P003,VB,0,0,EX
P000000887,P002,VB,0,0,EX
P000001899,P009,PD,0,0,EX
P000000602,P004,PD,0,0,EX
P000001508,P009,PD,0,0,EX
P000001042,P007,VB,0,0,EX
P000000557,P004,PD,0,0,EX
P000001581,P004,PD,0,0,EX
P000000937,P005,VB,0,0,EX
P000001147,P010,PD,0,0,EX
P000000527,P004,PD,0,0,EX
P000001000,P008,PD,0,0,EX
P000000107,P004,VB,0,0,EX
P000000173,P010,PD,0,0,EX
P000000055,P004,VB,0,0,EX
P000000418,P003,VB,0,0,EX
P000000116,P001,PD,0,0,EX
P000001913,P009,PD,0,0,EX
P000000287,P009,PD,0,0,EX
P000000421,P005,PD,0,0,EX
P000001837,P010,PD,0,0,EX
P000001049,P006,PD,0,0,EX
P000001306,P007,PD,0,0,EX
P000001523,P009,PD,0,0,EX
P000000226,P006,PD,0,0,EX
P000001052,P001,PD,0,0,EX
P000001413,P003,PD,0,0,EX
P000000981,P001,PD,0,0,EX
P000001780,P008,VB,0,0,EX
P000000330,P005,PD,0,0,EX
P000000870,P002,PD,0,0,EX
P000000130,P008,VB,0,0,EX
P000001317,P006,PD,0,0,EX
P000001975,P006,PD,0,0,EX
P000000587,P002,PD,0,0,EX
P000001571,P005,PD,0,0,EX
P000000409,P004,VB,0,0,EX
P000001236,P001,VB,0,0,EX
P000001130,P001,VB,0,0,EX
P000000361,P006,VB,0,0,EX
P000000415,P007,PD,0,0,EX
P000000634,P003,PD,0,0,EX
P000000768,P003,PD,0,0,EX
P000000141,P006,PD,0,0,EX
P000001716,P010,PD,0,0,EX
P000001626,P010,PD,0,0,EX
P000000407,P004,PD,0,0,EX
P000000001,P001,PD,0,0,EX
P000000484,P006,PD,0,0,EX
P000001813,P010,PD,0,0,EX
P000001097,P002,PD,0,0,EX
P000001170,P008,VB,0,0,EX
P000001719,P010,PD,0,0,EX
P000001099,P007,VB,0,0,EX
P000001038,P004,PD,0,0,EX
P000001720,P007,PD,0,0,EX
P000000313,P001,PD,0,0,EX
P000001530,P005,PD,0,0,EX
P000001249,P008,VB,0,0,EX
P000000285,P009,PD,0,0,EX
P000000258,P005,PD,0,0,EX
P000001317,P009,VB,0,0,EX
P000001219,P006,PD,0,0,EX
P000000057,P008,PD,0,0,EX
P000001910,P002,PD,0,0,EX
P000001347,P010,PD,0,0,EX
P000001596,P008,PD,0,0,EX
P000001854,P003,PD,0,0,EX
P000000999,P010,PD,0,0,EX
P000001421,P008,PD,0,0,EX
P000000385,P005,PD,0,0,EX
P000000663,P007,VB,0,0,EX
P000001247,P004,PD,0,0,EX
P000000417,P007,PD,0,0,EX
