BP_NUMBER,COMPANY_CODE,RECONCILIATION_ACCOUNT,PAYMENT_TERMS,CURRENCY
0000001447,5000,393158,2/10,GBP
0000000984,3000,057148,NT60,EUR
0000001994,1000,973194,NT60,BRL
0000000873,2000,738790,NT30,JPY
0000000537,4000,343906,0002,CHF
0000000230,4000,890513,2/10,KRW
0000000737,2000,399871,NT30,EUR
0000001687,5000,676984,NT90,KRW
0000001753,5000,683592,2/10,GBP
0000001236,3000,731778,NT90,EUR
0000001521,4000,676987,0001,JPY
0000001203,4000,032843,NT90,BRL
0000001802,3000,083653,2/10,BRL
0000001252,4000,988099,NT30,JPY
0000000220,5000,029080,NT30,EUR
0000001524,1000,188760,0001,EUR
0000000957,2000,438018,0002,KRW
0000000781,3000,144166,0001,AUD
0000000827,2000,857063,NT90,GBP
0000000574,4000,423851,NT30,JPY
0000000698,4000,346838,2/10,CAD
0000001567,1000,390679,NT30,AUD
0000001782,5000,412205,0003,GBP
0000001624,5000,991943,0001,USD
0000000681,3000,221686,NT60,CAD
0000000960,1000,422666,NT30,KRW
0000000339,3000,957393,NT90,CHF
0000001011,5000,588134,0002,KRW
0000000934,2000,751371,NT60,KRW
0000000357,2000,372595,0001,USD
0000001120,5000,207968,NT60,CAD
0000001816,5000,584786,0003,USD
0000000868,3000,543765,2/10,CNY
0000001305,1000,854786,NT30,JPY
0000001254,1000,558631,NT60,CAD
0000001089,1000,346481,0001,CNY
0000000687,1000,973543,NT30,CAD
0000001638,1000,562120,NT60,BRL
0000001077,1000,509661,0003,KRW
0000001769,2000,779313,0002,JPY
0000000724,3000,714370,2/10,BRL
0000001445,3000,295333,NT90,KRW
0000001884,3000,767902,0002,GBP
0000001157,4000,697410,NT30,CHF
0000001593,2000,441293,NT30,CNY
0000001905,3000,383822,0003,USD
0000001577,4000,568557,0001,CHF
0000001597,2000,043720,2/10,GBP
0000000653,4000,319138,0002,CHF
0000001512,4000,622963,NT60,BRL
0000000668,1000,463197,2/10,EUR
0000000005,2000,589441,NT30,EUR
0000000356,4000,128942,0001,GBP
0000000237,1000,416823,0001,CAD
0000001083,5000,608347,0002,EUR
0000000286,3000,519787,NT90,AUD
0000001250,2000,121597,NT30,CAD
0000001291,2000,785725,NT60,JPY
0000001545,1000,001833,0001,CAD
0000001978,4000,660456,2/10,CNY
0000000665,3000,429356,NT60,CHF
0000001808,5000,658341,0002,EUR
0000001000,1000,089723,NT60,GBP
0000000534,3000,127284,2/10,BRL
0000001895,3000,106851,0003,JPY
0000001096,4000,648066,NT90,CNY
0000000537,5000,007560,0003,CNY
0000001550,4000,265714,NT90,BRL
0000000367,5000,181815,2/10,USD
0000000747,4000,219408,NT90,CNY
0000000676,2000,722616,0002,CNY
0000000680,4000,371479,NT90,AUD
0000001950,2000,943609,0003,JPY
0000000124,4000,235864,NT30,EUR
0000001485,4000,999108,2/10,BRL
0000001184,4000,880541,0001,EUR
0000001357,4000,407800,0003,CAD
0000001731,3000,180709,NT90,CNY
0000001798,2000,518220,2/10,EUR
0000001692,3000,978000,0001,GBP
0000001720,1000,956592,NT60,BRL
0000000270,2000,065690,NT90,EUR
0000001029,1000,022979,0001,USD
0000000384,3000,485344,0002,BRL
0000001974,2000,246913,2/10,CHF
0000000296,3000,368602,NT30,AUD
0000000977,1000,098898,0003,EUR
0000001587,1000,424059,NT30,EUR
0000001793,2000,940399,0001,CNY
0000000298,4000,135672,0001,JPY
0000000508,4000,383456,0002,KRW
0000001187,5000,073516,0001,AUD
0000000036,4000,594679,NT90,BRL
0000001043,2000,253747,0001,CAD
0000001980,1000,283837,NT90,USD
0000000586,5000,090839,NT30,KRW
0000001419,4000,525421,0003,BRL
0000000606,5000,468040,NT30,JPY
0000001050,5000,654906,0003,USD
0000001811,1000,484343,NT60,KRW
0000000361,4000,610053,NT30,EUR
0000000538,2000,587093,NT30,BRL
0000001518,3000,110692,0002,BRL
0000001228,5000,544382,0002,EUR
0000000573,2000,935060,0003,AUD
0000001129,4000,698527,0001,KRW
0000000899,2000,324173,0003,AUD
0000001163,4000,334214,NT60,GBP
0000001833,3000,659334,0002,AUD
0000001972,2000,960424,0003,CAD
0000001370,2000,413436,2/10,CNY
0000001316,4000,559772,0002,CHF
0000000507,1000,024404,0003,CNY
0000001830,4000,537029,0002,USD
0000000989,2000,742982,NT30,CAD
0000001173,4000,322341,0002,GBP
0000000668,5000,217457,NT90,GBP
0000001582,5000,104898,0003,KRW
0000001130,2000,632399,2/10,CAD
0000001519,4000,359263,NT60,AUD
0000000543,1000,645818,0001,CNY
0000000343,3000,550664,NT60,BRL
0000000881,2000,302059,2/10,USD
0000001562,3000,381650,NT30,JPY
0000000735,1000,830816,NT60,EUR
0000001492,4000,069548,0003,CAD
0000000403,5000,860207,0001,BRL
0000000054,1000,633981,NT60,USD
0000000970,3000,542488,0002,CAD
0000000666,3000,900578,NT60,GBP
0000000685,2000,077406,2/10,BRL
0000000901,1000,879655,0002,EUR
0000001586,1000,119092,2/10,USD
0000001743,5000,193542,NT60,CAD
0000001776,1000,959904,NT30,BRL
0000000758,5000,664605,2/10,GBP
0000000455,1000,694797,0002,AUD
0000001625,4000,573916,NT60,CHF
0000001657,2000,835000,0001,EUR
0000001182,1000,258992,2/10,AUD
0000001230,3000,025223,0001,CAD
0000000769,5000,590821,0003,EUR
0000000127,3000,558669,NT90,CHF
0000000270,5000,787783,0003,USD
0000001121,2000,321510,0003,JPY
0000001131,4000,375360,2/10,CAD
0000000116,2000,876809,NT90,CNY
0000001488,4000,918670,0001,EUR
0000000466,4000,663040,NT30,AUD
0000000621,2000,982400,0001,GBP
0000001382,1000,955337,NT60,USD
0000001394,2000,627232,0002,BRL
0000001011,3000,198908,0002,AUD
0000000010,2000,794135,2/10,USD
0000000852,4000,035700,NT30,AUD
0000001130,5000,204911,NT60,AUD
0000001038,2000,230864,NT60,BRL
0000001758,1000,709299,NT90,GBP
0000000890,1000,126798,0001,AUD
0000001887,1000,546564,2/10,CAD
0000000630,4000,538599,NT90,USD
0000001047,5000,369894,2/10,EUR
0000000251,4000,666019,NT90,CHF
0000001422,2000,962673,NT90,CNY
0000001760,2000,179385,0001,AUD
0000000906,4000,887513,NT90,CNY
0000001686,5000,593510,0003,EUR
0000000262,5000,869526,NT30,KRW
0000001514,2000,803076,NT30,CNY
0000001223,4000,819336,NT60,CAD
0000001446,4000,443209,2/10,GBP
0000001771,2000,193484,NT60,CHF
0000001525,4000,589378,NT60,GBP
0000000960,4000,609467,2/10,EUR
0000000160,4000,950595,NT30,USD
0000001118,4000,932531,0003,CNY
0000000757,4000,560007,0001,EUR
0000001800,5000,125672,NT30,JPY
0000001575,3000,455391,0002,USD
0000000103,5000,116459,0001,CNY
0000000440,4000,288161,NT90,GBP
0000001411,5000,218591,0001,EUR
0000001972,1000,859446,NT30,BRL
0000001956,3000,072757,0003,CNY
0000001743,1000,627513,0002,EUR
0000001369,1000,359904,NT30,CNY
0000000880,4000,863037,0002,GBP
0000001360,5000,078975,NT30,CNY
0000000326,5000,811975,2/10,CAD
0000001170,3000,929457,NT90,GBP
0000000184,4000,794955,0003,JPY
0000000956,4000,529979,0002,EUR
0000000467,5000,020339,NT90,EUR
0000001548,3000,958423,2/10,USD
0000000421,4000,905649,2/10,KRW
0000001093,3000,059273,NT90,AUD
0000000179,4000,815951,NT30,CNY
0000001741,1000,726890,NT90,CAD
0000001095,2000,765524,NT90,KRW
0000001762,4000,576763,2/10,CAD
0000001595,4000,464316,0003,USD
0000000329,5000,944782,2/10,CAD
0000000010,1000,177686,0002,AUD
0000000945,4000,923629,NT30,CHF
0000000420,1000,007303,0002,KRW
0000000313,3000,954192,NT60,KRW
0000000256,1000,551467,0002,KRW
0000000472,3000,504860,0003,EUR
0000001935,3000,740093,NT90,CNY
0000000725,3000,011462,NT60,JPY
0000000663,1000,423471,0001,KRW
0000001078,1000,574075,NT60,CNY
0000000405,4000,410950,NT30,CHF
0000000023,5000,097578,0003,CNY
0000001975,5000,444519,0002,JPY
0000000355,4000,541577,0001,CHF
0000000653,2000,286054,NT60,CHF
0000000449,5000,884539,NT30,EUR
0000001157,5000,899352,NT30,CHF
0000000296,1000,242910,0003,GBP
0000001020,1000,618956,NT60,CNY
0000000610,4000,044235,0002,USD
0000000102,1000,706653,NT30,BRL
0000000515,1000,146132,2/10,KRW
0000001675,2000,211639,NT90,CAD
0000001041,1000,151614,NT90,GBP
0000001321,4000,201931,0002,JPY
0000000552,5000,897047,NT30,GBP
0000001745,2000,004308,0003,GBP
0000001440,5000,030605,2/10,USD
0000000846,1000,499189,2/10,KRW
0000000727,5000,411852,0002,CHF
0000000375,5000,690520,0003,CNY
0000001947,4000,277612,0001,CAD
0000001338,2000,082896,0001,KRW
0000001050,2000,080692,2/10,USD
0000001879,4000,681503,0003,CAD
0000000838,4000,924486,NT60,CAD
0000001677,1000,843056,0003,JPY
0000001019,1000,436042,NT30,CNY
0000001427,2000,578733,NT60,CNY
0000000982,4000,742865,NT90,CAD
0000000998,3000,641586,NT60,CNY
0000001941,3000,263613,0002,CHF
0000001651,3000,189245,0001,AUD
0000001189,3000,358527,NT90,USD
0000000593,5000,278564,NT90,JPY
0000000870,2000,376288,NT60,AUD
0000001977,1000,564187,NT60,CNY
0000000846,5000,794553,NT30,GBP
0000000404,1000,920762,NT30,CHF
0000001293,2000,952618,NT60,BRL
0000001994,3000,074742,0003,JPY
0000000333,4000,866461,NT90,KRW
0000000422,2000,853645,0002,EUR
0000000324,3000,036535,0003,CNY
0000001075,4000,543344,NT30,BRL
0000000223,2000,549341,0003,CAD
0000000250,1000,744026,NT60,GBP
0000000992,3000,784908,0001,BRL
0000000982,3000,729740,NT60,AUD
0000000791,1000,066637,NT30,JPY
0000000941,4000,158660,0002,JPY
0000001808,4000,439475,0003,JPY
0000000410,1000,099814,2/10,AUD
0000000436,2000,975580,NT60,CAD
0000000174,2000,579461,NT60,GBP
0000000078,3000,425206,0001,BRL
0000001483,5000,310742,NT90,AUD
0000001745,3000,144694,0003,USD
0000001229,5000,045019,2/10,JPY
0000001849,1000,072190,NT60,AUD
0000000547,4000,052993,NT60,CHF
0000001910,4000,445288,2/10,CAD
0000001054,4000,654732,0003,CNY
0000001910,3000,328857,0001,KRW
0000000912,4000,776302,NT90,AUD
0000001526,4000,390081,0002,CAD
0000000548,3000,366610,0001,JPY
0000000948,4000,679161,0001,JPY
0000000159,3000,036346,0001,CNY
0000001071,4000,406060,0003,CNY
0000001807,5000,760050,2/10,CAD
0000001178,5000,423399,NT90,CHF
0000000295,3000,340914,NT90,AUD
0000000674,4000,443954,0002,AUD
0000000036,2000,964846,NT60,GBP
0000001673,2000,226218,0002,CHF
0000000031,2000,998005,0002,EUR
0000001644,3000,572754,0001,CAD
0000001270,3000,739744,0003,KRW
0000000977,2000,816796,NT60,KRW
0000000532,2000,371112,0002,CNY
0000000432,4000,868665,NT30,GBP
0000000148,4000,369977,0001,JPY
0000000894,4000,132423,0002,EUR
0000000135,4000,407234,NT90,AUD
0000001363,3000,051773,NT90,JPY
0000000685,1000,326820,0003,BRL
0000000146,5000,059040,NT60,CHF
0000000987,2000,692151,2/10,BRL
0000001938,1000,843555,0003,CAD
0000001439,2000,563589,0002,CAD
0000000802,1000,591388,0003,GBP
0000001685,4000,492690,NT30,BRL
0000001658,1000,629410,0002,CHF
0000000748,5000,084556,NT30,CAD
0000001166,5000,425780,2/10,CNY
0000000007,1000,630442,NT30,CAD
0000001971,3000,487847,NT60,CNY
0000000352,2000,875725,0003,AUD
0000001479,2000,306840,NT30,JPY
0000000886,4000,439747,0001,EUR
0000000128,3000,182057,0001,CAD
0000000809,3000,187203,2/10,AUD
0000001875,4000,634468,NT30,CAD
0000001710,5000,074881,NT60,BRL
0000000545,2000,147362,NT60,CNY
0000000518,1000,414130,NT60,CHF
0000001652,3000,440280,0002,GBP
0000001937,2000,732956,NT30,BRL
0000001427,1000,990474,0003,GBP
0000000717,5000,208350,NT30,GBP
0000000888,3000,408518,0002,EUR
0000001037,1000,004912,NT60,EUR
0000001550,2000,493558,0001,KRW
0000001839,5000,506674,NT90,CAD
0000000008,5000,188826,NT90,KRW
0000001715,1000,893340,NT30,EUR
0000000776,4000,989610,0002,USD
0000000133,5000,371262,NT90,CNY
0000000291,3000,068880,NT30,CHF
0000000910,2000,034920,0002,KRW
0000001472,5000,013985,NT90,USD
0000000932,2000,221537,2/10,KRW
0000000588,3000,152946,0002,USD
0000000180,2000,347280,NT60,EUR
0000001519,5000,020737,NT30,CAD
0000001912,2000,833368,0001,AUD
0000001944,2000,429180,NT90,AUD
0000001848,4000,982595,NT60,KRW
0000001250,3000,524498,0002,CNY
0000000591,4000,174063,0003,KRW
0000001109,5000,101041,2/10,KRW
0000000039,3000,070769,NT90,KRW
0000001387,1000,507959,NT60,CNY
0000001887,5000,534106,NT60,KRW
0000001558,3000,667770,0003,GBP
0000000353,3000,093839,0002,AUD
0000000649,4000,150350,NT90,CNY
0000001427,5000,227885,NT30,GBP
0000000955,2000,743548,NT60,JPY
0000000776,3000,778424,2/10,KRW
0000001381,2000,347651,NT60,USD
0000000319,2000,606380,0003,GBP
0000000907,1000,029492,0002,BRL
0000001105,2000,969753,NT30,CNY
0000001984,1000,701646,0003,GBP
0000001834,3000,244568,0002,BRL
0000001963,2000,539321,2/10,JPY
0000001752,4000,845385,0001,GBP
0000000651,3000,948778,NT60,CNY
0000000609,3000,444241,2/10,USD
0000001141,4000,166197,NT90,USD
0000000289,5000,248198,0002,KRW
0000001534,1000,163821,NT90,CNY
0000001016,3000,785736,2/10,GBP
0000000354,4000,415715,0002,JPY
0000001751,1000,700438,NT30,AUD
0000000359,3000,300657,2/10,BRL
0000001523,5000,882619,2/10,GBP
0000000207,5000,059590,0003,CHF
0000001172,4000,231729,0001,USD
0000001638,3000,187179,NT60,CHF
0000000252,2000,782027,NT60,EUR
0000001408,3000,926504,NT90,CAD
0000001650,3000,684570,NT30,KRW
0000000453,5000,870811,NT90,AUD
0000000377,1000,131509,0001,AUD
0000001809,5000,615200,2/10,CNY
0000001548,1000,834582,0003,KRW
0000000201,5000,427711,NT30,USD
0000000828,4000,730857,NT30,CHF
0000000829,3000,826130,0003,CHF
0000001397,1000,989723,0003,GBP
0000000647,1000,053854,0002,AUD
0000001003,3000,021722,2/10,CHF
0000000471,2000,167656,0002,BRL
0000000559,4000,293708,NT90,CAD
0000000012,4000,605997,NT60,KRW
0000000437,1000,339982,0002,KRW
0000001882,1000,203886,NT60,BRL
0000000827,3000,760629,NT60,KRW
0000001953,5000,525191,NT30,EUR
0000000236,3000,846664,0002,CNY
0000000527,1000,498881,2/10,USD
0000001466,5000,718701,0002,JPY
0000000785,1000,047593,NT60,GBP
0000000860,5000,970524,NT30,GBP
0000001130,3000,158067,0001,CAD
0000000888,2000,458523,NT60,KRW
0000000503,2000,804500,0001,CNY
0000000358,2000,519121,0001,CAD
0000001255,3000,424870,NT60,AUD
0000000663,5000,178242,NT30,JPY
0000001711,5000,267239,0003,BRL
0000001196,2000,064915,NT90,EUR
0000000113,4000,353924,0002,JPY
0000001052,5000,593977,NT90,AUD
0000000476,3000,093925,0001,EUR
0000001128,2000,133737,2/10,CNY
0000000117,4000,413773,2/10,USD
0000001449,2000,854383,NT60,CNY
0000000957,3000,472941,2/10,JPY
0000000750,5000,855549,NT60,CNY
0000001571,5000,116535,NT60,JPY
0000001481,4000,119928,NT90,USD
0000000788,5000,212826,2/10,EUR
0000001489,4000,545404,NT90,CAD
0000001164,5000,084744,0002,EUR
0000000708,4000,676310,NT60,CAD
0000001559,2000,684199,2/10,CAD
0000000445,3000,439305,NT60,CNY
0000000448,3000,563450,0003,AUD
0000001558,5000,201428,NT30,CAD
0000000627,1000,978886,0002,BRL
0000000351,4000,748347,2/10,USD
0000000063,3000,220759,NT90,EUR
0000001035,2000,755617,NT60,CAD
0000001580,3000,816617,NT60,EUR
0000001981,1000,218184,NT60,BRL
0000001289,3000,840306,0001,CHF
0000001186,1000,387261,0003,CAD
0000001714,5000,663164,0001,AUD
0000000637,1000,008355,0001,AUD
0000001966,2000,403283,0003,CNY
0000000289,4000,097457,NT60,CHF
0000001081,1000,746819,0003,KRW
0000000050,3000,472009,0002,EUR
0000000934,4000,516078,NT30,KRW
0000000247,4000,138999,NT60,KRW
0000000756,1000,549597,NT90,AUD
0000000415,5000,097011,NT30,JPY
0000000558,5000,220134,2/10,JPY
0000001441,2000,446727,NT60,CNY
0000000051,5000,501709,NT60,USD
0000001086,1000,893009,NT60,GBP
0000000921,5000,533671,NT30,GBP
0000000627,5000,595419,2/10,KRW
0000000385,1000,045207,2/10,USD
0000000385,5000,781553,NT30,KRW
0000000517,2000,980724,2/10,CHF
0000001661,4000,784257,2/10,USD
0000000377,5000,758903,NT30,BRL
0000000141,1000,885915,NT30,KRW
0000000725,2000,949779,0001,AUD
0000001957,2000,819938,NT90,KRW
0000001374,4000,695244,0002,JPY
0000001528,2000,202661,NT90,USD
0000000804,4000,391350,0002,AUD
0000000278,1000,918454,0001,JPY
0000000509,3000,659974,0002,JPY
0000001645,3000,993392,NT60,KRW
0000001052,3000,324836,0001,EUR
0000001308,3000,267033,0003,JPY
0000001414,1000,091749,2/10,CHF
0000000863,2000,699754,NT90,KRW
0000001884,2000,435187,0002,AUD
0000000758,1000,041674,2/10,JPY
0000001960,4000,072811,NT30,EUR
0000001594,1000,832347,0001,EUR
0000001731,2000,644259,NT60,CHF
0000000835,4000,571351,NT90,JPY
0000000125,2000,618970,2/10,USD
0000001143,1000,298062,NT30,USD
0000000923,2000,506883,NT90,EUR
0000001443,2000,111446,0002,CHF
0000000312,5000,098717,0002,USD
0000001274,2000,699588,0003,CAD
0000001782,3000,027090,0001,USD
0000000572,3000,277180,NT60,EUR
0000000490,2000,466063,2/10,JPY
0000000913,5000,496142,0001,KRW
0000001698,1000,304518,0001,USD
0000001509,5000,315970,NT60,CAD
0000001117,1000,222401,NT30,BRL
0000001959,5000,024837,0002,CNY
0000000681,4000,997203,NT90,AUD
0000000915,5000,680750,NT30,GBP
0000001301,5000,302941,2/10,GBP
0000000153,2000,904306,NT60,CAD
0000001672,3000,069204,NT30,GBP
0000000671,4000,887968,2/10,JPY
0000001549,5000,396059,NT90,GBP
0000001231,5000,324370,NT30,JPY
0000001650,1000,438422,0003,KRW
0000001207,5000,582924,0003,CNY
0000000219,4000,706535,NT30,CHF
0000001565,4000,174552,0003,CNY
0000001127,3000,541042,0001,CAD
0000001671,3000,049403,NT90,CAD
0000001959,3000,082385,NT90,USD
0000001952,1000,777595,0003,KRW
0000001310,5000,230695,0001,CAD
0000000094,4000,694730,NT30,EUR
0000001131,1000,337480,NT60,AUD
0000000083,1000,423784,NT90,GBP
0000000130,2000,038750,2/10,USD
0000001749,5000,232962,2/10,USD
0000001232,2000,943711,NT30,GBP
0000000985,1000,800239,0002,KRW
0000001114,4000,984228,0001,JPY
0000000081,3000,443742,0003,CNY
0000001810,1000,806012,0001,CNY
0000001119,4000,786262,2/10,USD
0000000970,2000,678985,NT60,KRW
0000000156,5000,313282,NT30,CAD
0000001537,1000,076382,NT90,AUD
0000000989,3000,597015,NT90,KRW
0000001455,4000,717357,0003,KRW
0000000708,5000,634593,0002,AUD
0000000611,5000,902383,0003,CAD
0000000912,1000,885595,NT30,GBP
0000001602,2000,490604,NT60,CNY
0000000372,2000,346756,0003,CHF
0000000649,2000,417120,NT90,GBP
0000001752,1000,493404,NT90,CNY
0000000287,3000,245932,NT90,CNY
0000001409,3000,538825,NT30,JPY
0000000946,1000,100305,0003,JPY
0000001473,3000,674856,NT30,JPY
0000000187,1000,968029,0001,EUR
0000000941,3000,389505,2/10,AUD
0000000767,2000,792771,2/10,CHF
0000001500,5000,911570,NT90,BRL
0000001436,2000,215684,0002,CNY
0000001496,4000,987974,NT60,AUD
0000001595,5000,559628,0001,CNY
0000001344,2000,766726,NT60,EUR
0000001389,4000,714531,NT60,JPY
0000001871,5000,308610,NT60,EUR
0000000614,4000,504868,NT90,CHF
0000001917,2000,675390,NT90,JPY
0000000127,2000,502132,0003,CAD
0000001059,5000,306099,NT60,CAD
0000000956,3000,044250,0001,CHF
0000001645,2000,230595,2/10,BRL
0000000426,2000,580580,NT60,KRW
0000000579,3000,491191,NT30,KRW
0000001183,4000,150750,NT60,KRW
0000001356,5000,086380,0003,CNY
0000001843,2000,381362,0001,CNY
0000000076,5000,907765,0001,USD
0000000357,1000,376056,0001,KRW
0000001542,4000,279772,2/10,GBP
0000000583,4000,782465,0002,CNY
0000001047,2000,323450,0003,CHF
0000001576,4000,545662,0001,CAD
0000000224,4000,715858,0002,EUR
0000000171,1000,857375,NT90,JPY
0000001218,5000,852356,0001,USD
0000000268,1000,523251,2/10,EUR
0000001755,3000,288428,NT30,AUD
0000001566,5000,857798,2/10,USD
0000001696,1000,650909,2/10,CHF
0000001112,1000,307371,NT60,CAD
0000001184,1000,722530,NT60,CNY
0000000918,4000,532034,0003,BRL
0000001286,2000,800904,0001,AUD
0000000581,1000,424559,0003,CAD
0000000034,3000,809673,NT30,BRL
0000000296,2000,587780,NT90,KRW
0000001423,5000,220988,0001,BRL
0000000478,5000,798803,NT60,EUR
0000000983,2000,096455,0003,BRL
0000001085,2000,391583,0003,AUD
0000001583,5000,384095,NT30,CAD
0000001695,3000,837599,0003,GBP
0000000020,3000,746475,0001,CHF
0000001558,1000,008252,NT30,AUD
0000000171,2000,825956,2/10,CHF
0000000784,5000,313888,0001,KRW
0000000493,2000,897811,NT30,GBP
0000001074,1000,060652,NT30,USD
0000001382,4000,500244,NT90,CNY
0000001094,5000,255164,0001,AUD
0000000441,1000,777260,NT30,EUR
0000000084,5000,956263,NT60,CHF
0000000548,1000,091077,NT90,EUR
0000000023,2000,644739,2/10,EUR
0000001610,5000,777979,0001,BRL
0000000020,4000,950694,0003,JPY
0000001721,3000,498745,0002,BRL
0000000528,2000,072053,NT60,CHF
0000001119,1000,582607,2/10,GBP
0000000642,4000,334706,0001,CAD
0000000354,5000,346446,0003,GBP
0000001609,1000,884567,NT90,USD
0000000123,1000,340476,0003,AUD
0000001377,4000,980445,NT30,BRL
0000001599,2000,568058,0003,CHF
0000001080,1000,348198,2/10,BRL
0000001305,3000,784159,0001,BRL
0000000399,5000,952550,2/10,KRW
0000000178,1000,263364,NT90,JPY
0000001086,5000,996874,NT60,USD
0000000354,3000,094906,0002,EUR
0000000496,1000,976865,0003,BRL
0000001729,2000,597503,2/10,EUR
0000001193,4000,255434,0002,JPY
0000001923,4000,800918,NT30,CNY
0000001472,1000,450327,0002,AUD
0000001919,5000,388339,0002,BRL
0000001049,2000,600909,NT30,CAD
0000001436,3000,783684,0001,CNY
0000000915,1000,204245,0001,EUR
0000000989,1000,940762,0002,BRL
0000000238,1000,859646,0002,GBP
0000000886,3000,078479,0001,KRW
0000000576,5000,217998,2/10,CNY
0000000529,3000,125553,0001,GBP
0000001761,1000,952168,0003,CNY
0000001668,4000,903537,NT60,CHF
0000001681,3000,899967,2/10,JPY
0000001050,1000,029500,0001,AUD
0000001582,2000,732291,0001,BRL
0000001938,5000,139885,2/10,EUR
0000001955,2000,599006,NT60,CHF
0000000906,3000,478624,0001,CHF
0000001872,4000,989829,NT30,CNY
0000000365,4000,014352,NT90,CNY
0000001445,4000,230668,0003,AUD
0000000300,4000,449816,0001,JPY
0000000374,1000,801269,0002,CNY
0000000318,2000,651516,0002,BRL
0000000880,3000,525993,2/10,GBP
0000001557,1000,519287,2/10,EUR
0000001457,3000,723321,NT90,USD
0000001470,2000,708126,NT60,EUR
0000001260,2000,274299,NT60,KRW
0000000762,1000,509460,0002,JPY
0000000098,2000,554316,0002,KRW
0000000638,2000,729721,0001,KRW
0000001424,4000,977055,0002,JPY
0000000859,4000,182030,0001,BRL
0000001408,4000,095593,2/10,EUR
0000000259,1000,941459,0002,CNY
0000001638,2000,150156,NT30,AUD
0000001659,2000,964892,0003,JPY
0000000650,3000,996154,NT90,AUD
0000000797,5000,644712,0002,KRW
0000001069,3000,895632,0002,CNY
0000000307,2000,712007,0001,CAD
0000001125,5000,214243,NT60,CNY
0000001363,4000,397843,0002,GBP
0000001228,4000,205673,NT30,KRW
0000001977,5000,976739,0002,JPY
0000001187,2000,966133,0001,KRW
0000000696,2000,458755,NT60,CNY
0000000715,2000,564114,NT60,BRL
0000001996,2000,466291,NT30,CAD
0000001878,1000,789088,NT90,AUD
0000001520,5000,771811,NT90,CAD
0000000088,1000,477451,NT30,AUD
0000000423,5000,230215,2/10,CHF
0000000311,1000,080424,2/10,JPY
0000000478,3000,713262,2/10,CNY
0000001919,4000,109434,2/10,JPY
0000000103,4000,150838,NT90,JPY
0000000599,4000,209047,0003,CAD
0000000866,2000,216656,0003,CNY
0000000525,1000,249985,0002,CHF
0000001492,3000,399901,0001,EUR
0000001955,1000,775521,0002,CHF
0000000666,2000,026358,2/10,CAD
0000001919,1000,094059,NT30,CAD
0000000062,2000,017149,NT60,AUD
0000001704,5000,017152,NT90,KRW
0000000776,2000,926790,NT90,BRL
0000000365,1000,729071,NT60,KRW
0000001244,1000,217311,NT60,CAD
0000000473,4000,402527,0002,CNY
0000000849,5000,991400,0002,EUR
0000001630,3000,462938,2/10,EUR
0000001307,2000,870281,0002,CHF
0000000460,3000,892257,0003,JPY
0000001312,3000,316461,0003,CNY
0000001252,1000,662100,0001,JPY
0000001600,2000,734789,0003,BRL
0000000628,3000,479853,0002,CNY
0000001837,3000,588175,0003,BRL
0000001563,3000,076084,NT90,CHF
0000001343,5000,798987,NT60,BRL
0000001763,3000,935722,0002,EUR
0000000104,4000,207458,0002,JPY
0000000291,4000,105026,0001,KRW
0000000425,3000,129121,NT90,CNY
0000001518,4000,413261,0003,BRL
0000000086,2000,558205,NT90,JPY
0000000831,5000,794196,NT60,EUR
0000000709,3000,567510,0002,BRL
0000000887,1000,726396,0002,CAD
0000000726,3000,583789,0002,USD
0000001792,3000,610949,NT90,GBP
0000000753,4000,177477,NT60,KRW
0000001424,1000,051669,0002,USD
0000000201,4000,056064,0002,BRL
0000001734,3000,162441,0003,EUR
0000001358,1000,843631,NT60,AUD
0000000625,1000,570107,0001,USD
0000001366,4000,643355,NT60,CNY
0000001728,1000,263806,NT30,KRW
0000001815,5000,726286,0002,JPY
0000001111,3000,469948,NT90,BRL
0000000248,3000,729018,2/10,EUR
0000001639,4000,117992,0003,CNY
0000000581,3000,757551,NT90,USD
0000001846,1000,914651,0002,JPY
0000000139,4000,480762,2/10,CAD
0000000591,2000,443850,0003,CHF
0000000782,5000,509418,0002,USD
0000001536,2000,927590,NT60,CAD
0000001299,4000,704502,2/10,USD
0000000922,1000,996052,2/10,GBP
0000001164,4000,088328,0002,CAD
0000000528,5000,512999,NT30,KRW
0000001324,1000,204992,2/10,CHF
0000000836,1000,380058,0001,EUR
0000000294,1000,100443,2/10,CNY
0000001255,2000,952748,NT90,CHF
0000000640,3000,472019,2/10,KRW
0000000680,3000,689440,NT30,AUD
0000000691,5000,358486,2/10,GBP
0000001757,2000,703259,0003,CHF
0000000694,2000,742178,2/10,AUD
0000000503,5000,317307,0003,USD
0000000997,3000,902891,NT60,JPY
0000001319,1000,438873,0003,USD
0000000577,4000,385197,NT60,BRL
0000001951,2000,714038,NT30,CHF
0000000467,3000,631584,NT30,CHF
0000000574,2000,107842,0001,JPY
0000001184,5000,499403,NT30,CNY
0000001263,1000,352660,0002,CNY
0000000402,3000,467288,2/10,CNY
0000001938,2000,492538,0003,CAD
0000001101,2000,498763,0003,AUD
0000001123,5000,159972,NT90,CAD
0000001376,4000,999683,NT90,CHF
0000001451,5000,979262,NT30,CHF
0000001515,1000,800939,0001,CAD
0000000502,1000,805276,NT90,USD
0000001617,3000,080159,0002,JPY
