BP_NUMBER,ROLE_CODE,VALID_FROM,VALID_TO
0000001187,FLVN01,2000-01-01,9999-12-31
0000001188,FLVN01,2000-01-01,9999-12-31
0000001189,FLVN01,2000-01-01,9999-12-31
0000001190,FLVN01,2000-01-01,9999-12-31
0000001191,FLVN01,2000-01-01,9999-12-31
0000001192,FLVN01,2000-01-01,9999-12-31
0000001193,FLVN01,2000-01-01,9999-12-31
0000001194,FLVN01,2000-01-01,9999-12-31
0000001195,FLVN01,2000-01-01,9999-12-31
0000001196,FLVN01,2000-01-01,9999-12-31
0000001197,FLVN01,2000-01-01,9999-12-31
0000001198,FLVN01,2000-01-01,9999-12-31
0000001199,FLVN01,2000-01-01,9999-12-31
0000001200,FLVN01,2000-01-01,9999-12-31
0000001201,FLVN01,2000-01-01,9999-12-31
0000001202,FLVN01,2000-01-01,9999-12-31
0000001203,FLVN01,2000-01-01,9999-12-31
0000001205,FLVN01,2000-01-01,9999-12-31
0000001206,FLVN01,2000-01-01,9999-12-31
0000001207,FLVN01,2000-01-01,9999-12-31
0000001208,FLVN01,2000-01-01,9999-12-31
0000001209,FLVN01,2000-01-01,9999-12-31
0000001211,FLVN01,2000-01-01,9999-12-31
0000001212,FLVN01,2000-01-01,9999-12-31
0000001213,FLVN01,2000-01-01,9999-12-31
0000001215,FLVN01,2000-01-01,9999-12-31
0000001217,FLVN01,2000-01-01,9999-12-31
0000001218,FLVN01,2000-01-01,9999-12-31
0000001219,FLVN01,2000-01-01,9999-12-31
0000001220,FLVN01,2000-01-01,9999-12-31
0000001222,FLVN01,2000-01-01,9999-12-31
0000001223,FLVN01,2000-01-01,9999-12-31
0000001224,FLVN01,2000-01-01,9999-12-31
0000001225,FLVN01,2000-01-01,9999-12-31
0000001226,FLVN01,2000-01-01,9999-12-31
0000001227,FLVN01,2000-01-01,9999-12-31
0000001228,FLVN01,2000-01-01,9999-12-31
0000001229,FLVN01,2000-01-01,9999-12-31
0000001230,FLVN01,2000-01-01,9999-12-31
0000001231,FLVN01,2000-01-01,9999-12-31
0000001232,FLVN01,2000-01-01,9999-12-31
0000001233,FLVN01,2000-01-01,9999-12-31
0000001234,FLVN01,2000-01-01,9999-12-31
0000001235,FLVN01,2000-01-01,9999-12-31
0000001236,FLVN01,2000-01-01,9999-12-31
0000001237,FLVN01,2000-01-01,9999-12-31
0000001238,FLVN01,2000-01-01,9999-12-31
0000001240,FLVN01,2000-01-01,9999-12-31
0000001242,FLVN01,2000-01-01,9999-12-31
0000001243,FLVN01,2000-01-01,9999-12-31
0000001244,FLVN01,2000-01-01,9999-12-31
0000001245,FLVN01,2000-01-01,9999-12-31
0000001246,FLVN01,2000-01-01,9999-12-31
0000001247,FLVN01,2000-01-01,9999-12-31
0000001248,FLVN01,2000-01-01,9999-12-31
0000001249,FLVN01,2000-01-01,9999-12-31
0000001250,FLVN01,2000-01-01,9999-12-31
0000001251,FLVN01,2000-01-01,9999-12-31
0000001252,FLVN01,2000-01-01,9999-12-31
0000001253,FLVN01,2000-01-01,9999-12-31
0000001254,FLVN01,2000-01-01,9999-12-31
0000001255,FLVN01,2000-01-01,9999-12-31
0000001256,FLVN01,2000-01-01,9999-12-31
0000001257,FLVN01,2000-01-01,9999-12-31
0000001258,FLVN01,2000-01-01,9999-12-31
0000001259,FLVN01,2000-01-01,9999-12-31
0000001260,FLVN01,2000-01-01,9999-12-31
0000001261,FLVN01,2000-01-01,9999-12-31
0000001262,FLVN01,2000-01-01,9999-12-31
0000001263,FLVN01,2000-01-01,9999-12-31
0000001264,FLVN01,2000-01-01,9999-12-31
0000001265,FLVN01,2000-01-01,9999-12-31
0000001266,FLVN01,2000-01-01,9999-12-31
0000001267,FLVN01,2000-01-01,9999-12-31
0000001268,FLVN01,2000-01-01,9999-12-31
0000001269,FLVN01,2000-01-01,9999-12-31
0000001270,FLVN01,2000-01-01,9999-12-31
0000001272,FLVN01,2000-01-01,9999-12-31
0000001273,FLVN01,2000-01-01,9999-12-31
0000001274,FLVN01,2000-01-01,9999-12-31
0000001275,FLVN01,2000-01-01,9999-12-31
0000001276,FLVN01,2000-01-01,9999-12-31
0000001277,FLVN01,2000-01-01,9999-12-31
0000001278,FLVN01,2000-01-01,9999-12-31
0000001279,FLVN01,2000-01-01,9999-12-31
0000001280,FLVN01,2000-01-01,9999-12-31
0000001281,FLVN01,2000-01-01,9999-12-31
0000001282,FLVN01,2000-01-01,9999-12-31
0000001283,FLVN01,2000-01-01,9999-12-31
0000001284,FLVN01,2000-01-01,9999-12-31
0000001285,FLVN01,2000-01-01,9999-12-31
0000001286,FLVN01,2000-01-01,9999-12-31
0000001287,FLVN01,2000-01-01,9999-12-31
0000001288,FLVN01,2000-01-01,9999-12-31
0000001289,FLVN01,2000-01-01,9999-12-31
0000001290,FLVN01,2000-01-01,9999-12-31
0000001291,FLVN01,2000-01-01,9999-12-31
0000001292,FLVN01,2000-01-01,9999-12-31
0000001293,FLVN01,2000-01-01,9999-12-31
0000001294,FLVN01,2000-01-01,9999-12-31
0000001295,FLVN01,2000-01-01,9999-12-31
0000001296,FLVN01,2000-01-01,9999-12-31
0000001297,FLVN01,2000-01-01,9999-12-31
0000001298,FLVN01,2000-01-01,9999-12-31
0000001299,FLVN01,2000-01-01,9999-12-31
0000001300,FLVN01,2000-01-01,9999-12-31
0000001301,FLVN01,2000-01-01,9999-12-31
0000001302,FLVN01,2000-01-01,9999-12-31
0000001303,FLVN01,2000-01-01,9999-12-31
0000001304,FLVN01,2000-01-01,9999-12-31
0000001305,FLVN01,2000-01-01,9999-12-31
0000001306,FLVN01,2000-01-01,9999-12-31
0000001307,FLVN01,2000-01-01,9999-12-31
0000001308,FLVN01,2000-01-01,9999-12-31
0000001309,FLVN01,2000-01-01,9999-12-31
0000001310,FLVN01,2000-01-01,9999-12-31
0000001311,FLVN01,2000-01-01,9999-12-31
0000001312,FLVN01,2000-01-01,9999-12-31
0000001313,FLVN01,2000-01-01,9999-12-31
0000001316,FLVN01,2000-01-01,9999-12-31
0000001317,FLVN01,2000-01-01,9999-12-31
0000001318,FLVN01,2000-01-01,9999-12-31
0000001319,FLVN01,2000-01-01,9999-12-31
0000001320,FLVN01,2000-01-01,9999-12-31
0000001321,FLVN01,2000-01-01,9999-12-31
0000001322,FLVN01,2000-01-01,9999-12-31
0000001323,FLVN01,2000-01-01,9999-12-31
0000001324,FLVN01,2000-01-01,9999-12-31
0000001325,FLVN01,2000-01-01,9999-12-31
0000001326,FLVN01,2000-01-01,9999-12-31
0000001327,FLVN01,2000-01-01,9999-12-31
0000001328,FLVN01,2000-01-01,9999-12-31
0000001329,FLVN01,2000-01-01,9999-12-31
0000001330,FLVN01,2000-01-01,9999-12-31
0000001331,FLVN01,2000-01-01,9999-12-31
0000001332,FLVN01,2000-01-01,9999-12-31
0000001333,FLVN01,2000-01-01,9999-12-31
0000001334,FLVN01,2000-01-01,9999-12-31
0000001335,FLVN01,2000-01-01,9999-12-31
0000001336,FLVN01,2000-01-01,9999-12-31
0000001337,FLVN01,2000-01-01,9999-12-31
0000001338,FLVN01,2000-01-01,9999-12-31
0000001339,FLVN01,2000-01-01,9999-12-31
0000001341,FLVN01,2000-01-01,9999-12-31
0000001342,FLVN01,2000-01-01,9999-12-31
0000001343,FLVN01,2000-01-01,9999-12-31
0000001344,FLVN01,2000-01-01,9999-12-31
0000001345,FLVN01,2000-01-01,9999-12-31
0000001346,FLVN01,2000-01-01,9999-12-31
0000001347,FLVN01,2000-01-01,9999-12-31
0000001348,FLVN01,2000-01-01,9999-12-31
0000001349,FLVN01,2000-01-01,9999-12-31
0000001350,FLVN01,2000-01-01,9999-12-31
0000001351,FLVN01,2000-01-01,9999-12-31
0000001353,FLVN01,2000-01-01,9999-12-31
0000001354,FLVN01,2000-01-01,9999-12-31
0000001355,FLVN01,2000-01-01,9999-12-31
0000001356,FLVN01,2000-01-01,9999-12-31
0000001357,FLVN01,2000-01-01,9999-12-31
0000001358,FLVN01,2000-01-01,9999-12-31
0000001359,FLVN01,2000-01-01,9999-12-31
0000001360,FLVN01,2000-01-01,9999-12-31
0000001361,FLVN01,2000-01-01,9999-12-31
0000001362,FLVN01,2000-01-01,9999-12-31
0000001363,FLVN01,2000-01-01,9999-12-31
0000001364,FLVN01,2000-01-01,9999-12-31
0000001365,FLVN01,2000-01-01,9999-12-31
0000001366,FLVN01,2000-01-01,9999-12-31
0000001367,FLVN01,2000-01-01,9999-12-31
0000001368,FLVN01,2000-01-01,9999-12-31
0000001369,FLVN01,2000-01-01,9999-12-31
0000001370,FLVN01,2000-01-01,9999-12-31
0000001371,FLVN01,2000-01-01,9999-12-31
0000001372,FLVN01,2000-01-01,9999-12-31
0000001373,FLVN01,2000-01-01,9999-12-31
0000001374,FLVN01,2000-01-01,9999-12-31
0000001375,FLVN01,2000-01-01,9999-12-31
0000001376,FLVN01,2000-01-01,9999-12-31
0000001377,FLVN01,2000-01-01,9999-12-31
0000001378,FLVN01,2000-01-01,9999-12-31
0000001379,FLVN01,2000-01-01,9999-12-31
0000001380,FLVN01,2000-01-01,9999-12-31
0000001381,FLVN01,2000-01-01,9999-12-31
0000001382,FLVN01,2000-01-01,9999-12-31
0000001383,FLVN01,2000-01-01,9999-12-31
0000001384,FLVN01,2000-01-01,9999-12-31
0000001385,FLVN01,2000-01-01,9999-12-31
0000001386,FLVN01,2000-01-01,9999-12-31
0000001387,FLVN01,2000-01-01,9999-12-31
0000001388,FLVN01,2000-01-01,9999-12-31
0000001389,FLVN01,2000-01-01,9999-12-31
0000001390,FLVN01,2000-01-01,9999-12-31
0000001391,FLVN01,2000-01-01,9999-12-31
0000001392,FLVN01,2000-01-01,9999-12-31
0000001393,FLVN01,2000-01-01,9999-12-31
0000001394,FLVN01,2000-01-01,9999-12-31
0000001395,FLVN01,2000-01-01,9999-12-31
0000001396,FLVN01,2000-01-01,9999-12-31
0000001397,FLVN01,2000-01-01,9999-12-31
0000001398,FLVN01,2000-01-01,9999-12-31
0000001399,FLVN01,2000-01-01,9999-12-31
0000001400,FLVN01,2000-01-01,9999-12-31
0000001401,FLVN01,2000-01-01,9999-12-31
0000001402,FLVN01,2000-01-01,9999-12-31
0000001403,FLVN01,2000-01-01,9999-12-31
0000001404,FLVN01,2000-01-01,9999-12-31
0000001406,FLVN01,2000-01-01,9999-12-31
0000001407,FLVN01,2000-01-01,9999-12-31
0000001408,FLVN01,2000-01-01,9999-12-31
0000001409,FLVN01,2000-01-01,9999-12-31
0000001411,FLVN01,2000-01-01,9999-12-31
0000001412,FLVN01,2000-01-01,9999-12-31
0000001413,FLVN01,2000-01-01,9999-12-31
0000001414,FLVN01,2000-01-01,9999-12-31
0000001416,FLVN01,2000-01-01,9999-12-31
0000001417,FLVN01,2000-01-01,9999-12-31
0000001418,FLVN01,2000-01-01,9999-12-31
0000001419,FLVN01,2000-01-01,9999-12-31
0000001420,FLVN01,2000-01-01,9999-12-31
0000001421,FLVN01,2000-01-01,9999-12-31
0000001422,FLVN01,2000-01-01,9999-12-31
0000001423,FLVN01,2000-01-01,9999-12-31
0000001424,FLVN01,2000-01-01,9999-12-31
0000001425,FLVN01,2000-01-01,9999-12-31
0000001426,FLVN01,2000-01-01,9999-12-31
0000001427,FLVN01,2000-01-01,9999-12-31
0000001428,FLVN01,2000-01-01,9999-12-31
0000001429,FLVN01,2000-01-01,9999-12-31
0000001430,FLVN01,2000-01-01,9999-12-31
0000001431,FLVN01,2000-01-01,9999-12-31
0000001432,FLVN01,2000-01-01,9999-12-31
0000001433,FLVN01,2000-01-01,9999-12-31
0000001434,FLVN01,2000-01-01,9999-12-31
0000001436,FLVN01,2000-01-01,9999-12-31
0000001437,FLVN01,2000-01-01,9999-12-31
0000001438,FLVN01,2000-01-01,9999-12-31
0000001439,FLVN01,2000-01-01,9999-12-31
0000001440,FLVN01,2000-01-01,9999-12-31
0000001441,FLVN01,2000-01-01,9999-12-31
0000001442,FLVN01,2000-01-01,9999-12-31
0000001443,FLVN01,2000-01-01,9999-12-31
0000001444,FLVN01,2000-01-01,9999-12-31
0000001445,FLVN01,2000-01-01,9999-12-31
0000001446,FLVN01,2000-01-01,9999-12-31
0000001447,FLVN01,2000-01-01,9999-12-31
0000001448,FLVN01,2000-01-01,9999-12-31
0000001449,FLVN01,2000-01-01,9999-12-31
0000001450,FLVN01,2000-01-01,9999-12-31
0000001451,FLVN01,2000-01-01,9999-12-31
0000001452,FLVN01,2000-01-01,9999-12-31
0000001453,FLVN01,2000-01-01,9999-12-31
0000001454,FLVN01,2000-01-01,9999-12-31
0000001455,FLVN01,2000-01-01,9999-12-31
0000001456,FLVN01,2000-01-01,9999-12-31
0000001457,FLVN01,2000-01-01,9999-12-31
0000001458,FLVN01,2000-01-01,9999-12-31
0000001459,FLVN01,2000-01-01,9999-12-31
0000001460,FLVN01,2000-01-01,9999-12-31
0000001461,FLVN01,2000-01-01,9999-12-31
0000001462,FLVN01,2000-01-01,9999-12-31
0000001463,FLVN01,2000-01-01,9999-12-31
0000001464,FLVN01,2000-01-01,9999-12-31
0000001465,FLVN01,2000-01-01,9999-12-31
0000001466,FLVN01,2000-01-01,9999-12-31
0000001467,FLVN01,2000-01-01,9999-12-31
0000001468,FLVN01,2000-01-01,9999-12-31
0000001469,FLVN01,2000-01-01,9999-12-31
0000001470,FLVN01,2000-01-01,9999-12-31
0000001471,FLVN01,2000-01-01,9999-12-31
0000001472,FLVN01,2000-01-01,9999-12-31
0000001473,FLVN01,2000-01-01,9999-12-31
0000001474,FLVN01,2000-01-01,9999-12-31
0000001475,FLVN01,2000-01-01,9999-12-31
0000001476,FLVN01,2000-01-01,9999-12-31
0000001477,FLVN01,2000-01-01,9999-12-31
0000001478,FLVN01,2000-01-01,9999-12-31
0000001479,FLVN01,2000-01-01,9999-12-31
0000001480,FLVN01,2000-01-01,9999-12-31
0000001481,FLVN01,2000-01-01,9999-12-31
0000001482,FLVN01,2000-01-01,9999-12-31
0000001483,FLVN01,2000-01-01,9999-12-31
0000001484,FLVN01,2000-01-01,9999-12-31
0000001485,FLVN01,2000-01-01,9999-12-31
0000001486,FLVN01,2000-01-01,9999-12-31
0000001487,FLVN01,2000-01-01,9999-12-31
0000001488,FLVN01,2000-01-01,9999-12-31
0000001489,FLVN01,2000-01-01,9999-12-31
0000001490,FLVN01,2000-01-01,9999-12-31
0000001491,FLVN01,2000-01-01,9999-12-31
0000001492,FLVN01,2000-01-01,9999-12-31
0000001493,FLVN01,2000-01-01,9999-12-31
0000001494,FLVN01,2000-01-01,9999-12-31
0000001495,FLVN01,2000-01-01,9999-12-31
0000001496,FLVN01,2000-01-01,9999-12-31
0000001497,FLVN01,2000-01-01,9999-12-31
0000001498,FLVN01,2000-01-01,9999-12-31
0000001499,FLVN01,2000-01-01,9999-12-31
0000001500,FLVN01,2000-01-01,9999-12-31
0000001501,FLVN01,2000-01-01,9999-12-31
0000001502,FLVN01,2000-01-01,9999-12-31
0000001503,FLVN01,2000-01-01,9999-12-31
0000001505,FLVN01,2000-01-01,9999-12-31
0000001506,FLVN01,2000-01-01,9999-12-31
0000001507,FLVN01,2000-01-01,9999-12-31
0000001508,FLVN01,2000-01-01,9999-12-31
0000001509,FLVN01,2000-01-01,9999-12-31
0000001510,FLVN01,2000-01-01,9999-12-31
0000001511,FLVN01,2000-01-01,9999-12-31
0000001512,FLVN01,2000-01-01,9999-12-31
0000001513,FLVN01,2000-01-01,9999-12-31
0000001514,FLVN01,2000-01-01,9999-12-31
0000001515,FLVN01,2000-01-01,9999-12-31
0000001516,FLVN01,2000-01-01,9999-12-31
0000001517,FLVN01,2000-01-01,9999-12-31
0000001518,FLVN01,2000-01-01,9999-12-31
0000001519,FLVN01,2000-01-01,9999-12-31
0000001520,FLVN01,2000-01-01,9999-12-31
0000001521,FLVN01,2000-01-01,9999-12-31
0000001522,FLVN01,2000-01-01,9999-12-31
0000001523,FLVN01,2000-01-01,9999-12-31
0000001524,FLVN01,2000-01-01,9999-12-31
0000001525,FLVN01,2000-01-01,9999-12-31
0000001526,FLVN01,2000-01-01,9999-12-31
0000001527,FLVN01,2000-01-01,9999-12-31
0000001528,FLVN01,2000-01-01,9999-12-31
0000001529,FLVN01,2000-01-01,9999-12-31
0000001530,FLVN01,2000-01-01,9999-12-31
0000001531,FLVN01,2000-01-01,9999-12-31
0000001532,FLVN01,2000-01-01,9999-12-31
0000001533,FLVN01,2000-01-01,9999-12-31
0000001534,FLVN01,2000-01-01,9999-12-31
0000001535,FLVN01,2000-01-01,9999-12-31
0000001536,FLVN01,2000-01-01,9999-12-31
0000001537,FLVN01,2000-01-01,9999-12-31
0000001538,FLVN01,2000-01-01,9999-12-31
0000001539,FLVN01,2000-01-01,9999-12-31
0000001540,FLVN01,2000-01-01,9999-12-31
0000001541,FLVN01,2000-01-01,9999-12-31
0000001542,FLVN01,2000-01-01,9999-12-31
0000001543,FLVN01,2000-01-01,9999-12-31
0000001544,FLVN01,2000-01-01,9999-12-31
0000001545,FLVN01,2000-01-01,9999-12-31
0000001546,FLVN01,2000-01-01,9999-12-31
0000001547,FLVN01,2000-01-01,9999-12-31
0000001548,FLVN01,2000-01-01,9999-12-31
0000001549,FLVN01,2000-01-01,9999-12-31
0000001550,FLVN01,2000-01-01,9999-12-31
0000001551,FLVN01,2000-01-01,9999-12-31
0000001552,FLVN01,2000-01-01,9999-12-31
0000001553,FLVN01,2000-01-01,9999-12-31
0000001554,FLVN01,2000-01-01,9999-12-31
0000001555,FLVN01,2000-01-01,9999-12-31
0000001556,FLVN01,2000-01-01,9999-12-31
0000001557,FLVN01,2000-01-01,9999-12-31
0000001558,FLVN01,2000-01-01,9999-12-31
0000001559,FLVN01,2000-01-01,9999-12-31
0000001560,FLVN01,2000-01-01,9999-12-31
0000001561,FLVN01,2000-01-01,9999-12-31
0000001562,FLVN01,2000-01-01,9999-12-31
0000001563,FLVN01,2000-01-01,9999-12-31
0000001565,FLVN01,2000-01-01,9999-12-31
0000001566,FLVN01,2000-01-01,9999-12-31
0000001567,FLVN01,2000-01-01,9999-12-31
0000001568,FLVN01,2000-01-01,9999-12-31
0000001569,FLVN01,2000-01-01,9999-12-31
0000001570,FLVN01,2000-01-01,9999-12-31
0000001571,FLVN01,2000-01-01,9999-12-31
0000001572,FLVN01,2000-01-01,9999-12-31
0000001573,FLVN01,2000-01-01,9999-12-31
0000001574,FLVN01,2000-01-01,9999-12-31
0000001575,FLVN01,2000-01-01,9999-12-31
0000001576,FLVN01,2000-01-01,9999-12-31
0000001577,FLVN01,2000-01-01,9999-12-31
0000001578,FLVN01,2000-01-01,9999-12-31
0000001579,FLVN01,2000-01-01,9999-12-31
0000001580,FLVN01,2000-01-01,9999-12-31
0000001581,FLVN01,2000-01-01,9999-12-31
0000001582,FLVN01,2000-01-01,9999-12-31
0000001583,FLVN01,2000-01-01,9999-12-31
0000001585,FLVN01,2000-01-01,9999-12-31
0000001586,FLVN01,2000-01-01,9999-12-31
0000001587,FLVN01,2000-01-01,9999-12-31
0000001588,FLVN01,2000-01-01,9999-12-31
0000001589,FLVN01,2000-01-01,9999-12-31
0000001590,FLVN01,2000-01-01,9999-12-31
0000001591,FLVN01,2000-01-01,9999-12-31
0000001593,FLVN01,2000-01-01,9999-12-31
0000001594,FLVN01,2000-01-01,9999-12-31
0000001595,FLVN01,2000-01-01,9999-12-31
0000001596,FLVN01,2000-01-01,9999-12-31
0000001597,FLVN01,2000-01-01,9999-12-31
0000001598,FLVN01,2000-01-01,9999-12-31
0000001599,FLVN01,2000-01-01,9999-12-31
0000001600,FLVN01,2000-01-01,9999-12-31
0000001601,FLVN01,2000-01-01,9999-12-31
0000001602,FLVN01,2000-01-01,9999-12-31
0000001603,FLVN01,2000-01-01,9999-12-31
0000001604,FLVN01,2000-01-01,9999-12-31
0000001605,FLVN01,2000-01-01,9999-12-31
0000001606,FLVN01,2000-01-01,9999-12-31
0000001607,FLVN01,2000-01-01,9999-12-31
0000001609,FLVN01,2000-01-01,9999-12-31
0000001610,FLVN01,2000-01-01,9999-12-31
0000001611,FLVN01,2000-01-01,9999-12-31
0000001612,FLVN01,2000-01-01,9999-12-31
0000001613,FLVN01,2000-01-01,9999-12-31
0000001614,FLVN01,2000-01-01,9999-12-31
0000001615,FLVN01,2000-01-01,9999-12-31
0000001616,FLVN01,2000-01-01,9999-12-31
0000001617,FLVN01,2000-01-01,9999-12-31
0000001618,FLVN01,2000-01-01,9999-12-31
0000001619,FLVN01,2000-01-01,9999-12-31
0000001620,FLVN01,2000-01-01,9999-12-31
0000001621,FLVN01,2000-01-01,9999-12-31
0000001622,FLVN01,2000-01-01,9999-12-31
0000001623,FLVN01,2000-01-01,9999-12-31
0000001624,FLVN01,2000-01-01,9999-12-31
0000001625,FLVN01,2000-01-01,9999-12-31
0000001626,FLVN01,2000-01-01,9999-12-31
0000001627,FLVN01,2000-01-01,9999-12-31
0000001629,FLVN01,2000-01-01,9999-12-31
0000001630,FLVN01,2000-01-01,9999-12-31
0000001631,FLVN01,2000-01-01,9999-12-31
0000001633,FLVN01,2000-01-01,9999-12-31
0000001634,FLVN01,2000-01-01,9999-12-31
0000001635,FLVN01,2000-01-01,9999-12-31
0000001636,FLVN01,2000-01-01,9999-12-31
0000001637,FLVN01,2000-01-01,9999-12-31
0000001638,FLVN01,2000-01-01,9999-12-31
0000001639,FLVN01,2000-01-01,9999-12-31
0000001640,FLVN01,2000-01-01,9999-12-31
0000001641,FLVN01,2000-01-01,9999-12-31
0000001642,FLVN01,2000-01-01,9999-12-31
0000001643,FLVN01,2000-01-01,9999-12-31
0000001644,FLVN01,2000-01-01,9999-12-31
0000001645,FLVN01,2000-01-01,9999-12-31
0000001647,FLVN01,2000-01-01,9999-12-31
0000001648,FLVN01,2000-01-01,9999-12-31
0000001650,FLVN01,2000-01-01,9999-12-31
0000001651,FLVN01,2000-01-01,9999-12-31
0000001652,FLVN01,2000-01-01,9999-12-31
0000001653,FLVN01,2000-01-01,9999-12-31
0000001654,FLVN01,2000-01-01,9999-12-31
0000001655,FLVN01,2000-01-01,9999-12-31
0000001656,FLVN01,2000-01-01,9999-12-31
0000001657,FLVN01,2000-01-01,9999-12-31
0000001658,FLVN01,2000-01-01,9999-12-31
0000001659,FLVN01,2000-01-01,9999-12-31
0000001660,FLVN01,2000-01-01,9999-12-31
0000001661,FLVN01,2000-01-01,9999-12-31
0000001662,FLVN01,2000-01-01,9999-12-31
0000001663,FLVN01,2000-01-01,9999-12-31
0000001664,FLVN01,2000-01-01,9999-12-31
0000001665,FLVN01,2000-01-01,9999-12-31
0000001666,FLVN01,2000-01-01,9999-12-31
0000001667,FLVN01,2000-01-01,9999-12-31
0000001668,FLVN01,2000-01-01,9999-12-31
0000001669,FLVN01,2000-01-01,9999-12-31
0000001670,FLVN01,2000-01-01,9999-12-31
0000001671,FLVN01,2000-01-01,9999-12-31
0000001672,FLVN01,2000-01-01,9999-12-31
0000001673,FLVN01,2000-01-01,9999-12-31
0000001674,FLVN01,2000-01-01,9999-12-31
0000001675,FLVN01,2000-01-01,9999-12-31
0000001676,FLVN01,2000-01-01,9999-12-31
0000001677,FLVN01,2000-01-01,9999-12-31
0000001678,FLVN01,2000-01-01,9999-12-31
0000001679,FLVN01,2000-01-01,9999-12-31
0000001680,FLVN01,2000-01-01,9999-12-31
0000001681,FLVN01,2000-01-01,9999-12-31
0000001683,FLVN01,2000-01-01,9999-12-31
0000001684,FLVN01,2000-01-01,9999-12-31
0000001685,FLVN01,2000-01-01,9999-12-31
0000001686,FLVN01,2000-01-01,9999-12-31
0000001687,FLVN01,2000-01-01,9999-12-31
0000001688,FLVN01,2000-01-01,9999-12-31
0000001689,FLVN01,2000-01-01,9999-12-31
0000001690,FLVN01,2000-01-01,9999-12-31
0000001691,FLVN01,2000-01-01,9999-12-31
0000001692,FLVN01,2000-01-01,9999-12-31
0000001693,FLVN01,2000-01-01,9999-12-31
0000001694,FLVN01,2000-01-01,9999-12-31
0000001695,FLVN01,2000-01-01,9999-12-31
0000001696,FLVN01,2000-01-01,9999-12-31
0000001698,FLVN01,2000-01-01,9999-12-31
0000001700,FLVN01,2000-01-01,9999-12-31
0000001701,FLVN01,2000-01-01,9999-12-31
0000001702,FLVN01,2000-01-01,9999-12-31
0000001704,FLVN01,2000-01-01,9999-12-31
0000001705,FLVN01,2000-01-01,9999-12-31
0000001707,FLVN01,2000-01-01,9999-12-31
0000001708,FLVN01,2000-01-01,9999-12-31
0000001709,FLVN01,2000-01-01,9999-12-31
0000001710,FLVN01,2000-01-01,9999-12-31
0000001711,FLVN01,2000-01-01,9999-12-31
0000001712,FLVN01,2000-01-01,9999-12-31
0000001713,FLVN01,2000-01-01,9999-12-31
0000001714,FLVN01,2000-01-01,9999-12-31
0000001715,FLVN01,2000-01-01,9999-12-31
0000001716,FLVN01,2000-01-01,9999-12-31
0000001717,FLVN01,2000-01-01,9999-12-31
0000001718,FLVN01,2000-01-01,9999-12-31
0000001719,FLVN01,2000-01-01,9999-12-31
0000001720,FLVN01,2000-01-01,9999-12-31
0000001721,FLVN01,2000-01-01,9999-12-31
0000001722,FLVN01,2000-01-01,9999-12-31
0000001724,FLVN01,2000-01-01,9999-12-31
0000001725,FLVN01,2000-01-01,9999-12-31
0000001726,FLVN01,2000-01-01,9999-12-31
0000001727,FLVN01,2000-01-01,9999-12-31
0000001728,FLVN01,2000-01-01,9999-12-31
0000001729,FLVN01,2000-01-01,9999-12-31
0000001730,FLVN01,2000-01-01,9999-12-31
0000001731,FLVN01,2000-01-01,9999-12-31
0000001732,FLVN01,2000-01-01,9999-12-31
0000001733,FLVN01,2000-01-01,9999-12-31
0000001734,FLVN01,2000-01-01,9999-12-31
0000001735,FLVN01,2000-01-01,9999-12-31
0000001736,FLVN01,2000-01-01,9999-12-31
0000001737,FLVN01,2000-01-01,9999-12-31
0000001738,FLVN01,2000-01-01,9999-12-31
0000001739,FLVN01,2000-01-01,9999-12-31
0000001740,FLVN01,2000-01-01,9999-12-31
0000001741,FLVN01,2000-01-01,9999-12-31
0000001742,FLVN01,2000-01-01,9999-12-31
0000001743,FLVN01,2000-01-01,9999-12-31
0000001745,FLVN01,2000-01-01,9999-12-31
0000001746,FLVN01,2000-01-01,9999-12-31
0000001747,FLVN01,2000-01-01,9999-12-31
0000001748,FLVN01,2000-01-01,9999-12-31
0000001749,FLVN01,2000-01-01,9999-12-31
0000001750,FLVN01,2000-01-01,9999-12-31
0000001751,FLVN01,2000-01-01,9999-12-31
0000001752,FLVN01,2000-01-01,9999-12-31
0000001753,FLVN01,2000-01-01,9999-12-31
0000001754,FLVN01,2000-01-01,9999-12-31
0000001755,FLVN01,2000-01-01,9999-12-31
0000001756,FLVN01,2000-01-01,9999-12-31
0000001757,FLVN01,2000-01-01,9999-12-31
0000001758,FLVN01,2000-01-01,9999-12-31
0000001759,FLVN01,2000-01-01,9999-12-31
0000001760,FLVN01,2000-01-01,9999-12-31
0000001761,FLVN01,2000-01-01,9999-12-31
0000001762,FLVN01,2000-01-01,9999-12-31
0000001763,FLVN01,2000-01-01,9999-12-31
0000001764,FLVN01,2000-01-01,9999-12-31
0000001765,FLVN01,2000-01-01,9999-12-31
0000001766,FLVN01,2000-01-01,9999-12-31
0000001767,FLVN01,2000-01-01,9999-12-31
0000001768,FLVN01,2000-01-01,9999-12-31
0000001769,FLVN01,2000-01-01,9999-12-31
0000001770,FLVN01,2000-01-01,9999-12-31
0000001771,FLVN01,2000-01-01,9999-12-31
0000001772,FLVN01,2000-01-01,9999-12-31
0000001774,FLVN01,2000-01-01,9999-12-31
0000001775,FLVN01,2000-01-01,9999-12-31
0000001776,FLVN01,2000-01-01,9999-12-31
0000001777,FLVN01,2000-01-01,9999-12-31
