PO_NUMBER,ITEM_NUMBER,PRODUCT,PLANT,QUANTITY,UNIT,NET_PRICE,CURRENCY,DELIVERY_DATE
0200002808,00010,P000000025,P004,9,EA,3652.19,USD,
0200002808,00020,P000000015,P008,6,EA,8896.49,USD,
0200002808,00030,P000000013,P002,8,EA,75.11,USD,
0200002809,00010,P000000030,P003,4,EA,1050.0,USD,
0200002809,00020,P000000025,P001,9,EA,8957.42,USD,
0200002809,00030,P000000022,P003,4,EA,8345.04,USD,
0200002810,00010,P000000031,P003,9,EA,7506.45,USD,
0200002811,00010,P000000006,P007,10,EA,1482.94,USD,
0200002811,00020,P000000002,P006,10,EA,2160.47,USD,
0200002811,00030,P000000015,P009,4,EA,6490.75,USD,
0200002811,00040,P000000029,P009,9,EA,97.47,USD,
0200002812,00010,P000000019,P010,4,EA,6621.32,USD,
0200002812,00020,P000000027,P007,2,EA,6129.72,USD,
0200002812,00030,P000000023,P006,2,EA,7984.6,USD,
0200002812,00040,P000000025,P001,10,EA,1989.42,USD,
0200002812,00050,P000000011,P007,5,EA,5067.09,USD,
0200002812,00060,P000000030,P007,7,EA,600.0,USD,
0200002813,00010,P000000024,P007,5,EA,4642.07,USD,
0200002813,00020,P000000007,P005,10,EA,902.23,USD,
0200002813,00030,P000000030,P005,4,EA,1050.0,USD,
0200002813,00040,P000000004,P006,10,EA,100.1,USD,
0200002813,00050,P000000022,P005,7,EA,7710.66,USD,
0200002813,00060,P000000024,P002,9,EA,6503.36,USD,
0200002814,00010,P000000021,P007,3,EA,5013.05,USD,
0200002814,00020,P000000005,P006,3,EA,350.0,USD,
0200002814,00030,P000000006,P008,2,EA,8020.57,USD,
0200002814,00040,P000000017,P007,2,EA,2550.87,USD,
0200002816,00010,P000000008,P002,3,EA,9310.68,USD,
0200002816,00020,P000000008,P005,8,EA,6839.48,USD,
0200002816,00030,P000000023,P010,5,EA,9595.87,USD,
0200002816,00040,P000000017,P009,7,EA,7733.33,USD,
0200002816,00050,P000000025,P008,6,EA,9129.29,USD,
0200002816,00060,P000000005,P004,1,EA,1050.0,USD,
0200002818,00010,P000000010,P002,6,EA,1865.1,USD,
0200002818,00020,P000000004,P007,5,EA,200.2,USD,
0200002818,00030,P000000006,P003,10,EA,3912.41,USD,
0200002818,00040,P000000031,P010,3,EA,7404.74,USD,
0200002819,00010,P000000008,P009,5,EA,1750.26,USD,
0200002821,00010,P000000028,P008,3,EA,7478.26,USD,
0200002821,00020,P000000009,P003,5,EA,9293.44,USD,
0200002822,00010,P000000014,P003,7,EA,9939.76,USD,
0200002822,00020,P000000031,P002,4,EA,9005.27,USD,
0200002822,00030,P000000006,P007,2,EA,8809.6,USD,
0200002822,00040,P000000025,P004,5,EA,7008.2,USD,
0200002823,00010,P000000008,P006,5,EA,734.62,USD,
0200002823,00020,P000000031,P009,2,EA,7546.51,USD,
0200002825,00010,P000000022,P001,3,EA,5726.91,USD,
0200002825,00020,P000000030,P006,7,EA,600.0,USD,
0200002825,00030,P000000030,P010,4,EA,1050.0,USD,
0200002825,00040,P000000025,P010,5,EA,6259.66,USD,
0200002827,00010,P000000030,P004,2,EA,2100.0,USD,
0200002827,00020,P000000017,P004,7,EA,9902.38,USD,
0200002827,00030,P000000013,P010,5,EA,8796.06,USD,
0200002827,00040,P000000030,P009,8,EA,525.0,USD,
0200002827,00050,P000000022,P010,3,EA,5491.69,USD,
0200002829,00010,P000000023,P007,9,EA,165.53,USD,
0200002829,00020,P000000007,P001,3,EA,63.49,USD,
0200002830,00010,P000000026,P006,6,EA,449.75,USD,
0200002831,00010,P000000013,P004,3,EA,5736.33,USD,
0200002831,00020,P000000025,P004,1,EA,3599.33,USD,
0200002831,00030,P000000008,P007,3,EA,8678.34,USD,
0200002831,00040,P000000027,P008,2,EA,1582.36,USD,
0200002833,00010,P000000014,P003,7,EA,4897.53,USD,
0200002833,00020,P000000019,P008,2,EA,5233.34,USD,
0200002833,00030,P000000004,P001,6,EA,166.83,USD,
0200002833,00040,P000000033,P002,6,EA,58.33,USD,
0200002834,00010,P000000010,P008,5,EA,2222.81,USD,
0200002834,00020,P000000007,P001,1,EA,3132.29,USD,
0200002834,00030,P000000013,P006,1,EA,4929.25,USD,
0200002835,00010,P000000016,P008,9,EA,6650.47,USD,
0200002836,00010,P000000006,P009,6,EA,676.98,USD,
0200002836,00020,P000000031,P008,9,EA,4572.92,USD,
0200002837,00010,P000000003,P008,4,EA,9579.3,USD,
0200002837,00020,P000000016,P003,6,EA,7320.14,USD,
0200002837,00030,P000000006,P005,8,EA,9887.07,USD,
0200002838,00010,P000000024,P010,6,EA,8891.58,USD,
0200002838,00020,P000000022,P008,1,EA,781.38,USD,
0200002838,00030,P000000025,P009,8,EA,346.81,USD,
0200002838,00040,P000000001,P003,8,EA,3773.64,USD,
0200002838,00050,P000000028,P008,9,EA,680.88,USD,
0200002839,00010,P000000011,P009,7,EA,3002.2,USD,
0200002839,00020,P000000013,P006,8,EA,6259.54,USD,
0200002839,00030,P000000003,P001,7,EA,6264.15,USD,
0200002839,00040,P000000010,P002,4,EA,5163.55,USD,
0200002841,00010,P000000005,P003,4,EA,262.5,USD,
0200002841,00020,P000000001,P009,7,EA,7911.94,USD,
0200002841,00030,P000000007,P008,10,EA,6200.89,USD,
0200002842,00010,P000000005,P008,4,EA,262.5,USD,
0200002842,00020,P000000004,P001,5,EA,200.2,USD,
0200002842,00030,P000000025,P005,3,EA,1113.92,USD,
0200002842,00040,P000000004,P006,6,EA,166.83,USD,
0200002842,00050,P000000032,P007,5,EA,5755.02,USD,
0200002843,00010,P000000017,P003,7,EA,211.52,USD,
0200002844,00010,P000000023,P007,4,EA,8296.12,USD,
0200002847,00010,P000000033,P008,4,EA,87.5,USD,
0200002847,00020,P000000029,P005,2,EA,3364.08,USD,
0200002847,00030,P000000034,P001,5,EA,525.0,USD,
0200002847,00040,P000000005,P009,9,EA,116.67,USD,
0200002847,00050,P000000019,P006,4,EA,4367.66,USD,
0200002848,00010,P000000010,P002,4,EA,845.86,USD,
0200002848,00020,P000000031,P003,3,EA,5485.28,USD,
0200002849,00010,P000000028,P005,5,EA,3564.61,USD,
0200002849,00020,P000000007,P010,4,EA,7419.47,USD,
0200002849,00030,P000000010,P008,1,EA,9010.41,USD,
0200002852,00010,P000000015,P002,3,EA,6626.74,USD,
0200002852,00020,P000000031,P007,9,EA,7802.41,USD,
0200002852,00030,P000000006,P001,8,EA,6015.42,USD,
0200002852,00040,P000000016,P005,7,EA,316.55,USD,
0200002858,00010,P000000010,P005,5,EA,6322.13,USD,
0200002858,00020,P000000017,P002,3,EA,4402.18,USD,
0200002858,00030,P000000025,P005,10,EA,9787.73,USD,
0200002858,00040,P000000002,P006,1,EA,9482.37,USD,
0200002858,00050,P000000009,P002,8,EA,4646.83,USD,
0200002860,00010,P000000029,P004,8,EA,2329.43,USD,
0200002860,00020,P000000010,P009,4,EA,7007.57,USD,
0200002860,00030,P000000021,P009,4,EA,1420.1,USD,
0200002860,00040,P000000001,P010,1,EA,2452.85,USD,
0200002860,00050,P000000027,P010,5,EA,9467.87,USD,
0200002860,00060,P000000021,P008,6,EA,2560.71,USD,
0200002861,00010,P000000023,P009,8,EA,7554.73,USD,
0200002863,00010,P000000020,P004,2,EA,592.34,USD,
0200002863,00020,P000000031,P004,6,EA,8846.49,USD,
0200002863,00030,P000000022,P007,7,EA,371.26,USD,
0200002863,00040,P000000011,P001,9,EA,7316.03,USD,
0200002863,00050,P000000030,P003,4,EA,1050.0,USD,
0200002864,00010,P000000013,P008,10,EA,3263.82,USD,
0200002864,00020,P000000002,P010,1,EA,7581.45,USD,
0200002864,00030,P000000023,P004,9,EA,5288.97,USD,
0200002864,00040,P000000018,P002,10,EA,4862.56,USD,
0200002864,00050,P000000020,P004,3,EA,7736.88,USD,
0200002864,00060,P000000013,P008,5,EA,2881.65,USD,
0200002865,00010,P000000004,P006,10,EA,100.1,USD,
0200002865,00020,P000000023,P003,3,EA,8923.97,USD,
0200002865,00030,P000000005,P001,3,EA,350.0,USD,
0200002865,00040,P000000030,P007,6,EA,700.0,USD,
0200002865,00050,P000000033,P009,5,EA,70.0,USD,
0200002866,00010,P000000018,P002,9,EA,7358.95,USD,
0200002867,00010,P000000008,P004,2,EA,1145.7,USD,
0200002867,00020,P000000029,P004,3,EA,3295.52,USD,
0200002867,00030,P000000018,P008,9,EA,4046.5,USD,
0200002867,00040,P000000034,P002,7,EA,375.0,USD,
0200002868,00010,P000000021,P008,5,EA,8216.32,USD,
0200002868,00020,P000000006,P005,9,EA,4889.69,USD,
0200002868,00030,P000000023,P003,9,EA,879.07,USD,
0200002868,00040,P000000015,P001,6,EA,412.41,USD,
0200002868,00050,P000000021,P008,6,EA,6146.05,USD,
0200002868,00060,P000000013,P005,10,EA,7007.06,USD,
0200002869,00010,P000000033,P005,6,EA,58.33,USD,
0200002869,00020,P000000018,P008,10,EA,1273.17,USD,
0200002869,00030,P000000020,P005,2,EA,905.01,USD,
0200002869,00040,P000000024,P003,6,EA,7296.62,USD,
0200002869,00050,P000000014,P004,4,EA,9087.65,USD,
0200002871,00010,P000000022,P005,3,EA,6894.42,USD,
0200002871,00020,P000000002,P007,5,EA,154.75,USD,
0200002871,00030,P000000003,P004,10,EA,5287.33,USD,
0200002871,00040,P000000010,P008,6,EA,4478.04,USD,
0200002875,00010,P000000012,P006,9,EA,3150.54,USD,
0200002875,00020,P000000028,P004,7,EA,4339.28,USD,
0200002875,00030,P000000015,P004,4,EA,966.72,USD,
0200002877,00010,P000000026,P002,10,EA,5174.08,USD,
0200002879,00010,P000000016,P002,8,EA,7663.82,USD,
0200002879,00020,P000000017,P005,1,EA,9443.59,USD,
0200002879,00030,P000000020,P009,7,EA,3527.84,USD,
0200002879,00040,P000000019,P008,4,EA,2824.54,USD,
0200002879,00050,P000000023,P002,9,EA,6719.93,USD,
0200002881,00010,P000000020,P006,9,EA,5735.52,USD,
0200002881,00020,P000000029,P001,3,EA,1654.19,USD,
0200002882,00010,P000000016,P004,2,EA,3572.64,USD,
0200002882,00020,P000000019,P001,6,EA,8580.53,USD,
0200002882,00030,P000000023,P010,3,EA,3886.67,USD,
0200002882,00040,P000000001,P005,6,EA,3530.05,USD,
0200002882,00050,P000000029,P005,9,EA,7330.65,USD,
0200002882,00060,P000000012,P007,5,EA,2584.85,USD,
0200002886,00010,P000000005,P005,1,EA,1050.0,USD,
0200002886,00020,P000000020,P002,10,EA,5129.05,USD,
0200002886,00030,P000000013,P008,7,EA,422.37,USD,
0200002888,00010,P000000012,P002,4,EA,6156.25,USD,
0200002888,00020,P000000025,P002,7,EA,2740.91,USD,
0200002888,00030,P000000023,P009,9,EA,3834.48,USD,
0200002888,00040,P000000028,P002,3,EA,5760.97,USD,
0200002888,00050,P000000027,P005,5,EA,9173.73,USD,
0200002888,00060,P000000019,P005,9,EA,3018.12,USD,
0200002889,00010,P000000018,P005,10,EA,3967.95,USD,
0200002889,00020,P000000006,P008,10,EA,214.8,USD,
0200002889,00030,P000000034,P003,8,EA,328.12,USD,
0200002890,00010,P000000030,P005,8,EA,525.0,USD,
0200002891,00010,P000000013,P004,1,EA,899.94,USD,
0200002891,00020,P000000008,P008,9,EA,6648.14,USD,
0200002891,00030,P000000012,P009,9,EA,5368.76,USD,
0200002891,00040,P000000018,P004,2,EA,6581.91,USD,
0200002892,00010,P000000018,P009,4,EA,4142.53,USD,
0200002892,00020,P000000012,P005,7,EA,648.97,USD,
0200002892,00030,P000000013,P005,1,EA,3662.72,USD,
0200002893,00010,P000000019,P007,9,EA,6941.06,USD,
0200002893,00020,P000000022,P003,2,EA,1323.49,USD,
0200002893,00030,P000000006,P002,3,EA,9181.64,USD,
0200002894,00010,P000000023,P006,8,EA,4809.42,USD,
0200002894,00020,P000000006,P007,7,EA,1492.08,USD,
0200002894,00030,P000000023,P001,8,EA,5546.73,USD,
0200002894,00040,P000000025,P007,10,EA,3929.96,USD,
0200002894,00050,P000000016,P001,4,EA,7905.24,USD,
0200002894,00060,P000000024,P009,2,EA,2492.07,USD,
0200002895,00010,P000000006,P001,8,EA,2338.13,USD,
0200002895,00020,P000000019,P007,10,EA,554.82,USD,
0200002895,00030,P000000015,P009,9,EA,5503.13,USD,
0200002898,00010,P000000029,P004,5,EA,8953.44,USD,
0200002898,00020,P000000024,P006,1,EA,1274.44,USD,
0200002898,00030,P000000025,P010,7,EA,8538.33,USD,
0200002898,00040,P000000005,P004,2,EA,525.0,USD,
0200002898,00050,P000000001,P001,1,EA,2181.96,USD,
0200002899,00010,P000000026,P005,4,EA,3369.12,USD,
0200002899,00020,P000000031,P003,7,EA,4213.97,USD,
0200002899,00030,P000000008,P001,4,EA,886.79,USD,
0200002899,00040,P000000027,P006,1,EA,9775.91,USD,
0200002899,00050,P000000022,P007,2,EA,9250.68,USD,
0200002899,00060,P000000034,P006,10,EA,262.5,USD,
0200002900,00010,P000000017,P003,9,EA,8294.23,USD,
0200002900,00020,P000000026,P003,1,EA,1809.54,USD,
0200002900,00030,P000000030,P005,8,EA,525.0,USD,
0200002900,00040,P000000015,P009,8,EA,4405.34,USD,
0200002902,00010,P000000034,P009,1,EA,2625.0,USD,
0200002902,00020,P000000029,P009,8,EA,538.3,USD,
0200002903,00010,P000000005,P008,6,EA,175.0,USD,
0200002903,00020,P000000009,P006,7,EA,3870.7,USD,
0200002903,00030,P000000011,P009,3,EA,4068.05,USD,
0200002903,00040,P000000015,P006,8,EA,2590.15,USD,
0200002905,00010,P000000016,P003,5,EA,5686.92,USD,
0200002908,00010,P000000001,P009,10,EA,9638.9,USD,
0200002908,00020,P000000013,P005,9,EA,1488.31,USD,
0200002908,00030,P000000013,P005,4,EA,4542.57,USD,
0200002909,00010,P000000004,P003,7,EA,143.0,USD,
0200002909,00020,P000000004,P002,4,EA,250.25,USD,
0200002909,00030,P000000013,P010,4,EA,9160.9,USD,
0200002909,00040,P000000025,P001,6,EA,8760.88,USD,
0200002910,00010,P000000001,P004,8,EA,3903.17,USD,
0200002910,00020,P000000012,P010,2,EA,627.54,USD,
0200002910,00030,P000000021,P007,1,EA,1337.78,USD,
0200002910,00040,P000000026,P010,6,EA,8099.35,USD,
0200002910,00050,P000000016,P003,10,EA,4380.38,USD,
0200002910,00060,P000000001,P007,8,EA,8694.72,USD,
0200002911,00010,P000000030,P007,1,EA,4200.0,USD,
0200002911,00020,P000000004,P002,3,EA,333.67,USD,
0200002911,00030,P000000019,P001,2,EA,1911.63,USD,
0200002911,00040,P000000012,P008,1,EA,6634.38,USD,
0200002912,00010,P000000003,P006,1,EA,8619.68,USD,
0200002912,00020,P000000015,P009,1,EA,4735.27,USD,
0200002912,00030,P000000006,P010,3,EA,6498.81,USD,
0200002912,00040,P000000004,P006,3,EA,333.67,USD,
0200002913,00010,P000000012,P003,2,EA,9432.3,USD,
0200002913,00020,P000000027,P005,5,EA,8064.68,USD,
0200002913,00030,P000000008,P010,7,EA,3909.64,USD,
0200002913,00040,P000000002,P006,10,EA,3996.86,USD,
0200002913,00050,P000000030,P005,1,EA,4200.0,USD,
0200002914,00010,P000000028,P005,3,EA,8773.52,USD,
0200002915,00010,P000000018,P001,8,EA,1428.31,USD,
0200002915,00020,P000000025,P001,2,EA,6701.81,USD,
0200002915,00030,P000000030,P004,2,EA,2100.0,USD,
0200002915,00040,P000000021,P004,2,EA,7852.73,USD,
0200002916,00010,P000000012,P003,2,EA,3954.12,USD,
0200002916,00020,P000000032,P010,4,EA,1947.77,USD,
0200002916,00030,P000000023,P009,1,EA,3626.73,USD,
0200002916,00040,P000000029,P010,9,EA,7589.07,USD,
0200002916,00050,P000000009,P009,9,EA,6313.65,USD,
0200002916,00060,P000000032,P008,1,EA,3109.33,USD,
0200002917,00010,P000000030,P003,4,EA,1050.0,USD,
0200002917,00020,P000000027,P007,4,EA,7336.0,USD,
0200002917,00030,P000000005,P009,7,EA,150.0,USD,
0200002917,00040,P000000017,P004,7,EA,8529.96,USD,
0200002917,00050,P000000016,P010,1,EA,2204.75,USD,
0200002920,00010,P000000031,P010,8,EA,7254.47,USD,
0200002920,00020,P000000003,P003,8,EA,3767.92,USD,
0200002920,00030,P000000030,P007,7,EA,600.0,USD,
0200002920,00040,P000000013,P003,4,EA,3596.89,USD,
0200002921,00010,P000000019,P008,4,EA,8531.97,USD,
0200002922,00010,P000000006,P006,5,EA,4362.79,USD,
0200002922,00020,P000000013,P002,1,EA,5942.37,USD,
0200002922,00030,P000000023,P002,4,EA,8147.65,USD,
0200002922,00040,P000000005,P006,9,EA,116.67,USD,
0200002922,00050,P000000013,P005,9,EA,8862.19,USD,
0200002922,00060,P000000004,P010,4,EA,250.25,USD,
0200002923,00010,P000000009,P008,2,EA,8491.14,USD,
0200002923,00020,P000000025,P003,6,EA,2885.12,USD,
0200002923,00030,P000000034,P001,3,EA,875.0,USD,
0200002923,00040,P000000033,P007,3,EA,116.67,USD,
0200002923,00050,P000000020,P005,10,EA,4279.1,USD,
0200002924,00010,P000000002,P005,3,EA,329.11,USD,
0200002924,00020,P000000022,P005,10,EA,5787.9,USD,
0200002924,00030,P000000023,P010,6,EA,9222.59,USD,
0200002924,00040,P000000022,P004,10,EA,1042.46,USD,
0200002924,00050,P000000021,P001,9,EA,9003.04,USD,
0200002924,00060,P000000006,P002,7,EA,8777.93,USD,
0200002926,00010,P000000007,P010,4,EA,7954.29,USD,
0200002926,00020,P000000012,P010,3,EA,6448.81,USD,
0200002927,00010,P000000018,P006,8,EA,9232.65,USD,
0200002929,00010,P000000033,P004,1,EA,350.0,USD,
0200002929,00020,P000000028,P005,5,EA,9370.54,USD,
0200002929,00030,P000000034,P003,1,EA,2625.0,USD,
0200002929,00040,P000000004,P004,9,EA,111.22,USD,
0200002931,00010,P000000007,P010,3,EA,7995.69,USD,
0200002931,00020,P000000019,P009,4,EA,4721.1,USD,
0200002933,00010,P000000021,P010,8,EA,4281.78,USD,
0200002933,00020,P000000008,P001,2,EA,4683.29,USD,
0200002934,00010,P000000021,P006,1,EA,751.23,USD,
0200002934,00020,P000000002,P008,10,EA,2772.37,USD,
0200002934,00030,P000000025,P006,8,EA,9864.76,USD,
0200002934,00040,P000000020,P009,9,EA,9801.13,USD,
0200002934,00050,P000000014,P004,10,EA,2118.31,USD,
0200002935,00010,P000000032,P005,9,EA,953.2,USD,
0200002935,00020,P000000032,P004,10,EA,3617.77,USD,
0200002935,00030,P000000005,P002,5,EA,210.0,USD,
0200002935,00040,P000000005,P006,9,EA,116.67,USD,
0200002935,00050,P000000013,P008,2,EA,457.47,USD,
0200002936,00010,P000000032,P002,3,EA,5987.84,USD,
0200002936,00020,P000000025,P007,8,EA,8668.2,USD,
0200002937,00010,P000000031,P008,3,EA,592.96,USD,
0200002937,00020,P000000021,P009,3,EA,1011.14,USD,
0200002938,00010,P000000024,P006,5,EA,142.51,USD,
0200002938,00020,P000000009,P010,9,EA,843.51,USD,
0200002938,00030,P000000006,P004,6,EA,8943.17,USD,
0200002938,00040,P000000029,P008,4,EA,9277.2,USD,
0200002941,00010,P000000015,P007,7,EA,8413.75,USD,
0200002942,00010,P000000024,P004,4,EA,8520.06,USD,
0200002942,00020,P000000025,P010,2,EA,1395.24,USD,
0200002947,00010,P000000008,P009,9,EA,2778.05,USD,
0200002947,00020,P000000030,P001,9,EA,466.67,USD,
0200002947,00030,P000000002,P006,5,EA,1194.31,USD,
0200002947,00040,P000000007,P007,5,EA,3889.19,USD,
0200002947,00050,P000000017,P010,8,EA,3062.45,USD,
0200002947,00060,P000000031,P004,1,EA,3635.15,USD,
0200002949,00010,P000000009,P005,8,EA,4392.45,USD,
0200002949,00020,P000000003,P004,7,EA,1662.64,USD,
0200002950,00010,P000000033,P003,7,EA,50.0,USD,
0200002951,00010,P000000004,P001,5,EA,200.2,USD,
0200002951,00020,P000000015,P009,3,EA,5569.26,USD,
0200002953,00010,P000000033,P007,3,EA,116.67,USD,
0200002953,00020,P000000008,P009,5,EA,7638.83,USD,
0200002953,00030,P000000032,P001,3,EA,6005.2,USD,
0200002956,00010,P000000012,P005,1,EA,7100.33,USD,
0200002956,00020,P000000007,P004,9,EA,1089.09,USD,
0200002956,00030,P000000006,P006,8,EA,511.62,USD,
0200002956,00040,P000000034,P002,6,EA,437.5,USD,
0200002958,00010,P000000003,P007,5,EA,3588.73,USD,
0200002958,00030,P000000006,P008,2,EA,2734.6,USD,
0200002958,00040,P000000028,P006,7,EA,7575.17,USD,
0200002959,00010,P000000007,P001,4,EA,4233.34,USD,
0200002959,00020,P000000012,P005,1,EA,2929.61,USD,
0200002959,00030,P000000022,P007,1,EA,9581.47,USD,
0200002961,00010,P000000022,P006,7,EA,7424.06,USD,
0200002961,00020,P000000007,P001,6,EA,1949.23,USD,
0200002961,00030,P000000032,P010,6,EA,247.03,USD,
0200002961,00040,P000000019,P009,2,EA,703.75,USD,
0200002963,00010,P000000014,P009,4,EA,245.42,USD,
0200002963,00020,P000000006,P008,3,EA,1032.51,USD,
0200002963,00030,P000000018,P009,1,EA,9552.69,USD,
0200002963,00040,P000000005,P009,4,EA,262.5,USD,
0200002965,00010,P000000033,P010,5,EA,70.0,USD,
0200002965,00020,P000000012,P009,7,EA,3447.79,USD,
0200002965,00030,P000000030,P001,6,EA,700.0,USD,
0200002965,00040,P000000005,P003,8,EA,131.25,USD,
0200002967,00010,P000000005,P010,7,EA,150.0,USD,
0200002967,00020,P000000016,P003,8,EA,9401.15,USD,
0200002967,00030,P000000002,P006,6,EA,6774.07,USD,
0200002967,00040,P000000014,P005,6,EA,1404.9,USD,
0200002967,00050,P000000028,P007,3,EA,5462.24,USD,
0200002968,00010,P000000014,P003,7,EA,286.8,USD,
0200002968,00020,P000000022,P003,8,EA,5719.35,USD,
0200002968,00030,P000000013,P006,2,EA,9361.29,USD,
0200002970,00010,P000000027,P002,3,EA,2293.14,USD,
0200002971,00010,P000000029,P009,10,EA,3497.29,USD,
0200002971,00020,P000000009,P007,8,EA,2847.71,USD,
0200002971,00030,P000000004,P005,5,EA,200.2,USD,
0200002971,00040,P000000022,P002,5,EA,8157.52,USD,
0200002971,00050,P000000012,P001,8,EA,6049.3,USD,
0200002972,00010,P000000024,P006,4,EA,2770.5,USD,
0200002972,00020,P000000005,P001,2,EA,525.0,USD,
0200002972,00030,P000000025,P003,3,EA,8017.03,USD,
0200002972,00040,P000000005,P010,7,EA,150.0,USD,
0200002972,00050,P000000011,P003,8,EA,308.23,USD,
0200002973,00010,P000000017,P008,8,EA,927.2,USD,
0200002973,00020,P000000015,P007,3,EA,5650.4,USD,
0200002973,00030,P000000023,P001,4,EA,4786.51,USD,
0200002973,00040,P000000008,P010,3,EA,1510.45,USD,
0200002974,00010,P000000002,P008,4,EA,2247.73,USD,
0200002974,00020,P000000023,P007,5,EA,2850.76,USD,
0200002975,00010,P000000021,P010,2,EA,8183.16,USD,
0200002975,00020,P000000028,P008,10,EA,7201.9,USD,
0200002975,00030,P000000015,P003,7,EA,8962.43,USD,
0200002977,00010,P000000015,P007,5,EA,8221.58,USD,
0200002977,00020,P000000034,P006,8,EA,328.12,USD,
0200002977,00030,P000000022,P007,2,EA,9097.72,USD,
0200002979,00010,P000000012,P007,10,EA,9199.63,USD,
0200002980,00010,P000000034,P003,2,EA,1312.5,USD,
0200002980,00020,P000000011,P004,5,EA,6214.23,USD,
0200002980,00030,P000000015,P010,6,EA,9735.29,USD,
0200002981,00010,P000000023,P003,6,EA,2959.53,USD,
0200002981,00020,P000000018,P007,4,EA,2185.85,USD,
0200002981,00030,P000000024,P002,7,EA,5675.86,USD,
0200002981,00040,P000000023,P007,2,EA,9249.56,USD,
0200002983,00010,P000000019,P008,3,EA,6211.0,USD,
0200002983,00020,P000000025,P001,8,EA,8955.42,USD,
0200002984,00010,P000000014,P001,3,EA,6308.67,USD,
0200002984,00020,P000000013,P005,8,EA,1402.83,USD,
0200002984,00030,P000000006,P007,3,EA,7454.76,USD,
0200002984,00040,P000000014,P009,8,EA,537.05,USD,
0200002985,00010,P000000029,P007,4,EA,4263.19,USD,
0200002985,00020,P000000016,P007,1,EA,3505.25,USD,
0200002985,00030,P000000015,P001,5,EA,6369.92,USD,
0200002988,00010,P000000028,P010,3,EA,3556.5,USD,
0200002989,00010,P000000015,P005,2,EA,8048.51,USD,
0200002990,00010,P000000012,P002,7,EA,7484.22,USD,
0200002990,00020,P000000003,P005,3,EA,1453.69,USD,
0200002990,00030,P000000030,P005,9,EA,466.67,USD,
0200002990,00040,P000000022,P001,8,EA,1784.59,USD,
0200002992,00010,P000000022,P006,2,EA,4934.74,USD,
0200002992,00020,P000000001,P009,6,EA,3518.42,USD,
0200002992,00030,P000000025,P006,2,EA,6962.13,USD,
0200002992,00040,P000000009,P010,8,EA,1441.66,USD,
0200002992,00050,P000000028,P009,3,EA,184.5,USD,
0200002993,00010,P000000007,P003,10,EA,8058.84,USD,
0200002993,00020,P000000010,P007,10,EA,6415.1,USD,
0200002994,00010,P000000023,P003,10,EA,9654.42,USD,
0200002994,00020,P000000029,P003,1,EA,6460.83,USD,
0200002994,00030,P000000025,P004,4,EA,8133.39,USD,
0200002994,00040,P000000025,P009,8,EA,2449.6,USD,
0200002994,00050,P000000021,P009,1,EA,4790.7,USD,
0200002995,00010,P000000009,P008,5,EA,9602.64,USD,
0200002995,00020,P000000017,P001,10,EA,5815.47,USD,
0200002995,00030,P000000005,P008,4,EA,262.5,USD,
0200002995,00040,P000000009,P008,1,EA,2721.74,USD,
0200002995,00050,P000000017,P002,9,EA,4737.99,USD,
0200002996,00010,P000000016,P005,1,EA,1065.0,USD,
0200002996,00020,P000000016,P006,4,EA,172.05,USD,
0200002996,00030,P000000006,P010,9,EA,6723.4,USD,
0200002996,00040,P000000002,P006,7,EA,9123.64,USD,
0200002997,00010,P000000001,P009,5,EA,2080.59,USD,
0200002997,00020,P000000003,P003,2,EA,120.34,USD,
0200002997,00030,P000000001,P007,7,EA,9987.15,USD,
0200002997,00040,P000000024,P003,1,EA,3881.38,USD,
0200002998,00010,P000000011,P004,2,EA,7742.93,USD,
0200002998,00020,P000000010,P010,4,EA,1931.11,USD,
0200002998,00030,P000000006,P009,4,EA,3749.09,USD,
0200002998,00040,P000000024,P002,4,EA,9353.34,USD,
0200002999,00010,P000000024,P005,7,EA,305.37,USD,
0200003000,00010,P000000015,P007,8,EA,5491.07,USD,
0200003000,00020,P000000034,P006,4,EA,656.25,USD,
0200003000,00030,P000000021,P004,1,EA,6371.43,USD,
0200003000,00040,P000000011,P007,9,EA,793.38,USD,
0200003000,00050,P000000022,P001,9,EA,3687.36,USD,
0200003000,00060,P000000009,P007,3,EA,1834.45,USD,
0200003002,00010,P000000013,P002,1,EA,7426.8,USD,
0200003002,00020,P000000024,P004,3,EA,8005.82,USD,
0200003002,00030,P000000013,P009,2,EA,9870.81,USD,
0200003003,00010,P000000009,P008,1,EA,4788.52,USD,
0200003003,00020,P000000009,P001,9,EA,8729.05,USD,
0200003003,00030,P000000020,P004,10,EA,5352.51,USD,
0200003003,00040,P000000027,P008,7,EA,9986.27,USD,
0200003003,00050,P000000004,P009,9,EA,111.22,USD,
0200003003,00060,P000000032,P007,9,EA,5853.65,USD,
0200003004,00010,P000000034,P004,3,EA,875.0,USD,
0200003004,00020,P000000019,P006,2,EA,3901.51,USD,
0200003004,00030,P000000025,P009,4,EA,734.88,USD,
0200003004,00040,P000000023,P002,5,EA,6378.79,USD,
0200003004,00050,P000000017,P008,2,EA,5596.61,USD,
0200003007,00010,P000000008,P007,8,EA,6596.19,USD,
0200003009,00010,P000000022,P003,7,EA,4561.23,USD,
0200003009,00020,P000000033,P009,2,EA,175.0,USD,
0200003009,00030,P000000031,P002,3,EA,1679.51,USD,
0200003009,00040,P000000007,P006,10,EA,447.49,USD,
